job_id,workload,node_id,node_type,ttft_ms,decode_ms,total_ms,timing_source,timing_quality
debate_job_0,debate,debate_job_0_r0_proposer_0,llm_call,287.44983673095703,162.34946250915527,449.7992992401123,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_proposer_1,llm_call,287.44983673095703,162.3682975769043,449.8181343078613,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_proposer_2,llm_call,287.44983673095703,162.37688064575195,449.826717376709,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_proposer_3,llm_call,287.44983673095703,162.3842716217041,449.83410835266113,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_critic_0,llm_call,290.05908966064453,160.68458557128906,450.7436752319336,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_critic_1,llm_call,290.05908966064453,160.69865226745605,450.7577419281006,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_critic_2,llm_call,290.05908966064453,160.7062816619873,450.76537132263184,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_critic_3,llm_call,290.05908966064453,160.7193946838379,450.7784843444824,vllm_engine_metrics,engine_reported
debate_job_0,debate,debate_job_0_r0_judge,aggregate,74.69058036804199,154.30092811584473,228.99150848388672,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_proposer_0,llm_call,290.7569408416748,160.14337539672852,450.9003162384033,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_proposer_1,llm_call,290.7569408416748,160.15315055847168,450.9100914001465,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_proposer_2,llm_call,290.7569408416748,160.16077995300293,450.91772079467773,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_proposer_3,llm_call,290.7569408416748,160.16650199890137,450.9234428405762,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_critic_0,llm_call,291.1679744720459,159.09433364868164,450.26230812072754,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_critic_1,llm_call,291.1679744720459,159.1036319732666,450.2716064453125,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_critic_2,llm_call,291.1679744720459,159.10983085632324,450.27780532836914,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_critic_3,llm_call,291.1679744720459,159.11483764648438,450.2828121185303,vllm_engine_metrics,engine_reported
debate_job_1,debate,debate_job_1_r0_judge,aggregate,73.6398696899414,152.1766185760498,225.8164882659912,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_proposer_0,llm_call,288.5863780975342,159.33465957641602,447.9210376739502,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_proposer_1,llm_call,288.5863780975342,159.34395790100098,447.93033599853516,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_proposer_2,llm_call,288.5863780975342,159.35063362121582,447.93701171875,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_proposer_3,llm_call,288.5863780975342,159.35635566711426,447.94273376464844,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_critic_0,llm_call,288.433313369751,159.22880172729492,447.6621150970459,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_critic_1,llm_call,288.433313369751,159.23738479614258,447.67069816589355,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_critic_2,llm_call,288.433313369751,159.24334526062012,447.6766586303711,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_critic_3,llm_call,288.433313369751,159.24835205078125,447.6816654205322,vllm_engine_metrics,engine_reported
debate_job_2,debate,debate_job_2_r0_judge,aggregate,73.81439208984375,151.89719200134277,225.71158409118652,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_proposer_0,llm_call,287.88065910339355,159.2845916748047,447.16525077819824,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_proposer_1,llm_call,287.88065910339355,159.29365158081055,447.1743106842041,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_proposer_2,llm_call,287.88065910339355,159.2996120452881,447.18027114868164,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_proposer_3,llm_call,287.88065910339355,159.30533409118652,447.1859931945801,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_critic_0,llm_call,288.2215976715088,158.85066986083984,447.07226753234863,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_critic_1,llm_call,288.2215976715088,158.8594913482666,447.0810890197754,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_critic_2,llm_call,288.2215976715088,158.86592864990234,447.08752632141113,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_critic_3,llm_call,288.2215976715088,158.87117385864258,447.09277153015137,vllm_engine_metrics,engine_reported
debate_job_3,debate,debate_job_3_r0_judge,aggregate,73.70162010192871,152.12655067443848,225.8281707763672,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_proposer_0,llm_call,292.21200942993164,159.06190872192383,451.27391815185547,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_proposer_1,llm_call,292.21200942993164,159.071683883667,451.28369331359863,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_proposer_2,llm_call,292.21200942993164,159.07740592956543,451.28941535949707,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_proposer_3,llm_call,292.21200942993164,159.08241271972656,451.2944221496582,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_critic_0,llm_call,292.2799587249756,159.3024730682373,451.5824317932129,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_critic_1,llm_call,292.2799587249756,159.31177139282227,451.59173011779785,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_critic_2,llm_call,292.2799587249756,159.3174934387207,451.5974521636963,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_critic_3,llm_call,292.2799587249756,159.32226181030273,451.6022205352783,vllm_engine_metrics,engine_reported
debate_job_4,debate,debate_job_4_r0_judge,aggregate,73.49252700805664,152.3420810699463,225.83460807800293,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l0_agent_0,llm_call,288.6345386505127,159.30914878845215,447.94368743896484,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l0_agent_1,llm_call,288.6345386505127,159.3186855316162,447.9532241821289,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l0_agent_2,llm_call,288.6345386505127,159.32464599609375,447.95918464660645,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l0_agent_3,llm_call,288.6345386505127,159.3301296234131,447.9646682739258,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l1_agent_0,llm_call,292.56200790405273,159.3313217163086,451.8933296203613,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l1_agent_1,llm_call,292.56200790405273,159.34109687805176,451.9031047821045,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l1_agent_2,llm_call,292.56200790405273,159.3465805053711,451.9085884094238,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l1_agent_3,llm_call,292.56200790405273,159.35158729553223,451.91359519958496,vllm_engine_metrics,engine_reported
moa_job_0,moa,moa_job_0_l2_agent_0,summarize,72.85952568054199,151.9768238067627,224.8363494873047,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l0_agent_0,llm_call,292.83642768859863,161.1764430999756,454.0128707885742,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l0_agent_1,llm_call,292.83642768859863,161.18693351745605,454.0233612060547,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l0_agent_2,llm_call,292.83642768859863,161.1936092376709,454.03003692626953,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l0_agent_3,llm_call,292.83642768859863,161.19980812072754,454.0362358093262,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l1_agent_0,llm_call,293.8849925994873,159.84654426574707,453.7315368652344,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l1_agent_1,llm_call,293.8849925994873,159.85631942749023,453.74131202697754,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l1_agent_2,llm_call,293.8849925994873,159.86251831054688,453.7475109100342,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l1_agent_3,llm_call,293.8849925994873,159.86895561218262,453.7539482116699,vllm_engine_metrics,engine_reported
moa_job_1,moa,moa_job_1_l2_agent_0,summarize,73.81510734558105,152.4949073791504,226.31001472473145,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l0_agent_0,llm_call,290.33923149108887,159.35325622558594,449.6924877166748,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l0_agent_1,llm_call,290.33923149108887,159.3635082244873,449.7027397155762,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l0_agent_2,llm_call,290.33923149108887,159.37042236328125,449.7096538543701,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l0_agent_3,llm_call,290.33923149108887,159.3763828277588,449.71561431884766,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l1_agent_0,llm_call,292.76466369628906,159.02328491210938,451.78794860839844,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l1_agent_1,llm_call,292.76466369628906,159.03306007385254,451.7977237701416,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l1_agent_2,llm_call,292.76466369628906,159.03973579406738,451.80439949035645,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l1_agent_3,llm_call,292.76466369628906,159.0445041656494,451.8091678619385,vllm_engine_metrics,engine_reported
moa_job_2,moa,moa_job_2_l2_agent_0,summarize,73.29559326171875,153.95212173461914,227.2477149963379,vllm_engine_metrics,engine_reported
moa_job_3,moa,moa_job_3_l0_agent_0,llm_call,290.2548313140869,158.85114669799805,449.10597801208496,vllm_engine_metrics,engine_reported
moa_job_3,moa,moa_job_3_l0_agent_1,llm_call,290.2548313140869,158.8602066040039,449.1150379180908,vllm_engine_metrics,engine_reported
moa_job_3,moa,moa_job_3_l0_agent_2,llm_call,290.2548313140869,158.86592864990234,449.12075996398926,vllm_engine_metrics,engine_reported
moa_job_3,moa,moa_job_3_l0_agent_3,llm_call,290.2548313140869,158.8726043701172,449.1274356842041,vllm_engine_metrics,engine_reported
