baseline,arrival_rate_jobs_per_s,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,76.86282135546207,237.7090835943818,0.04195328801870346,1.2063141912221909,133.80007166415453,595.087475143373,5.95087475143373,0.00034342243540553955
ideal_next_use_cache,2.0,161.3856665790081,237.35821060836315,0.023745931684970856,10.133352130651474,132.21986591815948,686.7475407198071,6.8674754071980715,0.04939084138499672
pat_like_traffic_only,2.0,77.74632424116135,298.51910285651684,0.02422276884317398,11.2379752099514,144.73744295537472,676.2750390917063,6.762750390917063,0.00046363071122780894
waferagent_adaptive,2.0,79.12128698080778,239.5466733723879,0.04748255014419556,14.053687453269958,139.2845632508397,617.7499126642942,6.177499126642942,0.045835583367047926
waferagent_latency_safe,2.0,78.26061546802521,238.14257699996233,0.0225752592086792,13.776200823485851,132.84710235893726,603.7446465343237,6.037446465343237,0.04479642572393417
apc_like,4.0,76.993552967906,230.67269753664732,0.021233223378658295,1.2129368260502815,134.98132210224867,579.4246131554246,5.794246131554246,0.00033443429300988723
ideal_next_use_cache,4.0,78.81708350032568,237.8163281828165,0.02224370837211609,10.458992794156075,135.4403141885996,603.5047015175223,6.035047015175223,0.02736460846969917
pat_like_traffic_only,4.0,77.03188620507717,229.14065793156624,0.022837892174720764,11.49909757077694,145.55906224995852,604.1507562622428,6.041507562622428,0.000415916896067539
waferagent_adaptive,4.0,78.52582447230816,237.13580425828695,0.02907775342464447,14.34037834405899,141.77784975618124,610.8294036239386,6.108294036239386,0.030138215030246916
waferagent_latency_safe,4.0,77.96822302043438,307.0073053240776,0.02201925963163376,13.695620000362396,135.96930727362633,685.3191684931517,6.853191684931517,0.033813526889600404
apc_like,8.0,154.14313785731792,232.84323327243328,0.019759871065616608,1.1778101325035095,136.38352323323488,660.6820244342089,6.606820244342089,0.0003815505940214593
ideal_next_use_cache,8.0,78.69676779955626,240.31534790992737,0.0247834250330925,11.285093612968922,136.63146179169416,610.6586121022701,6.106586121022701,0.0053480812359464735
pat_like_traffic_only,8.0,77.09383498877287,229.30969949811697,0.019552186131477356,11.384294368326664,144.33682523667812,600.7293835282326,6.007293835282326,0.00041254399481956464
waferagent_adaptive,8.0,77.65966467559338,292.7351528778672,0.020461156964302063,14.516658149659634,142.84874498844147,667.4635717645288,6.6746357176452875,0.004793413103848097
waferagent_latency_safe,8.0,78.55304051190615,237.43372317403555,0.02059806138277054,14.077194966375828,136.42994780093431,604.2250180616975,6.042250180616975,0.004339263207418255
apc_like,16.0,76.45723782479763,230.91494478285313,0.019391998648643494,1.1900514364242554,134.67237167060375,578.9036005735397,5.789036005735397,0.0003347140331926975
ideal_next_use_cache,16.0,78.20548303425312,237.57371958345175,0.024327076971530914,12.232877314090729,137.2375823557377,659.864698536694,6.5986469853669405,0.0029616269343222556
pat_like_traffic_only,16.0,141.78247097879648,230.41716404259205,0.021843239665031433,11.560501530766487,146.01324405521154,669.459218159318,6.69459218159318,0.00046428680899281795
waferagent_adaptive,16.0,78.66277638822794,238.6835440993309,0.01934543251991272,14.60233610123396,143.33679620176554,611.6574527695775,6.116574527695775,0.0028061832379130277
waferagent_latency_safe,16.0,76.98328699916601,234.93481241166592,0.019093044102191925,14.9227911606431,137.07967847585678,600.0321181491017,6.000321181491017,0.002752848125262322
