prefix_id,scope,selected_policy,confidence,opportunity_score,predicted_delta_ms_vs_apc,predicted_delta_ms_vs_pat,reason,baseline,arrival_rate_jobs_per_s
sha256:7d5dba5adf4fa6f2897951f73a86f3732e027be7e9463ef0cae21626937252a4,shared_kv_object,waferagent_latency_safe,0.6216115425506636,88509.801035968,-88509.801035968,-53875.184761024,positive_latency_safe_opportunity,waferagent_adaptive,4.0
sha256:091df722d53547d417453eecc4f6153b0e3e854f11bd6f6419ed9e87ac8ca416,shared_kv_object,apc_like,0.621620038256448,3186379.692294848,-3186379.692294848,-1939533.506396864,high_queue_and_sram_risk,waferagent_adaptive,4.0
