reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,cross_job_prefix_hit_rate_observed,shared_kv_read_reduction_ratio,waferagent_vs_apc_jct_p99_delta_pct,apc_like_jct_p99_ms,waferagent_jct_p99_ms,regime_label
1,512,128,32,2,2.0,0.0,0.0,-0.8362627749020902,49.17049247446721,8.051039994466919,waferagent_latency_beneficial
1,512,128,32,2,16.0,0.0,0.0,-0.836262774902089,49.17049247446685,8.051039994466919,waferagent_latency_beneficial
1,512,128,32,16,2.0,0.0,0.0,-0.9879943520841122,670.6043731144691,8.051039994466919,waferagent_latency_beneficial
1,512,128,32,16,16.0,0.0,0.0,-0.9879943520841122,670.6043731144675,8.051039994466919,waferagent_latency_beneficial
1,512,128,512,2,2.0,0.0,0.0,-0.9682065684879543,707.8701686049626,22.50562172496211,waferagent_latency_beneficial
1,512,128,512,2,16.0,0.0,0.0,-0.9682065684879546,707.8701686049618,22.505621724961884,waferagent_latency_beneficial
1,512,128,512,16,2.0,0.0,0.0,-0.9978252780732643,10348.735370844961,22.50562172496211,waferagent_latency_beneficial
1,512,128,512,16,16.0,0.0,0.0,-0.9978252780732643,10348.735370844963,22.505621724961884,waferagent_latency_beneficial
1,8192,128,32,2,2.0,0.0,0.0,-0.9631037482786985,737.2367782067515,27.20127374691765,waferagent_latency_beneficial
1,8192,128,32,2,16.0,0.0,0.0,-0.963103748278699,737.2367782067518,27.201273746917195,waferagent_latency_beneficial
1,8192,128,32,16,2.0,0.0,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
1,8192,128,32,16,16.0,0.0,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
1,8192,128,512,2,2.0,0.0,0.0,-0.9962342722368405,11059.604474478943,41.64745961910921,waferagent_latency_beneficial
1,8192,128,512,2,16.0,0.0,0.0,-0.9962342722368405,11059.604474478945,41.64745961910842,waferagent_latency_beneficial
1,8192,128,512,16,2.0,0.0,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
1,8192,128,512,16,16.0,0.0,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
1,32768,128,32,2,2.0,0.0,0.0,-0.9754057213112883,2937.64281170538,72.24920599897268,waferagent_latency_beneficial
1,32768,128,32,2,16.0,0.0,0.0,-0.9754057213112883,2937.64281170538,72.24920599897246,waferagent_latency_beneficial
1,32768,128,32,16,2.0,0.0,0.0,0.0,43675.41321426539,43675.41321426539,low_reuse_apc_better
1,32768,128,32,16,16.0,0.0,0.0,0.0,43675.41321426538,43675.41321426538,low_reuse_apc_better
1,32768,128,512,2,2.0,0.0,0.0,-0.9980390271821081,44183.722726566484,86.64307926006768,waferagent_latency_beneficial
1,32768,128,512,2,16.0,0.0,0.0,-0.9980390271821081,44183.72272656648,86.64307926006722,waferagent_latency_beneficial
1,32768,128,512,16,2.0,0.0,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
1,32768,128,512,16,16.0,0.0,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
8,512,128,32,2,2.0,0.43333333333333335,0.0,-0.8362627749020902,49.17049247446721,8.051039994466919,waferagent_latency_beneficial
8,512,128,32,2,16.0,0.43333333333333335,0.0,-0.8362627749020897,49.17049247446685,8.051039994466885,waferagent_latency_beneficial
8,512,128,32,16,2.0,0.05416666666666667,0.0,-0.9879943520841122,670.6043731144691,8.051039994466919,waferagent_latency_beneficial
8,512,128,32,16,16.0,0.05416666666666667,0.0,-0.9879943520841122,670.6043731144675,8.051039994466885,waferagent_latency_beneficial
8,512,128,512,2,2.0,0.43333333333333335,0.0,-0.9682065684879545,707.8701686049626,22.505621724962044,waferagent_latency_beneficial
8,512,128,512,2,16.0,0.43333333333333335,0.0,-0.9682065684879547,707.8701686049618,22.505621724961827,waferagent_latency_beneficial
8,512,128,512,16,2.0,0.05416666666666667,0.0,-0.9978252780732643,10348.735370844961,22.505621724962044,waferagent_latency_beneficial
