reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,cross_job_prefix_hit_rate_observed,shared_kv_read_reduction_ratio,waferagent_vs_apc_jct_p99_delta_pct,apc_like_jct_p99_ms,waferagent_jct_p99_ms,regime_label
8,512,128,512,16,16.0,0.05416666666666667,0.0,-0.9978252780732643,10348.735370844963,22.505621724961827,waferagent_latency_beneficial
8,8192,128,32,2,2.0,0.43333333333333335,0.07083333333381836,-0.9631037482786986,737.2367782067515,27.20127374691752,waferagent_latency_beneficial
8,8192,128,32,2,16.0,0.43333333333333335,0.07083333333381836,-0.963103748278699,737.2367782067518,27.201273746917195,waferagent_latency_beneficial
8,8192,128,32,16,2.0,0.05416666666666667,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
8,8192,128,32,16,16.0,0.05416666666666667,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
8,8192,128,512,2,2.0,0.43333333333333335,0.07083333333336361,-0.9962342722368405,11059.604474478943,41.647459619108965,waferagent_latency_beneficial
8,8192,128,512,2,16.0,0.43333333333333335,0.07083333333336361,-0.9962342722368405,11059.604474478945,41.64745961910841,waferagent_latency_beneficial
8,8192,128,512,16,2.0,0.05416666666666667,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
8,8192,128,512,16,16.0,0.05416666666666667,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
8,32768,128,32,2,2.0,0.43333333333333335,0.07083333333381836,-0.9754057213112883,2937.64281170538,72.24920599897268,waferagent_latency_beneficial
8,32768,128,32,2,16.0,0.43333333333333335,0.07083333333381836,-0.9754057213112883,2937.64281170538,72.24920599897246,waferagent_latency_beneficial
8,32768,128,32,16,2.0,0.05416666666666667,0.0,0.0,43675.41321426539,43675.41321426539,low_reuse_apc_better
8,32768,128,32,16,16.0,0.05416666666666667,0.0,0.0,43675.41321426538,43675.41321426538,low_reuse_apc_better
8,32768,128,512,2,2.0,0.43333333333333335,0.07083333333336361,-0.9980390271821081,44183.722726566484,86.64307926006768,waferagent_latency_beneficial
8,32768,128,512,2,16.0,0.43333333333333335,0.07083333333336361,-0.9980390271821081,44183.72272656648,86.64307926006722,waferagent_latency_beneficial
8,32768,128,512,16,2.0,0.05416666666666667,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
8,32768,128,512,16,16.0,0.05416666666666667,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
64,512,128,32,2,2.0,0.48333333333333334,0.0,-0.8470583132928369,49.17049247446721,7.520218055266886,waferagent_latency_beneficial
64,512,128,32,2,16.0,0.48333333333333334,0.0,-0.8470583132928379,49.17049247446685,7.520218055266782,waferagent_latency_beneficial
64,512,128,32,16,2.0,0.06041666666666667,0.0,-0.9887859096111453,670.6043731144691,7.520218055266886,waferagent_latency_beneficial
64,512,128,32,16,16.0,0.06041666666666667,0.0,-0.9887859096111454,670.6043731144675,7.520218055266782,waferagent_latency_beneficial
64,512,128,512,2,2.0,0.48333333333333334,0.0,-0.9689564545020045,707.8701686049626,21.974799785761878,waferagent_latency_beneficial
64,512,128,512,2,16.0,0.48333333333333334,0.0,-0.9689564545020048,707.8701686049618,21.9747997857617,waferagent_latency_beneficial
64,512,128,512,16,2.0,0.06041666666666667,0.0,-0.9978765714845053,10348.735370844961,21.974799785761878,waferagent_latency_beneficial
64,512,128,512,16,16.0,0.06041666666666667,0.0,-0.9978765714845053,10348.735370844963,21.9747997857617,waferagent_latency_beneficial
64,8192,128,32,2,2.0,0.48333333333333334,0.0,0.0,737.2367782067515,737.2367782067515,low_reuse_apc_better
64,8192,128,32,2,16.0,0.48333333333333334,0.0,0.0,737.2367782067518,737.2367782067518,low_reuse_apc_better
64,8192,128,32,16,2.0,0.06041666666666667,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
64,8192,128,32,16,16.0,0.06041666666666667,0.0,0.0,10808.94068732675,10808.94068732675,low_reuse_apc_better
64,8192,128,512,2,2.0,0.48333333333333334,0.0,0.0,11059.604474478943,11059.604474478943,low_reuse_apc_better
64,8192,128,512,2,16.0,0.48333333333333334,0.0,0.0,11059.604474478945,11059.604474478945,low_reuse_apc_better
64,8192,128,512,16,2.0,0.06041666666666667,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
64,8192,128,512,16,16.0,0.06041666666666667,0.0,0.0,165442.209529199,165442.209529199,low_reuse_apc_better
64,32768,128,32,2,2.0,0.48333333333333334,0.0,0.0,2937.64281170538,2937.64281170538,low_reuse_apc_better
64,32768,128,32,2,16.0,0.48333333333333334,0.0,0.0,2937.64281170538,2937.64281170538,low_reuse_apc_better
64,32768,128,32,16,2.0,0.06041666666666667,0.0,0.0,43675.41321426539,43675.41321426539,low_reuse_apc_better
64,32768,128,32,16,16.0,0.06041666666666667,0.0,0.0,43675.41321426538,43675.41321426538,low_reuse_apc_better
64,32768,128,512,2,2.0,0.48333333333333334,0.0,0.0,44183.722726566484,44183.722726566484,low_reuse_apc_better
64,32768,128,512,2,16.0,0.48333333333333334,0.0,0.0,44183.72272656648,44183.72272656648,low_reuse_apc_better
64,32768,128,512,16,2.0,0.06041666666666667,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
64,32768,128,512,16,16.0,0.06041666666666667,0.0,0.0,662165.0977115267,662165.0977115267,low_reuse_apc_better
