reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,primary_benefit_source,prefill_saving_delta,shared_kv_read_reduction_delta,placement_mesh_delta,shared_kv_placement_delta,apc_affinity_jct_delta,pat_affinity_jct_delta,jct_p99_delta_vs_apc,metric,delta
8,8192,128,512,16,16.0,mixed_benefit,1.0,0.4602981442047294,16.47473697146152,0.0,-0.799843930798116,-0.8190539867824701,0.0,shared_kv_read_reduction_delta,0.4602981442047294
8,8192,128,512,16,16.0,mixed_benefit,1.0,0.4602981442047294,16.47473697146152,0.0,-0.799843930798116,-0.8190539867824701,0.0,placement_mesh_delta,16.47473697146152
8,8192,128,512,16,16.0,mixed_benefit,1.0,0.4602981442047294,16.47473697146152,0.0,-0.799843930798116,-0.8190539867824701,0.0,shared_kv_placement_delta,0.0
8,32768,128,32,2,2.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,prefill_saving_delta,1.0
8,32768,128,32,2,2.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,shared_kv_read_reduction_delta,0.5831134564707016
8,32768,128,32,2,2.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,placement_mesh_delta,4364760514560.0
8,32768,128,32,2,2.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,shared_kv_placement_delta,0.0
8,32768,128,32,2,16.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,prefill_saving_delta,1.0
8,32768,128,32,2,16.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,shared_kv_read_reduction_delta,0.5831134564707016
8,32768,128,32,2,16.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,placement_mesh_delta,4364760514560.0
8,32768,128,32,2,16.0,mixed_benefit,1.0,0.5831134564707016,4364760514560.0,0.0,0.0,0.0,0.9754057213112883,shared_kv_placement_delta,0.0
8,32768,128,32,16,2.0,mixed_benefit,1.0,0.5192277259113997,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,prefill_saving_delta,1.0
8,32768,128,32,16,2.0,mixed_benefit,1.0,0.5192277259113997,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,shared_kv_read_reduction_delta,0.5192277259113997
8,32768,128,32,16,2.0,mixed_benefit,1.0,0.5192277259113997,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,placement_mesh_delta,19.238144629299256
8,32768,128,32,16,2.0,mixed_benefit,1.0,0.5192277259113997,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,shared_kv_placement_delta,0.0
8,32768,128,32,16,16.0,mixed_benefit,1.0,0.5441531285243322,20.615633447068728,0.0,-0.7994907511275694,-0.7994910076974259,0.0,prefill_saving_delta,1.0
8,32768,128,32,16,16.0,mixed_benefit,1.0,0.5441531285243322,20.615633447068728,0.0,-0.7994907511275694,-0.7994910076974259,0.0,shared_kv_read_reduction_delta,0.5441531285243322
8,32768,128,32,16,16.0,mixed_benefit,1.0,0.5441531285243322,20.615633447068728,0.0,-0.7994907511275694,-0.7994910076974259,0.0,placement_mesh_delta,20.615633447068728
8,32768,128,32,16,16.0,mixed_benefit,1.0,0.5441531285243322,20.615633447068728,0.0,-0.7994907511275694,-0.7994910076974259,0.0,shared_kv_placement_delta,0.0
8,32768,128,512,2,2.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,prefill_saving_delta,1.0
8,32768,128,512,2,2.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,shared_kv_read_reduction_delta,0.5831134564647751
8,32768,128,512,2,2.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,placement_mesh_delta,66212289576960.0
8,32768,128,512,2,2.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,shared_kv_placement_delta,0.0
8,32768,128,512,2,16.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,prefill_saving_delta,1.0
8,32768,128,512,2,16.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,shared_kv_read_reduction_delta,0.5831134564647751
8,32768,128,512,2,16.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,placement_mesh_delta,66212289576960.0
8,32768,128,512,2,16.0,mixed_benefit,1.0,0.5831134564647751,66212289576960.0,0.0,0.0,0.0,0.9980390271821081,shared_kv_placement_delta,0.0
8,32768,128,512,16,2.0,mixed_benefit,1.0,0.5742866513614889,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,prefill_saving_delta,1.0
8,32768,128,512,16,2.0,mixed_benefit,1.0,0.5742866513614889,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_read_reduction_delta,0.5742866513614889
8,32768,128,512,16,2.0,mixed_benefit,1.0,0.5742866513614889,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,placement_mesh_delta,22.965023075054653
8,32768,128,512,16,2.0,mixed_benefit,1.0,0.5742866513614889,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_placement_delta,0.0
8,32768,128,512,16,16.0,mixed_benefit,1.0,0.4911463187328391,17.940093935166818,0.0,-0.7999490206390253,-0.7999490712978773,0.0,prefill_saving_delta,1.0
8,32768,128,512,16,16.0,mixed_benefit,1.0,0.4911463187328391,17.940093935166818,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_read_reduction_delta,0.4911463187328391
8,32768,128,512,16,16.0,mixed_benefit,1.0,0.4911463187328391,17.940093935166818,0.0,-0.7999490206390253,-0.7999490712978773,0.0,placement_mesh_delta,17.940093935166818
8,32768,128,512,16,16.0,mixed_benefit,1.0,0.4911463187328391,17.940093935166818,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_placement_delta,0.0
64,512,128,32,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928369,prefill_saving_delta,1.0
64,512,128,32,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928369,shared_kv_read_reduction_delta,0.0
64,512,128,32,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928369,placement_mesh_delta,0.0
64,512,128,32,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928369,shared_kv_placement_delta,0.0
64,512,128,32,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928379,prefill_saving_delta,1.0
64,512,128,32,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928379,shared_kv_read_reduction_delta,0.0
64,512,128,32,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928379,placement_mesh_delta,0.0
64,512,128,32,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.8470583132928379,shared_kv_placement_delta,0.0
64,512,128,32,16,2.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636953,-0.7983462186353637,0.9887859096111453,prefill_saving_delta,1.0
64,512,128,32,16,2.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636953,-0.7983462186353637,0.9887859096111453,shared_kv_read_reduction_delta,0.0
64,512,128,32,16,2.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636953,-0.7983462186353637,0.9887859096111453,placement_mesh_delta,536870912.0
64,512,128,32,16,2.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636953,-0.7983462186353637,0.9887859096111453,shared_kv_placement_delta,450971566080.0
64,512,128,32,16,16.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636954,-0.7983462186353637,0.9887859096111454,prefill_saving_delta,1.0
64,512,128,32,16,16.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636954,-0.7983462186353637,0.9887859096111454,shared_kv_read_reduction_delta,0.0
64,512,128,32,16,16.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636954,-0.7983462186353637,0.9887859096111454,placement_mesh_delta,536870912.0
64,512,128,32,16,16.0,mixed_benefit,1.0,0.0,536870912.0,450971566080.0,-0.7985843161636954,-0.7983462186353637,0.9887859096111454,shared_kv_placement_delta,450971566080.0
64,512,128,512,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020045,prefill_saving_delta,1.0
64,512,128,512,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020045,shared_kv_read_reduction_delta,0.0
64,512,128,512,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020045,placement_mesh_delta,0.0
64,512,128,512,2,2.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020045,shared_kv_placement_delta,0.0
64,512,128,512,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020048,prefill_saving_delta,1.0
64,512,128,512,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020048,shared_kv_read_reduction_delta,0.0
64,512,128,512,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020048,placement_mesh_delta,0.0
64,512,128,512,2,16.0,prefill_cache_benefit,1.0,0.0,0.0,0.0,0.0,0.0,0.9689564545020048,shared_kv_placement_delta,0.0
64,512,128,512,16,2.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357787,-0.7987754267756206,0.9978765714845053,prefill_saving_delta,1.0
64,512,128,512,16,2.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357787,-0.7987754267756206,0.9978765714845053,shared_kv_read_reduction_delta,0.0
64,512,128,512,16,2.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357787,-0.7987754267756206,0.9978765714845053,placement_mesh_delta,536870912.0
64,512,128,512,16,2.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357787,-0.7987754267756206,0.9978765714845053,shared_kv_placement_delta,7215545057280.0
64,512,128,512,16,16.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357788,-0.7987754267756206,0.9978765714845053,prefill_saving_delta,1.0
64,512,128,512,16,16.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357788,-0.7987754267756206,0.9978765714845053,shared_kv_read_reduction_delta,0.0
64,512,128,512,16,16.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357788,-0.7987754267756206,0.9978765714845053,placement_mesh_delta,536870912.0
64,512,128,512,16,16.0,mixed_benefit,1.0,0.0,536870912.0,7215545057280.0,-0.7987908639357788,-0.7987754267756206,0.9978765714845053,shared_kv_placement_delta,7215545057280.0
64,8192,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,0.0,0.0,prefill_saving_delta,1.0
64,8192,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,0.0,0.0,shared_kv_read_reduction_delta,0.6973125884098023
64,8192,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,0.0,0.0,placement_mesh_delta,1079110533120.0
64,8192,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,0.0,0.0,shared_kv_placement_delta,0.0
64,8192,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,-0.0902839337675307,0.0,prefill_saving_delta,1.0
64,8192,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,-0.0902839337675307,0.0,shared_kv_read_reduction_delta,0.6973125884098023
64,8192,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,-0.0902839337675307,0.0,placement_mesh_delta,1079110533120.0
64,8192,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,1079110533120.0,0.0,0.0,-0.0902839337675307,0.0,shared_kv_placement_delta,0.0
64,8192,128,32,16,2.0,mixed_benefit,1.0,0.47171546834754113,16.623849188952214,0.0,-0.7986803993736292,-0.8238754287889508,0.0,prefill_saving_delta,1.0
64,8192,128,32,16,2.0,mixed_benefit,1.0,0.47171546834754113,16.623849188952214,0.0,-0.7986803993736292,-0.8238754287889508,0.0,shared_kv_read_reduction_delta,0.47171546834754113
64,8192,128,32,16,2.0,mixed_benefit,1.0,0.47171546834754113,16.623849188952214,0.0,-0.7986803993736292,-0.8238754287889508,0.0,placement_mesh_delta,16.623849188952214
64,8192,128,32,16,2.0,mixed_benefit,1.0,0.47171546834754113,16.623849188952214,0.0,-0.7986803993736292,-0.8238754287889508,0.0,shared_kv_placement_delta,0.0
64,8192,128,32,16,16.0,mixed_benefit,1.0,0.47171546834754113,16.46054727088461,0.0,-0.7986803993736291,-0.8238656093238769,0.0,prefill_saving_delta,1.0
64,8192,128,32,16,16.0,mixed_benefit,1.0,0.47171546834754113,16.46054727088461,0.0,-0.7986803993736291,-0.8238656093238769,0.0,shared_kv_read_reduction_delta,0.47171546834754113
64,8192,128,32,16,16.0,mixed_benefit,1.0,0.47171546834754113,16.46054727088461,0.0,-0.7986803993736291,-0.8238656093238769,0.0,placement_mesh_delta,16.46054727088461
64,8192,128,32,16,16.0,mixed_benefit,1.0,0.47171546834754113,16.46054727088461,0.0,-0.7986803993736291,-0.8238656093238769,0.0,shared_kv_placement_delta,0.0
64,8192,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,0.0,0.0,prefill_saving_delta,1.0
64,8192,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,0.0,0.0,shared_kv_read_reduction_delta,0.6973125884022039
64,8192,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,0.0,0.0,placement_mesh_delta,16540992798720.0
64,8192,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,0.0,0.0,shared_kv_placement_delta,0.0
64,8192,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,-0.09574017280250534,0.0,prefill_saving_delta,1.0
64,8192,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,-0.09574017280250534,0.0,shared_kv_read_reduction_delta,0.6973125884022039
64,8192,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,-0.09574017280250534,0.0,placement_mesh_delta,16540992798720.0
64,8192,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,16540992798720.0,0.0,0.0,-0.09574017280250534,0.0,shared_kv_placement_delta,0.0
64,8192,128,512,16,2.0,mixed_benefit,1.0,0.4678899082571747,16.30720618662872,0.0,-0.799843930798116,-0.8258805746868323,0.0,prefill_saving_delta,1.0
64,8192,128,512,16,2.0,mixed_benefit,1.0,0.4678899082571747,16.30720618662872,0.0,-0.799843930798116,-0.8258805746868323,0.0,shared_kv_read_reduction_delta,0.4678899082571747
64,8192,128,512,16,2.0,mixed_benefit,1.0,0.4678899082571747,16.30720618662872,0.0,-0.799843930798116,-0.8258805746868323,0.0,placement_mesh_delta,16.30720618662872
64,8192,128,512,16,2.0,mixed_benefit,1.0,0.4678899082571747,16.30720618662872,0.0,-0.799843930798116,-0.8258805746868323,0.0,shared_kv_placement_delta,0.0
64,8192,128,512,16,16.0,mixed_benefit,1.0,0.4717154683430842,16.47473697146152,0.0,-0.799843930798116,-0.8258799862556611,0.0,prefill_saving_delta,1.0
64,8192,128,512,16,16.0,mixed_benefit,1.0,0.4717154683430842,16.47473697146152,0.0,-0.799843930798116,-0.8258799862556611,0.0,shared_kv_read_reduction_delta,0.4717154683430842
64,8192,128,512,16,16.0,mixed_benefit,1.0,0.4717154683430842,16.47473697146152,0.0,-0.799843930798116,-0.8258799862556611,0.0,placement_mesh_delta,16.47473697146152
64,8192,128,512,16,16.0,mixed_benefit,1.0,0.4717154683430842,16.47473697146152,0.0,-0.799843930798116,-0.8258799862556611,0.0,shared_kv_placement_delta,0.0
64,32768,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,0.0,0.0,prefill_saving_delta,1.0
64,32768,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,0.0,0.0,shared_kv_read_reduction_delta,0.6973125884098023
64,32768,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,0.0,0.0,placement_mesh_delta,4364760514560.0
64,32768,128,32,2,2.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,0.0,0.0,shared_kv_placement_delta,0.0
64,32768,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,-0.09061387931486652,0.0,prefill_saving_delta,1.0
64,32768,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,-0.09061387931486652,0.0,shared_kv_read_reduction_delta,0.6973125884098023
64,32768,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,-0.09061387931486652,0.0,placement_mesh_delta,4364760514560.0
64,32768,128,32,2,16.0,mixed_benefit,1.0,0.6973125884098023,4364760514560.0,0.0,0.0,-0.09061387931486652,0.0,shared_kv_placement_delta,0.0
64,32768,128,32,16,2.0,mixed_benefit,1.0,0.5315890236175729,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,prefill_saving_delta,1.0
64,32768,128,32,16,2.0,mixed_benefit,1.0,0.5315890236175729,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,shared_kv_read_reduction_delta,0.5315890236175729
64,32768,128,32,16,2.0,mixed_benefit,1.0,0.5315890236175729,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,placement_mesh_delta,19.238144629299256
64,32768,128,32,16,2.0,mixed_benefit,1.0,0.5315890236175729,19.238144629299256,0.0,-0.7994907511275693,-0.799491007697426,0.0,shared_kv_placement_delta,0.0
64,32768,128,32,16,16.0,mixed_benefit,1.0,0.5569250729868006,20.615633447068728,0.0,-0.7994907511275694,-0.8178055998088145,0.0,prefill_saving_delta,1.0
64,32768,128,32,16,16.0,mixed_benefit,1.0,0.5569250729868006,20.615633447068728,0.0,-0.7994907511275694,-0.8178055998088145,0.0,shared_kv_read_reduction_delta,0.5569250729868006
64,32768,128,32,16,16.0,mixed_benefit,1.0,0.5569250729868006,20.615633447068728,0.0,-0.7994907511275694,-0.8178055998088145,0.0,placement_mesh_delta,20.615633447068728
64,32768,128,32,16,16.0,mixed_benefit,1.0,0.5569250729868006,20.615633447068728,0.0,-0.7994907511275694,-0.8178055998088145,0.0,shared_kv_placement_delta,0.0
64,32768,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,0.0,0.0,prefill_saving_delta,1.0
64,32768,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,0.0,0.0,shared_kv_read_reduction_delta,0.6973125884022039
64,32768,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,0.0,0.0,placement_mesh_delta,66212289576960.0
64,32768,128,512,2,2.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,0.0,0.0,shared_kv_placement_delta,0.0
64,32768,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,-0.09584842078016402,0.0,prefill_saving_delta,1.0
64,32768,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,-0.09584842078016402,0.0,shared_kv_read_reduction_delta,0.6973125884022039
64,32768,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,-0.09584842078016402,0.0,placement_mesh_delta,66212289576960.0
64,32768,128,512,2,16.0,mixed_benefit,1.0,0.6973125884022039,66212289576960.0,0.0,0.0,-0.09584842078016402,0.0,shared_kv_placement_delta,0.0
64,32768,128,512,16,2.0,mixed_benefit,1.0,0.5875640813630584,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,prefill_saving_delta,1.0
64,32768,128,512,16,2.0,mixed_benefit,1.0,0.5875640813630584,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_read_reduction_delta,0.5875640813630584
64,32768,128,512,16,2.0,mixed_benefit,1.0,0.5875640813630584,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,placement_mesh_delta,22.965023075054653
64,32768,128,512,16,2.0,mixed_benefit,1.0,0.5875640813630584,22.965023075054653,0.0,-0.7999490206390253,-0.7999490712978773,0.0,shared_kv_placement_delta,0.0
64,32768,128,512,16,16.0,mixed_benefit,1.0,0.5030530765620898,17.940093935166818,0.0,-0.7999490206390253,-0.8191390527748843,0.0,prefill_saving_delta,1.0
64,32768,128,512,16,16.0,mixed_benefit,1.0,0.5030530765620898,17.940093935166818,0.0,-0.7999490206390253,-0.8191390527748843,0.0,shared_kv_read_reduction_delta,0.5030530765620898
64,32768,128,512,16,16.0,mixed_benefit,1.0,0.5030530765620898,17.940093935166818,0.0,-0.7999490206390253,-0.8191390527748843,0.0,placement_mesh_delta,17.940093935166818
64,32768,128,512,16,16.0,mixed_benefit,1.0,0.5030530765620898,17.940093935166818,0.0,-0.7999490206390253,-0.8191390527748843,0.0,shared_kv_placement_delta,0.0
