state_id,kind,token_size,kv_size_bytes,consumer_count,producer,token_weighted_state_fanout,static_hotness,dynamic_hotness,dynamic_hot_candidate,lifetime_start,lifetime_end,rank,hotness,cumulative_hotness,cumulative_hotness_fraction
S_task,task,800,819200,65,,51200,2232320.0,0.0,False,0,64,1,2232320.0,2232320.0,0.45834827876240836
S_market_context,market_context,800,819200,65,,51200,2232320.0,0.0,False,0,64,2,2232320.0,4464640.0,0.9166965575248167
S_risk_policy,risk_policy,800,819200,17,,12800,189440.0,0.0,False,0,64,3,189440.0,4654080.0,0.9555930857684155
S_role_instruction,role_instruction,800,819200,16,,12000,105600.00000000001,0.0,False,0,15,4,105600.00000000001,4759680.0,0.9772752721204216
S_tool_schema,tool_schema,800,819200,16,,12000,96000.0,0.0,False,0,31,5,96000.0,4855680.0,0.9969863506222454
S_trade_9,planner_output,287,293888,2,O_trader_9,287,588.3499999999999,0.0,False,47,64,6,588.3499999999999,4856268.35,0.9971071528413761
S_trade_15,planner_output,263,269312,2,O_trader_15,263,539.15,0.0,True,39,64,7,539.15,4856807.5,0.9972178531327747
S_trade_3,planner_output,262,268288,2,O_trader_3,262,537.0999999999999,0.0,True,41,64,8,537.0999999999999,4857344.6,0.9973281325105176
S_trade_12,planner_output,260,266240,2,O_trader_12,260,533.0,0.0,False,36,64,9,533.0,4857877.6,0.9974375700609496
S_trade_11,planner_output,259,265216,2,O_trader_11,259,530.9499999999999,0.0,True,35,64,10,530.9499999999999,4858408.55,0.9975465866977261
S_trade_13,planner_output,258,264192,2,O_trader_13,258,528.9,0.0,True,37,64,11,528.9,4858937.45,0.9976551824208472
S_trade_4,planner_output,250,256000,2,O_trader_4,250,512.5,0.0,False,42,64,12,512.5,4859449.95,0.9977604108347241
S_trade_1,planner_output,249,254976,2,O_trader_1,249,510.44999999999993,0.0,True,33,64,13,510.44999999999993,4859960.4,0.9978652183349456
S_market_signal_5,retrieval,486,497664,2,,486,510.3,0.0,False,0,27,14,510.3,4860470.7,0.9979699950366068
S_trade_10,planner_output,248,253952,2,O_trader_10,248,508.4,0.0,False,34,64,15,508.4,4860979.100000001,0.9980743816231727
