state_id,kind,token_size,kv_size_bytes,consumer_count,producer,token_weighted_state_fanout,static_hotness,dynamic_hotness,dynamic_hot_candidate,lifetime_start,lifetime_end,rank,hotness,cumulative_hotness,cumulative_hotness_fraction
S_trade_0,planner_output,247,252928,2,O_trader_0,247,506.34999999999997,0.0,False,32,64,16,506.34999999999997,4861485.45,0.9981783472960831
S_trade_7,planner_output,245,250880,2,O_trader_7,245,502.24999999999994,0.0,True,45,64,17,502.24999999999994,4861987.7,0.9982814711416825
S_trade_5,planner_output,238,243712,2,O_trader_5,238,487.9,0.0,False,43,64,18,487.9,4862475.600000001,0.9983816485916934
S_market_signal_10,retrieval,460,471040,2,,460,483.0,0.0,False,0,18,19,483.0,4862958.600000001,0.9984808199554057
S_market_signal_0,retrieval,445,455680,2,,445,467.25,0.0,False,0,16,20,467.25,4863425.850000001,0.9985767574703013
S_market_signal_2,retrieval,438,448512,2,,438,459.90000000000003,0.0,False,0,24,21,459.90000000000003,4863885.750000001,0.9986711858557492
S_trade_2,planner_output,222,227328,2,O_trader_2,222,455.09999999999997,0.0,True,40,64,22,455.09999999999997,4864340.850000001,0.9987646286872718
S_market_signal_14,retrieval,429,439296,2,,429,450.45000000000005,0.0,False,0,22,23,450.45000000000005,4864791.300000001,0.9988571167634296
S_market_signal_3,retrieval,426,436224,2,,426,447.3,0.0,False,0,25,24,447.3,4865238.600000001,0.998948958069824
S_market_signal_15,retrieval,422,432128,2,,422,443.1,0.0,False,0,23,25,443.1,4865681.7,0.9990399370165339
S_trade_6,planner_output,213,218112,2,O_trader_6,213,436.65,0.0,False,44,64,26,436.65,4866118.350000001,0.9991295916251571
S_market_signal_1,retrieval,409,418816,2,,409,429.45000000000005,0.0,False,0,17,27,429.45000000000005,4866547.800000001,0.9992177679028926
S_market_signal_12,retrieval,408,417792,2,,408,428.40000000000003,0.0,False,0,20,28,428.40000000000003,4866976.200000001,0.9993057285907071
S_market_signal_4,retrieval,390,399360,2,,390,409.5,0.0,False,0,26,29,409.5,4867385.700000001,0.9993898086599414
S_market_signal_13,retrieval,389,398336,2,,389,408.45000000000005,0.0,False,0,21,30,408.45000000000005,4867794.150000001,0.9994736731392547
S_market_signal_7,retrieval,385,394240,2,,385,404.25,0.0,False,0,29,31,404.25,4868198.400000001,0.9995566752588835
S_trade_8,planner_output,188,192512,2,O_trader_8,188,385.4,0.0,False,46,64,32,385.4,4868583.800000002,0.999635807026119
S_market_signal_11,retrieval,363,371712,2,,363,381.15000000000003,0.0,False,0,19,33,381.15000000000003,4868964.950000002,0.9997140661674834
S_trade_14,planner_output,183,187392,2,O_trader_14,183,375.15,0.0,True,38,64,34,375.15,4869340.100000002,0.9997910933664413
S_market_signal_8,retrieval,346,354304,2,,346,363.3,0.0,False,0,30,35,363.3,4869703.400000002,0.9998656874791466
S_market_signal_9,retrieval,335,343040,2,,335,351.75,0.0,False,0,31,36,351.75,4870055.150000002,0.9999379101027197
S_market_signal_6,retrieval,288,294912,2,,288,302.40000000000003,0.0,False,0,28,37,302.40000000000003,4870357.550000003,1.0000000000000007
S_research_10_evidence,retrieval_result,316,323584,1,O_researcher_10,0,0.0,0.0,True,18,34,38,0.0,4870357.550000003,1.0000000000000007
S_risk_1,critic_feedback,315,322560,1,O_risk_1,0,0.0,0.0,False,49,64,39,0.0,4870357.550000003,1.0000000000000007
S_risk_8,critic_feedback,304,311296,1,O_risk_8,0,0.0,0.0,False,62,64,40,0.0,4870357.550000003,1.0000000000000007
S_risk_11,critic_feedback,302,309248,1,O_risk_11,0,0.0,0.0,True,51,64,41,0.0,4870357.550000003,1.0000000000000007
S_risk_6,critic_feedback,289,295936,1,O_risk_6,0,0.0,0.0,True,60,64,42,0.0,4870357.550000003,1.0000000000000007
S_research_12_evidence,retrieval_result,287,293888,1,O_researcher_12,0,0.0,0.0,True,20,36,43,0.0,4870357.550000003,1.0000000000000007
S_research_2_evidence,retrieval_result,286,292864,1,O_researcher_2,0,0.0,0.0,True,24,40,44,0.0,4870357.550000003,1.0000000000000007
S_research_4_evidence,retrieval_result,284,290816,1,O_researcher_4,0,0.0,0.0,True,26,42,45,0.0,4870357.550000003,1.0000000000000007
S_analyst_3_view,intermediate_summary,283,289792,1,O_analyst_3,0,0.0,0.0,False,9,41,46,0.0,4870357.550000003,1.0000000000000007
S_research_9_evidence,retrieval_result,279,285696,1,O_researcher_9,0,0.0,0.0,True,31,47,47,0.0,4870357.550000003,1.0000000000000007
S_research_14_evidence,retrieval_result,272,278528,1,O_researcher_14,0,0.0,0.0,True,22,38,48,0.0,4870357.550000003,1.0000000000000007
S_risk_7,critic_feedback,268,274432,1,O_risk_7,0,0.0,0.0,True,61,64,49,0.0,4870357.550000003,1.0000000000000007
S_risk_14,critic_feedback,268,274432,1,O_risk_14,0,0.0,0.0,True,54,64,50,0.0,4870357.550000003,1.0000000000000007
S_research_7_evidence,retrieval_result,263,269312,1,O_researcher_7,0,0.0,0.0,True,29,45,51,0.0,4870357.550000003,1.0000000000000007
S_analyst_11_view,intermediate_summary,262,268288,1,O_analyst_11,0,0.0,0.0,True,3,35,52,0.0,4870357.550000003,1.0000000000000007
S_risk_5,critic_feedback,253,259072,1,O_risk_5,0,0.0,0.0,True,59,64,53,0.0,4870357.550000003,1.0000000000000007
S_risk_15,critic_feedback,253,259072,1,O_risk_15,0,0.0,0.0,False,55,64,54,0.0,4870357.550000003,1.0000000000000007
S_research_8_evidence,retrieval_result,252,258048,1,O_researcher_8,0,0.0,0.0,True,30,46,55,0.0,4870357.550000003,1.0000000000000007
S_research_1_evidence,retrieval_result,249,254976,1,O_researcher_1,0,0.0,0.0,False,17,33,56,0.0,4870357.550000003,1.0000000000000007
S_risk_13,critic_feedback,249,254976,1,O_risk_13,0,0.0,0.0,True,53,64,57,0.0,4870357.550000003,1.0000000000000007
S_risk_12,critic_feedback,247,252928,1,O_risk_12,0,0.0,0.0,True,52,64,58,0.0,4870357.550000003,1.0000000000000007
S_analyst_6_view,intermediate_summary,246,251904,1,O_analyst_6,0,0.0,0.0,True,12,44,59,0.0,4870357.550000003,1.0000000000000007
S_analyst_14_view,intermediate_summary,245,250880,1,O_analyst_14,0,0.0,0.0,True,6,38,60,0.0,4870357.550000003,1.0000000000000007
S_research_3_evidence,retrieval_result,242,247808,1,O_researcher_3,0,0.0,0.0,False,25,41,61,0.0,4870357.550000003,1.0000000000000007
S_research_5_evidence,retrieval_result,240,245760,1,O_researcher_5,0,0.0,0.0,False,27,43,62,0.0,4870357.550000003,1.0000000000000007
S_research_6_evidence,retrieval_result,239,244736,1,O_researcher_6,0,0.0,0.0,True,28,44,63,0.0,4870357.550000003,1.0000000000000007
S_analyst_10_view,intermediate_summary,237,242688,1,O_analyst_10,0,0.0,0.0,True,2,34,64,0.0,4870357.550000003,1.0000000000000007
S_analyst_12_view,intermediate_summary,237,242688,1,O_analyst_12,0,0.0,0.0,True,4,36,65,0.0,4870357.550000003,1.0000000000000007
S_analyst_15_view,intermediate_summary,233,238592,1,O_analyst_15,0,0.0,0.0,True,7,39,66,0.0,4870357.550000003,1.0000000000000007
S_research_11_evidence,retrieval_result,231,236544,1,O_researcher_11,0,0.0,0.0,True,19,35,67,0.0,4870357.550000003,1.0000000000000007
S_analyst_5_view,intermediate_summary,229,234496,1,O_analyst_5,0,0.0,0.0,True,11,43,68,0.0,4870357.550000003,1.0000000000000007
S_research_15_evidence,retrieval_result,227,232448,1,O_researcher_15,0,0.0,0.0,True,23,39,69,0.0,4870357.550000003,1.0000000000000007
S_analyst_1_view,intermediate_summary,225,230400,1,O_analyst_1,0,0.0,0.0,False,1,33,70,0.0,4870357.550000003,1.0000000000000007
S_research_13_evidence,retrieval_result,225,230400,1,O_researcher_13,0,0.0,0.0,True,21,37,71,0.0,4870357.550000003,1.0000000000000007
S_risk_10,critic_feedback,223,228352,1,O_risk_10,0,0.0,0.0,True,50,64,72,0.0,4870357.550000003,1.0000000000000007
S_risk_4,critic_feedback,222,227328,1,O_risk_4,0,0.0,0.0,True,58,64,73,0.0,4870357.550000003,1.0000000000000007
S_analyst_8_view,intermediate_summary,221,226304,1,O_analyst_8,0,0.0,0.0,True,14,46,74,0.0,4870357.550000003,1.0000000000000007
S_analyst_4_view,intermediate_summary,220,225280,1,O_analyst_4,0,0.0,0.0,False,10,42,75,0.0,4870357.550000003,1.0000000000000007
S_research_0_evidence,retrieval_result,219,224256,1,O_researcher_0,0,0.0,0.0,True,16,32,76,0.0,4870357.550000003,1.0000000000000007
S_analyst_13_view,intermediate_summary,219,224256,1,O_analyst_13,0,0.0,0.0,True,5,37,77,0.0,4870357.550000003,1.0000000000000007
S_portfolio_decision,output,219,224256,0,O_manager,0,0.0,0.0,True,64,64,78,0.0,4870357.550000003,1.0000000000000007
S_risk_3,critic_feedback,214,219136,1,O_risk_3,0,0.0,0.0,True,57,64,79,0.0,4870357.550000003,1.0000000000000007
S_analyst_9_view,intermediate_summary,213,218112,1,O_analyst_9,0,0.0,0.0,True,15,47,80,0.0,4870357.550000003,1.0000000000000007
S_risk_2,critic_feedback,212,217088,1,O_risk_2,0,0.0,0.0,True,56,64,81,0.0,4870357.550000003,1.0000000000000007
S_analyst_7_view,intermediate_summary,211,216064,1,O_analyst_7,0,0.0,0.0,True,13,45,82,0.0,4870357.550000003,1.0000000000000007
S_risk_0,critic_feedback,210,215040,1,O_risk_0,0,0.0,0.0,True,48,64,83,0.0,4870357.550000003,1.0000000000000007
S_analyst_0_view,intermediate_summary,208,212992,1,O_analyst_0,0,0.0,0.0,True,0,32,84,0.0,4870357.550000003,1.0000000000000007
S_risk_9,critic_feedback,198,202752,1,O_risk_9,0,0.0,0.0,True,63,64,85,0.0,4870357.550000003,1.0000000000000007
S_analyst_2_view,intermediate_summary,189,193536,1,O_analyst_2,0,0.0,0.0,True,8,40,86,0.0,4870357.550000003,1.0000000000000007
