job_id,workload,node_id,ttft_ms,decode_ms,tool_latency_ms,total_ms
debate_job_0,debate,debate_job_0_r0_proposer_0,543.3232421875,1847.314208984375,0.0,2390.637451171875
debate_job_0,debate,debate_job_0_r0_proposer_1,99.22643280029297,2259.842414855957,0.0,2359.06884765625
debate_job_0,debate,debate_job_0_r0_proposer_2,97.24082946777344,2261.5621490478516,0.0,2358.802978515625
debate_job_0,debate,debate_job_0_r0_proposer_3,99.0492172241211,2258.967384338379,0.0,2358.0166015625
debate_job_0,debate,debate_job_0_r0_critic_0,100.5472640991211,2248.648048400879,0.0,2349.1953125
debate_job_0,debate,debate_job_0_r0_critic_1,100.60364532470703,2247.370964050293,0.0,2347.974609375
debate_job_0,debate,debate_job_0_r0_critic_2,100.0843505859375,2248.7955322265625,0.0,2348.8798828125
debate_job_0,debate,debate_job_0_r0_critic_3,100.32495880126953,2246.9289474487305,0.0,2347.25390625
debate_job_0,debate,debate_job_0_r0_judge,110.13775634765625,1117.8218383789062,0.0,1227.9595947265625
debate_job_1,debate,debate_job_1_r0_proposer_0,99.29475402832031,2253.4535369873047,0.0,2352.748291015625
debate_job_1,debate,debate_job_1_r0_proposer_1,99.15878295898438,2245.3487854003906,0.0,2344.507568359375
debate_job_1,debate,debate_job_1_r0_proposer_2,97.61283111572266,2250.8500595092773,0.0,2348.462890625
debate_job_1,debate,debate_job_1_r0_proposer_3,97.96956634521484,2259.87833404541,0.0,2357.847900390625
debate_job_1,debate,debate_job_1_r0_critic_0,99.76509094238281,2251.404830932617,0.0,2351.169921875
debate_job_1,debate,debate_job_1_r0_critic_1,99.72195434570312,2251.592742919922,0.0,2351.314697265625
debate_job_1,debate,debate_job_1_r0_critic_2,99.56774139404297,2247.261116027832,0.0,2346.828857421875
debate_job_1,debate,debate_job_1_r0_critic_3,97.72380828857422,2290.024238586426,0.0,2387.748046875
debate_job_1,debate,debate_job_1_r0_judge,111.01744079589844,1109.7032623291016,0.0,1220.720703125
debate_job_2,debate,debate_job_2_r0_proposer_0,98.2278060913086,2224.1069107055664,0.0,2322.334716796875
debate_job_2,debate,debate_job_2_r0_proposer_1,98.68998718261719,2231.267044067383,0.0,2329.95703125
debate_job_2,debate,debate_job_2_r0_proposer_2,98.31529235839844,2238.9088287353516,0.0,2337.22412109375
debate_job_2,debate,debate_job_2_r0_proposer_3,98.73382568359375,2228.0759887695312,0.0,2326.809814453125
debate_job_2,debate,debate_job_2_r0_critic_0,99.22704315185547,2232.9895095825195,0.0,2332.216552734375
debate_job_2,debate,debate_job_2_r0_critic_1,100.22064208984375,2225.3389282226562,0.0,2325.5595703125
debate_job_2,debate,debate_job_2_r0_critic_2,100.31318664550781,2231.186569213867,0.0,2331.499755859375
debate_job_2,debate,debate_job_2_r0_critic_3,99.81375885009766,2232.8869247436523,0.0,2332.70068359375
debate_job_2,debate,debate_job_2_r0_judge,110.748291015625,1105.933349609375,0.0,1216.681640625
debate_job_3,debate,debate_job_3_r0_proposer_0,98.23369598388672,2245.0062942504883,0.0,2343.239990234375
debate_job_3,debate,debate_job_3_r0_proposer_1,99.52047729492188,2234.980499267578,0.0,2334.5009765625
debate_job_3,debate,debate_job_3_r0_proposer_2,99.82355499267578,2228.658866882324,0.0,2328.482421875
debate_job_3,debate,debate_job_3_r0_proposer_3,99.24630737304688,2232.183868408203,0.0,2331.43017578125
debate_job_3,debate,debate_job_3_r0_critic_0,100.65692901611328,2261.8801803588867,0.0,2362.537109375
debate_job_3,debate,debate_job_3_r0_critic_1,100.5598373413086,2227.0732192993164,0.0,2327.633056640625
debate_job_3,debate,debate_job_3_r0_critic_2,99.89129638671875,2237.4529418945312,0.0,2337.34423828125
debate_job_3,debate,debate_job_3_r0_critic_3,100.28205108642578,2223.704521179199,0.0,2323.986572265625
debate_job_3,debate,debate_job_3_r0_judge,110.32569885253906,1108.4197845458984,0.0,1218.7454833984375
debate_job_4,debate,debate_job_4_r0_proposer_0,99.13046264648438,2249.5194396972656,0.0,2348.64990234375
debate_job_4,debate,debate_job_4_r0_proposer_1,99.19161224365234,2231.5022354125977,0.0,2330.69384765625
debate_job_4,debate,debate_job_4_r0_proposer_2,98.9315185546875,2225.6507568359375,0.0,2324.582275390625
debate_job_4,debate,debate_job_4_r0_proposer_3,99.12652587890625,2226.3143920898438,0.0,2325.44091796875
debate_job_4,debate,debate_job_4_r0_critic_0,100.47926330566406,2226.152328491211,0.0,2326.631591796875
debate_job_4,debate,debate_job_4_r0_critic_1,100.67772674560547,2220.5232009887695,0.0,2321.200927734375
debate_job_4,debate,debate_job_4_r0_critic_2,101.0700454711914,2226.9553451538086,0.0,2328.025390625
debate_job_4,debate,debate_job_4_r0_critic_3,101.112060546875,2219.756591796875,0.0,2320.86865234375
debate_job_4,debate,debate_job_4_r0_judge,111.57379150390625,1105.0962524414062,0.0,1216.6700439453125
moa_job_0,moa,moa_job_0_l0_agent_0,98.91232299804688,2228.379425048828,0.0,2327.291748046875
moa_job_0,moa,moa_job_0_l0_agent_1,99.56854248046875,2237.7210083007812,0.0,2337.28955078125
moa_job_0,moa,moa_job_0_l0_agent_2,99.98111724853516,2234.70809173584,0.0,2334.689208984375
moa_job_0,moa,moa_job_0_l0_agent_3,100.20457458496094,2229.575454711914,0.0,2329.780029296875
moa_job_0,moa,moa_job_0_l1_agent_0,121.23225402832031,2232.3883514404297,0.0,2353.62060546875
moa_job_0,moa,moa_job_0_l1_agent_1,121.76211547851562,2227.9534606933594,0.0,2349.715576171875
moa_job_0,moa,moa_job_0_l1_agent_2,120.69776153564453,2226.5742111206055,0.0,2347.27197265625
moa_job_0,moa,moa_job_0_l1_agent_3,121.43427276611328,2223.1658248901367,0.0,2344.60009765625
moa_job_0,moa,moa_job_0_l2_agent_0,119.99820709228516,1108.6684188842773,0.0,1228.6666259765625
moa_job_1,moa,moa_job_1_l0_agent_0,99.77168273925781,2231.032028198242,0.0,2330.8037109375
moa_job_1,moa,moa_job_1_l0_agent_1,99.78166198730469,2230.3775177001953,0.0,2330.1591796875
moa_job_1,moa,moa_job_1_l0_agent_2,99.72847747802734,2231.7705459594727,0.0,2331.4990234375
moa_job_1,moa,moa_job_1_l0_agent_3,100.25398254394531,2225.5753631591797,0.0,2325.829345703125
moa_job_1,moa,moa_job_1_l1_agent_0,122.52464294433594,2213.336441040039,0.0,2335.861083984375
moa_job_1,moa,moa_job_1_l1_agent_1,121.36902618408203,2217.320915222168,0.0,2338.68994140625
moa_job_1,moa,moa_job_1_l1_agent_2,121.80271911621094,2221.794937133789,0.0,2343.59765625
moa_job_1,moa,moa_job_1_l1_agent_3,121.87007904052734,2226.6675186157227,0.0,2348.53759765625
moa_job_1,moa,moa_job_1_l2_agent_0,121.63468933105469,1107.6028594970703,0.0,1229.237548828125
moa_job_2,moa,moa_job_2_l0_agent_0,100.05811309814453,2231.8063888549805,0.0,2331.864501953125
moa_job_2,moa,moa_job_2_l0_agent_1,99.64447784423828,2232.6753463745117,0.0,2332.31982421875
moa_job_2,moa,moa_job_2_l0_agent_2,100.36946868896484,2229.02237701416,0.0,2329.391845703125
moa_job_2,moa,moa_job_2_l0_agent_3,100.0920639038086,2231.1056900024414,0.0,2331.19775390625
moa_job_2,moa,moa_job_2_l1_agent_0,121.66361236572266,2231.1286239624023,0.0,2352.792236328125
