baseline,mechanism_profile,job_id,workload,seed,duration_source,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,naive_kv_bytes,kv_bytes_total,kv_saving_ratio,kv_duplication_ratio,sram_peak_occupancy_bytes,sram_overflow_bytes,prefill_ms_total,decode_ms_total,queue_wait_ms_total,energy_estimated_j,energy_per_job_j,tool_pause_ms,resume_prefill_ms,resume_reload_bytes,cross_region_sram_bytes,shared_prefill_compute_ms_saved,shared_prefill_tokens_saved,private_prefill_tokens_computed,unique_shared_prefix_tokens_computed,logical_shared_prefix_tokens,prefix_compute_hit_rate,mesh_total_traffic_bytes,mesh_avg_link_load_bytes,mesh_max_link_load_bytes,mesh_hotspot_ratio,mesh_wait_ms,communication_time_ms,prefill_tile_utilization,decode_tile_utilization,tile_busy_time_ms,tile_idle_time_ms,pd_interference_ms,sram_evictions,sram_reload_bytes,sram_spill_bytes,sram_hit_rate,prefix_block_reuse_count,ttl_pinned_bytes,ttl_eviction_avoided_count,calibration_loaded,input_len
wafer_naive,neutral,sensitivity_input_len_512,debate,19,synthetic,93.00068418746527,7.51192064,13.70777456686632,13.70777456686632,10.752609066662986,1476395008.0,1476395008.0,0.0,1.0,1476395008.0,0.0,39.93894912,241.90359306986113,0.010593920000005141,0.0052848314368,0.0052848314368,0.0,0.0,0.0,0.0,0.0,0.0,11264.0,0.0,0.0,0.0,41984.0,2469.6470588235293,4096.0,1.6585365853658538,0.0,0.013239680000000016,0.00017478547269869906,0.0030258720107167085,501.1669352597221,380429.635496598,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512
waferagent_full,neutral,sensitivity_input_len_512,debate,19,synthetic,85.88069762746528,6.541660159999999,13.70777456686632,13.70777456686632,11.644060046389198,1476395008.0,805306368.0,0.4545454545454546,1.8333333333333333,805306368.0,0.0,20.36170752000001,241.90359306986113,0.004245760000003429,0.0052848263168,0.0052848263168,0.0,0.0,0.0,0.0,19.5772416,5376.0,5632.0,256.0,5632.0,0.9444444444444444,16384.0,2340.5714285714284,6144.0,2.625,0.0006614399999875786,0.00578911999998758,0.0002894907753478564,0.001638866757914583,481.58969365972206,351285.74778843805,0.0,0.0,0.0,0.0,0.9444444444444444,17.0,0.0,0.0,0.0,512
wafer_naive,neutral,sensitivity_input_len_2048,debate,19,synthetic,131.67347778746532,10.863104000000003,13.70777456686632,13.70777456686632,7.5945438428694345,5100273664.0,5100273664.0,0.0,1.0,5100273664.0,0.0,154.41592320000007,241.90359306986113,0.010593920000047774,0.016156467404799996,0.016156467404799996,0.0,0.0,0.0,0.0,0.0,0.0,38912.0,0.0,0.0,0.0,41984.0,2469.6470588235293,4096.0,1.6585365853658538,0.0,0.013239680000000016,0.00047729690630018723,0.002137166664000302,615.6439093397221,538718.9211081183,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048
waferagent_full,neutral,sensitivity_input_len_2048,debate,19,synthetic,106.69656962746527,9.672642559999996,13.707774566866322,13.707774566866323,9.372372546667005,5100273664.0,2717908992.0,0.4671052631578947,1.876543209876543,2717908992.0,0.0,75.61150463999999,241.90359306986107,0.0042457600000105344,0.0161564622848,0.0161564622848,0.0,0.0,0.0,0.0,78.80441856000002,18432.0,19456.0,1024.0,19456.0,0.9444444444444444,16384.0,2340.5714285714284,6144.0,2.625,0.0006614399999875786,0.00578911999998758,0.000453687061651806,0.0017059196981256673,536.839490779722,436492.309703318,0.0,0.0,0.0,0.0,0.9444444444444444,17.0,0.0,0.0,0.0,2048
wafer_naive,neutral,sensitivity_input_len_8192,debate,19,synthetic,926.3630309102172,17.367826205355243,21.528176410101082,23.04936182743097,1.0794904013142983,19595788288.0,19595788288.0,0.0,1.0,19595788288.0,0.0,386.54715768642393,241.90359306986096,1703.2535683200008,0.07667524096,0.07667524096,0.0,0.0,0.0,0.0,0.0,0.0,149504.0,0.0,0.0,0.0,85161190400.0,5009481788.235294,9395241472.0,1.875491691389039,0.0,1703.2668079999978,0.0006793226640257534,0.00030377741540900193,2007.4166168854176,3792375.557991364,0.0,0.0,0.0,9932111872.0,0.0,0.0,0.0,0.0,0.0,8192
waferagent_full,neutral,sensitivity_input_len_8192,debate,19,synthetic,129.8507920961057,11.289599999999997,13.70777456686632,15.893491854434961,7.701146707367607,19595788288.0,10368319488.0,0.47089041095890416,1.889967637540453,10368319488.0,0.0,134.8860489810419,241.90359306986113,0.0042457600000105344,0.059643006156799995,0.059643006156799995,0.0,0.0,0.0,0.0,484.16686079999994,70656.0,74752.0,4096.0,74752.0,0.9444444444444444,16384.0,2340.5714285714284,6144.0,2.625,0.0006614399999875786,0.00578911999998758,0.0013165744638532022,0.003778706794474163,1000.7721820638897,530868.072243585,0.0,0.0,0.0,0.0,0.9444444444444444,17.0,0.0,0.0,0.0,8192
wafer_naive,neutral,sensitivity_input_len_32768,debate,19,synthetic,5254.189786549952,39.85735389089844,66.43062696884635,67.70918635746776,0.19032430129567662,77577846784.0,77577846784.0,0.0,1.0,34359738368.0,43218108416.0,1194.91885418515,241.90359306986016,11560.203512639999,0.3491909158912,0.3491909158912,0.0,0.0,0.0,0.0,0.0,0.0,591872.0,0.0,0.0,0.0,578008687616.0,34000511036.235294,64156074496.0,1.8869150062958489,0.0,11560.216752320013,0.0014809741703073276,5.3558812812724e-05,19579.929653102106,21501581.436055504,0.0,0.0,0.0,67914170368.0,0.0,0.0,0.0,0.0,0.0,32768
waferagent_full,neutral,sensitivity_input_len_32768,debate,19,synthetic,879.545300688021,16.97428565400031,20.361325896165567,44.232655307164876,1.1369511032777433,77577846784.0,40969961472.0,0.47188581314878897,1.8935298935298934,34359738368.0,6610223104.0,402.916490596486,241.90359306986105,905.3039596800003,0.2426421673984,0.2426421673984,0.0,0.0,0.0,0.0,4800.87638016,279552.0,295936.0,16384.0,295936.0,0.9444444444444444,45264945152.0,6466420736.0,15133054976.0,2.340252141613818,0.003004800000326213,905.3091078400006,0.002237344803479714,0.0006395044728099131,6907.8918356835,3595709.6597824506,0.0,0.0,36641439744.0,29125246976.0,0.0,17.0,0.0,0.0,0.0,32768
