baseline,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,kv_bytes_total,kv_saving_ratio,sram_evictions,sram_reload_bytes,sram_hit_rate,shared_prefill_compute_ms_saved,shared_prefill_tokens_saved,prefix_compute_hit_rate,mesh_total_traffic_bytes,mesh_wait_ms,mesh_hotspot_ratio,prefill_tile_utilization,decode_tile_utilization,energy_per_job_j
continuum_like,970.2426579831607,14.12857886834006,234.73733477784558,331.93547686714766,2359.506719862459,12563338581.333334,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,45101791459.55556,0.0,4.1911810495009565,0.0005693603382278646,0.0014855053188860524,0.048402076649244445
kvflow_like,1135.1309267634497,11.674472090929294,233.7692961196696,330.8107565099941,2373.461154112801,6598572259.555555,0.4472321233441708,0.0,0.0,0.7348476647283126,308.4405691733335,46172.444444444445,0.9085448701512518,93865575879.11111,0.0,3.448931378971403,0.00023614861648298878,0.0010552743294666108,0.05815483353315556
oracle,736.1186060910505,7.0875421454095235,229.23242125022833,326.5631826254376,5761.346241848967,6598572259.555555,0.4472321233441708,0.0,0.0,0.9004459784206466,308.4405691733335,46172.444444444445,0.9085448701512518,623518464.0,0.1006550399997646,1.7086594405486781,0.0022307335261726167,0.009113647445262883,0.039506422050133334
wafer_naive,1286.657634731832,14.477698313363502,235.89888234057278,333.14225052944903,2226.473084755256,12563338581.333334,0.0,6.888888888888889,741925774.2222222,0.0,0.0,0.0,0.0,143700897905.77777,0.0,1.8536270476074808,0.0003860077028451109,0.0009587670564095481,0.06812189793848888
waferagent_full,772.9985577846612,11.67447209092929,233.7692961196696,330.8107565099941,3584.517487007771,6598572259.555555,0.4472321233441708,0.0,0.0,0.9004459784206466,308.4405691733335,46172.444444444445,0.9085448701512518,623518464.0,0.10065503999984078,1.7086594405486781,0.0011508825636741557,0.004664864159724373,0.039506422050133334
