policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,737795000,,,5.63842259706287e-07,436792,0.0,0.0,55663132672,222967000,0,0,0,0,0,0,0,2805,0,0,{},0,0,
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,802,2003,"{""agent_role"": 7, ""assistant_delta"": 38, ""edit_diff"": 6, ""file_context"": 16, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 6}",4,587,
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1505,1300,"{""agent_role"": 7, ""assistant_delta"": 38, ""edit_diff"": 6, ""file_context"": 16, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 6}",4,587,
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,722002000,,,5.761756892640187e-07,361324,0.17277788970493968,0.7793226381461675,16096165888,206637000,0,0,0,0,0,0,0,619,1339,847,"{""agent_role"": 52, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 11}",7,1048,
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1578,1227,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 1, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 26, ""tool_observation"": 1}",12,1854,
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1527,1278,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",13,2020,
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1215,1590,"{""agent_role"": 52, ""assistant_delta"": 49, ""edit_diff"": 11, ""file_context"": 5, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",1,159,
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,718733000,,,5.787962984863642e-07,330623,0.24306534918221945,1.0,0,196583000,0,0,0,0,0,0,0,0,1497,1308,"{""agent_role"": 2, ""assistant_delta"": 33, ""edit_diff"": 6, ""file_context"": 9, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 5, ""tool_observation"": 4}",3,450,
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,722660835,,,5.756504017545105e-07,330623,0.24306534918221945,1.0,0,131822583,18552338,35569795072,138412032,0,0,0,0,0,1516,1289,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",13,2020,
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,2,2.0,720057192,,,5.777318866082515e-07,330623,0.24306534918221945,1.0,0,115541177,27539896,26185564160,94371840,19126550528,34445192,40286242,219,0,1624,1181,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",13,2020,
