baseline,arrival_rate_jobs_per_s,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,78.97804398089647,238.69885504245758,0.0380929559469223,1.1564400047063828,124.78046957403421,584.5060618594289,5.845060618594289,0.0003373159470793836
ideal_next_use_cache,2.0,147.3033232614398,240.89132249355316,0.024971552193164825,10.027360171079636,121.46169226616621,659.1400438919663,6.591400438919663,0.04740531189124493
pat_like_traffic_only,2.0,78.48842907696962,291.5110383182764,0.02434663474559784,10.952955111861229,133.8994950056076,655.2745141088963,6.5527451410889626,0.00044923347967093454
waferagent_adaptive,2.0,80.11300023645163,240.55348709225655,0.03157835453748703,13.93988635390997,124.52812865376472,596.5360477566719,5.965360477566719,0.04426156473333098
waferagent_latency_safe,2.0,78.41558195650578,239.778945222497,0.022552907466888428,13.693573884665966,124.37323946505785,594.1728139296174,5.941728139296174,0.044086218369252014
apc_like,4.0,78.81993427872658,234.83431804925203,0.02007465809583664,1.1660251766443253,126.76252238452435,575.3581151366234,5.753581151366234,0.0003320871776836367
ideal_next_use_cache,4.0,79.62357252836227,241.26984551548958,0.022143125534057617,10.3719187900424,127.32267752289772,598.0769144371152,5.980769144371152,0.027118497266358496
pat_like_traffic_only,4.0,79.04384937137365,234.06046256422997,0.024221837520599365,11.294043622910976,137.19088397920132,610.4254927486181,6.104254927486181,0.00042023662735315564
waferagent_adaptive,4.0,79.26030829548836,243.12013946473598,0.021712854504585266,13.694774359464645,127.6661241427064,602.1766271442175,6.021766271442175,0.02971128856500582
waferagent_latency_safe,4.0,79.71430197358131,324.65737871825695,0.022767111659049988,13.734250329434872,127.17427406460047,685.2950919419527,6.852950919419527,0.03381233895681112
apc_like,8.0,78.47580034285784,235.21336819976568,0.02664141356945038,1.1750198900699615,126.2939190492034,644.0494004637003,6.440494004637003,0.00037194508437933175
ideal_next_use_cache,8.0,79.54751420766115,316.6854977607727,0.020660459995269775,11.237937957048416,125.37941057235003,671.4665470644832,6.714665470644832,0.005614323352964542
pat_like_traffic_only,8.0,78.56587786227465,234.41359587013721,0.019847415387630463,11.212418787181377,135.79115085303783,597.98514097929,5.9798514097929,0.0004106594178121185
waferagent_adaptive,8.0,79.49585746973753,240.794338285923,0.021676532924175262,14.101068489253521,128.7331748753786,599.0656614303589,5.990656614303589,0.0043022111064044055
waferagent_latency_safe,8.0,78.83373275399208,245.22829242050648,0.0315522775053978,14.368326403200626,128.31379752606153,606.3749808818102,6.063749808818102,0.004354703240988132
apc_like,16.0,78.10801640152931,239.94510062038898,0.021463260054588318,1.1824415996670723,125.63866470009089,579.7643195837736,5.797643195837736,0.0003352116889873334
ideal_next_use_cache,16.0,79.05368134379387,241.15369748324156,0.018574297428131104,11.97510864585638,126.26220285892487,595.5682573840022,5.955682573840022,0.002131988012239405
pat_like_traffic_only,16.0,78.23987398296595,234.5453267917037,0.022314488887786865,11.508306488394737,137.0498901233077,600.0789254903793,6.000789254903793,0.0004161698306669128
waferagent_adaptive,16.0,79.35911137610674,241.77883099764585,0.027689151465892792,14.562927186489105,128.18147148936987,601.8477939069271,6.018477939069271,0.0027611781453642987
waferagent_latency_safe,16.0,78.21353059262037,300.1519860699773,0.019856728613376617,14.59865178912878,128.86611092835665,663.7465991079807,6.637465991079807,0.0030451596268545214
