baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,adaptive_policy_mix_apc,adaptive_policy_mix_pat,adaptive_policy_mix_waferagent,adaptive_wrong_choice_count,adaptive_non_worse_fraction,adaptive_effective_run_policy,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,cross_job_prefix_hit_rate_observed
pat_like_traffic_only,2.0,50,1.6166096929688487,106463.44794015649,2937.842811705379,2937.842811705381,2937.842811705381,66.76830100484949,66.76830100484949,66.76830100484949,0.18325499981045823,0.18325499981045823,0.18325499981045823,2909.8407430400002,0.0,0.0,0.0,0.0,0.0,214748364800.0,7274600857600.0,1.0,1651200.0,1638400.0,0.6505365504,1.45492017152,0.02147483648,0.47244640256,0.0519875592192,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,9.054059162735939,23.882921785116196,0.04780292510986328,1.5428531914949417,15.578272752463818,113.01295086741447,2.2602590173482895,0.0007693600924946148,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,2,0.0
waferagent_adaptive,2.0,50,1.7816844066123465,117334.60828186269,72.24920599897268,72.24920599897268,72.24920599897268,22.121163671256,22.121163671256,22.121163671256,0.18325499981045823,0.18325499981045823,0.18325499981045823,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6505365504,0.0,0.02147483648,1.11669149696,0.0357740576768,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.754200302064419,92.72373747080564,0.0492241233587265,0.9231846779584885,14.441601932048798,181.36107549071312,3.6272215098142624,0.050204309648273014,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,32768,128,32,2,0.0
waferagent_latency_safe,2.0,50,1.7816844066123465,117334.60828186269,72.24920599897268,72.24920599897268,72.24920599897268,22.121163671256,22.121163671256,22.121163671256,0.18325499981045823,0.18325499981045823,0.18325499981045823,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6505365504,0.0,0.02147483648,1.11669149696,0.0357740576768,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.774119429290295,25.006909854710102,0.04788953810930252,0.8834144100546837,14.225653372704983,112.79781255871058,2.2559562511742115,0.031224651122204797,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,2,0.0
apc_like,16.0,50,7.768163100767169,511580.1491641227,2937.6428117053797,2937.64281170538,2937.64281170538,66.56830100484831,66.56830100484831,66.56830100484831,0.18325499981045823,0.18325499981045823,0.18325499981045823,2909.8407430400002,0.0,0.0,0.0,0.0,0.0,214748364800.0,7274600857600.0,1.0,1651200.0,1638400.0,0.6505365504,1.45492017152,0.02147483648,0.47244640256,0.0519875592192,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.70679784566164,23.956572636961937,0.047126784920692444,0.13002008199691772,13.435975648462772,109.3263728544116,2.186527457088232,0.0007443135865176523,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,2,0.0
pat_like_traffic_only,16.0,50,7.767921730835334,511564.2535058917,2937.8428117053795,2937.84281170538,2937.84281170538,66.76830100484835,66.76830100484835,66.76830100484835,0.18325499981045823,0.18325499981045823,0.18325499981045823,2909.8407430400002,0.0,0.0,0.0,0.0,0.0,214748364800.0,7274600857600.0,1.0,1651200.0,1638400.0,0.6505365504,1.45492017152,0.02147483648,0.47244640256,0.0519875592192,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.785858750343323,24.134195409715176,0.04720035940408707,1.5931213274598122,15.315492637455463,112.68351972103119,2.253670394420624,0.000767117418754068,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,2,0.0
waferagent_adaptive,16.0,50,14.001152919427271,922059.9266618025,72.24920599897246,72.24920599897268,72.24920599897268,22.12116367125543,22.121163671255545,22.121163671255545,0.18325499981045823,0.18325499981045823,0.18325499981045823,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6505365504,0.0,0.02147483648,1.11669149696,0.0357740576768,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.906758390367031,25.261632166802883,0.048764050006866455,0.9558424353599548,14.285409823060036,113.22625074535608,2.2645250149071217,0.031343251231568225,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,32768,128,32,2,0.0
waferagent_latency_safe,16.0,50,14.001152919427271,922059.9266618025,72.24920599897246,72.24920599897268,72.24920599897268,22.12116367125543,22.121163671255545,22.121163671255545,0.18325499981045823,0.18325499981045823,0.18325499981045823,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6505365504,0.0,0.02147483648,1.11669149696,0.0357740576768,13743895347200.0,13743895347200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,274877.906944,0.0,cohort_stage,latency_p50_ms,13743895347200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,9.042906574904919,25.423044338822365,0.048160552978515625,0.9464100003242493,14.240622520446777,113.79258148372173,2.2758516296744347,0.031500022708994206,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,2,0.0
apc_like,2.0,50,0.6976760855508286,367569.25032028294,43675.413214265376,43675.41321426538,43675.41321426539,66.56830100484876,66.56830100484876,66.56830100484876,0.18325499981046534,0.183254999810476,0.18325499981048318,349180.8891647999,0.0,0.0,0.0,0.0,0.0,3221225472000.0,872952102912000.0,1.875,1740800.0,24576000.0,0.6945767424,174.5904205824,0.17179869184,4.98216206336,3.6087791615999993,109951162777600.0,109951162777600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2199023.255552,0.0,cohort_stage,latency_p50_ms,109951162777600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,52.8839286416769,158.26497972011566,0.0546993687748909,1.1628121137619019,131.21749181300402,420.6756688654423,8.413513377308846,0.00019263729311577076,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
pat_like_traffic_only,2.0,50,0.6976741385485807,367568.2245460427,43675.61321426537,43675.61321426538,43675.613214265395,66.76830100484949,66.76830100484949,66.76830100484949,0.18325499981046534,0.183254999810476,0.18325499981048318,349180.8891647999,0.0,0.0,0.0,0.0,0.0,3221225472000.0,872952102912000.0,1.875,1740800.0,24576000.0,0.6945767424,174.5904205824,0.17179869184,4.98216206336,3.6087791615999993,109951162777600.0,109951162777600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2199023.255552,0.0,cohort_stage,latency_p50_ms,109951162777600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,52.6498444378376,158.45063794404268,0.06026681512594223,154.71521485596895,289.3266137689352,582.5128294527531,11.650256589055061,0.000266745117736546,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
waferagent_adaptive,2.0,50,0.6976760855508286,367569.25032028294,43675.413214265376,43675.41321426538,43675.41321426539,66.56830100484876,66.56830100484876,66.56830100484876,0.18325499981046534,0.183254999810476,0.18325499981048318,349180.8891647999,0.0,0.0,0.0,0.0,0.0,3221225472000.0,872952102912000.0,1.875,1740800.0,24576000.0,0.6945767424,174.5904205824,0.17179869184,4.98216206336,3.6087791615999993,109951162777600.0,109951162777600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2199023.255552,0.0,cohort_stage,latency_p50_ms,109951162777600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,53.95137891173363,159.5266731455922,0.0599399209022522,1.1228350922465324,127.89514660835266,422.4865110591054,8.449730221182108,0.00019346652039052114,1.0,0.0,0.0,0.0,1.0,apc_like,1,32768,128,32,16,0.0
waferagent_latency_safe,2.0,50,0.20012298905231365,105434.39653623334,120003.56870007457,212323.24704408835,220968.8134011695,22.114308671445542,22.114308671445542,22.114308671445542,0.1812146874178051,0.18121468741786373,0.18121468741789215,391308.6739277344,372808.9586296736,0.0,0.0,0.0,0.0,4363686772736.0,46249281585152.0,1.3203166716968866,1740800.0,24576000.0,0.6945767424,9.2498563170304,2.2818302250082003,6.6958540144639995,0.378442345978052,78759392286916.0,109951162777600.0,0.28368750000194265,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,61.781662970781326,0.0,cohort_stage,latency_p50_ms,78759392286916.0,267.0,2.0,267.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,42200630663364.0,3435973836800.0,8369817518080.0,53.215586580336094,160.94685439020395,0.055880285799503326,34.46314204484224,142.82175619155169,452.52674352377653,9.05053487047553,7.678823658161046e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
apc_like,16.0,50,1.0598991738833292,558405.7599620842,43675.413214265376,43675.413214265376,43675.41321426538,488.6405485140631,964.1669753603397,1006.4538380420149,0.18325499981045468,0.18325499981045823,0.18325499981045823,350384.9384833728,0.0,0.0,0.0,0.0,0.0,3221225472000.0,872952102912000.0,1.875,1740800.0,24576000.0,0.6945767424,174.5904205824,0.17179869184,4.98216206336,3.6087791615999993,109951162777600.0,109951162777600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2199023.255552,0.0,cohort_stage,latency_p50_ms,109951162777600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,52.81647387892008,157.4520217254758,0.05726795643568039,1.1933548375964165,130.41392154991627,417.76271257549524,8.355254251509905,0.00019130338184827732,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
pat_like_traffic_only,16.0,50,1.0598946803573446,558403.3925569062,43675.61321426537,43675.61321426538,43675.61321426538,475.6402138231791,964.3669753603396,1006.6538380420147,0.18325499981045468,0.18325499981045823,0.18325499981045823,349791.2021563712,0.0,0.0,0.0,0.0,0.0,3221225472000.0,871467762214496.0,1.8701504255205486,1740800.0,24576000.0,0.6945767424,174.29355244289923,0.17179869184,4.98216206336,3.602841798809984,109483870335792.0,109951162777600.0,0.004250000000029064,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,0.9255679845809937,0.0,cohort_stage,latency_p50_ms,109483870335792.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17415649651502463,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,52.95349005609751,233.45999792218208,0.05712825804948807,94.61888298392296,229.3261457234621,599.7772943228483,11.995545886456966,0.0002746508864708731,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
waferagent_adaptive,16.0,50,1.0598991738833292,558405.7599620842,43675.413214265376,43675.413214265376,43675.41321426538,488.6405485140631,964.1669753603397,1006.4538380420149,0.18325499981045468,0.18325499981045823,0.18325499981045823,350384.9384833728,0.0,0.0,0.0,0.0,0.0,3221225472000.0,872952102912000.0,1.875,1740800.0,24576000.0,0.6945767424,174.5904205824,0.17179869184,4.98216206336,3.6087791615999993,109951162777600.0,109951162777600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,2199023.255552,0.0,cohort_stage,latency_p50_ms,109951162777600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,53.450388833880424,160.01350339502096,0.058020465075969696,1.1678962036967278,129.86641842871904,424.92373660206795,8.498474732041359,0.00019458258334841734,1.0,0.0,0.0,0.0,1.0,apc_like,1,32768,128,32,16,0.0
waferagent_latency_safe,16.0,50,0.2366580031667438,124682.79565239263,109489.23620568248,189302.0011034005,206487.1074428673,22.114308671444974,22.114308671445087,22.114308671445087,0.18080662493931143,0.18121468741789215,0.18121468741789215,327869.44196478656,310909.04305761214,0.0,0.0,0.0,0.0,4243427688448.0,42400990887936.0,1.2132492592873965,1740800.0,24576000.0,0.6945767424,8.4801981775872,2.3924685825526,6.515465388032,0.36165417781143605,77123868740588.0,109951162777600.0,0.29856250000204454,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,65.0211509168148,0.0,cohort_stage,latency_p50_ms,77123868740588.0,281.0,2.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,44413397814252.0,3435973836800.0,8144331735040.0,52.518037147819996,162.04357333481312,0.052187591791152954,35.415093414485455,143.43142788857222,454.11321334540844,9.082264266908169,8.03132231786593e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,32,16,0.0
apc_like,2.0,50,0.6927625233867033,46287.62076260597,44183.72272656648,44183.72272656648,44183.722726566484,66.42461247623942,66.42461247623942,66.42461247623942,0.039566471201228026,0.039566471201228026,0.039566471201228026,44141.526784639995,0.0,0.0,0.0,0.0,0.0,214748364800.0,110353815961600.0,1.0,1651200.0,1638400.0,0.6694109184,22.07076319232,0.02147483648,0.47244640256,0.4646819069952,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.652838878333569,24.099139496684074,0.0471482053399086,0.1312578096985817,13.665436767041683,109.00258645415306,2.180051729083061,4.934060768429219e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
pat_like_traffic_only,2.0,50,0.6927606037123676,46287.49249764555,44183.922726566474,44183.92272656648,44183.92272656648,66.62461247624015,66.62461247624015,66.62461247624015,0.039566471201228026,0.039566471201228026,0.039566471201228026,44141.526784639995,0.0,0.0,0.0,0.0,0.0,214748364800.0,110353815961600.0,1.0,1651200.0,1638400.0,0.6694109184,22.07076319232,0.02147483648,0.47244640256,0.4646819069952,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.970996364951134,23.91191106289625,0.047577545046806335,1.5565305948257446,15.673406422138214,112.12740279734135,2.242548055946827,5.075484288312069e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
waferagent_adaptive,2.0,50,1.7807710370545797,118983.9976118388,86.64307926006768,86.64307926006768,86.64307926006768,21.977475142646654,21.977475142646654,21.977475142646654,0.0395664712012298,0.0395664712012298,0.0395664712012298,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6694109184,0.0,0.02147483648,1.11669149696,0.0361515450368,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.77844076603651,92.10864175111055,0.05096476525068283,0.9334422647953033,14.588704332709312,181.05992302298546,3.621198460459709,0.04179443403194792,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,32768,128,512,2,0.0
waferagent_latency_safe,2.0,50,1.7807710370545797,118983.9976118388,86.64307926006768,86.64307926006768,86.64307926006768,21.977475142646654,21.977475142646654,21.977475142646654,0.0395664712012298,0.0395664712012298,0.0395664712012298,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6694109184,0.0,0.02147483648,1.11669149696,0.0361515450368,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.7155532091856,25.013656355440617,0.05150679498910904,0.8960487321019173,14.47444036602974,113.04933112114668,2.2609866224229336,0.0260954093706247,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
apc_like,16.0,50,1.048600361701779,70063.28176746606,44183.72272656648,44183.72272656648,44183.72272656648,66.42461247623905,66.42461247623942,66.42461247623942,0.039566471201227804,0.039566471201227804,0.039566471201227804,44141.526784639995,0.0,0.0,0.0,0.0,0.0,214748364800.0,110353815961600.0,1.0,1651200.0,1638400.0,0.6694109184,22.07076319232,0.02147483648,0.47244640256,0.4646819069952,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.606543764472008,23.907111026346684,0.05158036947250366,0.1287730410695076,13.664106838405132,109.82589051127434,2.1965178102254868,4.9713280698839365e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
pat_like_traffic_only,16.0,50,1.0485959634693527,70062.98789516828,44183.922726566474,44183.92272656648,44183.92272656648,66.62461247623904,66.62461247623924,66.62461247623924,0.039566471201227804,0.039566471201227804,0.039566471201227804,44141.526784639995,0.0,0.0,0.0,0.0,0.0,214748364800.0,110353815961600.0,1.0,1651200.0,1638400.0,0.6694109184,22.07076319232,0.02147483648,0.47244640256,0.4646819069952,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,590558003200.0,8.67948867380619,24.23337660729885,0.048638321459293365,1.6342075541615486,15.74635785073042,113.65963891148567,2.2731927782297134,5.144841467104301e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
waferagent_adaptive,16.0,50,13.944946190438865,931745.5246603632,86.64307926006722,86.64307926006722,86.64307926006722,21.9774751426462,21.9774751426462,21.9774751426462,0.03956647120122936,0.03956647120122936,0.03956647120122936,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6694109184,0.0,0.02147483648,1.11669149696,0.0361515450368,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,8.832763880491257,25.517229922115803,0.05583278834819794,0.9124884381890297,14.628811739385128,114.36388362199068,2.2872776724398136,0.026398850225236543,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe,1,32768,128,512,2,0.0
waferagent_latency_safe,16.0,50,13.944946190438865,931745.5246603632,86.64307926006722,86.64307926006722,86.64307926006722,21.9774751426462,21.9774751426462,21.9774751426462,0.03956647120122936,0.03956647120122936,0.03956647120122936,0.0,0.0,0.0,0.0,0.0,0.0,644245094400.0,0.0,1.0,1651200.0,1638400.0,0.6694109184,0.0,0.02147483648,1.11669149696,0.0361515450368,219902325555200.0,219902325555200.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,4398046.511104,0.0,cohort_stage,latency_p50_ms,219902325555200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20654.850047999993,0.0,429496729600.0,1395864371200.0,9.015555493533611,25.282214395701885,0.04873611032962799,0.9224964305758476,14.540164731442928,113.83174452930689,2.2766348905861378,0.026276015465154543,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,2,0.0
apc_like,2.0,50,0.0724473698184259,38725.14769430356,662165.0977115266,662165.0977115267,662165.0977115267,170527.61983600628,429991.71335136855,473433.76469759515,0.03956647120123358,0.03956647120125467,0.03956647120125467,6359761.458120067,0.0,0.0,0.0,0.0,0.0,3221225472000.0,1.3242457915392e+16,1.875,1740800.0,24576000.0,0.8455716864,2648.4915830784,0.17179869184,4.98216206336,53.0898223104,1759218604441600.0,1759218604441600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,35184372.088832,0.0,cohort_stage,latency_p50_ms,1759218604441600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,53.124102763831615,159.5513755455613,0.057755038142204285,1.200593076646328,133.81973188370466,425.2785639837384,8.505571279674768,1.2845091517312554e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,16,0.0
pat_like_traffic_only,2.0,50,0.0724473488239464,38725.13647216642,662165.2977115266,662165.2977115266,662165.2977115266,170527.81983600627,429991.91335136857,473433.9646975951,0.03956647120123358,0.03956647120125467,0.03956647120125467,6359761.458120067,0.0,0.0,0.0,0.0,0.0,3221225472000.0,1.3242457915392e+16,1.875,1740800.0,24576000.0,0.8455716864,2648.4915830784,0.17179869184,4.98216206336,53.0898223104,1759218604441600.0,1759218604441600.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,35184372.088832,0.0,cohort_stage,latency_p50_ms,1759218604441600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309822.75072000246,0.0,3435973836800.0,6227702579200.0,52.529096603393555,157.2068054229021,0.06057135760784149,155.83658404648304,291.91959649324417,584.3836795538664,11.687673591077328,1.7650688780385292e-05,0.0,0.0,0.0,0.0,0.0,,1,32768,128,512,16,0.0
