policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,prompt_reconstruction_quality,observation_compression_class,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,2,0.5,1081303,0.0,0.0,566812999680,577189000,0,0,0,0,0,0,0,3778,0,0,{},0,0,9.791110710421925
lru-basic,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,2,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,618,390,"{""assistant_delta"": 6, ""file_context"": 3, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 4}",1,345,1.0
lru-system,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,2,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,696,312,"{""assistant_delta"": 6, ""file_context"": 3, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 4}",1,345,1.0
kvflow-like,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,2,0.5,1027497,0.04976033544714109,0.15272631021704605,538603159552,553593000,0,0,0,0,0,0,0,3201,533,44,"{""failure_summary"": 1, ""file_context"": 4, ""system_prefix"": 3, ""task_prefix"": 4, ""test_failure_summary"": 6}",0,0,4.9402271907681214
asg-retention-v2-graph-only,none,none,True,False,asg,message_history_full_history_risk,none,3,,0.0,2,0.5,972794,0.10035022560743845,0.1127580730545262,509923033088,530553000,0,0,0,0,0,0,0,3352,387,39,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.00847457627118644
asg-retention-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,2,0.5,972800,0.10034467674648084,0.11487559555320276,509926178816,530558000,0,0,0,0,0,0,0,3344,395,39,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.009015506671474938
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,message_history_full_history_risk,none,3,,0.0,2,0.5,972700,0.10043715776244033,0.11461090524086819,509873750016,530540000,0,0,0,0,0,0,0,3345,393,40,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,2,0.5,972800,0.10034467674648084,0.11487559555320276,509926178816,528200621,344963,1344798720,0,0,0,0,0,3344,395,39,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.009015506671474938
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,2,0.5,972800,0.10034467674648084,0.11487559555320276,509926178816,538276252,837270,2355101696,0,3059744768,8335498,3616786,32,3344,394,40,"{""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 1}",1,1023,0.009015506671474938
