policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,prompt_reconstruction_quality,observation_compression_class,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,1.0,1081303,0.0,0.0,566812999680,577189000,0,0,0,0,0,0,0,3778,0,0,{},0,0,17.611340623734307
lru-basic,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,1.0,876236,0.18964804499756316,0.27739544732662785,459298832384,495091000,0,0,0,0,0,0,0,2730,676,372,"{""assistant_delta"": 4, ""file_context"": 7, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 1}",1,549,1.0
lru-system,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,1.0,876236,0.18964804499756316,0.27739544732662785,459298832384,495091000,0,0,0,0,0,0,0,2730,717,331,"{""assistant_delta"": 4, ""file_context"": 7, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 1}",1,549,1.0
kvflow-like,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,1.0,928199,0.14159213467455467,0.19057702488088937,486542409728,514109000,0,0,0,0,0,0,0,3058,590,130,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 2, ""test_failure_summary"": 1}",1,1625,5.209234507897935
asg-retention-v2-graph-only,none,none,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,1.0,864026,0.2009399770462118,0.12387506617257808,452897275904,487615000,0,0,0,0,0,0,0,3310,373,95,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 3}",1,1023,0.010935601458080195
asg-retention-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,1.0,864102,0.20086969147408262,0.1228163049232398,452937121792,487600000,0,0,0,0,0,0,0,3314,361,103,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",1,1075,0.017091940056703118
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,message_history_full_history_risk,none,3,,0.0,8,1.0,863891,0.20106482641775714,0.12466913710958179,452826497024,487558000,0,0,0,0,0,0,0,3307,375,96,"{""assistant_delta"": 2, ""file_context"": 3, ""system_prefix"": 3, ""task_prefix"": 6}",3,1022,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,1.0,864102,0.20086969147408262,0.1228163049232398,452937121792,481588290,3317536,5624037376,0,0,0,0,0,3314,361,103,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",1,1075,0.017091940056703118
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,1.0,864102,0.20086969147408262,0.1228163049232398,452937121792,469361147,5747679,5938085888,0,5658116096,15992972,6109135,56,3314,358,106,"{""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",1,1075,0.017091940056703118
