policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1651962000,,,5.254358151095486e-07,4818392,0.0,0.0,935851458560,1397714000,0,0,0,0,0,0,0,6138,0,0,{},0,0,6.16378263185935
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1527162000,,,5.683745404875187e-07,4333771,0.10057732953234189,0.7878787878787878,681770483712,1280004000,0,0,0,0,0,0,0,1302,2467,2369,"{""agent_role"": 3, ""assistant_delta"": 2, ""file_context"": 4, ""summary_state"": 3, ""system_prefix"": 3, ""task_prefix"": 3}",3,534,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1527162000,,,5.683745404875187e-07,4333771,0.10057732953234189,0.7878787878787878,681770483712,1280004000,0,0,0,0,0,0,0,1302,4349,487,"{""agent_role"": 3, ""assistant_delta"": 2, ""file_context"": 4, ""summary_state"": 3, ""system_prefix"": 3, ""task_prefix"": 3}",3,534,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1608107000,,,5.397650778213141e-07,4721870,0.020031994076031956,0.43206256109481916,885246132224,1399702000,0,0,0,0,0,0,0,3486,2479,173,"{""agent_role"": 10, ""system_prefix"": 10, ""task_prefix"": 9}",0,0,5.135311667554609
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1530393000,,,5.671745754195164e-07,4239998,0.12003880132625155,0.7044639947865754,632606425088,1287128000,0,0,0,0,0,0,0,1814,3872,452,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,0.0008204581779435269
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1530371000,,,5.671827288938433e-07,4239915,0.12005602698991702,0.718475073313783,632562909184,1287104000,0,0,0,0,0,0,0,1728,4046,364,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,-6.393180607352158e-05
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1530372000,,,5.671823582762884e-07,4239920,0.12005498929933467,0.7201042684913652,632565530624,1287105000,0,0,0,0,0,0,0,1718,3607,813,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,-1.0655301012253596e-05
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1530372000,,,5.671823582762884e-07,4239921,0.12005478176121831,0.7204301075268817,632566054912,1287105000,0,0,0,0,0,0,0,1716,4090,332,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1530516409,,,5.671288428505832e-07,4239915,0.12005602698991702,0.718475073313783,632562909184,1255993114,180426,4533518336,88080384,0,0,0,0,1728,4073,337,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,-6.393180607352158e-05
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,8,0.5,1558612508,,,5.569055782272729e-07,4239915,0.12005602698991702,0.718475073313783,632562909184,1153032424,650508,20180893696,56623104,29559881728,101047345,14427031,160,1728,4113,297,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,-6.393180607352158e-05
