workflow,frontier_status,opportunity_taxonomy,consolidated_speedup_exponent,mode_switch_overhead,worker_count,criticality_threshold,flowmorph_latency,best_static_latency,best_static_oracle_latency,regret,winner,best_static_scheduler,best_static_oracle_scheduler,mode_switch_count,fixed_worker_pool_latency,always_parallel_latency,always_consolidated_latency,static_split_resource_latency
reflection,frontier_positive,frontier_only,0.5,2.0,8,0.8,16.331803384216045,12.43588696072781,12.43588696072781,0.3132801412389348,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,18.152
iterative,weak,weak,0.5,2.0,8,0.8,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,8,0.8,23.375002197171415,24.459000000000003,24.459000000000003,-0.04431897472621893,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,26.785911978127604,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,8,0.8,37.3158932803974,46.86800000000001,46.86800000000001,-0.20380871211919882,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,53.748000000000005
software_dev,frontier_positive,frontier_only,0.5,2.0,8,0.8,30.592829250130105,33.50696193330573,33.50696193330573,-0.08697096110880154,frontier_aware_morphing,always_consolidated,always_consolidated,3,35.22,35.22,33.50696193330573,34.733000000000004
mapreduce,frontier_positive,frontier_only,0.5,2.0,8,1.5,13.109809809015985,13.854000000000001,13.854000000000001,-0.053716629925221304,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,14.178198069571462,13.854000000000001
debate,frontier_positive,frontier_and_phase,0.5,2.0,8,1.5,32.16773430331487,31.85,31.85,0.00997595928775108,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,34.69914396638626,32.991
reflection,frontier_positive,frontier_only,0.5,2.0,8,1.5,16.331803384216045,12.43588696072781,12.43588696072781,0.3132801412389348,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,18.152
iterative,weak,weak,0.5,2.0,8,1.5,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,8,1.5,23.375002197171415,24.459000000000003,24.459000000000003,-0.04431897472621893,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,26.785911978127604,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,8,1.5,37.3158932803974,46.86800000000001,46.86800000000001,-0.20380871211919882,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,67.646
software_dev,frontier_positive,frontier_only,0.5,2.0,8,1.5,30.592829250130105,33.50696193330573,33.50696193330573,-0.08697096110880154,frontier_aware_morphing,always_consolidated,always_consolidated,3,35.22,35.22,33.50696193330573,34.733000000000004
mapreduce,frontier_positive,frontier_only,0.5,2.0,8,2.0,13.109809809015985,13.854000000000001,13.854000000000001,-0.053716629925221304,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,14.178198069571462,13.854000000000001
debate,frontier_positive,frontier_and_phase,0.5,2.0,8,2.0,32.16773430331487,31.85,31.85,0.00997595928775108,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,34.69914396638626,32.991
reflection,frontier_positive,frontier_only,0.5,2.0,8,2.0,16.331803384216045,12.43588696072781,12.43588696072781,0.3132801412389348,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,18.152
iterative,weak,weak,0.5,2.0,8,2.0,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,8,2.0,23.375002197171415,24.459000000000003,24.459000000000003,-0.04431897472621893,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,26.785911978127604,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,8,2.0,41.81516168186821,46.86800000000001,46.86800000000001,-0.10780998374438411,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,63.946
software_dev,frontier_positive,frontier_only,0.5,2.0,8,2.0,30.592829250130105,33.163,33.163,-0.07750115338991925,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,33.50696193330573,33.163
mapreduce,frontier_positive,frontier_only,0.5,2.0,16,0.8,12.345999999999998,10.0255,10.0255,0.2314597775672036,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,13.854000000000001
debate,frontier_positive,frontier_and_phase,0.5,2.0,16,0.8,31.2575,24.536,24.536,0.2739444082164981,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,32.991
reflection,frontier_positive,frontier_only,0.5,2.0,16,0.8,14.793,8.7935,8.7935,0.6822653096036846,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,18.152
iterative,weak,weak,0.5,2.0,16,0.8,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,16,0.8,22.608500000000003,18.9405,18.9405,0.1936590903091262,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,16,0.8,26.761000000000003,33.946,33.946,-0.21165969480940305,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,35.629000000000005
software_dev,frontier_positive,frontier_only,0.5,2.0,16,0.8,29.079500000000003,23.692999999999998,23.692999999999998,0.22734562951082626,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,34.733000000000004
mapreduce,frontier_positive,frontier_only,0.5,2.0,16,1.5,12.345999999999998,10.0255,10.0255,0.2314597775672036,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,13.854000000000001
debate,frontier_positive,frontier_and_phase,0.5,2.0,16,1.5,31.2575,24.536,24.536,0.2739444082164981,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,32.991
reflection,frontier_positive,frontier_only,0.5,2.0,16,1.5,14.793,8.7935,8.7935,0.6822653096036846,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,18.152
iterative,weak,weak,0.5,2.0,16,1.5,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,16,1.5,22.608500000000003,18.9405,18.9405,0.1936590903091262,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,16,1.5,26.761000000000003,33.946,33.946,-0.21165969480940305,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,37.346000000000004
software_dev,frontier_positive,frontier_only,0.5,2.0,16,1.5,29.079500000000003,23.692999999999998,23.692999999999998,0.22734562951082626,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,34.733000000000004
mapreduce,frontier_positive,frontier_only,0.5,2.0,16,2.0,12.345999999999998,10.0255,10.0255,0.2314597775672036,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,13.854000000000001
debate,frontier_positive,frontier_and_phase,0.5,2.0,16,2.0,31.2575,24.536,24.536,0.2739444082164981,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,32.991
reflection,frontier_positive,frontier_only,0.5,2.0,16,2.0,14.793,8.7935,8.7935,0.6822653096036846,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,18.152
iterative,weak,weak,0.5,2.0,16,2.0,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,2.0,16,2.0,22.608500000000003,18.9405,18.9405,0.1936590903091262,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,24.459000000000003
trading,frontier_positive,frontier_only,0.5,2.0,16,2.0,26.761000000000003,33.946,33.946,-0.21165969480940305,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,37.346000000000004
software_dev,frontier_positive,frontier_only,0.5,2.0,16,2.0,29.079500000000003,23.692999999999998,23.692999999999998,0.22734562951082626,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,33.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,4,0.8,17.189999999999998,15.878,15.878,0.08263005416299274,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,20.051,20.968
debate,frontier_positive,frontier_and_phase,0.5,5.0,4,0.8,42.455,31.85,31.85,0.3329670329670329,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,49.072,52.774
reflection,frontier_positive,frontier_only,0.5,5.0,4,0.8,24.508,17.587,17.587,0.39352931142321035,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,17.587,24.226000000000003
iterative,weak,weak,0.5,5.0,4,0.8,91.688,45.844,45.844,1.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,45.844,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,4,0.8,30.459000000000003,24.798000000000002,24.798000000000002,0.22828453907573198,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,37.881,54.464000000000006
trading,frontier_positive,frontier_only,0.5,5.0,4,0.8,76.53399999999999,73.536,73.536,0.04076914708442114,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,112.92100000000002,172.641
software_dev,frontier_positive,frontier_only,0.5,5.0,4,0.8,41.73299999999999,35.22,35.22,0.1849233390119247,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,47.385999999999996,76.86
mapreduce,frontier_positive,frontier_only,0.5,5.0,4,1.5,17.189999999999998,15.878,15.878,0.08263005416299274,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,20.051,37.912000000000006
debate,frontier_positive,frontier_and_phase,0.5,5.0,4,1.5,42.455,31.85,31.85,0.3329670329670329,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,49.072,95.68900000000002
reflection,frontier_positive,frontier_only,0.5,5.0,4,1.5,24.508,17.587,17.587,0.39352931142321035,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,17.587,35.666000000000004
iterative,weak,weak,0.5,5.0,4,1.5,91.688,45.844,45.844,1.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,45.844,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,4,1.5,30.459000000000003,24.798000000000002,24.798000000000002,0.22828453907573198,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,37.881,70.089
trading,frontier_positive,frontier_only,0.5,5.0,4,1.5,76.53399999999999,73.536,73.536,0.04076914708442114,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,112.92100000000002,192.742
software_dev,frontier_positive,frontier_only,0.5,5.0,4,1.5,41.73299999999999,35.22,35.22,0.1849233390119247,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,47.385999999999996,82.26599999999999
mapreduce,frontier_positive,frontier_only,0.5,5.0,4,2.0,17.189999999999998,15.878,15.878,0.08263005416299274,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,20.051,37.912000000000006
debate,frontier_positive,frontier_and_phase,0.5,5.0,4,2.0,42.455,31.85,31.85,0.3329670329670329,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,49.072,95.68900000000002
reflection,frontier_positive,frontier_only,0.5,5.0,4,2.0,24.508,17.587,17.587,0.39352931142321035,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,17.587,35.666000000000004
iterative,weak,weak,0.5,5.0,4,2.0,91.688,45.844,45.844,1.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,45.844,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,4,2.0,30.459000000000003,24.798000000000002,24.798000000000002,0.22828453907573198,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,37.881,70.089
trading,frontier_positive,frontier_only,0.5,5.0,4,2.0,76.53399999999999,73.536,73.536,0.04076914708442114,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,112.92100000000002,223.37500000000006
software_dev,frontier_positive,frontier_only,0.5,5.0,4,2.0,41.73299999999999,35.22,35.22,0.1849233390119247,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,47.385999999999996,91.22
mapreduce,frontier_positive,frontier_only,0.5,5.0,8,0.8,16.109809809015985,14.178198069571462,14.178198069571462,0.13623816862807492,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,14.178198069571462,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,8,0.8,41.16773430331488,31.85,31.85,0.2925505275766054,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,34.69914396638626,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,8,0.8,22.331803384216045,12.43588696072781,12.43588696072781,0.7957547744474733,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,24.152
iterative,weak,weak,0.5,5.0,8,0.8,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,8,0.8,29.375002197171415,24.798000000000002,24.798000000000002,0.18457142500086343,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,26.785911978127604,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,8,0.8,43.3158932803974,46.86800000000001,46.86800000000001,-0.075789594597649,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,68.312
software_dev,frontier_positive,frontier_only,0.5,5.0,8,0.8,39.59282925013011,33.50696193330573,33.50696193330573,0.18162993496509916,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,33.50696193330573,42.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,8,1.5,16.109809809015985,14.178198069571462,14.178198069571462,0.13623816862807492,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,14.178198069571462,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,8,1.5,41.16773430331488,31.85,31.85,0.2925505275766054,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,34.69914396638626,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,8,1.5,22.331803384216045,12.43588696072781,12.43588696072781,0.7957547744474733,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,24.152
iterative,weak,weak,0.5,5.0,8,1.5,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,8,1.5,29.375002197171415,24.798000000000002,24.798000000000002,0.18457142500086343,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,26.785911978127604,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,8,1.5,43.3158932803974,46.86800000000001,46.86800000000001,-0.075789594597649,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,71.184
software_dev,frontier_positive,frontier_only,0.5,5.0,8,1.5,39.59282925013011,33.50696193330573,33.50696193330573,0.18162993496509916,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,33.50696193330573,42.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,8,2.0,16.109809809015985,14.178198069571462,14.178198069571462,0.13623816862807492,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,14.178198069571462,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,8,2.0,41.16773430331488,31.85,31.85,0.2925505275766054,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,34.69914396638626,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,8,2.0,22.331803384216045,12.43588696072781,12.43588696072781,0.7957547744474733,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,12.43588696072781,24.152
iterative,weak,weak,0.5,5.0,8,2.0,91.688,32.41660327671608,32.41660327671608,1.8284271247461903,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,32.41660327671608,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,8,2.0,29.375002197171415,24.798000000000002,24.798000000000002,0.18457142500086343,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,26.785911978127604,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,8,2.0,47.81516168186821,46.86800000000001,46.86800000000001,0.02020913377716571,fixed_worker_pool,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,79.84720483836612,69.866
software_dev,frontier_positive,frontier_only,0.5,5.0,8,2.0,39.59282925013011,33.50696193330573,33.50696193330573,0.18162993496509916,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,33.50696193330573,42.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,16,0.8,15.345999999999998,10.0255,10.0255,0.5306967233554436,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,16,0.8,40.25750000000001,24.536,24.536,0.6407523638734922,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,16,0.8,20.793,8.7935,8.7935,1.3645874793881845,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,24.152
iterative,weak,weak,0.5,5.0,16,0.8,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,16,0.8,28.608500000000003,18.9405,18.9405,0.5104405902695284,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,16,0.8,32.761,33.946,33.946,-0.034908383903847096,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,47.906000000000006
software_dev,frontier_positive,frontier_only,0.5,5.0,16,0.8,38.079499999999996,23.692999999999998,23.692999999999998,0.6072046596041025,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,42.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,16,1.5,15.345999999999998,10.0255,10.0255,0.5306967233554436,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,16,1.5,40.25750000000001,24.536,24.536,0.6407523638734922,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,16,1.5,20.793,8.7935,8.7935,1.3645874793881845,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,24.152
iterative,weak,weak,0.5,5.0,16,1.5,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,16,1.5,28.608500000000003,18.9405,18.9405,0.5104405902695284,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,16,1.5,32.761,33.946,33.946,-0.034908383903847096,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,40.042
software_dev,frontier_positive,frontier_only,0.5,5.0,16,1.5,38.079499999999996,23.692999999999998,23.692999999999998,0.6072046596041025,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,42.163
mapreduce,frontier_positive,frontier_only,0.5,5.0,16,2.0,15.345999999999998,10.0255,10.0255,0.5306967233554436,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.0255,16.854
debate,frontier_positive,frontier_and_phase,0.5,5.0,16,2.0,40.25750000000001,24.536,24.536,0.6407523638734922,always_consolidated,always_consolidated,always_consolidated,3,31.85,31.85,24.536,41.991
reflection,frontier_positive,frontier_only,0.5,5.0,16,2.0,20.793,8.7935,8.7935,1.3645874793881845,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,8.7935,24.152
iterative,weak,weak,0.5,5.0,16,2.0,91.688,22.922,22.922,3.0,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,22.922,45.844
parallel_chains,frontier_positive,frontier_only,0.5,5.0,16,2.0,28.608500000000003,18.9405,18.9405,0.5104405902695284,always_consolidated,always_consolidated,always_consolidated,2,24.798000000000002,24.798000000000002,18.9405,30.459000000000003
trading,frontier_positive,frontier_only,0.5,5.0,16,2.0,32.761,33.946,33.946,-0.034908383903847096,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,56.46050000000001,43.346000000000004
software_dev,frontier_positive,frontier_only,0.5,5.0,16,2.0,38.079499999999996,23.692999999999998,23.692999999999998,0.6072046596041025,always_consolidated,always_consolidated,always_consolidated,3,35.22,35.22,23.692999999999998,42.163
mapreduce,frontier_positive,frontier_only,0.65,0.0,4,0.8,11.497586837761796,12.97004626501637,12.97004626501637,-0.11352769274433383,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,16.286472799338878,12.97004626501637
debate,frontier_positive,frontier_and_phase,0.65,0.0,4,0.8,26.629849281985656,30.682022019960442,30.682022019960442,-0.13206993774199793,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,39.85884959399319,30.682022019960442
reflection,frontier_positive,frontier_only,0.65,0.0,4,0.8,13.11303530492683,12.75703530492683,12.75703530492683,0.027906170320192825,static_split_resource,static_split_resource,static_split_resource,2,21.938,21.938,14.285082894717114,12.75703530492683
iterative,weak,weak,0.65,0.0,4,0.8,91.688,37.236898858555264,37.236898858555264,1.4622888266898326,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,37.236898858555264,37.236898858555264
parallel_chains,frontier_positive,frontier_only,0.65,0.0,4,0.8,20.40214611891443,23.854228376189923,23.854228376189923,-0.1447157377230942,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,30.76893302637056,23.854228376189923
trading,frontier_positive,frontier_only,0.65,0.0,4,0.8,65.21939127928637,70.61478658202206,70.61478658202206,-0.0764060271777316,frontier_aware_morphing,static_split_resource,static_split_resource,2,73.536,73.536,91.72035284894247,70.61478658202206
software_dev,frontier_positive,frontier_only,0.65,0.0,4,0.8,26.541128260175014,31.219583488218223,31.219583488218223,-0.14985642681007527,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,38.48939205373657,31.219583488218223
mapreduce,frontier_positive,frontier_only,0.65,0.0,4,1.5,11.497586837761796,15.878,15.878,-0.27587940308843706,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,16.286472799338878,27.2195868377618
debate,frontier_positive,frontier_and_phase,0.65,0.0,4,1.5,26.629849281985656,31.85,31.85,-0.16389798172729497,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,39.85884959399319,69.86384928198567
reflection,frontier_positive,frontier_only,0.65,0.0,4,1.5,13.11303530492683,14.285082894717114,14.285082894717114,-0.08204695754504354,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,14.285082894717114,19.27103530492683
iterative,weak,weak,0.65,0.0,4,1.5,91.688,37.236898858555264,37.236898858555264,1.4622888266898326,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,37.236898858555264,37.236898858555264
parallel_chains,frontier_positive,frontier_only,0.65,0.0,4,1.5,20.40214611891443,24.798000000000002,24.798000000000002,-0.17726646830734616,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,30.76893302637056,53.97014611891443
trading,frontier_positive,frontier_only,0.65,0.0,4,1.5,65.21939127928637,73.536,73.536,-0.11309574522293342,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,91.72035284894247,116.48060514628045
software_dev,frontier_positive,frontier_only,0.65,0.0,4,1.5,26.541128260175014,35.22,35.22,-0.24641884553733628,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,38.48939205373657,51.40354169719352
mapreduce,frontier_positive,frontier_only,0.65,0.0,4,2.0,11.497586837761796,15.878,15.878,-0.27587940308843706,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,16.286472799338878,27.2195868377618
debate,frontier_positive,frontier_and_phase,0.65,0.0,4,2.0,26.629849281985656,31.85,31.85,-0.16389798172729497,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,39.85884959399319,69.86384928198567
reflection,frontier_positive,frontier_only,0.65,0.0,4,2.0,13.11303530492683,14.285082894717114,14.285082894717114,-0.08204695754504354,frontier_aware_morphing,always_consolidated,always_consolidated,2,21.938,21.938,14.285082894717114,19.27103530492683
iterative,weak,weak,0.65,0.0,4,2.0,91.688,37.236898858555264,37.236898858555264,1.4622888266898326,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,37.236898858555264,37.236898858555264
parallel_chains,frontier_positive,frontier_only,0.65,0.0,4,2.0,20.40214611891443,24.798000000000002,24.798000000000002,-0.17726646830734616,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,30.76893302637056,53.97014611891443
trading,frontier_positive,frontier_only,0.65,0.0,4,2.0,65.21939127928637,73.536,73.536,-0.11309574522293342,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,91.72035284894247,197.58339127928642
software_dev,frontier_positive,frontier_only,0.65,0.0,4,2.0,26.541128260175014,35.22,35.22,-0.24641884553733628,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,38.48939205373657,65.9057646998333
mapreduce,frontier_positive,frontier_only,0.65,0.0,8,0.8,10.4110285195635,10.37904849397173,10.37904849397173,0.0030812097669978833,always_consolidated,always_consolidated,always_consolidated,1,15.878,15.878,10.37904849397173,11.161586837761797
debate,frontier_positive,frontier_and_phase,0.65,0.0,8,0.8,25.33499467014143,25.40126017137204,25.40126017137204,-0.0026087485732417814,frontier_aware_morphing,always_consolidated,always_consolidated,3,31.85,31.85,25.40126017137204,26.165849281985658
reflection,frontier_positive,frontier_only,0.65,0.0,8,0.8,10.924009192070717,9.103602107799153,9.103602107799153,0.1999655809552574,always_consolidated,always_consolidated,always_consolidated,2,21.938,21.938,9.103602107799153,12.75703530492683
iterative,weak,weak,0.65,0.0,8,0.8,91.688,23.730342584292053,23.730342584292053,2.8637453156993824,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,23.730342584292053,37.236898858555264
