workflow,frontier_status,opportunity_taxonomy,consolidated_speedup_exponent,mode_switch_overhead,worker_count,criticality_threshold,flowmorph_latency,best_static_latency,best_static_oracle_latency,regret,winner,best_static_scheduler,best_static_oracle_scheduler,mode_switch_count,fixed_worker_pool_latency,always_parallel_latency,always_consolidated_latency,static_split_resource_latency
mapreduce,frontier_positive,frontier_only,0.2,0.0,4,0.8,14.091962697290349,15.878,15.878,-0.11248502977135988,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,24.202962134038035
debate,frontier_positive,frontier_and_phase,0.2,0.0,4,0.8,29.7215743098132,31.85,31.85,-0.06682655228216017,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,57.25467758336378
reflection,frontier_positive,frontier_only,0.2,0.0,4,0.8,18.33977408917226,21.562583875176927,21.562583875176927,-0.14946306085862004,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,26.65690725521837,21.562583875176927
iterative,weak,weak,0.2,0.0,4,0.8,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,4,0.8,23.005667012654985,24.798000000000002,24.798000000000002,-0.0722773202413508,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,40.21359611234274
trading,frontier_positive,frontier_only,0.2,0.0,4,0.8,70.14504739870581,73.536,73.536,-0.046112823668600256,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,117.6817499404338
software_dev,frontier_positive,frontier_only,0.2,0.0,4,0.8,31.681340951491485,35.22,35.22,-0.1004729996737227,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,52.5274692905859
mapreduce,frontier_positive,frontier_only,0.2,0.0,4,1.5,14.091962697290349,15.878,15.878,-0.11248502977135988,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,29.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,0.0,4,1.5,29.7215743098132,31.85,31.85,-0.06682655228216017,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,72.95557430981322
reflection,frontier_positive,frontier_only,0.2,0.0,4,1.5,18.33977408917226,21.938,21.938,-0.16401795563988242,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,24.49777408917226
iterative,weak,weak,0.2,0.0,4,1.5,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,4,1.5,23.005667012654985,24.798000000000002,24.798000000000002,-0.0722773202413508,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,61.48336970816243
trading,frontier_positive,frontier_only,0.2,0.0,4,1.5,70.14504739870581,73.536,73.536,-0.046112823668600256,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,141.87379740903933
software_dev,frontier_positive,frontier_only,0.2,0.0,4,1.5,31.681340951491485,35.22,35.22,-0.1004729996737227,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,61.310637143459374
mapreduce,frontier_positive,frontier_only,0.2,0.0,4,2.0,14.091962697290349,15.878,15.878,-0.11248502977135988,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,29.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,0.0,4,2.0,29.7215743098132,31.85,31.85,-0.06682655228216017,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,72.95557430981322
reflection,frontier_positive,frontier_only,0.2,0.0,4,2.0,18.33977408917226,21.938,21.938,-0.16401795563988242,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,24.49777408917226
iterative,weak,weak,0.2,0.0,4,2.0,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,4,2.0,23.005667012654985,24.798000000000002,24.798000000000002,-0.0722773202413508,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,61.48336970816243
trading,frontier_positive,frontier_only,0.2,0.0,4,2.0,70.14504739870581,73.536,73.536,-0.046112823668600256,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,205.29436917287006
software_dev,frontier_positive,frontier_only,0.2,0.0,4,2.0,31.681340951491485,35.22,35.22,-0.1004729996737227,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,73.758744769249
mapreduce,frontier_positive,frontier_only,0.2,0.0,8,0.8,13.368345174930433,13.75596269729035,13.75596269729035,-0.028178145789554243,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,8,0.8,28.85923726784687,29.2575743098132,29.2575743098132,-0.013614834837238243,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,8,0.8,16.8819437770426,17.983774089172258,17.983774089172258,-0.061268024535130916,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,17.983774089172258
iterative,weak,weak,0.2,0.0,8,0.8,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,8,0.8,22.27949877777048,22.789667012654984,22.789667012654984,-0.02238594511280967,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,8,0.8,42.10319439123181,46.86800000000001,46.86800000000001,-0.10166436819937263,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,60.24055297733633
software_dev,frontier_positive,frontier_only,0.2,0.0,8,0.8,30.247644304017538,31.34534095149148,31.34534095149148,-0.035019451508684574,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.0,8,1.5,13.368345174930433,13.75596269729035,13.75596269729035,-0.028178145789554243,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,8,1.5,28.85923726784687,29.2575743098132,29.2575743098132,-0.013614834837238243,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,8,1.5,16.8819437770426,17.983774089172258,17.983774089172258,-0.061268024535130916,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,17.983774089172258
iterative,weak,weak,0.2,0.0,8,1.5,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,8,1.5,22.27949877777048,22.789667012654984,22.789667012654984,-0.02238594511280967,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,8,1.5,42.10319439123181,46.86800000000001,46.86800000000001,-0.10166436819937263,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,63.385047398705815
software_dev,frontier_positive,frontier_only,0.2,0.0,8,1.5,30.247644304017538,31.34534095149148,31.34534095149148,-0.035019451508684574,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.0,8,2.0,13.368345174930433,13.75596269729035,13.75596269729035,-0.028178145789554243,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,8,2.0,28.85923726784687,29.2575743098132,29.2575743098132,-0.013614834837238243,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,8,2.0,16.8819437770426,17.983774089172258,17.983774089172258,-0.061268024535130916,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,17.983774089172258
iterative,weak,weak,0.2,0.0,8,2.0,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,8,2.0,22.27949877777048,22.789667012654984,22.789667012654984,-0.02238594511280967,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,8,2.0,42.10319439123181,46.86800000000001,46.86800000000001,-0.10166436819937263,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,63.385047398705815
software_dev,frontier_positive,frontier_only,0.2,0.0,8,2.0,30.247644304017538,31.34534095149148,31.34534095149148,-0.035019451508684574,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.0,16,0.8,12.738399533229064,13.75596269729035,13.75596269729035,-0.0739725155158879,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,16,0.8,28.10852927021197,29.2575743098132,29.2575743098132,-0.039273421215094806,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,16,0.8,15.612828777627971,17.983774089172258,17.983774089172258,-0.13183802797944366,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,17.983774089172258
iterative,weak,weak,0.2,0.0,16,0.8,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,16,0.8,21.64733261184403,22.789667012654984,22.789667012654984,-0.050125102757167306,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,16,0.8,27.98518588168924,33.946,33.946,-0.17559695157929534,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,36.66704739870581
software_dev,frontier_positive,frontier_only,0.2,0.0,16,0.8,28.999538879963332,31.34534095149148,31.34534095149148,-0.0748373442534378,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.0,16,1.5,12.738399533229064,13.75596269729035,13.75596269729035,-0.0739725155158879,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,16,1.5,28.10852927021197,29.2575743098132,29.2575743098132,-0.039273421215094806,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,16,1.5,15.612828777627971,17.983774089172258,17.983774089172258,-0.13183802797944366,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,17.983774089172258
iterative,weak,weak,0.2,0.0,16,1.5,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,16,1.5,21.64733261184403,22.789667012654984,22.789667012654984,-0.050125102757167306,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,16,1.5,27.98518588168924,33.946,33.946,-0.17559695157929534,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,36.95704739870581
software_dev,frontier_positive,frontier_only,0.2,0.0,16,1.5,28.999538879963332,31.34534095149148,31.34534095149148,-0.0748373442534378,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.0,16,2.0,12.738399533229064,13.75596269729035,13.75596269729035,-0.0739725155158879,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,13.75596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.0,16,2.0,28.10852927021197,29.2575743098132,29.2575743098132,-0.039273421215094806,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,29.2575743098132
reflection,frontier_positive,frontier_only,0.2,0.0,16,2.0,15.612828777627971,17.983774089172258,17.983774089172258,-0.13183802797944366,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,17.983774089172258
iterative,weak,weak,0.2,0.0,16,2.0,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.0,16,2.0,21.64733261184403,22.789667012654984,22.789667012654984,-0.050125102757167306,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,22.789667012654984
trading,frontier_positive,frontier_only,0.2,0.0,16,2.0,27.98518588168924,33.946,33.946,-0.17559695157929534,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,36.95704739870581
software_dev,frontier_positive,frontier_only,0.2,0.0,16,2.0,28.999538879963332,31.34534095149148,31.34534095149148,-0.0748373442534378,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,31.34534095149148
mapreduce,frontier_positive,frontier_only,0.2,0.5,4,0.8,14.591962697290349,15.878,15.878,-0.08099491766656075,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,24.702962134038035
debate,frontier_positive,frontier_and_phase,0.2,0.5,4,0.8,31.2215743098132,31.85,31.85,-0.019730790900684525,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,58.75467758336378
reflection,frontier_positive,frontier_only,0.2,0.5,4,0.8,19.33977408917226,21.938,21.938,-0.11843494898476337,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,22.562583875176927
iterative,weak,weak,0.2,0.5,4,0.8,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,4,0.8,23.505667012654985,24.798000000000002,24.798000000000002,-0.052114403877127846,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,42.71359611234274
trading,frontier_positive,frontier_only,0.2,0.5,4,0.8,71.14504739870581,73.536,73.536,-0.0325140421194271,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,127.1817499404338
software_dev,frontier_positive,frontier_only,0.2,0.5,4,0.8,32.681340951491485,35.22,35.22,-0.07208004112744215,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,56.5274692905859
mapreduce,frontier_positive,frontier_only,0.2,0.5,4,1.5,14.591962697290349,15.878,15.878,-0.08099491766656075,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,30.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,0.5,4,1.5,31.2215743098132,31.85,31.85,-0.019730790900684525,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,75.45557430981322
reflection,frontier_positive,frontier_only,0.2,0.5,4,1.5,19.33977408917226,21.938,21.938,-0.11843494898476337,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,25.99777408917226
iterative,weak,weak,0.2,0.5,4,1.5,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,4,1.5,23.505667012654985,24.798000000000002,24.798000000000002,-0.052114403877127846,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,62.98336970816243
trading,frontier_positive,frontier_only,0.2,0.5,4,1.5,71.14504739870581,73.536,73.536,-0.0325140421194271,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,149.87379740903933
software_dev,frontier_positive,frontier_only,0.2,0.5,4,1.5,32.681340951491485,35.22,35.22,-0.07208004112744215,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,64.31063714345936
mapreduce,frontier_positive,frontier_only,0.2,0.5,4,2.0,14.591962697290349,15.878,15.878,-0.08099491766656075,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,1,15.878,15.878,30.39163287509999,30.813962697290354
debate,frontier_positive,frontier_and_phase,0.2,0.5,4,2.0,31.2215743098132,31.85,31.85,-0.019730790900684525,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,31.85,31.85,74.37924335179827,75.45557430981322
reflection,frontier_positive,frontier_only,0.2,0.5,4,2.0,19.33977408917226,21.938,21.938,-0.11843494898476337,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,21.938,21.938,26.65690725521837,25.99777408917226
iterative,weak,weak,0.2,0.5,4,2.0,91.688,69.48651027510269,69.48651027510269,0.3195079107728944,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,69.48651027510269,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,4,2.0,23.505667012654985,24.798000000000002,24.798000000000002,-0.052114403877127846,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,24.798000000000002,24.798000000000002,57.416859255980384,62.98336970816243
trading,frontier_positive,frontier_only,0.2,0.5,4,2.0,71.14504739870581,73.536,73.536,-0.0325140421194271,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,73.536,73.536,171.15623040692066,207.79436917287006
software_dev,frontier_positive,frontier_only,0.2,0.5,4,2.0,32.681340951491485,35.22,35.22,-0.07208004112744215,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,3,35.22,35.22,71.82374522066172,76.258744769249
mapreduce,frontier_positive,frontier_only,0.2,0.5,8,0.8,13.868345174930433,14.25596269729035,14.25596269729035,-0.02718985245616512,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,8,0.8,30.35923726784687,30.7575743098132,30.7575743098132,-0.012950860102099893,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,8,0.8,17.8819437770426,18.983774089172258,18.983774089172258,-0.058040635489763126,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,18.983774089172258
iterative,weak,weak,0.2,0.5,8,0.8,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,8,0.8,22.77949877777048,23.367667012654987,23.367667012654987,-0.025170173580699284,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,8,0.8,43.10319439123181,46.86800000000001,46.86800000000001,-0.08032784861244768,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,63.251741050162
software_dev,frontier_positive,frontier_only,0.2,0.5,8,0.8,31.247644304017538,32.43134095149148,32.43134095149148,-0.03649854161887511,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,32.43134095149148
mapreduce,frontier_positive,frontier_only,0.2,0.5,8,1.5,13.868345174930433,14.25596269729035,14.25596269729035,-0.02718985245616512,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,8,1.5,30.35923726784687,30.7575743098132,30.7575743098132,-0.012950860102099893,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,8,1.5,17.8819437770426,18.983774089172258,18.983774089172258,-0.058040635489763126,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,18.983774089172258
iterative,weak,weak,0.2,0.5,8,1.5,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,8,1.5,22.77949877777048,23.367667012654987,23.367667012654987,-0.025170173580699284,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,8,1.5,43.10319439123181,46.86800000000001,46.86800000000001,-0.08032784861244768,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,65.77504739870581
software_dev,frontier_positive,frontier_only,0.2,0.5,8,1.5,31.247644304017538,32.43134095149148,32.43134095149148,-0.03649854161887511,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,32.43134095149148
mapreduce,frontier_positive,frontier_only,0.2,0.5,8,2.0,13.868345174930433,14.25596269729035,14.25596269729035,-0.02718985245616512,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,26.4574531189073,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,8,2.0,30.35923726784687,30.7575743098132,30.7575743098132,-0.012950860102099893,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,64.75089219744746,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,8,2.0,17.8819437770426,18.983774089172258,18.983774089172258,-0.058040635489763126,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,23.20618562676289,18.983774089172258
iterative,weak,weak,0.2,0.5,8,2.0,91.688,60.491520661472556,60.491520661472556,0.5157165665103984,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,60.491520661472556,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,8,2.0,22.77949877777048,23.367667012654987,23.367667012654987,-0.025170173580699284,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,49.98427916798801,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,8,2.0,43.10319439123181,46.86800000000001,46.86800000000001,-0.08032784861244768,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,46.86800000000001,46.86800000000001,149.00015279238596,64.5570473987058
software_dev,frontier_positive,frontier_only,0.2,0.5,8,2.0,31.247644304017538,32.43134095149148,32.43134095149148,-0.03649854161887511,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,62.52620185988436,32.43134095149148
mapreduce,frontier_positive,frontier_only,0.2,0.5,16,0.8,13.238399533229064,14.25596269729035,14.25596269729035,-0.07137807426044229,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,16,0.8,29.60852927021197,30.7575743098132,30.7575743098132,-0.037358116346471015,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,16,0.8,16.61282877762797,18.983774089172258,18.983774089172258,-0.12489325359684922,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,18.983774089172258
iterative,weak,weak,0.2,0.5,16,0.8,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,16,0.8,22.14733261184403,23.367667012654987,23.367667012654987,-0.052223202262770774,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,16,0.8,28.48518588168924,33.946,33.946,-0.16086767567049898,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,37.66704739870581
software_dev,frontier_positive,frontier_only,0.2,0.5,16,0.8,29.99953887996334,32.43134095149148,32.43134095149148,-0.07498308735261539,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,32.43134095149148
mapreduce,frontier_positive,frontier_only,0.2,0.5,16,1.5,13.238399533229064,14.25596269729035,14.25596269729035,-0.07137807426044229,frontier_aware_morphing,static_split_resource,static_split_resource,1,15.878,15.878,23.03255071604555,14.25596269729035
debate,frontier_positive,frontier_and_phase,0.2,0.5,16,1.5,29.60852927021197,30.7575743098132,30.7575743098132,-0.037358116346471015,frontier_aware_morphing,static_split_resource,static_split_resource,3,31.85,31.85,56.3689256764145,30.7575743098132
reflection,frontier_positive,frontier_only,0.2,0.5,16,1.5,16.61282877762797,18.983774089172258,18.983774089172258,-0.12489325359684922,frontier_aware_morphing,static_split_resource,static_split_resource,2,21.938,21.938,20.202157969332855,18.983774089172258
iterative,weak,weak,0.2,0.5,16,1.5,91.688,52.660927386484076,52.660927386484076,0.7411011265922482,always_consolidated,always_consolidated,always_consolidated,0,91.688,91.688,52.660927386484076,69.48651027510269
parallel_chains,frontier_positive,frontier_only,0.2,0.5,16,1.5,22.14733261184403,23.367667012654987,23.367667012654987,-0.052223202262770774,frontier_aware_morphing,static_split_resource,static_split_resource,2,24.798000000000002,24.798000000000002,43.51384238564268,23.367667012654987
trading,frontier_positive,frontier_only,0.2,0.5,16,1.5,28.48518588168924,33.946,33.946,-0.16086767567049898,frontier_aware_morphing,fixed_worker_pool,fixed_worker_pool,2,33.946,33.946,129.7121669446202,37.95704739870581
software_dev,frontier_positive,frontier_only,0.2,0.5,16,1.5,29.99953887996334,32.43134095149148,32.43134095149148,-0.07498308735261539,frontier_aware_morphing,static_split_resource,static_split_resource,3,35.22,35.22,54.432220249889504,32.43134095149148
