wave_id,baseline,scheduler,seed_state_id,operator_ids,region_ids,start_time,end_time,batch_size,materialization_bytes,movement_byte_hop,max_link_load_delta,benefit,wait_penalty,mesh,region_memory_capacity,shared_state_size,branch_width
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,5.82203859872,8,89868,118395904,8744960,8.0,0.0,8x8,268435456,4000,8
1,wafer_request_centric,wafer_request_centric,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",5.82203859872,11.64407719744,8,25600,118395904,8744960,8.0,0.0,8x8,268435456,4000,8
2,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",11.64407719744,15.94410603136,8,15332,87148544,6424576,8.0,0.0,8x8,268435456,4000,8
3,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",15.94410603136,21.31814230208,8,33304,110946304,8124416,8.0,0.0,8x8,268435456,4000,8
4,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",21.31814230208,33.98615359232,1,14648,31008768,4429824,1.0,0.0,8x8,268435456,4000,8
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,5.82200711072,8,22668,17634304,1372160,585448.0,0.0,8x8,268435456,4000,8
1,WaferStateFlow,WaferStateFlow,S_task,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",5.82200711072,11.64401422144,8,16268,17634304,1372160,578997.4239431142,46.57605688576,8x8,268435456,4000,8
2,WaferStateFlow,WaferStateFlow,S_task,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",11.64401422144,15.94402206336,8,15332,19974144,1509376,578950.8478862285,93.15211377152,8x8,268435456,4000,8
3,WaferStateFlow,WaferStateFlow,S_task,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",15.94402206336,21.31802684608,8,10904,10184704,751616,578916.4478234932,127.55217650688,8x8,268435456,4000,8
4,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",21.31802684608,33.98603276032,1,15636,13805568,1972224,0.0,4.0,8x8,268435456,4000,8
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,15.340001612556252,2,40180,40180,0,2.0,0.0,8x8,268435456,12000,1
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0""]","[""R_0_0""]",15.340001612556252,25.844003213090005,1,1708,1708,0,1.0,0.0,8x8,268435456,12000,1
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0""]","[""R_0_0""]",25.844003213090005,40.788004816398754,1,10588,10588,0,1.0,0.0,8x8,268435456,12000,1
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",40.788004816398754,56.15200641666125,1,840,840,0,1.0,0.0,8x8,268435456,12000,1
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0""]","[""R_0_0""]",0.0,15.340001609556252,1,30580,30580,0,1.0,0.0,8x8,268435456,12000,1
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0""]","[""R_0_0""]",15.340001609556252,30.68000321255625,1,9600,9600,0,1.0,0.0,8x8,268435456,12000,1
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0""]","[""R_0_0""]",30.68000321255625,41.18400481309,1,1708,1708,0,1.0,0.0,8x8,268435456,12000,1
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0""]","[""R_0_0""]",41.18400481309,56.12800641639875,1,10588,10588,0,1.0,0.0,8x8,268435456,12000,1
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",56.12800641639875,71.49200801666125,1,840,840,0,1.0,0.0,8x8,268435456,12000,1
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,15.340000000000002,2,40180,0,0,2.0,0.0,8x8,268435456,12000,1
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0""]","[""R_0_0""]",15.340000000000002,25.844,1,1708,0,0,1.0,0.0,8x8,268435456,12000,1
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0""]","[""R_0_0""]",25.844,40.788000000000004,1,10588,0,0,1.0,0.0,8x8,268435456,12000,1
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",40.788000000000004,56.152,1,840,0,0,1.0,0.0,8x8,268435456,12000,1
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,15.340000000000002,2,41960,0,0,39361.0,0.0,8x8,268435456,12000,1
1,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",15.340000000000002,25.844,1,1708,0,0,0.0,0.0,8x8,268435456,12000,1
2,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",25.844,40.788000000000004,1,10588,0,0,0.0,0.0,8x8,268435456,12000,1
3,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",40.788000000000004,56.152,1,1828,0,0,0.0,4.0,8x8,268435456,12000,1
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,15.3400016250675,4,80216,80216,0,4.0,0.0,8x8,268435456,12000,2
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",15.3400016250675,25.93800322619375,2,3604,3604,0,2.0,0.0,8x8,268435456,12000,2
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",25.93800322619375,40.886004832813754,2,21184,21184,0,2.0,0.0,8x8,268435456,12000,2
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",40.886004832813754,57.37800643378125,1,3096,3096,0,1.0,0.0,8x8,268435456,12000,2
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1""]","[""R_0_0"", ""R_0_7""]",0.0,15.340001610067501,2,32216,32216,0,2.0,0.0,8x8,268435456,12000,2
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7""]",15.340001610067501,30.6800032130675,2,9600,9600,0,2.0,0.0,8x8,268435456,12000,2
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",30.6800032130675,41.27800481419375,2,3604,3604,0,2.0,0.0,8x8,268435456,12000,2
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",41.27800481419375,56.22600641781375,2,11584,11584,0,2.0,0.0,8x8,268435456,12000,2
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",56.22600641781375,72.71800801847,1,2100,2100,0,1.0,0.0,8x8,268435456,12000,2
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,15.34003575744,4,80216,109303808,15656960,4.0,0.0,8x8,268435456,12000,2
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",15.34003575744,25.938049126080003,2,3604,37659648,5400576,2.0,0.0,8x8,268435456,12000,2
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",25.938049126080003,40.88606740992,2,21184,53388288,7627776,2.0,0.0,8x8,268435456,12000,2
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",40.88606740992,57.378076398080005,1,3096,23642112,7880704,1.0,0.0,8x8,268435456,12000,2
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,15.34003575744,4,45232,109303808,15656960,132002.0,0.0,8x8,268435456,12000,2
1,WaferStateFlow,WaferStateFlow,S_task,"[""O_trader_0"", ""O_trader_1""]","[""R_0_3"", ""R_0_3""]",15.34003575744,25.93803575744,2,3604,0,0,127170.31992848511,30.68007151488,8x8,268435456,12000,2
2,WaferStateFlow,WaferStateFlow,S_task,"[""O_risk_0"", ""O_risk_1""]","[""R_0_3"", ""R_0_3""]",25.93803575744,40.88603575744,2,11584,0,0,127149.12392848512,51.87607151488,8x8,268435456,12000,2
3,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",40.88603575744,57.3780447456,1,4084,23642112,7880704,0.0,4.0,8x8,268435456,12000,2
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,15.42200167608375,8,243468,243468,0,8.0,0.0,8x8,268435456,12000,8
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",15.42200167608375,30.84400330008375,8,76800,76800,0,8.0,0.0,8x8,268435456,12000,8
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",30.84400330008375,41.544004904874996,8,15332,15332,0,8.0,0.0,8x8,268435456,12000,8
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",41.544004904874996,56.518006531282495,8,84504,84504,0,8.0,0.0,8x8,268435456,12000,8
4,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",56.518006531282495,78.78600813585999,1,14648,14648,0,1.0,0.0,8x8,268435456,12000,8
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,15.42200161308375,8,41868,41868,0,8.0,0.0,8x8,268435456,12000,8
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",15.42200161308375,30.84400321608375,8,9600,9600,0,8.0,0.0,8x8,268435456,12000,8
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",30.84400321608375,41.544004820875,8,15332,15332,0,8.0,0.0,8x8,268435456,12000,8
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",41.544004820875,56.518006426282504,8,17304,17304,0,8.0,0.0,8x8,268435456,12000,8
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",56.518006426282504,78.78600802876126,1,7932,7932,0,1.0,0.0,8x8,268435456,12000,8
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,15.422101574720001,8,243468,319919104,23490560,8.0,0.0,8x8,268435456,12000,8
1,wafer_request_centric,wafer_request_centric,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",15.422101574720001,30.844203149440002,8,76800,319919104,23490560,8.0,0.0,8x8,268435456,12000,8
2,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",30.844203149440002,41.54427396736,8,15332,221497344,16254976,8.0,0.0,8x8,268435456,12000,8
3,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",41.54427396736,56.51837321408,8,84504,312469504,22870016,8.0,0.0,8x8,268435456,12000,8
4,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",56.51837321408,78.78639525632,1,14648,65415168,9345024,1.0,0.0,8x8,268435456,12000,8
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,15.422101574720001,8,41868,319919104,23490560,1756328.0,0.0,8x8,268435456,12000,8
1,WaferStateFlow,WaferStateFlow,S_task,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",15.422101574720001,30.84410157472,8,22668,0,0,1737000.6231874023,123.37681259776001,8x8,268435456,12000,8
2,WaferStateFlow,WaferStateFlow,S_task,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",30.84410157472,41.54410157472,8,15332,0,0,1736877.2471874023,246.75281259776,8x8,268435456,12000,8
3,WaferStateFlow,WaferStateFlow,S_task,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",41.54410157472,56.518101574720006,8,17304,0,0,1736791.6471874022,332.35281259776,8x8,268435456,12000,8
4,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",56.518101574720006,78.78612361696001,1,15636,65415168,9345024,0.0,4.0,8x8,268435456,12000,8
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,1.1800032003781251,2,2420,2420,0,2.0,0.0,16x16,67108864,200,1
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0""]","[""R_0_0""]",1.1800032003781251,2.2440064006450005,1,1708,1708,0,1.0,0.0,16x16,67108864,200,1
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0""]","[""R_0_0""]",2.2440064006450005,3.0280096008243755,1,1148,1148,0,1.0,0.0,16x16,67108864,200,1
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",3.0280096008243755,4.2320128009556255,1,840,840,0,1.0,0.0,16x16,67108864,200,1
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800032003531251,1,2260,2260,0,1.0,0.0,16x16,67108864,200,1
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0""]","[""R_0_0""]",1.1800032003531251,2.3600064003781256,1,160,160,0,1.0,0.0,16x16,67108864,200,1
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0""]","[""R_0_0""]",2.3600064003781256,3.4240096006450007,1,1708,1708,0,1.0,0.0,16x16,67108864,200,1
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0""]","[""R_0_0""]",3.4240096006450007,4.208012800824376,1,1148,1148,0,1.0,0.0,16x16,67108864,200,1
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",4.208012800824376,5.412016000955626,1,840,840,0,1.0,0.0,16x16,67108864,200,1
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,1.1800000000000002,2,2420,0,0,2.0,0.0,16x16,67108864,200,1
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0""]","[""R_0_0""]",1.1800000000000002,2.244,1,1708,0,0,1.0,0.0,16x16,67108864,200,1
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0""]","[""R_0_0""]",2.244,3.0280000000000005,1,1148,0,0,1.0,0.0,16x16,67108864,200,1
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",3.0280000000000005,4.232,1,840,0,0,1.0,0.0,16x16,67108864,200,1
0,WaferStateFlow,WaferStateFlow,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800000000000002,1,2260,0,0,0.0,0.0,16x16,67108864,200,1
1,WaferStateFlow,WaferStateFlow,,"[""O_researcher_0""]","[""R_0_0""]",1.1800000000000002,2.3600000000000003,1,2260,0,0,0.0,0.0,16x16,67108864,200,1
2,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",2.3600000000000003,3.4240000000000004,1,2028,0,0,0.0,0.0,16x16,67108864,200,1
3,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",3.4240000000000004,4.208,1,1468,0,0,0.0,0.0,16x16,67108864,200,1
4,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",4.208,5.412,1,2308,0,0,0.0,4.0,16x16,67108864,200,1
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_15"", ""R_0_0"", ""R_0_15""]",0.0,1.1800032007337502,4,4696,4696,0,4.0,0.0,16x16,67108864,200,2
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_15""]",1.1800032007337502,2.3380064012968753,2,3604,3604,0,2.0,0.0,16x16,67108864,200,2
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_15""]",2.3380064012968753,3.1260096016568752,2,2304,2304,0,2.0,0.0,16x16,67108864,200,2
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",3.1260096016568752,5.458012802140625,1,3096,3096,0,1.0,0.0,16x16,67108864,200,2
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1""]","[""R_0_0"", ""R_0_15""]",0.0,1.1800032006087502,2,3896,3896,0,2.0,0.0,16x16,67108864,200,2
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_15""]",1.1800032006087502,2.3600064006337504,2,160,160,0,2.0,0.0,16x16,67108864,200,2
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_15""]",2.3600064006337504,3.5180096011968756,2,3604,3604,0,2.0,0.0,16x16,67108864,200,2
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_15""]",3.5180096011968756,4.3060128015318755,2,2144,2144,0,2.0,0.0,16x16,67108864,200,2
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",4.3060128015318755,6.6380160018600005,1,2100,2100,0,1.0,0.0,16x16,67108864,200,2
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_15"", ""R_0_0"", ""R_0_15""]",0.0,1.18000581984,4,4696,16766976,1157120,4.0,0.0,16x16,67108864,200,2
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_15""]",1.18000581984,2.3380102968000003,2,3604,8172544,567296,2.0,0.0,16x16,67108864,200,2
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_15""]",2.3380102968000003,3.1260143801600004,2,2304,5653504,377856,2.0,0.0,16x16,67108864,200,2
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",3.1260143801600004,5.45801827008,1,3096,4415488,630784,1.0,0.0,16x16,67108864,200,2
0,WaferStateFlow,WaferStateFlow,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800000000000002,1,2260,0,0,0.0,0.0,16x16,67108864,200,2
1,WaferStateFlow,WaferStateFlow,,"[""O_analyst_1""]","[""R_0_0""]",1.1800000000000002,2.2880000000000003,1,2116,0,0,0.0,0.0,16x16,67108864,200,2
2,WaferStateFlow,WaferStateFlow,,"[""O_researcher_0""]","[""R_0_0""]",2.2880000000000003,3.4680000000000004,1,2260,0,0,0.0,0.0,16x16,67108864,200,2
3,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",3.4680000000000004,4.532,1,2028,0,0,0.0,0.0,16x16,67108864,200,2
4,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",4.532,5.316,1,1468,0,0,0.0,0.0,16x16,67108864,200,2
5,WaferStateFlow,WaferStateFlow,,"[""O_researcher_1""]","[""R_0_0""]",5.316,6.4239999999999995,1,2116,0,0,0.0,0.0,16x16,67108864,200,2
6,WaferStateFlow,WaferStateFlow,,"[""O_trader_1""]","[""R_0_0""]",6.4239999999999995,7.582,1,2216,0,0,0.0,0.0,16x16,67108864,200,2
7,WaferStateFlow,WaferStateFlow,,"[""O_risk_1""]","[""R_0_0""]",7.582,8.37,1,1476,0,0,0.0,0.0,16x16,67108864,200,2
8,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",8.37,10.701999999999998,1,4564,0,0,0.0,4.0,16x16,67108864,200,2
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_15"", ""R_15_0"", ""R_15_15"", ""R_8_8"", ""R_0_8"", ""R_8_0"", ""R_15_8""]",0.0,1.262003202641875,8,16908,16908,0,8.0,0.0,16x16,67108864,200,8
