wave_id,baseline,scheduler,seed_state_id,operator_ids,region_ids,start_time,end_time,batch_size,materialization_bytes,movement_byte_hop,max_link_load_delta,benefit,wait_penalty,mesh,region_memory_capacity,shared_state_size,branch_width
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,1.1800016007562502,2,2420,2420,0,2.0,0.0,8x8,67108864,200,1
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0""]","[""R_0_0""]",1.1800016007562502,2.24400320129,1,1708,1708,0,1.0,0.0,8x8,67108864,200,1
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0""]","[""R_0_0""]",2.24400320129,3.02800480164875,1,1148,1148,0,1.0,0.0,8x8,67108864,200,1
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",3.02800480164875,4.23200640191125,1,840,840,0,1.0,0.0,8x8,67108864,200,1
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800016007062502,1,2260,2260,0,1.0,0.0,8x8,67108864,200,1
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0""]","[""R_0_0""]",1.1800016007062502,2.3600032007562506,1,160,160,0,1.0,0.0,8x8,67108864,200,1
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0""]","[""R_0_0""]",2.3600032007562506,3.4240048012900006,1,1708,1708,0,1.0,0.0,8x8,67108864,200,1
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0""]","[""R_0_0""]",3.4240048012900006,4.208006401648751,1,1148,1148,0,1.0,0.0,8x8,67108864,200,1
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",4.208006401648751,5.412008001911251,1,840,840,0,1.0,0.0,8x8,67108864,200,1
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,1.1800000000000002,2,2420,0,0,2.0,0.0,8x8,67108864,200,1
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0""]","[""R_0_0""]",1.1800000000000002,2.244,1,1708,0,0,1.0,0.0,8x8,67108864,200,1
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0""]","[""R_0_0""]",2.244,3.0280000000000005,1,1148,0,0,1.0,0.0,8x8,67108864,200,1
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",3.0280000000000005,4.232,1,840,0,0,1.0,0.0,8x8,67108864,200,1
0,WaferStateFlow,WaferStateFlow,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800000000000002,1,2260,0,0,0.0,0.0,8x8,67108864,200,1
1,WaferStateFlow,WaferStateFlow,,"[""O_researcher_0""]","[""R_0_0""]",1.1800000000000002,2.3600000000000003,1,2260,0,0,0.0,0.0,8x8,67108864,200,1
2,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",2.3600000000000003,3.4240000000000004,1,2028,0,0,0.0,0.0,8x8,67108864,200,1
3,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",3.4240000000000004,4.208,1,1468,0,0,0.0,0.0,8x8,67108864,200,1
4,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",4.208,5.412,1,2308,0,0,0.0,4.0,8x8,67108864,200,1
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,1.1800016014675,4,4696,4696,0,4.0,0.0,8x8,67108864,200,2
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",1.1800016014675,2.3380032025937503,2,3604,3604,0,2.0,0.0,8x8,67108864,200,2
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",2.3380032025937503,3.12600480331375,2,2304,2304,0,2.0,0.0,8x8,67108864,200,2
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",3.12600480331375,5.4580064042812495,1,3096,3096,0,1.0,0.0,8x8,67108864,200,2
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1""]","[""R_0_0"", ""R_0_7""]",0.0,1.1800016012175,2,3896,3896,0,2.0,0.0,8x8,67108864,200,2
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7""]",1.1800016012175,2.3600032012675003,2,160,160,0,2.0,0.0,8x8,67108864,200,2
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",2.3600032012675003,3.5180048023937505,2,3604,3604,0,2.0,0.0,8x8,67108864,200,2
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",3.5180048023937505,4.30600640306375,2,2144,2144,0,2.0,0.0,8x8,67108864,200,2
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",4.30600640306375,6.63800800372,1,2100,2100,0,1.0,0.0,8x8,67108864,200,2
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,1.1800040390400002,4,4696,7804928,1157120,4.0,0.0,8x8,67108864,200,2
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",1.1800040390400002,2.3380068348800003,2,3604,3826688,567296,2.0,0.0,8x8,67108864,200,2
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",2.3380068348800003,3.1260092595200004,2,2304,2638848,377856,2.0,0.0,8x8,67108864,200,2
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",3.1260092595200004,5.458011450880001,1,3096,1892352,630784,1.0,0.0,8x8,67108864,200,2
0,WaferStateFlow,WaferStateFlow,,"[""O_analyst_0""]","[""R_0_0""]",0.0,1.1800000000000002,1,2260,0,0,0.0,0.0,8x8,67108864,200,2
1,WaferStateFlow,WaferStateFlow,,"[""O_analyst_1""]","[""R_0_0""]",1.1800000000000002,2.2880000000000003,1,2116,0,0,0.0,0.0,8x8,67108864,200,2
2,WaferStateFlow,WaferStateFlow,,"[""O_researcher_0""]","[""R_0_0""]",2.2880000000000003,3.4680000000000004,1,2260,0,0,0.0,0.0,8x8,67108864,200,2
3,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",3.4680000000000004,4.532,1,2028,0,0,0.0,0.0,8x8,67108864,200,2
4,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",4.532,5.316,1,1468,0,0,0.0,0.0,8x8,67108864,200,2
5,WaferStateFlow,WaferStateFlow,,"[""O_researcher_1""]","[""R_0_0""]",5.316,6.4239999999999995,1,2116,0,0,0.0,0.0,8x8,67108864,200,2
6,WaferStateFlow,WaferStateFlow,,"[""O_trader_1""]","[""R_0_0""]",6.4239999999999995,7.582,1,2216,0,0,0.0,0.0,8x8,67108864,200,2
7,WaferStateFlow,WaferStateFlow,,"[""O_risk_1""]","[""R_0_0""]",7.582,8.37,1,1476,0,0,0.0,0.0,8x8,67108864,200,2
8,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",8.37,10.701999999999998,1,4564,0,0,0.0,4.0,8x8,67108864,200,2
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,1.26200160528375,8,16908,16908,0,8.0,0.0,8x8,67108864,200,8
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",1.26200160528375,2.52400320568375,8,1280,1280,0,8.0,0.0,8x8,67108864,200,8
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",2.52400320568375,3.7840048104750004,8,15332,15332,0,8.0,0.0,8x8,67108864,200,8
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",3.7840048104750004,4.5980064132825005,8,8984,8984,0,8.0,0.0,8x8,67108864,200,8
4,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",4.5980064132825005,12.70600801786,1,14648,14648,0,1.0,0.0,8x8,67108864,200,8
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,1.26200160423375,8,13548,13548,0,8.0,0.0,8x8,67108864,200,8
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",1.26200160423375,2.5240032042837504,8,160,160,0,8.0,0.0,8x8,67108864,200,8
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",2.5240032042837504,3.7840048090750003,8,15332,15332,0,8.0,0.0,8x8,67108864,200,8
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",3.7840048090750003,4.5980064115325,8,7864,7864,0,8.0,0.0,8x8,67108864,200,8
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",4.5980064115325,12.706008014011251,1,7932,7932,0,1.0,0.0,8x8,67108864,200,8
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,1.26200868512,8,16908,22672384,1740800,8.0,0.0,8x8,67108864,200,8
1,wafer_request_centric,wafer_request_centric,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",1.26200868512,2.52401737024,8,1280,22672384,1740800,8.0,0.0,8x8,67108864,200,8
2,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",2.52401737024,3.7840262617600002,8,15332,23332864,1755136,8.0,0.0,8x8,67108864,200,8
3,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",3.7840262617600002,4.5980326188800005,8,8984,15222784,1120256,8.0,0.0,8x8,67108864,200,8
4,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",4.5980326188800005,12.706038801920002,1,14648,14665728,2095104,1.0,0.0,8x8,67108864,200,8
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,1.26200868512,8,16908,22672384,1740800,29280.0,0.0,8x8,67108864,200,8
1,WaferStateFlow,WaferStateFlow,S_task,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",1.26200868512,2.52400868512,8,16908,0,0,28945.90393051904,10.09606948096,8x8,67108864,200,8
2,WaferStateFlow,WaferStateFlow,S_task,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",2.52400868512,3.78400868512,8,17892,0,0,28935.80793051904,20.19206948096,8x8,67108864,200,8
3,WaferStateFlow,WaferStateFlow,S_task,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3"", ""R_4_3""]",3.78400868512,4.59800868512,8,11544,0,0,28925.72793051904,30.27206948096,8x8,67108864,200,8
4,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",4.59800868512,12.70601486816,1,16116,14665728,2095104,0.0,4.0,8x8,67108864,200,8
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,2.1400016015562495,2,4980,4980,0,2.0,0.0,8x8,67108864,1000,1
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0""]","[""R_0_0""]",2.1400016015562495,3.8440032020899997,1,1708,1708,0,1.0,0.0,8x8,67108864,1000,1
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0""]","[""R_0_0""]",3.8440032020899997,5.58800480264875,1,1788,1788,0,1.0,0.0,8x8,67108864,1000,1
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",5.58800480264875,7.752006402911249,1,840,840,0,1.0,0.0,8x8,67108864,1000,1
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0""]","[""R_0_0""]",0.0,2.1400016013062495,1,4180,4180,0,1.0,0.0,8x8,67108864,1000,1
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0""]","[""R_0_0""]",2.1400016013062495,4.28000320155625,1,800,800,0,1.0,0.0,8x8,67108864,1000,1
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0""]","[""R_0_0""]",4.28000320155625,5.98400480209,1,1708,1708,0,1.0,0.0,8x8,67108864,1000,1
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0""]","[""R_0_0""]",5.98400480209,7.7280064026487505,1,1788,1788,0,1.0,0.0,8x8,67108864,1000,1
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",7.7280064026487505,9.89200800291125,1,840,840,0,1.0,0.0,8x8,67108864,1000,1
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,2.1399999999999997,2,4980,0,0,2.0,0.0,8x8,67108864,1000,1
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0""]","[""R_0_0""]",2.1399999999999997,3.844,1,1708,0,0,1.0,0.0,8x8,67108864,1000,1
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0""]","[""R_0_0""]",3.844,5.588,1,1788,0,0,1.0,0.0,8x8,67108864,1000,1
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",5.588,7.752,1,840,0,0,1.0,0.0,8x8,67108864,1000,1
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_researcher_0""]","[""R_0_0"", ""R_0_0""]",0.0,2.1399999999999997,2,8360,0,0,3281.0,0.0,8x8,67108864,1000,1
1,WaferStateFlow,WaferStateFlow,,"[""O_trader_0""]","[""R_0_0""]",2.1399999999999997,3.844,1,3308,0,0,0.0,0.0,8x8,67108864,1000,1
2,WaferStateFlow,WaferStateFlow,,"[""O_risk_0""]","[""R_0_0""]",3.844,5.588,1,3388,0,0,0.0,0.0,8x8,67108864,1000,1
3,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",5.588,7.752,1,4228,0,0,0.0,4.0,8x8,67108864,1000,1
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,2.1400016030674998,4,9816,9816,0,4.0,0.0,8x8,67108864,1000,2
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",2.1400016030674998,3.93800320419375,2,3604,3604,0,2.0,0.0,8x8,67108864,1000,2
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",3.93800320419375,5.68600480531375,2,3584,3584,0,2.0,0.0,8x8,67108864,1000,2
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",5.68600480531375,8.97800640628125,1,3096,3096,0,1.0,0.0,8x8,67108864,1000,2
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1""]","[""R_0_0"", ""R_0_7""]",0.0,2.1400016018174997,2,5816,5816,0,2.0,0.0,8x8,67108864,1000,2
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7""]",2.1400016018174997,4.280003202067499,2,800,800,0,2.0,0.0,8x8,67108864,1000,2
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",4.280003202067499,6.07800480319375,2,3604,3604,0,2.0,0.0,8x8,67108864,1000,2
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",6.07800480319375,7.826006404063749,2,2784,2784,0,2.0,0.0,8x8,67108864,1000,2
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",7.826006404063749,11.11800800472,1,2100,2100,0,1.0,0.0,8x8,67108864,1000,2
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,2.1400061894399998,4,9816,14686208,2140160,4.0,0.0,8x8,67108864,1000,2
1,wafer_request_centric,wafer_request_centric,,"[""O_trader_0"", ""O_trader_1""]","[""R_0_0"", ""R_0_7""]",2.1400061894399998,3.9380097020799996,2,3604,6120448,894976,2.0,0.0,8x8,67108864,1000,2
2,wafer_request_centric,wafer_request_centric,,"[""O_risk_0"", ""O_risk_1""]","[""R_0_0"", ""R_0_7""]",3.9380097020799996,5.68601320192,2,3584,6079488,869376,2.0,0.0,8x8,67108864,1000,2
3,wafer_request_centric,wafer_request_centric,,"[""O_manager""]","[""R_0_0""]",5.68601320192,8.978015854079999,1,3096,3366912,1122304,1.0,0.0,8x8,67108864,1000,2
0,WaferStateFlow,WaferStateFlow,S_task,"[""O_analyst_0"", ""O_analyst_1"", ""O_researcher_0"", ""O_researcher_1""]","[""R_0_0"", ""R_0_7"", ""R_0_0"", ""R_0_7""]",0.0,2.1400061894399998,4,16432,14686208,2140160,11002.0,0.0,8x8,67108864,1000,2
1,WaferStateFlow,WaferStateFlow,S_task,"[""O_trader_0"", ""O_trader_1""]","[""R_0_3"", ""R_0_3""]",2.1400061894399998,3.93800618944,2,6804,0,0,10596.71998762112,4.2800123788799995,8x8,67108864,1000,2
2,WaferStateFlow,WaferStateFlow,S_task,"[""O_risk_0"", ""O_risk_1""]","[""R_0_3"", ""R_0_3""]",3.93800618944,5.68600618944,2,6784,0,0,10593.12398762112,7.87601237888,8x8,67108864,1000,2
3,WaferStateFlow,WaferStateFlow,,"[""O_manager""]","[""R_0_0""]",5.68600618944,8.9780088416,1,6484,3366912,1122304,0.0,4.0,8x8,67108864,1000,2
0,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,2.22200161008375,8,32268,32268,0,8.0,0.0,8x8,67108864,1000,8
1,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",2.22200161008375,4.44400321208375,8,6400,6400,0,8.0,0.0,8x8,67108864,1000,8
2,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",4.44400321208375,6.3440048168750005,8,15332,15332,0,8.0,0.0,8x8,67108864,1000,8
3,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",6.3440048168750005,8.1180064212825,8,14104,14104,0,8.0,0.0,8x8,67108864,1000,8
4,request_parallel_gpu_like,request_parallel_gpu_like,,"[""O_manager""]","[""R_0_0""]",8.1180064212825,17.18600802586,1,14648,14648,0,1.0,0.0,8x8,67108864,1000,8
0,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,2.22200160483375,8,15468,15468,0,8.0,0.0,8x8,67108864,1000,8
1,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_researcher_0"", ""O_researcher_1"", ""O_researcher_2"", ""O_researcher_3"", ""O_researcher_4"", ""O_researcher_5"", ""O_researcher_6"", ""O_researcher_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",2.22200160483375,4.4440032050837495,8,800,800,0,8.0,0.0,8x8,67108864,1000,8
2,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_trader_0"", ""O_trader_1"", ""O_trader_2"", ""O_trader_3"", ""O_trader_4"", ""O_trader_5"", ""O_trader_6"", ""O_trader_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",4.4440032050837495,6.344004809875,8,15332,15332,0,8.0,0.0,8x8,67108864,1000,8
3,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_risk_0"", ""O_risk_1"", ""O_risk_2"", ""O_risk_3"", ""O_risk_4"", ""O_risk_5"", ""O_risk_6"", ""O_risk_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",6.344004809875,8.1180064125325,8,8504,8504,0,8.0,0.0,8x8,67108864,1000,8
4,helium_like_operator_schedule,helium_like_operator_schedule,,"[""O_manager""]","[""R_0_0""]",8.1180064125325,17.186008015011254,1,7932,7932,0,1.0,0.0,8x8,67108864,1000,8
0,wafer_request_centric,wafer_request_centric,,"[""O_analyst_0"", ""O_analyst_1"", ""O_analyst_2"", ""O_analyst_3"", ""O_analyst_4"", ""O_analyst_5"", ""O_analyst_6"", ""O_analyst_7""]","[""R_0_0"", ""R_0_7"", ""R_7_0"", ""R_7_7"", ""R_4_4"", ""R_0_4"", ""R_4_0"", ""R_7_4""]",0.0,2.2220149827199998,8,32268,42824704,3215360,8.0,0.0,8x8,67108864,1000,8
