baseline,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,kv_bytes_total,kv_saving_ratio,sram_evictions,sram_reload_bytes,sram_hit_rate,mesh_total_traffic_bytes,mesh_wait_ms,mesh_hotspot_ratio,prefill_tile_utilization,decode_tile_utilization,energy_per_job_j
continuum_like,35.03956959999999,6.161652959999998,9.113999999999999,9.113999999999999,57.07832666985728,184549376.0,0.0,0.0,0.0,0.0,222299904.0,0.0,1.4716948865618944,0.036241360681553585,0.16256620914658723,0.001344275328
kvflow_like,33.455224959999995,5.649605119999999,9.113999999999999,9.113999999999999,59.78139445755502,113246208.0,0.38636363636363635,0.0,16777216.0,0.8,2304.0,0.0,1.3333333333333333,0.036860655442443636,0.17026488408942386,0.001233126528
wafer_naive,36.30633887999999,6.303210719999997,9.113999999999999,9.114,55.086799211851584,184549376.0,0.0,0.0,0.0,0.0,264243456.0,0.0,1.6507889451763755,0.03974228094903961,0.15689409000525475,0.001365247104
waferagent_full,33.323383039999996,5.647599999999999,9.113999999999999,9.114,60.017915876046665,113246208.0,0.38636363636363635,0.0,16777216.0,0.8,0.0,0.0,1.0,0.09742531271318765,0.10519293947967101,0.001233125376
