job_id,workload,critical_path_weight,total_work_weight,critical_path_fraction
debate_job_0,debate,7104.0,20544.0,0.34579439252336447
debate_job_1,debate,7104.0,20544.0,0.34579439252336447
debate_job_2,debate,7104.0,20544.0,0.34579439252336447
debate_job_3,debate,7104.0,20544.0,0.34579439252336447
debate_job_4,debate,7104.0,20544.0,0.34579439252336447
debate_job_5,debate,7104.0,20544.0,0.34579439252336447
debate_job_6,debate,7104.0,20544.0,0.34579439252336447
debate_job_7,debate,7104.0,20544.0,0.34579439252336447
debate_job_8,debate,7104.0,20544.0,0.34579439252336447
debate_job_9,debate,7104.0,20544.0,0.34579439252336447
debate_job_10,debate,7104.0,20544.0,0.34579439252336447
debate_job_11,debate,7104.0,20544.0,0.34579439252336447
debate_job_12,debate,7104.0,20544.0,0.34579439252336447
debate_job_13,debate,7104.0,20544.0,0.34579439252336447
debate_job_14,debate,7104.0,20544.0,0.34579439252336447
debate_job_15,debate,7104.0,20544.0,0.34579439252336447
debate_job_16,debate,7104.0,20544.0,0.34579439252336447
debate_job_17,debate,7104.0,20544.0,0.34579439252336447
debate_job_18,debate,7104.0,20544.0,0.34579439252336447
debate_job_19,debate,7104.0,20544.0,0.34579439252336447
moa_job_0,moa,7488.0,22080.0,0.3391304347826087
moa_job_1,moa,7488.0,22080.0,0.3391304347826087
moa_job_2,moa,7488.0,22080.0,0.3391304347826087
moa_job_3,moa,7488.0,22080.0,0.3391304347826087
moa_job_4,moa,7488.0,22080.0,0.3391304347826087
moa_job_5,moa,7488.0,22080.0,0.3391304347826087
moa_job_6,moa,7488.0,22080.0,0.3391304347826087
moa_job_7,moa,7488.0,22080.0,0.3391304347826087
moa_job_8,moa,7488.0,22080.0,0.3391304347826087
moa_job_9,moa,7488.0,22080.0,0.3391304347826087
moa_job_10,moa,7488.0,22080.0,0.3391304347826087
moa_job_11,moa,7488.0,22080.0,0.3391304347826087
moa_job_12,moa,7488.0,22080.0,0.3391304347826087
moa_job_13,moa,7488.0,22080.0,0.3391304347826087
moa_job_14,moa,7488.0,22080.0,0.3391304347826087
moa_job_15,moa,7488.0,22080.0,0.3391304347826087
moa_job_16,moa,7488.0,22080.0,0.3391304347826087
moa_job_17,moa,7488.0,22080.0,0.3391304347826087
moa_job_18,moa,7488.0,22080.0,0.3391304347826087
moa_job_19,moa,7488.0,22080.0,0.3391304347826087
planner_worker_tool_job_0,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_1,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_2,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_3,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_4,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_5,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_6,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_7,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_8,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_9,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_10,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_11,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_12,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_13,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_14,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_15,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_16,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_17,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_18,planner_worker_tool,11540.0,25232.0,0.4573557387444515
planner_worker_tool_job_19,planner_worker_tool,11540.0,25232.0,0.4573557387444515
swe_like_job_0,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_1,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_2,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_3,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_4,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_5,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_6,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_7,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_8,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_9,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_10,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_11,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_12,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_13,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_14,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_15,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_16,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_17,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_18,swe_like,11392.0,17920.0,0.6357142857142857
swe_like_job_19,swe_like,11392.0,17920.0,0.6357142857142857
rag_like_job_0,rag_like,7460.0,14372.0,0.5190648483161703
rag_like_job_1,rag_like,7460.0,14372.0,0.5190648483161703
rag_like_job_2,rag_like,7460.0,14372.0,0.5190648483161703
