baseline,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,kv_bytes_total,kv_saving_ratio,mesh_total_traffic_bytes,mesh_hotspot_ratio,energy_per_job_j
continuum_like,80.089201632,29.047280864000005,30.455842207999996,30.455842207999996,124.87502135286933,2650800128.0,0.0,18432.0,1.8327759197324416,0.0083802230784
kvflow_like,72.15629177216,26.95713242176,27.387644697088,28.933168888268803,138.59289865995328,1493172224.0,0.43661745827984594,870400.0,1.4752438224715896,0.008380393471999998
wafer_naive,84.30544032,30.576085120000005,32.05958624,32.05987424,118.62987322425123,2650800128.0,0.0,25600.0,1.4802494802494803,0.008380224512
waferagent_full,56.6544510576128,21.3996910263808,21.685736893399042,22.7152500146647,176.51302889186792,1493172224.0,0.43661745827984594,34816.0,1.0,0.0083802263552
