job_id,workload,node_id,ttft_ms,decode_ms,tool_latency_ms,total_ms
debate_job_0,debate,debate_job_0_r0_proposer_0,538.3113403320312,2848.3959350585938,0.0,3386.707275390625
debate_job_0,debate,debate_job_0_r0_proposer_1,94.14918518066406,3250.556137084961,0.0,3344.705322265625
debate_job_0,debate,debate_job_0_r0_proposer_2,94.07091522216797,3247.267219543457,0.0,3341.338134765625
debate_job_0,debate,debate_job_0_r0_proposer_3,93.8512954711914,3247.2341537475586,0.0,3341.08544921875
debate_job_0,debate,debate_job_0_r0_critic_0,95.9118423461914,3212.7910385131836,0.0,3308.702880859375
debate_job_0,debate,debate_job_0_r0_critic_1,95.64009857177734,3224.5874404907227,0.0,3320.2275390625
debate_job_0,debate,debate_job_0_r0_critic_2,96.18428802490234,3249.8013076782227,0.0,3345.985595703125
debate_job_0,debate,debate_job_0_r0_critic_3,96.30729675292969,3249.6502227783203,0.0,3345.95751953125
debate_job_0,debate,debate_job_0_r0_judge,105.06534576416016,1607.4368515014648,0.0,1712.502197265625
debate_job_1,debate,debate_job_1_r0_proposer_0,94.1204833984375,3244.2078857421875,0.0,3338.328369140625
debate_job_1,debate,debate_job_1_r0_proposer_1,94.18118286132812,3227.144989013672,0.0,3321.326171875
debate_job_1,debate,debate_job_1_r0_proposer_2,94.09954833984375,3240.6133422851562,0.0,3334.712890625
debate_job_1,debate,debate_job_1_r0_proposer_3,94.26409912109375,3226.8589477539062,0.0,3321.123046875
debate_job_1,debate,debate_job_1_r0_critic_0,96.11302185058594,3233.042739868164,0.0,3329.15576171875
debate_job_1,debate,debate_job_1_r0_critic_1,96.26847839355469,3225.3968048095703,0.0,3321.665283203125
debate_job_1,debate,debate_job_1_r0_critic_2,96.10291290283203,3225.364128112793,0.0,3321.467041015625
debate_job_1,debate,debate_job_1_r0_critic_3,96.21027374267578,3209.341972351074,0.0,3305.55224609375
debate_job_1,debate,debate_job_1_r0_judge,105.09081268310547,1595.5698318481445,0.0,1700.66064453125
debate_job_2,debate,debate_job_2_r0_proposer_0,94.35343933105469,3227.4095001220703,0.0,3321.762939453125
debate_job_2,debate,debate_job_2_r0_proposer_1,94.36860656738281,3235.168991088867,0.0,3329.53759765625
debate_job_2,debate,debate_job_2_r0_proposer_2,94.30534362792969,3241.6909942626953,0.0,3335.996337890625
debate_job_2,debate,debate_job_2_r0_proposer_3,94.18268585205078,3230.241386413574,0.0,3324.424072265625
debate_job_2,debate,debate_job_2_r0_critic_0,96.22659301757812,3227.829559326172,0.0,3324.05615234375
