baseline,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,kv_bytes_total,kv_saving_ratio,sram_evictions,sram_reload_bytes,sram_hit_rate,mesh_total_traffic_bytes,mesh_wait_ms,mesh_hotspot_ratio,prefill_tile_utilization,decode_tile_utilization,energy_per_job_j
no_affinity_placement,849.6125062380567,14.074440231929682,250.19917581457403,348.3227465346925,10880.57405118032,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,3442440078.2222223,44.33122966980587,2.837828567210643,0.002176492830380917,0.003556541327191296,0.04007020637297778
no_aggregator_placement,793.2598875358349,14.072249021347082,235.8612607015887,333.9918250704307,11573.071435334225,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,246357361.7777778,1.4198254577798817,2.416272484334797,0.002255716859037682,0.003648893352713878,0.03943098982968889
no_critical_path_scheduling,796.6534288070338,14.063926994680378,235.88162688236443,337.10133667983524,11424.214811888234,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,239040597.33333334,13.75163466701854,1.7298672047085664,0.0021939548395640027,0.0035739902831409117,0.039429526476799995
no_dynamic_pd_partition,793.2406895980569,14.063926994680378,235.86115558158872,333.991726544564,11574.683306241062,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,239040597.33333334,0.10067783111090181,1.7298672047085664,0.00192219895840477,0.004657231564129195,0.039429526476799995
no_hotspot_aware_placement,817.8744030558344,14.072846976902593,241.73115646026488,342.8203736186974,11073.757666464497,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,1590123576.8888888,18.30895146666575,1.6128848629531645,0.0022013823551006125,0.003587355036036334,0.03969974307271111
no_kv_sharing,877.5273451343359,14.878080524276333,246.60536519850487,367.8579313737493,9771.859810913104,12563338581.333334,0.0,0.0,0.0,0.0,8112215239.111111,132.83379750914605,1.8893375776467822,0.001837439194712002,0.0027839449996658393,0.04100416140515556
no_mesh_congestion_penalty,793.2371764602793,14.061075794680379,235.8610971815887,333.9916895017196,11574.954695468336,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,239040597.33333334,0.0,1.7298672047085664,0.002257662952294359,0.0036522788837597708,0.039429526476799995
no_tool_ttl,798.621900398903,14.458472929355626,236.55165013064837,334.6824982425305,11193.837650788419,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,239040597.33333334,0.10067783111095234,1.7298672047085664,0.0022489485552353245,0.0035815493648010113,0.039429526476799995
waferagent_full,793.2406895980569,14.063926994680378,235.86115558158872,333.991726544564,11574.683306241062,6337593344.0,0.4949182873094045,0.0,893852785.7777778,0.8113226479290296,239040597.33333334,0.10067783111090181,1.7298672047085664,0.002257386710789064,0.0036518020799449673,0.039429526476799995
