policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1092301000,,,3.8450939805053735e-07,2334123,0.0,0.0,454233686016,768022000,0,0,0,0,0,0,0,2970,0,0,{},0,0,6.663630873293876
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1042022000,,,4.0306250731750384e-07,2099677,0.10044286440774541,0.7878787878787878,331316461568,675470000,0,0,0,0,0,0,0,630,1396,944,"{""agent_role"": 2, ""assistant_delta"": 1, ""file_context"": 3, ""summary_state"": 4, ""system_prefix"": 2, ""task_prefix"": 2}",4,738,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1042022000,,,4.0306250731750384e-07,2099677,0.10044286440774541,0.7878787878787878,331316461568,675470000,0,0,0,0,0,0,0,630,2163,177,"{""agent_role"": 2, ""assistant_delta"": 1, ""file_context"": 3, ""summary_state"": 4, ""system_prefix"": 2, ""task_prefix"": 2}",4,738,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1099833000,,,3.818761575621026e-07,2273177,0.02611087761870301,0.4599326599326599,422280429568,761749000,0,0,0,0,0,0,0,1604,1266,100,"{""agent_role"": 10, ""system_prefix"": 10, ""task_prefix"": 9}",0,0,5.191327455006643
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1031103000,,,4.0733079042539883e-07,2058368,0.11814073208652676,0.7124579124579125,309658648576,660276000,0,0,0,0,0,0,0,854,2059,57,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.002077545597294359
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,2032,134,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,1762,404,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,2083,83,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1050734349,,,3.9972044351621364e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,672965529,51300,1889533952,25165824,0,0,0,0,804,2040,126,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,4,0.5,1050325093,,,3.998761933796815e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,616411777,5262919,10980163584,25165824,14903410688,50126117,8091042,93,804,2020,146,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
