kv_storage_precision,state_precision,num_shards,query_tile_size,reduction_topology,max_abs_error,mean_abs_error,relative_error,cosine_similarity,nan_or_inf_count,passes_fp32_gate
fp16,fp32,32,16,ring_reduce,1.043081283569336e-07,1.6330716334778117e-08,2.1014018229231697e-07,1.0000000422122666,0,True
fp16,fp32,32,16,binary_tree_reduce,7.450580596923828e-08,1.41012801435636e-08,1.7289035352453888e-07,0.9999999635519676,0,True
fp16,bf16,1,1,ring_reduce,0.0007437616586685181,0.00024029928317759186,0.0031488556613797573,0.9999988034835092,0,False
fp16,bf16,1,1,binary_tree_reduce,0.0007437616586685181,0.00024029928317759186,0.0031488556613797573,0.9999988034835092,0,False
fp16,bf16,1,2,ring_reduce,0.0008544772863388062,0.00015423737931996584,0.002018199234891609,0.9999979491693326,0,False
fp16,bf16,1,2,binary_tree_reduce,0.0008544772863388062,0.00015423737931996584,0.002018199234891609,0.9999979491693326,0,False
fp16,bf16,1,4,ring_reduce,0.0005706101655960083,0.00010863739589694887,0.0019397203477665827,0.9999988838812535,0,False
fp16,bf16,1,4,binary_tree_reduce,0.0005706101655960083,0.00010863739589694887,0.0019397203477665827,0.9999988838812535,0,False
fp16,bf16,1,8,ring_reduce,0.0009468197822570801,0.00015451153740286827,0.002213060102778905,0.9999980069848687,0,False
fp16,bf16,1,8,binary_tree_reduce,0.0009468197822570801,0.00015451153740286827,0.002213060102778905,0.9999980069848687,0,False
fp16,bf16,1,16,ring_reduce,0.0010545998811721802,0.0001311102823819965,0.0022807745663426526,0.9999974347336839,0,False
fp16,bf16,1,16,binary_tree_reduce,0.0010545998811721802,0.0001311102823819965,0.0022807745663426526,0.9999974347336839,0,False
fp16,bf16,2,1,ring_reduce,0.0009703338146209717,0.0003440926084294915,0.004317682956468764,0.9999915108300814,0,False
fp16,bf16,2,1,binary_tree_reduce,0.0009703338146209717,0.0003440926084294915,0.004317682956468764,0.9999915108300814,0,False
fp16,bf16,2,2,ring_reduce,0.0014423206448554993,0.0002893650089390576,0.003775666835764404,0.9999930015760822,0,False
fp16,bf16,2,2,binary_tree_reduce,0.0014423206448554993,0.0002893650089390576,0.003775666835764404,0.9999930015760822,0,False
fp16,bf16,2,4,ring_reduce,0.0018682479858398438,0.00044650075142271817,0.005110342741910779,0.9999870374248198,0,False
fp16,bf16,2,4,binary_tree_reduce,0.0018682479858398438,0.00044650075142271817,0.005110342741910779,0.9999870374248198,0,False
fp16,bf16,2,8,ring_reduce,0.0013857781887054443,0.00029594532679766417,0.0041161684274042985,0.9999932745509537,0,False
fp16,bf16,2,8,binary_tree_reduce,0.0013857781887054443,0.00029594532679766417,0.0041161684274042985,0.9999932745509537,0,False
fp16,bf16,2,16,ring_reduce,0.002034902572631836,0.0003493912809062749,0.004542665452488294,0.9999901985310534,0,False
fp16,bf16,2,16,binary_tree_reduce,0.002034902572631836,0.0003493912809062749,0.004542665452488294,0.9999901985310534,0,False
fp16,bf16,4,1,ring_reduce,0.00125141441822052,0.0003554877475835383,0.005129939278073932,0.999987323171853,0,False
fp16,bf16,4,1,binary_tree_reduce,0.0012568235397338867,0.00036056723911315203,0.005211427258694973,0.9999868683449453,0,False
fp16,bf16,4,2,ring_reduce,0.0013203918933868408,0.00038410662091337144,0.005545818365977793,0.9999849126209712,0,False
fp16,bf16,4,2,binary_tree_reduce,0.0013282150030136108,0.00039919279515743256,0.005800879608454706,0.9999832386476878,0,False
fp16,bf16,4,4,ring_reduce,0.001684136688709259,0.0004007896641269326,0.006259957895764684,0.9999815915203909,0,False
fp16,bf16,4,4,binary_tree_reduce,0.0016627907752990723,0.0003700772358570248,0.0058619365589950645,0.9999827991322681,0,False
fp16,bf16,4,8,ring_reduce,0.0024419426918029785,0.00031346999458037317,0.004539722459544379,0.9999904665569437,0,False
fp16,bf16,4,8,binary_tree_reduce,0.0024419426918029785,0.00034568546107038856,0.004820254813736456,0.9999886035517037,0,False
fp16,bf16,4,16,ring_reduce,0.002903282642364502,0.0004034534504171461,0.00543535634317583,0.9999852924328932,0,False
fp16,bf16,4,16,binary_tree_reduce,0.0033416748046875,0.0003705869894474745,0.005052272460707194,0.999987604198892,0,False
fp16,bf16,8,1,ring_reduce,0.0009632706642150879,0.0003153006546199322,0.005461746148189946,0.9999852056333836,0,False
fp16,bf16,8,1,binary_tree_reduce,0.0008604452013969421,0.00028656728682108223,0.004767506972695866,0.9999888865621753,0,False
fp16,bf16,8,2,ring_reduce,0.0017872750759124756,0.00042246945668011904,0.00569278599617721,0.9999900090056824,0,False
fp16,bf16,8,2,binary_tree_reduce,0.0019358545541763306,0.0004381700709927827,0.005852459392184918,0.9999885976559845,0,False
fp16,bf16,8,4,ring_reduce,0.0016488581895828247,0.0005076106172055006,0.0066232226970748985,0.9999790303263979,0,False
fp16,bf16,8,4,binary_tree_reduce,0.0018177926540374756,0.0004616204823832959,0.006227063886833974,0.9999837299666537,0,False
fp16,bf16,8,8,ring_reduce,0.003951281309127808,0.00041545528802089393,0.006487745356131569,0.9999788894704675,0,False
fp16,bf16,8,8,binary_tree_reduce,0.0018053650856018066,0.00036569504300132394,0.00509232155948773,0.9999872357424903,0,False
fp16,bf16,8,16,ring_reduce,0.003280535340309143,0.0004718318523373455,0.00574178032894268,0.9999836196699079,0,False
fp16,bf16,8,16,binary_tree_reduce,0.002678483724594116,0.0004461708595044911,0.005313081717010725,0.9999859462338153,0,False
fp16,bf16,16,1,ring_reduce,0.0011144354939460754,0.00033057836117222905,0.005041828810708604,0.9999925651590337,0,False
fp16,bf16,16,1,binary_tree_reduce,0.001187339425086975,0.00031880487222224474,0.004834064785602353,0.9999889899532548,0,False
fp16,bf16,16,2,ring_reduce,0.003582000732421875,0.0005730591947212815,0.007315549981937498,0.9999745874406213,0,False
fp16,bf16,16,2,binary_tree_reduce,0.0021931231021881104,0.00044535580673255026,0.005731183532712518,0.9999836027068152,0,False
fp16,bf16,16,4,ring_reduce,0.0023660808801651,0.0005489392788149416,0.0070473581696449674,0.999976726945586,0,False
fp16,bf16,16,4,binary_tree_reduce,0.0017545819282531738,0.000411888089729473,0.004999684880729898,0.9999877599407827,0,False
fp16,bf16,16,8,ring_reduce,0.004752933979034424,0.0006429437198676169,0.010463466570146381,0.999945374304262,0,False
fp16,bf16,16,8,binary_tree_reduce,0.003905877470970154,0.0004784652264788747,0.007951727063863979,0.9999683078576891,0,False
fp16,bf16,16,16,ring_reduce,0.003336608409881592,0.0005537369288504124,0.008034872619901535,0.999969668938756,0,False
fp16,bf16,16,16,binary_tree_reduce,0.0027004480361938477,0.00043944784556515515,0.006006613026148479,0.9999821593455213,0,False
fp16,bf16,32,1,ring_reduce,0.0034568756818771362,0.0008026461582630873,0.012296876433531834,0.9999713267109027,0,False
fp16,bf16,32,1,binary_tree_reduce,0.001341111958026886,0.00046325501170940697,0.006715199111148544,0.9999849648656949,0,False
fp16,bf16,32,2,ring_reduce,0.0017726942896842957,0.0006138235912658274,0.0072866092074643845,0.9999761837726584,0,False
fp16,bf16,32,2,binary_tree_reduce,0.0013287365436553955,0.00040037574945017695,0.004970041712114468,0.9999877832977915,0,False
fp16,bf16,32,4,ring_reduce,0.0029925554990768433,0.0007272807415574789,0.009999579526141044,0.9999507668917903,0,False
fp16,bf16,32,4,binary_tree_reduce,0.0017827749252319336,0.00047050643479451537,0.006307260481127602,0.9999854417494901,0,False
fp16,bf16,32,8,ring_reduce,0.0031930655241012573,0.0005948806065134704,0.008525323850969987,0.9999640936898501,0,False
fp16,bf16,32,8,binary_tree_reduce,0.002002730965614319,0.00047032430302351713,0.006475445688758135,0.9999791873229004,0,False
fp16,bf16,32,16,ring_reduce,0.005369618535041809,0.0007120540831238031,0.009658950825691197,0.9999552086642252,0,False
fp16,bf16,32,16,binary_tree_reduce,0.0021407008171081543,0.0004901246866211295,0.006068998559782948,0.9999819755607028,0,False
fp16,fp16,1,1,ring_reduce,6.55055046081543e-05,1.4562036085408181e-05,0.00025796317896950723,1.0000000035790462,0,False
fp16,fp16,1,1,binary_tree_reduce,6.55055046081543e-05,1.4562036085408181e-05,0.00025796317896950723,1.0000000035790462,0,False
fp16,fp16,1,2,ring_reduce,8.660554885864258e-05,2.0745210349559784e-05,0.00035453358438833636,0.9999998676241179,0,False
fp16,fp16,1,2,binary_tree_reduce,8.660554885864258e-05,2.0745210349559784e-05,0.00035453358438833636,0.9999998676241179,0,False
fp16,fp16,1,4,ring_reduce,8.353590965270996e-05,1.5044792235130444e-05,0.00028011652615138305,0.9999999543154189,0,False
fp16,fp16,1,4,binary_tree_reduce,8.353590965270996e-05,1.5044792235130444e-05,0.00028011652615138305,0.9999999543154189,0,False
fp16,fp16,1,8,ring_reduce,0.00013715028762817383,1.9660472389659844e-05,0.00029449781100832626,0.9999998731947012,0,False
fp16,fp16,1,8,binary_tree_reduce,0.00013715028762817383,1.9660472389659844e-05,0.00029449781100832626,0.9999998731947012,0,False
fp16,fp16,1,16,ring_reduce,0.00022789835929870605,2.036405203398317e-05,0.0003277481719172622,0.9999999044539809,0,False
fp16,fp16,1,16,binary_tree_reduce,0.00022789835929870605,2.036405203398317e-05,0.0003277481719172622,0.9999999044539809,0,False
fp16,fp16,2,1,ring_reduce,0.00011670775711536407,4.1586506995372474e-05,0.0007173886998198242,0.9999997140836271,0,False
fp16,fp16,2,1,binary_tree_reduce,0.00011670775711536407,4.1586506995372474e-05,0.0007173886998198242,0.9999997140836271,0,False
fp16,fp16,2,2,ring_reduce,0.00010004639625549316,2.528848563088104e-05,0.0003320385386331128,0.9999999995403205,0,False
fp16,fp16,2,2,binary_tree_reduce,0.00010004639625549316,2.528848563088104e-05,0.0003320385386331128,0.9999999995403205,0,False
fp16,fp16,2,4,ring_reduce,0.00014534592628479004,2.5315839593531564e-05,0.0004074431638636704,0.999999866511739,0,False
fp16,fp16,2,4,binary_tree_reduce,0.00014534592628479004,2.5315839593531564e-05,0.0004074431638636704,0.999999866511739,0,False
fp16,fp16,2,8,ring_reduce,0.0002849102020263672,5.0518763600848615e-05,0.0007151084603791805,0.9999998224830915,0,False
fp16,fp16,2,8,binary_tree_reduce,0.0002849102020263672,5.0518763600848615e-05,0.0007151084603791805,0.9999998224830915,0,False
fp16,fp16,2,16,ring_reduce,0.0003892183303833008,3.492756513878703e-05,0.0005798394531066313,0.9999998916373459,0,False
fp16,fp16,2,16,binary_tree_reduce,0.0003892183303833008,3.492756513878703e-05,0.0005798394531066313,0.9999998916373459,0,False
fp16,fp16,4,1,ring_reduce,9.483098983764648e-05,3.32102135871537e-05,0.0004926120609770861,0.999999897074732,0,False
fp16,fp16,4,1,binary_tree_reduce,9.483098983764648e-05,2.653079900483135e-05,0.00039677375738265497,0.9999999546844115,0,False
fp16,fp16,4,2,ring_reduce,0.0002072751522064209,4.8812020395416766e-05,0.0007164603952241501,0.9999997469693135,0,False
fp16,fp16,4,2,binary_tree_reduce,0.00012192875146865845,3.8432983274105936e-05,0.0005484956073087381,0.9999997900477093,0,False
fp16,fp16,4,4,ring_reduce,0.00019760243594646454,4.5654596760869026e-05,0.0007229550901626211,0.9999998486576372,0,False
fp16,fp16,4,4,binary_tree_reduce,0.00020000338554382324,4.708374399342574e-05,0.0007639863690850875,0.9999997933466723,0,False
fp16,fp16,4,8,ring_reduce,0.0002987980842590332,5.7368044508621097e-05,0.0007694616428828081,0.9999996927312443,0,False
fp16,fp16,4,8,binary_tree_reduce,0.0002795383334159851,5.261645856080577e-05,0.0007028688124922912,0.999999627398387,0,False
fp16,fp16,4,16,ring_reduce,0.0002450421452522278,4.6314049541251734e-05,0.0005772098039699198,0.9999999027037314,0,False
fp16,fp16,4,16,binary_tree_reduce,0.0002450421452522278,4.6008313802303746e-05,0.0005852104646836412,0.9999999535656449,0,False
fp16,fp16,8,1,ring_reduce,0.00024572014808654785,4.3722167902160436e-05,0.0008957294058542018,0.9999997242192817,0,False
fp16,fp16,8,1,binary_tree_reduce,0.00011326372623443604,2.9351635021157563e-05,0.0005570508928128613,0.9999998274730328,0,False
fp16,fp16,8,2,ring_reduce,0.00019809603691101074,5.874649650650099e-05,0.0007137363500569487,0.9999997460009532,0,False
fp16,fp16,8,2,binary_tree_reduce,0.00019809603691101074,5.290380431688391e-05,0.0006682715182858211,0.9999997563602617,0,False
fp16,fp16,8,4,ring_reduce,0.00021561980247497559,5.03059673064854e-05,0.0007075526463310674,0.9999998219256991,0,False
fp16,fp16,8,4,binary_tree_reduce,0.0001968592405319214,4.627999442163855e-05,0.0006309700756360526,0.9999998023527666,0,False
fp16,fp16,8,8,ring_reduce,0.0003075897693634033,5.755739766755141e-05,0.0007519170081211973,0.9999997902456328,0,False
fp16,fp16,8,8,binary_tree_reduce,0.00023347139358520508,5.306040111463517e-05,0.0006970667524220289,0.9999998248994713,0,False
fp16,fp16,8,16,ring_reduce,0.00034505128860473633,5.8673362218542024e-05,0.0007434152099864601,0.9999997352117809,0,False
fp16,fp16,8,16,binary_tree_reduce,0.00024549663066864014,5.152042649569921e-05,0.0006461524860285988,0.9999998897636609,0,False
fp16,fp16,16,1,ring_reduce,0.00027617812156677246,8.16040628706105e-05,0.0010171232864262798,0.9999995175262061,0,False
fp16,fp16,16,1,binary_tree_reduce,0.00017285626381635666,7.076379552017897e-05,0.0008023914961509325,0.9999997754712185,0,False
fp16,fp16,16,2,ring_reduce,0.00043013691902160645,6.567475065821782e-05,0.0009107081624355774,0.999999655866357,0,False
fp16,fp16,16,2,binary_tree_reduce,0.0001857280731201172,6.0330166888888925e-05,0.0007244907272266988,0.9999998470209068,0,False
fp16,fp16,16,4,ring_reduce,0.00030578672885894775,7.039950287435204e-05,0.0009941773367679893,0.999999520945848,0,False
fp16,fp16,16,4,binary_tree_reduce,0.00019721686840057373,6.244105316000059e-05,0.0008303110840754711,0.9999997775075895,0,False
fp16,fp16,16,8,ring_reduce,0.0002608448266983032,6.220194336492568e-05,0.0008888982452801557,0.9999995403286496,0,False
fp16,fp16,16,8,binary_tree_reduce,0.00017178058624267578,4.605243157129735e-05,0.0006574222855054658,0.9999997405242208,0,False
fp16,fp16,16,16,ring_reduce,0.0003950148820877075,7.06171995261684e-05,0.0008493751868266233,0.9999995773547037,0,False
fp16,fp16,16,16,binary_tree_reduce,0.00034737586975097656,5.9752252127509564e-05,0.0006957643978556887,0.9999998088467509,0,False
fp16,fp16,32,1,ring_reduce,0.0002340376377105713,6.702165410388261e-05,0.0015060866608636672,0.9999992191769576,0,False
fp16,fp16,32,1,binary_tree_reduce,8.701160550117493e-05,2.886845322791487e-05,0.0005530013308662442,0.9999998999214097,0,False
fp16,fp16,32,2,ring_reduce,0.0008651465177536011,0.00013939657947048545,0.00243026199858963,0.9999989384424108,0,False
fp16,fp16,32,2,binary_tree_reduce,0.00022220611572265625,5.2428800699999556e-05,0.0007663981166448668,0.9999998776352371,0,False
fp16,fp16,32,4,ring_reduce,0.000627368688583374,9.797150414669886e-05,0.0014091679589848208,0.9999991422827101,0,False
fp16,fp16,32,4,binary_tree_reduce,0.000322192907333374,5.6978202337631956e-05,0.0007913786966100939,0.999999601326931,0,False
fp16,fp16,32,8,ring_reduce,0.0004960596561431885,6.835671956650913e-05,0.0009961320584095336,0.9999994509377086,0,False
fp16,fp16,32,8,binary_tree_reduce,0.00029736757278442383,5.4704090871382505e-05,0.0007442180830939786,0.9999996843073204,0,False
fp16,fp16,32,16,ring_reduce,0.0007013678550720215,9.710545418784022e-05,0.0012165949306679642,0.9999992306604301,0,False
fp16,fp16,32,16,binary_tree_reduce,0.00041979551315307617,6.859507993794978e-05,0.0008239374388282164,0.9999996264449442,0,False
