baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,100,1.089092163507227,47710.9494989246,19675.142495169704,33471.090421399575,33477.399557694494,11.611005995535379,17.387031391037453,23.69616768585547,4.231528814337381,6.572776216218408,6.572776216218408,24631.27623235522,0.0,0.9107142857142857,765.0,0.7505882352941177,114.0,83877691392.0,123156328193024.0,4.069066450511618,2163200.0,2112000.0,0.8921284608,24.631265638604802,0.01400897536,0.06844433039360001,0.256058474051584,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,192946372608.0,87233134592.0,85555412992.0,139.5440436899662,233.78311842679977,0.025733374059200287,0.9075915440917015,54.73815556615591,567.3928624019027,5.673928624019027,0.0002877830064548979
ideal_next_use_cache,2.0,100,1.611340835386215,70589.61931659932,2168.5901107815353,4273.053354388162,5086.942829415587,9.047804099430408,17.587031391034543,23.89616768585256,2.69772666154972,5.065336287935949,5.065336287935949,74.52833218749535,9.087101651159319,0.9107142857142857,765.0,0.8836307214895268,110.0,70699188224.0,331249544704.0,3.0470007820294884,2163200.0,2112000.0,0.8921284608,0.0662499089408,0.9464034256447,0.057606248857600004,0.019623880442430998,22164608227658.0,35540854374400.0,0.3763625377665901,22164608227658.0,149.0,3.825503355704698,0.0,0.0,0.0,0.0,13193.271705599906,18872905026686.0,55163486208.0,72007811072.0,79.04062513262033,239.6652763709426,0.035565346479415894,9.683582000434399,52.11302172392607,501.9778897985816,5.019778897985816,0.0022595721641921326
kvflow_like,2.0,100,1.089092163507227,47710.9494989246,19675.142495169704,33471.090421399575,33477.399557694494,11.611005995535379,17.387031391037453,23.69616768585547,4.231528814337381,6.572776216218408,6.572776216218408,24631.447363548818,0.0,0.9107142857142857,765.0,0.7494117647058823,115.0,84020297728.0,123157183831040.0,4.0690567072994765,2163200.0,2112000.0,0.8921284608,24.631436766208,0.01400897536,0.0685584154624,0.256061326178304,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,192803766272.0,87375740928.0,85698019328.0,77.39228196442127,234.22791715711355,0.037192367017269135,0.9741270914673805,56.49232119321823,504.2166681960225,5.042166681960225,0.00025573989081191593
no_cache,2.0,100,1.0869808489150814,47618.457029271885,19792.71074392165,33570.31709021525,33570.31709021525,18.723035439044907,27.65362898195599,27.65362898195599,4.231528814337381,6.572776216218408,6.572776216218408,24699.42871808,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,78.39992642402649,237.0075797662139,0.043859705328941345,0.9148251265287399,58.0120999366045,514.5839983597398,5.145839983597398,0.00025998662084109335
pat_like,2.0,100,1.1355662687686718,49746.887102217974,17805.450078505422,30622.72660167277,30990.310615223294,9.110274582952115,17.587031391034543,23.89616768585256,2.799580710757671,5.065336287935956,5.070021574199501,15235.406192756232,0.0,0.9107142857142857,765.0,0.7564705882352941,120.0,80295755776.0,76176992764357.0,3.811588643455304,2163200.0,2112000.0,0.8921284608,15.2353985528714,0.01400897536,0.0652029722624,0.162067389612938,22506058127690.0,35540854374400.0,0.3667552870113031,22506058127690.0,149.0,3.785234899328859,0.0,0.0,0.0,0.0,13193.271705599902,196528308224.0,83651198976.0,81503715328.0,77.26580370217562,233.5928762331605,0.028901733458042145,10.710904374718666,64.81499597430229,514.4029520452023,5.1440295204520226,0.0003067657738254806
wafer_naive,2.0,100,1.0869808489150814,47618.457029271885,19792.71074392165,33570.31709021525,33570.31709021525,18.723035439044907,27.65362898195599,27.65362898195599,4.231528814337381,6.572776216218408,6.572776216218408,24699.42871808,0.0,0.0,0.0,0.0,449.0,0.0,123497090227200.0,2.036462391848389,4275200.0,0.0,1.7226006528,24.699418045439998,0.02801795072,0.1744830464,0.26624519695359994,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560359014400.0,218103808000.0,77.62977946549654,321.00278697907925,0.026164576411247253,0.901220366358757,59.586454182863235,595.7728726789355,5.957728726789355,0.0003010062039439934
waferagent_full,2.0,100,1.611340835386215,70589.61931659932,2168.5901107815353,4273.053354388162,5086.942829415587,9.047804099430408,17.587031391034543,23.89616768585256,2.69772666154972,5.065336287935949,5.065336287935949,74.52833218749535,9.087101651159319,0.9107142857142857,765.0,0.8836307214895268,110.0,70699188224.0,331249544704.0,3.0470007820294884,2163200.0,2112000.0,0.8921284608,0.0662499089408,0.9464034256447,0.057606248857600004,0.019623880442430998,22164608227658.0,35540854374400.0,0.3763625377665901,22164608227658.0,149.0,3.825503355704698,0.0,0.0,0.0,0.0,13193.271705599906,18872905026686.0,55163486208.0,72007811072.0,77.86795403808355,237.6203564926982,0.0240253284573555,9.752594865858555,51.54979135841131,504.43411618471146,5.044341161847115,0.0022706284694275687
apc_like,4.0,100,1.5973975371053424,69978.79130551084,19675.14249516971,33471.09042139955,33477.39955769437,11.611005995533915,17.38703139104109,23.696167685851833,4.231528814337384,6.5727762162184185,6.5727762162184185,24618.755189376,0.0,0.9107142857142857,765.0,0.7835294117647059,94.0,72913780736.0,123093724011520.0,4.069850388718724,2163200.0,2112000.0,0.8921284608,24.618744802304,0.01400897536,0.0596732018688,0.255845554403328,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599918,203910283264.0,76269223936.0,74591502336.0,77.198744751513,231.64667561650276,0.018427148461341858,0.8916007354855537,53.969407454133034,493.2961259037256,4.932961259037256,0.00025036008992952876
ideal_next_use_cache,4.0,100,2.431927177563124,106537.86579468535,1787.9961757535266,10960.66266752676,13533.991262460999,9.110274582953934,17.58703139104182,23.89616768585256,2.2838886668817584,5.065336287935963,5.191024184653858,2252.14494732704,2370.0922699158427,0.9107142857142857,765.0,0.7917316692667706,202.0,134351945728.0,1787350832229.0,2.279947061407076,2163200.0,2112000.0,0.8921284608,0.35747016644580004,0.7551055822808501,0.1091995435008,0.021139037530274504,22277995364268.0,35540854374400.0,0.37317220544042995,22277995364268.0,162.0,3.6419753086419755,0.0,0.0,0.0,0.0,13193.271705599906,15018024239025.0,84087406592.0,136499429376.0,78.877960331738,239.18655142188072,0.02259388566017151,11.080683209002018,54.47554215788841,510.75693406164646,5.107569340616465,0.0011712551157992779
kvflow_like,4.0,100,1.5973975371053424,69978.79130551084,19675.14249516971,33471.09042139955,33477.39955769437,11.611005995533915,17.38703139104109,23.696167685851833,4.231528814337384,6.5727762162184185,6.5727762162184185,24618.897797302398,0.0,0.9107142857142857,765.0,0.7823529411764706,95.0,73056387072.0,123094437043200.0,4.069845350059797,2163200.0,2112000.0,0.8921284608,24.61888740864,0.01400897536,0.05978728693760001,0.25584812131737594,35540854374400.0,35540854374400.0,0.0,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599918,203767676928.0,76411830272.0,74734108672.0,77.80869212001562,322.32761289924383,0.019014813005924225,0.9443024173378944,54.84145134687424,590.5946679413319,5.905946679413319,0.00029974152727594997
