baseline,arrival_rate_jobs_per_s,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,139.5440436899662,233.78311842679977,0.025733374059200287,0.9075915440917015,54.73815556615591,567.3928624019027,5.673928624019027,0.0002877830064548979
ideal_next_use_cache,2.0,79.04062513262033,239.6652763709426,0.035565346479415894,9.683582000434399,52.11302172392607,501.9778897985816,5.019778897985816,0.0022595721641921326
kvflow_like,2.0,77.39228196442127,234.22791715711355,0.037192367017269135,0.9741270914673805,56.49232119321823,504.2166681960225,5.042166681960225,0.00025573989081191593
no_cache,2.0,78.39992642402649,237.0075797662139,0.043859705328941345,0.9148251265287399,58.0120999366045,514.5839983597398,5.145839983597398,0.00025998662084109335
pat_like,2.0,77.26580370217562,233.5928762331605,0.028901733458042145,10.710904374718666,64.81499597430229,514.4029520452023,5.1440295204520226,0.0003067657738254806
wafer_naive,2.0,77.62977946549654,321.00278697907925,0.026164576411247253,0.901220366358757,59.586454182863235,595.7728726789355,5.957728726789355,0.0003010062039439934
waferagent_full,2.0,77.86795403808355,237.6203564926982,0.0240253284573555,9.752594865858555,51.54979135841131,504.43411618471146,5.044341161847115,0.0022706284694275687
apc_like,4.0,77.198744751513,231.64667561650276,0.018427148461341858,0.8916007354855537,53.969407454133034,493.2961259037256,4.932961259037256,0.00025036008992952876
ideal_next_use_cache,4.0,78.877960331738,239.18655142188072,0.02259388566017151,11.080683209002018,54.47554215788841,510.75693406164646,5.107569340616465,0.0011712551157992779
kvflow_like,4.0,77.80869212001562,322.32761289924383,0.019014813005924225,0.9443024173378944,54.84145134687424,590.5946679413319,5.905946679413319,0.00029974152727594997
no_cache,4.0,77.4640729650855,295.13202607631683,0.022353604435920715,0.9159883484244347,57.68631212413311,559.1145204380155,5.591145204380155,0.00028248506618009343
pat_like,4.0,77.9762715101242,235.58242805302143,0.02049468457698822,10.938401333987713,64.836161211133,514.6971009671688,5.146971009671688,0.0003124079374417181
wafer_naive,4.0,78.72975897043943,235.29049195349216,0.02064090222120285,0.938190147280693,58.84713772684336,510.865593329072,5.10865593329072,0.0002581079468793626
waferagent_full,4.0,78.35896965116262,303.9910029619932,0.02200901508331299,11.164221912622452,53.92209906131029,570.6629874184728,5.706629874184728,0.0013086301895032378
apc_like,8.0,77.16160267591476,291.8007355183363,0.020260922610759735,0.8899085223674774,53.38959861546755,555.8609878644347,5.558609878644347,0.00028230843782998824
ideal_next_use_cache,8.0,79.32266220450401,263.7441949918866,0.021964311599731445,11.590022593736649,55.24216126650572,530.889268964529,5.30889268964529,0.0009374222154492857
kvflow_like,8.0,78.37769854813814,233.58752112835646,0.021029263734817505,0.958101823925972,54.71496004611254,507.67133943736553,5.076713394373655,0.00025785428742190297
no_cache,8.0,76.85826998203993,250.78473147004843,0.019688159227371216,0.8937250822782516,56.81698676198721,513.5696437209845,5.135696437209845,0.0002594741318486159
pat_like,8.0,78.6483408883214,235.80934014171362,0.029675662517547607,11.168449185788631,65.59170503169298,520.1364010572433,5.2013640105724335,0.00031413601063233433
wafer_naive,8.0,79.10140696913004,310.53861510008574,0.02316012978553772,0.9310282766819,58.24445653706789,585.3961585089564,5.853961585089564,0.0002957635091437546
waferagent_full,8.0,78.36229540407658,239.2809446901083,0.01985020935535431,11.757834814488888,55.60553167015314,506.7900512367487,5.067900512367487,0.0008948688179827418
apc_like,16.0,77.31465436518192,231.16077575832605,0.0218050554394722,0.9193737059831619,55.111597292125225,495.96073385328054,4.959607338532805,0.00025203672621430546
ideal_next_use_cache,16.0,79.58970684558153,238.8527551665902,0.02166908234357834,12.258084490895271,56.37152027338743,505.2616195753217,5.052616195753217,0.0007239794184249953
kvflow_like,16.0,77.63690501451492,291.4561443030834,0.020235776901245117,0.9566489607095718,53.16282529383898,555.3389424458146,5.553389424458146,0.0002821995385140704
no_cache,16.0,77.48570013791323,286.6989662870765,0.018327496945858,0.8947541937232018,58.30606911331415,551.925296895206,5.51925296895206,0.0002788528080039275
pat_like,16.0,78.64538487046957,237.58904915302992,0.029420480132102966,11.815507896244526,65.16219954937696,517.7752515301108,5.177752515301108,0.00031270616923923677
wafer_naive,16.0,77.88969296962023,234.04032364487648,0.020774081349372864,0.9313086047768593,57.38619156181812,505.1061362028122,5.051061362028122,0.00025519805889040757
waferagent_full,16.0,78.40749807655811,314.65169973671436,0.0195428729057312,12.154534459114075,55.91003503650427,582.3832228779793,5.823832228779793,0.0008344854441033178
