mode,estimated_latency_s,estimated_attention_stage_latency_s,critical_path_latency_s,throughput_bound_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,vc_model,shared_prefix_tokens,agents,decode_tokens
KVRing-v2-ring,0.003125388,0.003125388,2.4698e-05,0.003125388,0.000148065,0.003137405,4.03125,0.5078125,513.015625,0.05133056640625,0.0004672706127166748,0.012786865234375,3.3671790292748263,"(0,0)->(1,0)",0.5,2,128,ring,serpentine,8,False,not_modeled_for_performance,32768,4,64
KVRing-v2-tree,0.003125388,0.003125388,2.4638e-05,0.003125388,0.000211903,0.003137405,4.03125,0.5078125,513.015625,0.04736328125,0.0004362761974334717,0.01190185546875,3.3567866657558576,"(0,2)->(0,1)",0.5,2,128,tree,serpentine,8,False,not_modeled_for_performance,32768,4,64
Pull-KV Independent,5.547575271,5.547575271,5.547575271,5.547575271,5.497573745,0.050001526,4.03125,4.0,1024.03125,1024.00390625,15.000057220458984,512.0009765625,2.999994277975929,"(7,7)->(6,7)",,4,,,,,,,32768,4,64
Central KV-Stationary,0.054321388,0.054321388,0.054321388,0.054321388,2.642e-05,0.054294968,4.03125,4.0,1024.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,32768,4,64
Replicate-All,0.098400952,0.098400952,0.098400952,0.098400952,0.085899426,0.012501526,16.03125,4.0078125,256.03125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,4,,,,,,,32768,4,64
KVRing-v1-sequential-pipeline,0.00630707,0.00630707,0.00630707,0.00630707,5.5544e-05,0.006251526,4.03125,0.5078125,128.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,4,,,,,False,,32768,4,64
KVRing-v2-ring,0.001562888,0.001562888,2.4701e-05,0.001562888,0.00018968,0.001574905,4.03125,0.5078125,257.015625,0.05133056640625,0.0004305839538574219,0.01763916015625,4.400609080841639,"(0,0)->(1,0)",0.25,4,64,ring,serpentine,8,False,not_modeled_for_performance,32768,4,64
KVRing-v2-tree,0.001562888,0.001562888,2.4641e-05,0.001562888,0.000274817,0.001574905,4.03125,0.5078125,257.015625,0.04736328125,0.00039958953857421875,0.013671875,3.675417661097852,"(0,0)->(1,0)",0.25,4,64,tree,serpentine,8,False,not_modeled_for_performance,32768,4,64
Pull-KV Independent,5.547575271,5.547575271,5.547575271,5.547575271,5.497573745,0.050001526,4.03125,4.0,1024.03125,1024.00390625,15.000057220458984,512.0009765625,2.999994277975929,"(7,7)->(6,7)",,8,,,,,,,32768,4,64
Central KV-Stationary,0.054321388,0.054321388,0.054321388,0.054321388,2.642e-05,0.054294968,4.03125,4.0,1024.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,32768,4,64
Replicate-All,0.098400952,0.098400952,0.098400952,0.098400952,0.085899426,0.012501526,16.03125,4.0078125,256.03125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,8,,,,,,,32768,4,64
KVRing-v1-sequential-pipeline,0.00630707,0.00630707,0.00630707,0.00630707,5.5544e-05,0.006251526,4.03125,0.5078125,128.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,8,,,,,False,,32768,4,64
KVRing-v2-ring,0.001563275,0.001563275,2.4707e-05,0.001563275,0.000379079,0.001575292,4.03125,0.5078125,257.015625,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.25,8,64,ring,serpentine,8,False,not_modeled_for_performance,32768,4,64
KVRing-v2-tree,0.001563275,0.001563275,2.4647e-05,0.001563275,0.000549413,0.001575292,4.03125,0.5078125,257.015625,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.25,8,64,tree,serpentine,8,False,not_modeled_for_performance,32768,4,64
Pull-KV Independent,5.547575271,5.547575271,5.547575271,5.547575271,5.497573745,0.050001526,4.03125,4.0,1024.03125,1024.00390625,15.000057220458984,512.0009765625,2.999994277975929,"(7,7)->(6,7)",,16,,,,,,,32768,4,64
Central KV-Stationary,0.054321388,0.054321388,0.054321388,0.054321388,2.642e-05,0.054294968,4.03125,4.0,1024.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,32768,4,64
Replicate-All,0.098400952,0.098400952,0.098400952,0.098400952,0.085899426,0.012501526,16.03125,4.0078125,256.03125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,16,,,,,,,32768,4,64
KVRing-v1-sequential-pipeline,0.00630707,0.00630707,0.00630707,0.00630707,5.5544e-05,0.006251526,4.03125,0.5078125,128.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,16,,,,,False,,32768,4,64
KVRing-v2-ring,0.00156405,0.00156405,2.4719e-05,0.00156405,0.000757877,0.001576067,4.03125,0.5078125,257.015625,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.25,16,64,ring,serpentine,8,False,not_modeled_for_performance,32768,4,64
KVRing-v2-tree,0.00156405,0.00156405,2.4659e-05,0.00156405,0.001098604,0.001576067,4.03125,0.5078125,257.015625,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.25,16,64,tree,serpentine,8,False,not_modeled_for_performance,32768,4,64
Pull-KV Independent,22.190301083,22.190301083,22.190301083,22.190301083,21.990294979,0.200006104,4.125,4.0,4096.125,4096.015625,60.00022888183594,2048.00390625,2.999994277975929,"(7,7)->(6,7)",,1,,,,,,,32768,4,256
Central KV-Stationary,0.217285547,0.217285547,0.217285547,0.217285547,0.000105677,0.21717987,4.125,4.0,4096.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,1,,,,,,,32768,4,256
Replicate-All,0.13590553,0.13590553,0.13590553,0.13590553,0.085899426,0.050006104,16.125,4.03125,1024.125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,1,,,,,,,32768,4,256
KVRing-v1-sequential-pipeline,0.02522444,0.02522444,0.02522444,0.02522444,0.000218336,0.025006104,4.125,0.53125,512.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,1,,,,,False,,32768,4,256
KVRing-v2-ring,0.02500155,0.02500155,2.4716e-05,0.02500155,0.000423664,0.0251961,4.125,0.53125,4112.0625,0.205322265625,0.002015829086303711,0.0374755859375,4.266410408042578,"(0,0)->(1,0)",4.0,1,1024,ring,serpentine,8,False,not_modeled_for_performance,32768,4,256
KVRing-v2-tree,0.02500155,0.02500155,2.4716e-05,0.02500155,0.000679254,0.0251961,4.125,0.53125,4112.0625,0.189453125,0.0018918514251708984,0.051513671875,6.1957151858853186,"(0,2)->(0,1)",4.0,1,1024,tree,serpentine,8,False,not_modeled_for_performance,32768,4,256
Pull-KV Independent,22.190301083,22.190301083,22.190301083,22.190301083,21.990294979,0.200006104,4.125,4.0,4096.125,4096.015625,60.00022888183594,2048.00390625,2.999994277975929,"(7,7)->(6,7)",,2,,,,,,,32768,4,256
Central KV-Stationary,0.217285547,0.217285547,0.217285547,0.217285547,0.000105677,0.21717987,4.125,4.0,4096.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,2,,,,,,,32768,4,256
Replicate-All,0.13590553,0.13590553,0.13590553,0.13590553,0.085899426,0.050006104,16.125,4.03125,1024.125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,2,,,,,,,32768,4,256
KVRing-v1-sequential-pipeline,0.02522444,0.02522444,0.02522444,0.02522444,0.000218336,0.025006104,4.125,0.53125,512.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,2,,,,,False,,32768,4,256
KVRing-v2-ring,0.01250155,0.01250155,2.4698e-05,0.01250155,0.000591416,0.0126961,4.125,0.53125,2064.0625,0.205322265625,0.0018690824508666992,0.0511474609375,3.3671790292748263,"(0,0)->(1,0)",2.0,2,512,ring,serpentine,8,False,not_modeled_for_performance,32768,4,256
KVRing-v2-tree,0.01250155,0.01250155,2.4638e-05,0.01250155,0.000846946,0.0126961,4.125,0.53125,2064.0625,0.189453125,0.0017451047897338867,0.047607421875,3.3567866657558576,"(0,2)->(0,1)",2.0,2,512,tree,serpentine,8,False,not_modeled_for_performance,32768,4,256
Pull-KV Independent,22.190301083,22.190301083,22.190301083,22.190301083,21.990294979,0.200006104,4.125,4.0,4096.125,4096.015625,60.00022888183594,2048.00390625,2.999994277975929,"(7,7)->(6,7)",,4,,,,,,,32768,4,256
Central KV-Stationary,0.217285547,0.217285547,0.217285547,0.217285547,0.000105677,0.21717987,4.125,4.0,4096.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,32768,4,256
Replicate-All,0.13590553,0.13590553,0.13590553,0.13590553,0.085899426,0.050006104,16.125,4.03125,1024.125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,4,,,,,,,32768,4,256
KVRing-v1-sequential-pipeline,0.02522444,0.02522444,0.02522444,0.02522444,0.000218336,0.025006104,4.125,0.53125,512.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,4,,,,,False,,32768,4,256
KVRing-v2-ring,0.00625155,0.00625155,2.4701e-05,0.00625155,0.000757877,0.0064461,4.125,0.53125,1040.0625,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",1.0,4,256,ring,serpentine,8,False,not_modeled_for_performance,32768,4,256
KVRing-v2-tree,0.00625155,0.00625155,2.4641e-05,0.00625155,0.001098604,0.0064461,4.125,0.53125,1040.0625,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",1.0,4,256,tree,serpentine,8,False,not_modeled_for_performance,32768,4,256
Pull-KV Independent,22.190301083,22.190301083,22.190301083,22.190301083,21.990294979,0.200006104,4.125,4.0,4096.125,4096.015625,60.00022888183594,2048.00390625,2.999994277975929,"(7,7)->(6,7)",,8,,,,,,,32768,4,256
Central KV-Stationary,0.217285547,0.217285547,0.217285547,0.217285547,0.000105677,0.21717987,4.125,4.0,4096.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,32768,4,256
Replicate-All,0.13590553,0.13590553,0.13590553,0.13590553,0.085899426,0.050006104,16.125,4.03125,1024.125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,8,,,,,,,32768,4,256
KVRing-v1-sequential-pipeline,0.02522444,0.02522444,0.02522444,0.02522444,0.000218336,0.025006104,4.125,0.53125,512.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,8,,,,,False,,32768,4,256
KVRing-v2-ring,0.0062531,0.0062531,2.4707e-05,0.0062531,0.001515474,0.00644765,4.125,0.53125,1040.0625,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",1.0,8,256,ring,serpentine,8,False,not_modeled_for_performance,32768,4,256
KVRing-v2-tree,0.0062531,0.0062531,2.4647e-05,0.0062531,0.002196988,0.00644765,4.125,0.53125,1040.0625,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",1.0,8,256,tree,serpentine,8,False,not_modeled_for_performance,32768,4,256
Pull-KV Independent,22.190301083,22.190301083,22.190301083,22.190301083,21.990294979,0.200006104,4.125,4.0,4096.125,4096.015625,60.00022888183594,2048.00390625,2.999994277975929,"(7,7)->(6,7)",,16,,,,,,,32768,4,256
Central KV-Stationary,0.217285547,0.217285547,0.217285547,0.217285547,0.000105677,0.21717987,4.125,4.0,4096.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,32768,4,256
Replicate-All,0.13590553,0.13590553,0.13590553,0.13590553,0.085899426,0.050006104,16.125,4.03125,1024.125,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,16,,,,,,,32768,4,256
KVRing-v1-sequential-pipeline,0.02522444,0.02522444,0.02522444,0.02522444,0.000218336,0.025006104,4.125,0.53125,512.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,16,,,,,False,,32768,4,256
KVRing-v2-ring,0.006256199,0.006256199,2.4719e-05,0.006256199,0.003030666,0.006450749,4.125,0.53125,1040.0625,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",1.0,16,256,ring,serpentine,8,False,not_modeled_for_performance,32768,4,256
KVRing-v2-tree,0.006256199,0.006256199,2.4659e-05,0.006256199,0.004393755,0.006450749,4.125,0.53125,1040.0625,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",1.0,16,256,tree,serpentine,8,False,not_modeled_for_performance,32768,4,256
Pull-KV Independent,44.380602166,44.380602166,44.380602166,44.380602166,43.980589958,0.400012208,4.25,4.0,8192.25,8192.03125,120.00045776367188,4096.0078125,2.999994277975929,"(7,7)->(6,7)",,1,,,,,,,32768,4,512
Central KV-Stationary,0.434571093,0.434571093,0.434571093,0.434571093,0.000211354,0.434359739,4.25,4.0,8192.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,1,,,,,,,32768,4,512
Replicate-All,0.185911634,0.185911634,0.185911634,0.185911634,0.085899426,0.100012208,16.25,4.0625,2048.25,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,1,,,,,,,32768,4,512
KVRing-v1-sequential-pipeline,0.050447599,0.050447599,0.050447599,0.050447599,0.000435391,0.050012208,4.25,0.5625,1024.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,1,,,,,False,,32768,4,512
KVRing-v2-ring,0.0500031,0.0500031,2.4716e-05,0.0500031,0.000847026,0.050782825,4.25,0.5625,8256.125,0.41064453125,0.004031658172607422,0.074951171875,4.266410408042578,"(0,0)->(1,0)",8.0,1,2048,ring,serpentine,8,False,not_modeled_for_performance,32768,4,512
KVRing-v2-tree,0.0500031,0.0500031,2.4716e-05,0.0500031,0.001358207,0.050782825,4.25,0.5625,8256.125,0.37890625,0.003783702850341797,0.10302734375,6.1957151858853186,"(0,2)->(0,1)",8.0,1,2048,tree,serpentine,8,False,not_modeled_for_performance,32768,4,512
Pull-KV Independent,44.380602166,44.380602166,44.380602166,44.380602166,43.980589958,0.400012208,4.25,4.0,8192.25,8192.03125,120.00045776367188,4096.0078125,2.999994277975929,"(7,7)->(6,7)",,2,,,,,,,32768,4,512
Central KV-Stationary,0.434571093,0.434571093,0.434571093,0.434571093,0.000211354,0.434359739,4.25,4.0,8192.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,2,,,,,,,32768,4,512
Replicate-All,0.185911634,0.185911634,0.185911634,0.185911634,0.085899426,0.100012208,16.25,4.0625,2048.25,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,2,,,,,,,32768,4,512
KVRing-v1-sequential-pipeline,0.050447599,0.050447599,0.050447599,0.050447599,0.000435391,0.050012208,4.25,0.5625,1024.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,2,,,,,False,,32768,4,512
KVRing-v2-ring,0.0250031,0.0250031,2.4698e-05,0.0250031,0.00118255,0.025782825,4.25,0.5625,4160.125,0.41064453125,0.0037381649017333984,0.102294921875,3.3671790292748263,"(0,0)->(1,0)",4.0,2,1024,ring,serpentine,8,False,not_modeled_for_performance,32768,4,512
KVRing-v2-tree,0.0250031,0.0250031,2.4638e-05,0.0250031,0.001693671,0.025782825,4.25,0.5625,4160.125,0.37890625,0.0034902095794677734,0.09521484375,3.3567866657558576,"(0,2)->(0,1)",4.0,2,1024,tree,serpentine,8,False,not_modeled_for_performance,32768,4,512
Pull-KV Independent,44.380602166,44.380602166,44.380602166,44.380602166,43.980589958,0.400012208,4.25,4.0,8192.25,8192.03125,120.00045776367188,4096.0078125,2.999994277975929,"(7,7)->(6,7)",,4,,,,,,,32768,4,512
Central KV-Stationary,0.434571093,0.434571093,0.434571093,0.434571093,0.000211354,0.434359739,4.25,4.0,8192.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,32768,4,512
Replicate-All,0.185911634,0.185911634,0.185911634,0.185911634,0.085899426,0.100012208,16.25,4.0625,2048.25,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,4,,,,,,,32768,4,512
KVRing-v1-sequential-pipeline,0.050447599,0.050447599,0.050447599,0.050447599,0.000435391,0.050012208,4.25,0.5625,1024.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,4,,,,,False,,32768,4,512
KVRing-v2-ring,0.0125031,0.0125031,2.4701e-05,0.0125031,0.001515474,0.013282825,4.25,0.5625,2112.125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",2.0,4,512,ring,serpentine,8,False,not_modeled_for_performance,32768,4,512
KVRing-v2-tree,0.0125031,0.0125031,2.4641e-05,0.0125031,0.002196988,0.013282825,4.25,0.5625,2112.125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",2.0,4,512,tree,serpentine,8,False,not_modeled_for_performance,32768,4,512
Pull-KV Independent,44.380602166,44.380602166,44.380602166,44.380602166,43.980589958,0.400012208,4.25,4.0,8192.25,8192.03125,120.00045776367188,4096.0078125,2.999994277975929,"(7,7)->(6,7)",,8,,,,,,,32768,4,512
Central KV-Stationary,0.434571093,0.434571093,0.434571093,0.434571093,0.000211354,0.434359739,4.25,4.0,8192.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,32768,4,512
Replicate-All,0.185911634,0.185911634,0.185911634,0.185911634,0.085899426,0.100012208,16.25,4.0625,2048.25,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,8,,,,,,,32768,4,512
KVRing-v1-sequential-pipeline,0.050447599,0.050447599,0.050447599,0.050447599,0.000435391,0.050012208,4.25,0.5625,1024.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,8,,,,,False,,32768,4,512
KVRing-v2-ring,0.012506199,0.012506199,2.4707e-05,0.012506199,0.003030666,0.013285924,4.25,0.5625,2112.125,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",2.0,8,512,ring,serpentine,8,False,not_modeled_for_performance,32768,4,512
KVRing-v2-tree,0.012506199,0.012506199,2.4647e-05,0.012506199,0.004393755,0.013285924,4.25,0.5625,2112.125,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",2.0,8,512,tree,serpentine,8,False,not_modeled_for_performance,32768,4,512
Pull-KV Independent,44.380602166,44.380602166,44.380602166,44.380602166,43.980589958,0.400012208,4.25,4.0,8192.25,8192.03125,120.00045776367188,4096.0078125,2.999994277975929,"(7,7)->(6,7)",,16,,,,,,,32768,4,512
Central KV-Stationary,0.434571093,0.434571093,0.434571093,0.434571093,0.000211354,0.434359739,4.25,4.0,8192.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,32768,4,512
Replicate-All,0.185911634,0.185911634,0.185911634,0.185911634,0.085899426,0.100012208,16.25,4.0625,2048.25,16.0,0.234375,8.0,1.5,"(7,7)->(6,7)",,16,,,,,,,32768,4,512
KVRing-v1-sequential-pipeline,0.050447599,0.050447599,0.050447599,0.050447599,0.000435391,0.050012208,4.25,0.5625,1024.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,16,,,,,False,,32768,4,512
KVRing-v2-ring,0.012512398,0.012512398,2.4719e-05,0.012512398,0.00606105,0.013292123,4.25,0.5625,2112.125,1.642578125,0.0137786865234375,0.564453125,4.400609080841639,"(0,0)->(1,0)",2.0,16,512,ring,serpentine,8,False,not_modeled_for_performance,32768,4,512
KVRing-v2-tree,0.012512398,0.012512398,2.4659e-05,0.012512398,0.008787288,0.013292123,4.25,0.5625,2112.125,1.515625,0.012786865234375,0.4375,3.675417661097852,"(0,0)->(1,0)",2.0,16,512,tree,serpentine,8,False,not_modeled_for_performance,32768,4,512
Pull-KV Independent,11.095145422,11.095145422,11.095145422,11.095145422,10.99514237,0.100003052,4.0625,4.0,2048.0625,2048.0078125,23.00008773803711,1024.001953125,5.217381353001616,"(7,7)->(8,7)",,1,,,,,,,32768,8,64
Central KV-Stationary,0.108637654,0.108637654,0.108637654,0.108637654,4.7719e-05,0.108589935,4.0625,4.0,2048.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,1,,,,,,,32768,8,64
Replicate-All,0.184301824,0.184301824,0.184301824,0.184301824,0.171798772,0.012503052,32.0625,4.0078125,256.0625,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,1,,,,,,,32768,8,64
KVRing-v1-sequential-pipeline,0.01261286,0.01261286,0.01261286,0.01261286,0.000109808,0.012503052,4.0625,0.5078125,256.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,1,,,,,False,,32768,8,64
KVRing-v2-ring,0.012500775,0.012500775,2.4716e-05,0.012500775,0.000180689,0.012512792,4.0625,0.5078125,2050.03125,0.1026611328125,0.0009545087814331055,0.0163116455078125,4.622720744348695,"(0,0)->(1,0)",2.0,1,512,ring,serpentine,8,False,not_modeled_for_performance,32768,8,64
KVRing-v2-tree,0.012500775,0.012500775,2.4716e-05,0.012500775,0.000297835,0.012512792,4.0625,0.5078125,2050.03125,0.0947265625,0.0008925199508666992,0.0262451171875,7.954454387605182,"(0,2)->(0,1)",2.0,1,512,tree,serpentine,8,False,not_modeled_for_performance,32768,8,64
Pull-KV Independent,11.095145422,11.095145422,11.095145422,11.095145422,10.99514237,0.100003052,4.0625,4.0,2048.0625,2048.0078125,23.00008773803711,1024.001953125,5.217381353001616,"(7,7)->(8,7)",,2,,,,,,,32768,8,64
Central KV-Stationary,0.108637654,0.108637654,0.108637654,0.108637654,4.7719e-05,0.108589935,4.0625,4.0,2048.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,2,,,,,,,32768,8,64
Replicate-All,0.184301824,0.184301824,0.184301824,0.184301824,0.171798772,0.012503052,32.0625,4.0078125,256.0625,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,2,,,,,,,32768,8,64
KVRing-v1-sequential-pipeline,0.01261286,0.01261286,0.01261286,0.01261286,0.000109808,0.012503052,4.0625,0.5078125,256.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,2,,,,,False,,32768,8,64
KVRing-v2-ring,0.006250775,0.006250775,2.4698e-05,0.006250775,0.000211963,0.006262792,4.0625,0.5078125,1026.03125,0.1026611328125,0.0009178221225738525,0.01873779296875,3.588661233237004,"(0,0)->(1,0)",1.0,2,256,ring,serpentine,8,False,not_modeled_for_performance,32768,8,64
KVRing-v2-tree,0.006250775,0.006250775,2.4668e-05,0.006250775,0.000339728,0.006262792,4.0625,0.5078125,1026.03125,0.0947265625,0.0008558332920074463,0.0257568359375,5.290246195633249,"(0,2)->(0,1)",1.0,2,256,tree,serpentine,8,False,not_modeled_for_performance,32768,8,64
Pull-KV Independent,11.095145422,11.095145422,11.095145422,11.095145422,10.99514237,0.100003052,4.0625,4.0,2048.0625,2048.0078125,23.00008773803711,1024.001953125,5.217381353001616,"(7,7)->(8,7)",,4,,,,,,,32768,8,64
Central KV-Stationary,0.108637654,0.108637654,0.108637654,0.108637654,4.7719e-05,0.108589935,4.0625,4.0,2048.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,4,,,,,,,32768,8,64
Replicate-All,0.184301824,0.184301824,0.184301824,0.184301824,0.171798772,0.012503052,32.0625,4.0078125,256.0625,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,4,,,,,,,32768,8,64
KVRing-v1-sequential-pipeline,0.01261286,0.01261286,0.01261286,0.01261286,0.000109808,0.012503052,4.0625,0.5078125,256.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,4,,,,,False,,32768,8,64
KVRing-v2-ring,0.003125775,0.003125775,2.4701e-05,0.003125775,0.000232278,0.003137792,4.0625,0.5078125,514.03125,0.1026611328125,0.0008463859558105469,0.0216064453125,3.54,"(0,0)->(1,0)",0.5,4,128,ring,serpentine,8,False,not_modeled_for_performance,32768,8,64
KVRing-v2-tree,0.003125775,0.003125775,2.4641e-05,0.003125775,0.000402612,0.003137792,4.0625,0.5078125,514.03125,0.0947265625,0.0007843971252441406,0.0257568359375,4.553495440729483,"(0,2)->(0,1)",0.5,4,128,tree,serpentine,8,False,not_modeled_for_performance,32768,8,64
Pull-KV Independent,11.095145422,11.095145422,11.095145422,11.095145422,10.99514237,0.100003052,4.0625,4.0,2048.0625,2048.0078125,23.00008773803711,1024.001953125,5.217381353001616,"(7,7)->(8,7)",,8,,,,,,,32768,8,64
Central KV-Stationary,0.108637654,0.108637654,0.108637654,0.108637654,4.7719e-05,0.108589935,4.0625,4.0,2048.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,8,,,,,,,32768,8,64
Replicate-All,0.184301824,0.184301824,0.184301824,0.184301824,0.171798772,0.012503052,32.0625,4.0078125,256.0625,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,8,,,,,,,32768,8,64
KVRing-v1-sequential-pipeline,0.01261286,0.01261286,0.01261286,0.01261286,0.000109808,0.012503052,4.0625,0.5078125,256.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,8,,,,,False,,32768,8,64
KVRing-v2-ring,0.001563275,0.001563275,2.4707e-05,0.001563275,0.000379079,0.001575292,4.0625,0.5078125,258.03125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.25,8,64,ring,serpentine,8,False,not_modeled_for_performance,32768,8,64
KVRing-v2-tree,0.001563275,0.001563275,2.4647e-05,0.001563275,0.000549413,0.001575292,4.0625,0.5078125,258.03125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.25,8,64,tree,serpentine,8,False,not_modeled_for_performance,32768,8,64
Pull-KV Independent,11.095145422,11.095145422,11.095145422,11.095145422,10.99514237,0.100003052,4.0625,4.0,2048.0625,2048.0078125,23.00008773803711,1024.001953125,5.217381353001616,"(7,7)->(8,7)",,16,,,,,,,32768,8,64
Central KV-Stationary,0.108637654,0.108637654,0.108637654,0.108637654,4.7719e-05,0.108589935,4.0625,4.0,2048.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,16,,,,,,,32768,8,64
Replicate-All,0.184301824,0.184301824,0.184301824,0.184301824,0.171798772,0.012503052,32.0625,4.0078125,256.0625,32.0,0.359375,16.0,2.608695652173913,"(7,7)->(8,7)",,16,,,,,,,32768,8,64
KVRing-v1-sequential-pipeline,0.01261286,0.01261286,0.01261286,0.01261286,0.000109808,0.012503052,4.0625,0.5078125,256.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,16,,,,,False,,32768,8,64
