mode,estimated_latency_s,estimated_attention_stage_latency_s,critical_path_latency_s,throughput_bound_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,vc_model,shared_prefix_tokens,agents,decode_tokens
KVRing-v1-sequential-pipeline,0.007143916,0.007143916,0.007143916,0.007143916,0.000869501,0.006274415,0.75,0.0625,128.5,0.0703125,0.017578125,0.0703125,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,16,256
KVRing-v2-ring,0.001568699,0.001568699,1.812e-06,0.001568699,0.001269058,0.001763249,0.75,0.0625,320.25,0.8212890625,0.006709575653076172,0.1181640625,2.9237438703716867,"(0,0)->(1,0)",0.25,4,1024,ring,serpentine,8,False,not_modeled_for_performance,2048,16,256
KVRing-v2-tree,0.002051003,0.002051003,1.752e-06,0.002051003,0.002632147,0.001763249,0.75,0.0625,320.25,0.7578125,0.006213665008544922,0.2138671875,5.7140664569104445,"(0,1)->(0,0)",0.25,4,1024,tree,serpentine,8,False,not_modeled_for_performance,2048,16,256
Pull-KV Independent,7.609418023,7.609418023,7.609418023,7.609418023,7.559393608,0.050024415,0.75,0.25,1024.5,1024.0625,10.688152313232422,704.021484375,11.321291939032813,"(7,7)->(6,7)",,8,,,,,,,2048,16,256
Central KV-Stationary,0.054784031,0.054784031,0.054784031,0.054784031,0.000489063,0.054294968,0.75,0.25,1024.5,0.0947265625,0.0009886622428894043,0.04364013671875,7.586664255139567,"(7,7)->(6,7)",,8,,,,,,,2048,16,256
Replicate-All,0.032677396,0.032677396,0.032677396,0.032677396,0.029527981,0.003149415,4.5,0.28125,64.5,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,8,,,,,,,2048,16,256
KVRing-v1-sequential-pipeline,0.007143916,0.007143916,0.007143916,0.007143916,0.000869501,0.006274415,0.75,0.0625,128.5,0.0703125,0.017578125,0.0703125,1.0,"(0,0)->(0,1)",,8,,,,,False,,2048,16,256
KVRing-v2-ring,0.001180745,0.001180745,1.818e-06,0.001180745,0.001856261,0.000981999,0.75,0.0625,192.25,0.8212890625,0.006828784942626953,0.1728515625,3.0898680259758398,"(0,0)->(1,0)",0.125,8,512,ring,serpentine,8,False,not_modeled_for_performance,2048,16,256
KVRing-v2-tree,0.002051003,0.002051003,1.758e-06,0.002051003,0.00321935,0.000981999,0.75,0.0625,192.25,0.7578125,0.006332874298095703,0.2060546875,3.9718394699194337,"(0,1)->(0,0)",0.125,8,512,tree,serpentine,8,False,not_modeled_for_performance,2048,16,256
Pull-KV Independent,7.609418023,7.609418023,7.609418023,7.609418023,7.559393608,0.050024415,0.75,0.25,1024.5,1024.0625,10.688152313232422,704.021484375,11.321291939032813,"(7,7)->(6,7)",,16,,,,,,,2048,16,256
Central KV-Stationary,0.054784031,0.054784031,0.054784031,0.054784031,0.000489063,0.054294968,0.75,0.25,1024.5,0.0947265625,0.0009886622428894043,0.04364013671875,7.586664255139567,"(7,7)->(6,7)",,16,,,,,,,2048,16,256
Replicate-All,0.032677396,0.032677396,0.032677396,0.032677396,0.029527981,0.003149415,4.5,0.28125,64.5,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,16,,,,,,,2048,16,256
KVRing-v1-sequential-pipeline,0.007143916,0.007143916,0.007143916,0.007143916,0.000869501,0.006274415,0.75,0.0625,128.5,0.0703125,0.017578125,0.0703125,1.0,"(0,0)->(0,1)",,16,,,,,False,,2048,16,256
KVRing-v2-ring,0.00235515,0.00235515,2.402e-06,0.00235515,0.003030666,0.00073762,0.75,0.0625,128.25,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",0.0625,16,256,ring,serpentine,8,False,not_modeled_for_performance,2048,16,256
KVRing-v2-tree,0.00235515,0.00235515,2.342e-06,0.00235515,0.004393755,0.00073762,0.75,0.0625,128.25,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",0.0625,16,256,tree,serpentine,8,False,not_modeled_for_performance,2048,16,256
Pull-KV Independent,15.218836045,15.218836045,15.218836045,15.218836045,15.118787216,0.100048829,1.25,0.25,2049.0,2048.125,21.376304626464844,1408.04296875,11.321291939032813,"(7,7)->(6,7)",,1,,,,,,,2048,16,512
Central KV-Stationary,0.10956806,0.10956806,0.10956806,0.10956806,0.000978125,0.108589935,1.25,0.25,2049.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,1,,,,,,,2048,16,512
Replicate-All,0.03582681,0.03582681,0.03582681,0.03582681,0.029527981,0.006298829,5.0,0.3125,129.0,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,1,,,,,,,2048,16,512
KVRing-v1-sequential-pipeline,0.014286551,0.014286551,0.014286551,0.014286551,0.001737722,0.012548829,1.25,0.09375,257.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,1,,,,,False,,2048,16,512
KVRing-v2-ring,0.012512398,0.012512398,1.827e-06,0.012512398,0.002334693,0.013292123,1.25,0.09375,2304.5,1.642578125,0.014255166053771973,0.1939697265625,5.089328572264824,"(0,0)->(1,0)",2.0,1,8192,ring,serpentine,8,False,not_modeled_for_performance,2048,16,512
KVRing-v2-tree,0.012512398,0.012512398,1.827e-06,0.012512398,0.004635007,0.013292123,1.25,0.09375,2304.5,1.515625,0.013263344764709473,0.431640625,12.362858503878268,"(0,1)->(0,0)",2.0,1,8192,tree,serpentine,8,False,not_modeled_for_performance,2048,16,512
Pull-KV Independent,15.218836045,15.218836045,15.218836045,15.218836045,15.118787216,0.100048829,1.25,0.25,2049.0,2048.125,21.376304626464844,1408.04296875,11.321291939032813,"(7,7)->(6,7)",,2,,,,,,,2048,16,512
Central KV-Stationary,0.10956806,0.10956806,0.10956806,0.10956806,0.000978125,0.108589935,1.25,0.25,2049.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,2,,,,,,,2048,16,512
Replicate-All,0.03582681,0.03582681,0.03582681,0.03582681,0.029527981,0.006298829,5.0,0.3125,129.0,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,2,,,,,,,2048,16,512
KVRing-v1-sequential-pipeline,0.014286551,0.014286551,0.014286551,0.014286551,0.001737722,0.012548829,1.25,0.09375,257.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,2,,,,,False,,2048,16,512
KVRing-v2-ring,0.006262398,0.006262398,1.809e-06,0.006262398,0.002375305,0.007042123,1.25,0.09375,1280.5,1.642578125,0.013961076736450195,0.21337890625,3.522448212852434,"(0,0)->(1,0)",1.0,2,4096,ring,serpentine,8,False,not_modeled_for_performance,2048,16,512
KVRing-v2-tree,0.006262398,0.006262398,1.779e-06,0.006262398,0.004760786,0.007042123,1.25,0.09375,1280.5,1.515625,0.012969255447387695,0.427734375,7.601007408496792,"(0,1)->(0,0)",1.0,2,4096,tree,serpentine,8,False,not_modeled_for_performance,2048,16,512
Pull-KV Independent,15.218836045,15.218836045,15.218836045,15.218836045,15.118787216,0.100048829,1.25,0.25,2049.0,2048.125,21.376304626464844,1408.04296875,11.321291939032813,"(7,7)->(6,7)",,4,,,,,,,2048,16,512
Central KV-Stationary,0.10956806,0.10956806,0.10956806,0.10956806,0.000978125,0.108589935,1.25,0.25,2049.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,4,,,,,,,2048,16,512
Replicate-All,0.03582681,0.03582681,0.03582681,0.03582681,0.029527981,0.006298829,5.0,0.3125,129.0,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,4,,,,,,,2048,16,512
KVRing-v1-sequential-pipeline,0.014286551,0.014286551,0.014286551,0.014286551,0.001737722,0.012548829,1.25,0.09375,257.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,16,512
KVRing-v2-ring,0.003137398,0.003137398,1.812e-06,0.003137398,0.002537835,0.003917123,1.25,0.09375,768.5,1.642578125,0.013419151306152344,0.236328125,2.9237438703716867,"(0,0)->(1,0)",0.5,4,2048,ring,serpentine,8,False,not_modeled_for_performance,2048,16,512
KVRing-v2-tree,0.004101925,0.004101925,1.752e-06,0.004101925,0.005264073,0.003917123,1.25,0.09375,768.5,1.515625,0.012427330017089844,0.427734375,5.7140664569104445,"(0,1)->(0,0)",0.5,4,2048,tree,serpentine,8,False,not_modeled_for_performance,2048,16,512
Pull-KV Independent,15.218836045,15.218836045,15.218836045,15.218836045,15.118787216,0.100048829,1.25,0.25,2049.0,2048.125,21.376304626464844,1408.04296875,11.321291939032813,"(7,7)->(6,7)",,8,,,,,,,2048,16,512
Central KV-Stationary,0.10956806,0.10956806,0.10956806,0.10956806,0.000978125,0.108589935,1.25,0.25,2049.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,8,,,,,,,2048,16,512
Replicate-All,0.03582681,0.03582681,0.03582681,0.03582681,0.029527981,0.006298829,5.0,0.3125,129.0,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,8,,,,,,,2048,16,512
KVRing-v1-sequential-pipeline,0.014286551,0.014286551,0.014286551,0.014286551,0.001737722,0.012548829,1.25,0.09375,257.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,8,,,,,False,,2048,16,512
KVRing-v2-ring,0.002361349,0.002361349,1.818e-06,0.002361349,0.00371224,0.002354623,1.25,0.09375,512.5,1.642578125,0.013657569885253906,0.345703125,3.0898680259758398,"(0,0)->(1,0)",0.25,8,1024,ring,serpentine,8,False,not_modeled_for_performance,2048,16,512
KVRing-v2-tree,0.004101925,0.004101925,1.758e-06,0.004101925,0.006438478,0.002354623,1.25,0.09375,512.5,1.515625,0.012665748596191406,0.412109375,3.9718394699194337,"(0,1)->(0,0)",0.25,8,1024,tree,serpentine,8,False,not_modeled_for_performance,2048,16,512
Pull-KV Independent,15.218836045,15.218836045,15.218836045,15.218836045,15.118787216,0.100048829,1.25,0.25,2049.0,2048.125,21.376304626464844,1408.04296875,11.321291939032813,"(7,7)->(6,7)",,16,,,,,,,2048,16,512
Central KV-Stationary,0.10956806,0.10956806,0.10956806,0.10956806,0.000978125,0.108589935,1.25,0.25,2049.0,0.189453125,0.0019773244857788086,0.0872802734375,7.586664255139567,"(7,7)->(6,7)",,16,,,,,,,2048,16,512
Replicate-All,0.03582681,0.03582681,0.03582681,0.03582681,0.029527981,0.006298829,5.0,0.3125,129.0,4.0,0.041748046875,2.75,3.8596491228070176,"(7,7)->(6,7)",,16,,,,,,,2048,16,512
KVRing-v1-sequential-pipeline,0.014286551,0.014286551,0.014286551,0.014286551,0.001737722,0.012548829,1.25,0.09375,257.0,0.140625,0.03515625,0.140625,1.0,"(0,0)->(0,1)",,16,,,,,False,,2048,16,512
KVRing-v2-ring,0.004710159,0.004710159,2.402e-06,0.004710159,0.00606105,0.001865865,1.25,0.09375,384.5,1.642578125,0.0137786865234375,0.564453125,4.400609080841639,"(0,0)->(1,0)",0.125,16,512,ring,serpentine,8,False,not_modeled_for_performance,2048,16,512
KVRing-v2-tree,0.004710159,0.004710159,2.342e-06,0.004710159,0.008787288,0.001865865,1.25,0.09375,384.5,1.515625,0.012786865234375,0.4375,3.675417661097852,"(0,0)->(1,0)",0.125,16,512,tree,serpentine,8,False,not_modeled_for_performance,2048,16,512
Pull-KV Independent,1.380655584,1.380655584,1.380655584,1.380655584,1.374404821,0.006250763,1.015625,1.0,128.015625,128.001953125,1.8125276565551758,128.0009765625,3.517214545297655,"(7,7)->(6,7)",,1,,,,,,,8192,2,64
Central KV-Stationary,0.006812971,0.006812971,0.006812971,0.006812971,2.61e-05,0.006786871,1.015625,1.0,128.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,8192,2,64
Replicate-All,0.024600675,0.024600675,0.024600675,0.024600675,0.021474912,0.003125763,2.015625,1.0078125,64.015625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,8192,2,64
KVRing-v1-sequential-pipeline,0.000810425,0.000810425,0.000810425,0.000810425,2.8412e-05,0.000782013,1.015625,0.1328125,16.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,1,,,,,False,,8192,2,64
KVRing-v2-ring,0.000781444,0.000781444,6.385e-06,0.000781444,5.8281e-05,0.000793461,1.015625,0.1328125,128.5078125,0.025665283203125,0.0002336353063583374,0.005401611328125,4.267236430894827,"(0,0)->(1,0)",0.125,1,128,ring,serpentine,8,False,not_modeled_for_performance,8192,2,64
KVRing-v2-tree,0.000781444,0.000781444,6.325e-06,0.000781444,0.000100819,0.000793461,1.015625,0.1328125,128.5078125,0.023681640625,0.00021813809871673584,0.006439208984375,5.390668761527427,"(0,2)->(0,1)",0.125,1,128,tree,serpentine,8,False,not_modeled_for_performance,8192,2,64
Pull-KV Independent,1.380655584,1.380655584,1.380655584,1.380655584,1.374404821,0.006250763,1.015625,1.0,128.015625,128.001953125,1.8125276565551758,128.0009765625,3.517214545297655,"(7,7)->(6,7)",,2,,,,,,,8192,2,64
Central KV-Stationary,0.006812971,0.006812971,0.006812971,0.006812971,2.61e-05,0.006786871,1.015625,1.0,128.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,2,,,,,,,8192,2,64
Replicate-All,0.024600675,0.024600675,0.024600675,0.024600675,0.021474912,0.003125763,2.015625,1.0078125,64.015625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,2,,,,,,,8192,2,64
KVRing-v1-sequential-pipeline,0.000810425,0.000810425,0.000810425,0.000810425,2.8412e-05,0.000782013,1.015625,0.1328125,16.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,2,,,,,False,,8192,2,64
KVRing-v2-ring,0.000390819,0.000390819,6.387e-06,0.000390819,9.4981e-05,0.000402836,1.015625,0.1328125,64.5078125,0.025665283203125,0.00021529197692871094,0.008819580078125,4.400609080841639,"(0,0)->(1,0)",0.0625,2,64,ring,serpentine,8,False,not_modeled_for_performance,8192,2,64
KVRing-v2-tree,0.000390819,0.000390819,6.327e-06,0.000390819,0.000137519,0.000402836,1.015625,0.1328125,64.5078125,0.023681640625,0.00019979476928710938,0.0068359375,3.675417661097852,"(0,0)->(1,0)",0.0625,2,64,tree,serpentine,8,False,not_modeled_for_performance,8192,2,64
Pull-KV Independent,1.380655584,1.380655584,1.380655584,1.380655584,1.374404821,0.006250763,1.015625,1.0,128.015625,128.001953125,1.8125276565551758,128.0009765625,3.517214545297655,"(7,7)->(6,7)",,4,,,,,,,8192,2,64
Central KV-Stationary,0.006812971,0.006812971,0.006812971,0.006812971,2.61e-05,0.006786871,1.015625,1.0,128.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,4,,,,,,,8192,2,64
Replicate-All,0.024600675,0.024600675,0.024600675,0.024600675,0.021474912,0.003125763,2.015625,1.0078125,64.015625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,4,,,,,,,8192,2,64
KVRing-v1-sequential-pipeline,0.000810425,0.000810425,0.000810425,0.000810425,2.8412e-05,0.000782013,1.015625,0.1328125,16.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,4,,,,,False,,8192,2,64
KVRing-v2-ring,0.000391013,0.000391013,6.39e-06,0.000391013,0.00018968,0.00040303,1.015625,0.1328125,64.5078125,0.05133056640625,0.0004305839538574219,0.01763916015625,4.400609080841639,"(0,0)->(1,0)",0.0625,4,64,ring,serpentine,8,False,not_modeled_for_performance,8192,2,64
KVRing-v2-tree,0.000391013,0.000391013,6.33e-06,0.000391013,0.000274817,0.00040303,1.015625,0.1328125,64.5078125,0.04736328125,0.00039958953857421875,0.013671875,3.675417661097852,"(0,0)->(1,0)",0.0625,4,64,tree,serpentine,8,False,not_modeled_for_performance,8192,2,64
Pull-KV Independent,1.380655584,1.380655584,1.380655584,1.380655584,1.374404821,0.006250763,1.015625,1.0,128.015625,128.001953125,1.8125276565551758,128.0009765625,3.517214545297655,"(7,7)->(6,7)",,8,,,,,,,8192,2,64
Central KV-Stationary,0.006812971,0.006812971,0.006812971,0.006812971,2.61e-05,0.006786871,1.015625,1.0,128.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,8,,,,,,,8192,2,64
Replicate-All,0.024600675,0.024600675,0.024600675,0.024600675,0.021474912,0.003125763,2.015625,1.0078125,64.015625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,8,,,,,,,8192,2,64
KVRing-v1-sequential-pipeline,0.000810425,0.000810425,0.000810425,0.000810425,2.8412e-05,0.000782013,1.015625,0.1328125,16.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,8,,,,,False,,8192,2,64
KVRing-v2-ring,0.0003914,0.0003914,6.396e-06,0.0003914,0.000379079,0.000403417,1.015625,0.1328125,64.5078125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.0625,8,64,ring,serpentine,8,False,not_modeled_for_performance,8192,2,64
KVRing-v2-tree,0.0003914,0.0003914,6.336e-06,0.0003914,0.000549413,0.000403417,1.015625,0.1328125,64.5078125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.0625,8,64,tree,serpentine,8,False,not_modeled_for_performance,8192,2,64
Pull-KV Independent,1.380655584,1.380655584,1.380655584,1.380655584,1.374404821,0.006250763,1.015625,1.0,128.015625,128.001953125,1.8125276565551758,128.0009765625,3.517214545297655,"(7,7)->(6,7)",,16,,,,,,,8192,2,64
Central KV-Stationary,0.006812971,0.006812971,0.006812971,0.006812971,2.61e-05,0.006786871,1.015625,1.0,128.015625,0.002960205078125,4.191696643829346e-05,0.001983642578125,2.356914326341984,"(7,7)->(6,7)",,16,,,,,,,8192,2,64
Replicate-All,0.024600675,0.024600675,0.024600675,0.024600675,0.021474912,0.003125763,2.015625,1.0078125,64.015625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,16,,,,,,,8192,2,64
KVRing-v1-sequential-pipeline,0.000810425,0.000810425,0.000810425,0.000810425,2.8412e-05,0.000782013,1.015625,0.1328125,16.015625,0.002197265625,0.00054931640625,0.002197265625,1.0,"(0,0)->(0,1)",,16,,,,,False,,8192,2,64
KVRing-v2-ring,0.000588893,0.000588893,6.408e-06,0.000588893,0.000757877,0.000404192,1.015625,0.1328125,64.5078125,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.0625,16,64,ring,serpentine,8,False,not_modeled_for_performance,8192,2,64
KVRing-v2-tree,0.000588893,0.000588893,6.348e-06,0.000588893,0.001098604,0.000404192,1.015625,0.1328125,64.5078125,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.0625,16,64,tree,serpentine,8,False,not_modeled_for_performance,8192,2,64
Pull-KV Independent,5.522622334,5.522622334,5.522622334,5.522622334,5.497619282,0.025003052,1.0625,1.0,512.0625,512.0078125,7.250110626220703,512.00390625,3.517214545297655,"(7,7)->(6,7)",,1,,,,,,,8192,2,256
Central KV-Stationary,0.027251881,0.027251881,0.027251881,0.027251881,0.000104397,0.027147484,1.0625,1.0,512.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,8192,2,256
Replicate-All,0.033977964,0.033977964,0.033977964,0.033977964,0.021474912,0.012503052,2.0625,1.03125,256.0625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,8192,2,256
KVRing-v1-sequential-pipeline,0.00323786,0.00323786,0.00323786,0.00323786,0.000109808,0.003128052,1.0625,0.15625,64.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,1,,,,,False,,8192,2,256
KVRing-v2-ring,0.003125775,0.003125775,6.385e-06,0.003125775,0.000232278,0.003320325,1.0625,0.15625,520.03125,0.1026611328125,0.0009345412254333496,0.0216064453125,4.267236430894827,"(0,0)->(1,0)",0.5,1,512,ring,serpentine,8,False,not_modeled_for_performance,8192,2,256
KVRing-v2-tree,0.003125775,0.003125775,6.325e-06,0.003125775,0.000402612,0.003320325,1.0625,0.15625,520.03125,0.0947265625,0.0008725523948669434,0.0257568359375,5.390668761527427,"(0,2)->(0,1)",0.5,1,512,tree,serpentine,8,False,not_modeled_for_performance,8192,2,256
Pull-KV Independent,5.522622334,5.522622334,5.522622334,5.522622334,5.497619282,0.025003052,1.0625,1.0,512.0625,512.0078125,7.250110626220703,512.00390625,3.517214545297655,"(7,7)->(6,7)",,2,,,,,,,8192,2,256
Central KV-Stationary,0.027251881,0.027251881,0.027251881,0.027251881,0.000104397,0.027147484,1.0625,1.0,512.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,2,,,,,,,8192,2,256
Replicate-All,0.033977964,0.033977964,0.033977964,0.033977964,0.021474912,0.012503052,2.0625,1.03125,256.0625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,2,,,,,,,8192,2,256
KVRing-v1-sequential-pipeline,0.00323786,0.00323786,0.00323786,0.00323786,0.000109808,0.003128052,1.0625,0.15625,64.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,2,,,,,False,,8192,2,256
KVRing-v2-ring,0.001563275,0.001563275,6.387e-06,0.001563275,0.000379079,0.001757825,1.0625,0.15625,264.03125,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.25,2,256,ring,serpentine,8,False,not_modeled_for_performance,8192,2,256
KVRing-v2-tree,0.001563275,0.001563275,6.327e-06,0.001563275,0.000549413,0.001757825,1.0625,0.15625,264.03125,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.25,2,256,tree,serpentine,8,False,not_modeled_for_performance,8192,2,256
Pull-KV Independent,5.522622334,5.522622334,5.522622334,5.522622334,5.497619282,0.025003052,1.0625,1.0,512.0625,512.0078125,7.250110626220703,512.00390625,3.517214545297655,"(7,7)->(6,7)",,4,,,,,,,8192,2,256
Central KV-Stationary,0.027251881,0.027251881,0.027251881,0.027251881,0.000104397,0.027147484,1.0625,1.0,512.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,4,,,,,,,8192,2,256
Replicate-All,0.033977964,0.033977964,0.033977964,0.033977964,0.021474912,0.012503052,2.0625,1.03125,256.0625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,4,,,,,,,8192,2,256
KVRing-v1-sequential-pipeline,0.00323786,0.00323786,0.00323786,0.00323786,0.000109808,0.003128052,1.0625,0.15625,64.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,4,,,,,False,,8192,2,256
KVRing-v2-ring,0.00156405,0.00156405,6.39e-06,0.00156405,0.000757877,0.0017586,1.0625,0.15625,264.03125,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.25,4,256,ring,serpentine,8,False,not_modeled_for_performance,8192,2,256
KVRing-v2-tree,0.00156405,0.00156405,6.33e-06,0.00156405,0.001098604,0.0017586,1.0625,0.15625,264.03125,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.25,4,256,tree,serpentine,8,False,not_modeled_for_performance,8192,2,256
Pull-KV Independent,5.522622334,5.522622334,5.522622334,5.522622334,5.497619282,0.025003052,1.0625,1.0,512.0625,512.0078125,7.250110626220703,512.00390625,3.517214545297655,"(7,7)->(6,7)",,8,,,,,,,8192,2,256
Central KV-Stationary,0.027251881,0.027251881,0.027251881,0.027251881,0.000104397,0.027147484,1.0625,1.0,512.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,8,,,,,,,8192,2,256
Replicate-All,0.033977964,0.033977964,0.033977964,0.033977964,0.021474912,0.012503052,2.0625,1.03125,256.0625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,8,,,,,,,8192,2,256
KVRing-v1-sequential-pipeline,0.00323786,0.00323786,0.00323786,0.00323786,0.000109808,0.003128052,1.0625,0.15625,64.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,8,,,,,False,,8192,2,256
KVRing-v2-ring,0.0015656,0.0015656,6.396e-06,0.0015656,0.001515474,0.00176015,1.0625,0.15625,264.03125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",0.25,8,256,ring,serpentine,8,False,not_modeled_for_performance,8192,2,256
KVRing-v2-tree,0.0015656,0.0015656,6.336e-06,0.0015656,0.002196988,0.00176015,1.0625,0.15625,264.03125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",0.25,8,256,tree,serpentine,8,False,not_modeled_for_performance,8192,2,256
Pull-KV Independent,5.522622334,5.522622334,5.522622334,5.522622334,5.497619282,0.025003052,1.0625,1.0,512.0625,512.0078125,7.250110626220703,512.00390625,3.517214545297655,"(7,7)->(6,7)",,16,,,,,,,8192,2,256
Central KV-Stationary,0.027251881,0.027251881,0.027251881,0.027251881,0.000104397,0.027147484,1.0625,1.0,512.0625,0.0118408203125,0.00016766786575317383,0.0079345703125,2.356914326341984,"(7,7)->(6,7)",,16,,,,,,,8192,2,256
Replicate-All,0.033977964,0.033977964,0.033977964,0.033977964,0.021474912,0.012503052,2.0625,1.03125,256.0625,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,16,,,,,,,8192,2,256
KVRing-v1-sequential-pipeline,0.00323786,0.00323786,0.00323786,0.00323786,0.000109808,0.003128052,1.0625,0.15625,64.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,16,,,,,False,,8192,2,256
KVRing-v2-ring,0.00235515,0.00235515,6.408e-06,0.00235515,0.003030666,0.001763249,1.0625,0.15625,264.03125,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",0.25,16,256,ring,serpentine,8,False,not_modeled_for_performance,8192,2,256
KVRing-v2-tree,0.00235515,0.00235515,6.348e-06,0.00235515,0.004393755,0.001763249,1.0625,0.15625,264.03125,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",0.25,16,256,tree,serpentine,8,False,not_modeled_for_performance,8192,2,256
Pull-KV Independent,11.045244668,11.045244668,11.045244668,11.045244668,10.995238564,0.050006104,1.125,1.0,1024.125,1024.015625,14.500221252441406,1024.0078125,3.517214545297655,"(7,7)->(6,7)",,1,,,,,,,8192,2,512
Central KV-Stationary,0.054503762,0.054503762,0.054503762,0.054503762,0.000208794,0.054294968,1.125,1.0,1024.125,0.023681640625,0.00033533573150634766,0.015869140625,2.356914326341984,"(7,7)->(6,7)",,1,,,,,,,8192,2,512
Replicate-All,0.046481016,0.046481016,0.046481016,0.046481016,0.021474912,0.025006104,2.125,1.0625,512.125,2.0,0.0283203125,2.0,1.517241379310345,"(7,7)->(6,7)",,1,,,,,,,8192,2,512
