policy,prediction_mode,estimator_mode,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,cache_byte_miss,state_misses,LRU_regret_states_preserved,LRU_regret_tokens_preserved,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,effective_prefill_reduction,cache_hit_ratio,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,local_state_hits,remote_state_hits,retained_state_type_distribution,oracle_gap,llm_step_latency_quantiles_available
asg-retention-v2-online,heuristic,heuristic,4,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,4,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,4,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28762318,276487,412090368,18874368,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,4,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28719309,276487,412090368,18874368,11010048,43009,0,1,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,8,0.02,666489000,,,1.3503598709055963e-07,40786,2027421696,141,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.07678029788582552,0.6560975609756098,29999000,0,0,0,0,0,0,0,265,4,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",1.0,False
kvflow-like,none,none,8,0.02,666456000,,,1.350426734848212e-07,40668,1965555712,140,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.07945131060708954,0.6585365853658537,29850000,0,0,0,0,0,0,0,270,0,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",0.8203957382039574,False
asg-retention-v2-online,heuristic,heuristic,8,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,8,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,8,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28762318,276487,412090368,18874368,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,8,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28719309,276487,412090368,18874368,11010048,43009,0,1,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,16,0.02,666489000,,,1.3503598709055963e-07,40786,2027421696,141,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.07678029788582552,0.6560975609756098,29999000,0,0,0,0,0,0,0,265,4,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",1.0,False
kvflow-like,none,none,16,0.02,666456000,,,1.350426734848212e-07,40668,1965555712,140,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.07945131060708954,0.6585365853658537,29850000,0,0,0,0,0,0,0,270,0,"{""agent_role"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",0.8203957382039574,False
asg-retention-v2-online,heuristic,heuristic,16,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,16,0.02,666370000,,,1.3506010174527664e-07,40129,1682964480,140,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,29555000,0,0,0,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,16,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28762318,276487,412090368,18874368,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,16,0.02,666417105,,,1.350505551624459e-07,40129,1682964480,140,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.09165195346099864,0.6585365853658537,28762318,276487,412090368,18874368,0,0,0,0,229,41,"{""assistant_delta"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,1,0.05,666159000,,,1.3510288084376253e-07,38769,969932800,20,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.1224365068586174,0.9512195121951219,28811000,0,0,0,0,0,0,0,256,134,"{""agent_role"": 1, ""assistant_delta"": 2, ""edit_diff"": 1, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1}",1.0,False
kvflow-like,none,none,1,0.05,666452000,,,1.350434840018486e-07,40482,1868038144,116,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.08366155099823447,0.7170731707317073,29447000,0,0,0,0,0,0,0,262,32,"{""agent_role"": 3, ""file_context"": 1, ""system_prefix"": 2, ""task_prefix"": 3}",19.419354838709676,False
asg-retention-v2-online,heuristic,heuristic,1,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,278,82,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,1,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,237,123,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
