workload,num_agents,shared_prefix_tokens,output_tokens,cohort_size,shared_kv_read_without_cohort,shared_kv_read_with_cohort,shared_kv_read_reduction_ratio,decode_attention_latency_ms
decode_heavy_shared_prefix,32,2048,512,8,1924145348608,276595893862.39996,0.85625,5531.917877247999
decode_heavy_shared_prefix,32,2048,512,16,1924145348608,138297946931.19998,0.928125,2765.9589386239995
decode_heavy_shared_prefix,32,8192,32,1,481036337152,553191787724.7999,0.0,11063.835754495998
decode_heavy_shared_prefix,32,8192,32,2,481036337152,276595893862.39996,0.42500000000000004,5531.917877247999
decode_heavy_shared_prefix,32,8192,32,4,481036337152,138297946931.19998,0.7125,2765.9589386239995
decode_heavy_shared_prefix,32,8192,32,8,481036337152,69148973465.59999,0.85625,1382.9794693119998
decode_heavy_shared_prefix,32,8192,32,16,481036337152,34574486732.799995,0.928125,691.4897346559999
decode_heavy_shared_prefix,32,8192,128,1,1924145348608,2212767150899.1997,0.0,44255.34301798399
decode_heavy_shared_prefix,32,8192,128,2,1924145348608,1106383575449.5999,0.42500000000000004,22127.671508991996
decode_heavy_shared_prefix,32,8192,128,4,1924145348608,553191787724.7999,0.7125,11063.835754495998
decode_heavy_shared_prefix,32,8192,128,8,1924145348608,276595893862.39996,0.85625,5531.917877247999
decode_heavy_shared_prefix,32,8192,128,16,1924145348608,138297946931.19998,0.928125,2765.9589386239995
decode_heavy_shared_prefix,32,8192,512,1,7696581394432,8851068603596.799,0.0,177021.37207193597
decode_heavy_shared_prefix,32,8192,512,2,7696581394432,4425534301798.399,0.42500000000000004,88510.68603596798
decode_heavy_shared_prefix,32,8192,512,4,7696581394432,2212767150899.1997,0.7125,44255.34301798399
decode_heavy_shared_prefix,32,8192,512,8,7696581394432,1106383575449.5999,0.85625,22127.671508991996
decode_heavy_shared_prefix,32,8192,512,16,7696581394432,553191787724.7999,0.928125,11063.835754495998
decode_heavy_shared_prefix,32,32768,32,1,1924145348608,2212767150899.1997,0.0,44255.34301798399
decode_heavy_shared_prefix,32,32768,32,2,1924145348608,1106383575449.5999,0.42500000000000004,22127.671508991996
decode_heavy_shared_prefix,32,32768,32,4,1924145348608,553191787724.7999,0.7125,11063.835754495998
decode_heavy_shared_prefix,32,32768,32,8,1924145348608,276595893862.39996,0.85625,5531.917877247999
decode_heavy_shared_prefix,32,32768,32,16,1924145348608,138297946931.19998,0.928125,2765.9589386239995
decode_heavy_shared_prefix,32,32768,128,1,7696581394432,8851068603596.799,0.0,177021.37207193597
decode_heavy_shared_prefix,32,32768,128,2,7696581394432,4425534301798.399,0.42500000000000004,88510.68603596798
decode_heavy_shared_prefix,32,32768,128,4,7696581394432,2212767150899.1997,0.7125,44255.34301798399
decode_heavy_shared_prefix,32,32768,128,8,7696581394432,1106383575449.5999,0.85625,22127.671508991996
decode_heavy_shared_prefix,32,32768,128,16,7696581394432,553191787724.7999,0.928125,11063.835754495998
decode_heavy_shared_prefix,32,32768,512,1,30786325577728,35404274414387.195,0.0,708085.4882877439
decode_heavy_shared_prefix,32,32768,512,2,30786325577728,17702137207193.598,0.42500000000000004,354042.74414387194
decode_heavy_shared_prefix,32,32768,512,4,30786325577728,8851068603596.799,0.7125,177021.37207193597
decode_heavy_shared_prefix,32,32768,512,8,30786325577728,4425534301798.399,0.85625,88510.68603596798
decode_heavy_shared_prefix,32,32768,512,16,30786325577728,2212767150899.1997,0.928125,44255.34301798399
