policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,prompt_reconstruction_quality,observation_compression_class,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,0.5,1081303,0.0,0.0,566812999680,577189000,0,0,0,0,0,0,0,3778,0,0,{},0,0,9.767397950008991
lru-basic,none,none,False,False,basic,message_history_full_history_risk,none,3,,0.0,8,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,656,352,"{""assistant_delta"": 1, ""file_context"": 4, ""task_prefix"": 1, ""tool_observation"": 1}",0,0,1.0
lru-system,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,0.5,983792,0.09017916347221822,0.2668078348332451,515689152512,536433000,0,0,0,0,0,0,0,2770,734,274,"{""assistant_delta"": 1, ""file_context"": 4, ""task_prefix"": 1, ""tool_observation"": 1}",0,0,1.0
kvflow-like,none,none,False,False,system,message_history_full_history_risk,none,3,,0.0,8,0.5,1024751,0.052299864145387565,0.16013763896241398,537163464704,553681000,0,0,0,0,0,0,0,3173,561,44,"{""failure_summary"": 1, ""system_prefix"": 3, ""task_prefix"": 5, ""test_failure_summary"": 2}",0,0,4.6827009530659955
asg-retention-v2-graph-only,none,none,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,0.5,972785,0.10035854889887474,0.1127580730545262,509918314496,530553000,0,0,0,0,0,0,0,3352,387,39,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",0,0,0.0103398669304082
asg-retention-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,0.5,972768,0.10037427067158788,0.11461090524086819,509909401600,530547000,0,0,0,0,0,0,0,3345,395,38,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",0,0,0.008811364862434813
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,message_history_full_history_risk,none,3,,0.0,8,0.5,972670,0.10046490206722813,0.11514028586553732,509858021376,530540000,0,0,0,0,0,0,0,3343,398,37,"{""assistant_delta"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6}",0,0,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,0.5,972768,0.10037427067158788,0.11461090524086819,509909401600,528102349,345161,1288699904,0,0,0,0,0,3345,395,38,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",0,0,0.008811364862434813
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,message_history_full_history_risk,none,3,,0.0,8,0.5,972768,0.10037427067158788,0.11461090524086819,509909401600,513956734,4618118,4131913728,0,5705826304,15207754,7080715,58,3345,379,54,"{""failure_summary"": 1, ""file_context"": 1, ""system_prefix"": 3, ""task_prefix"": 6, ""test_failure_summary"": 2}",0,0,0.008811364862434813
