policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1651962000,,,5.254358151095486e-07,4818392,0.0,0.0,935851458560,1397714000,0,0,0,0,0,0,0,6138,0,0,{},0,0,6.163397508976422
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1527162000,,,5.683745404875187e-07,4333771,0.10057732953234189,0.7878787878787878,681770483712,1280004000,0,0,0,0,0,0,0,1302,2699,2137,"{""agent_role"": 2, ""assistant_delta"": 8, ""file_context"": 4, ""summary_state"": 3, ""system_prefix"": 2, ""task_prefix"": 2}",3,534,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1527162000,,,5.683745404875187e-07,4333771,0.10057732953234189,0.7878787878787878,681770483712,1280004000,0,0,0,0,0,0,0,1302,4432,404,"{""agent_role"": 2, ""assistant_delta"": 8, ""file_context"": 4, ""summary_state"": 3, ""system_prefix"": 2, ""task_prefix"": 2}",3,534,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1604752000,,,5.408935461678814e-07,4708166,0.02287609642386923,0.44151189312479633,878061289472,1387614000,0,0,0,0,0,0,0,3428,2532,178,"{""agent_role"": 10, ""system_prefix"": 10, ""task_prefix"": 9}",0,0,4.9889938949678765
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1530414000,,,5.671667927763337e-07,4240096,0.12001846259083948,0.7021831215379603,632657805312,1287010000,0,0,0,0,0,0,0,1828,4180,130,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,0.0019391201508678095
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1530372000,,,5.671823582762884e-07,4239917,0.12005561191368408,0.7191267513848159,632563957760,1287105000,0,0,0,0,0,0,0,1724,4104,310,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,3.1963518970348506e-05
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1530371000,,,5.671827288938433e-07,4239918,0.12005540437556761,0.7194525904203324,632564482048,1287104000,0,0,0,0,0,0,0,1722,3553,863,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,4.261802529379801e-05
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1530371000,,,5.671827288938433e-07,4239914,0.12005623452803338,0.7181492342782665,632562384896,1287104000,0,0,0,0,0,0,0,1730,4212,196,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1530517409,,,5.67128472303447e-07,4239917,0.12005561191368408,0.7191267513848159,632563957760,1236138759,221286,4300210176,69206016,0,0,0,0,1724,4115,299,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,3.1963518970348506e-05
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.5,1534296409,,,5.657316245468707e-07,4239917,0.12005561191368408,0.7191267513848159,632563957760,1128449720,2448393,18174443520,56623104,29857677312,107079707,9556148,169,1724,4133,281,"{""system_prefix"": 62, ""task_prefix"": 62, ""test_failure_summary"": 1}",1,1019,3.1963518970348506e-05
