Wrote 10 real-trace policy results to agent_results/local_h100_long/wafer_replay/m0.02_c8
policy,effective_prefill_tokens,cache_hit_ratio,oracle_gap
nocache,4818392,0.0,1.3634717443690714
lru-basic,4792298,0.30058651026392963,1.0
lru-system,4792298,0.30058651026392963,1.0
kvflow-like,4792352,0.30303030303030304,1.0007521834213202
asg-retention-v2-graph-only,4720507,0.42424242424242425,0.0
asg-retention-v2-online,4720507,0.42424242424242425,0.0
asg-retention-v2-trace-stats,4720507,0.42424242424242425,0.0
asg-retention-v2-oracle,4720507,0.42424242424242425,0.0
asg-placement-v2-online,4720507,0.42424242424242425,0.0
asg-prefetch-v2-online,4720507,0.42424242424242425,0.0
