policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,667041000,,,1.34924240039218e-07,44178,0.0,0.0,3805806592,31683000,0,0,0,0,0,0,0,410,0,0,{},0,0,
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,162,248,"{""agent_role"": 2, ""assistant_delta"": 9, ""edit_diff"": 4, ""file_context"": 4, ""system_prefix"": 2, ""task_prefix"": 2, ""tool_observation"": 2}",0,0,
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,288,122,"{""agent_role"": 2, ""assistant_delta"": 9, ""edit_diff"": 4, ""file_context"": 4, ""system_prefix"": 2, ""task_prefix"": 2, ""tool_observation"": 2}",0,0,
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,666274000,,,1.350795618619367e-07,38429,0.13013264520802215,0.8975609756097561,791674880,28424000,0,0,0,0,0,0,0,42,235,133,"{""agent_role"": 10, ""file_context"": 1, ""system_prefix"": 10, ""task_prefix"": 10, ""test_failure_summary"": 1}",0,0,
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,269,141,"{""agent_role"": 1, ""assistant_delta"": 2, ""edit_diff"": 2, ""system_prefix"": 10, ""task_prefix"": 10, ""test_failure_summary"": 2, ""tool_observation"": 1}",0,0,
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,279,131,"{""agent_role"": 9, ""assistant_delta"": 2, ""edit_diff"": 2, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,266,144,"{""agent_role"": 10, ""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,665974000,,,1.351404108869115e-07,36919,0.16431255375978993,1.0,0,27445000,0,0,0,0,0,0,0,0,270,140,"{""agent_role"": 2, ""assistant_delta"": 6, ""edit_diff"": 2, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 2}",0,0,
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,666094934,,,1.3511587523948951e-07,36919,0.16431255375978993,1.0,0,24842094,711761,1006632960,31457280,0,0,0,0,0,290,120,"{""agent_role"": 9, ""assistant_delta"": 2, ""edit_diff"": 2, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,4,0.25,666070456,,,1.3512084072979812e-07,36919,0.16431255375978993,1.0,0,23990686,6061641,1200095232,6291456,1839202304,6225962,958474,44,0,307,103,"{""agent_role"": 9, ""assistant_delta"": 2, ""edit_diff"": 2, ""system_prefix"": 10, ""task_prefix"": 10, ""tool_observation"": 1}",0,0,
