policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1651962000,,,5.254358151095486e-07,4818392,0.0,0.0,935851458560,1397714000,0,0,0,0,0,0,0,6138,0,0,{},0,0,1.3634717443690714
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1646489000,,,5.271823862777098e-07,4792298,0.0054154996106584585,0.30058651026392963,922170687488,1373259000,0,0,0,0,0,0,0,4293,1222,623,"{""agent_role"": 1, ""file_context"": 1, ""system_prefix"": 1}",0,0,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1646489000,,,5.271823862777098e-07,4792298,0.0054154996106584585,0.30058651026392963,922170687488,1373259000,0,0,0,0,0,0,0,4293,1822,23,"{""agent_role"": 1, ""file_context"": 1, ""system_prefix"": 1}",0,0,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1646503000,,,5.271779037147214e-07,4792352,0.005404292552370182,0.30303030303030304,922198999040,1373309000,0,0,0,0,0,0,0,4278,1842,18,"{""agent_role"": 1, ""file_context"": 1, ""system_prefix"": 1}",0,0,1.0007521834213202
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1607992000,,,5.398036806153265e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1401262000,0,0,0,0,0,0,0,3534,2437,167,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1607992000,,,5.398036806153265e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1401262000,0,0,0,0,0,0,0,3534,2435,169,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1607992000,,,5.398036806153265e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1401262000,0,0,0,0,0,0,0,3534,2435,169,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1607992000,,,5.398036806153265e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1401262000,0,0,0,0,0,0,0,3534,2437,167,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1600556000,,,5.423115467375088e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1395613317,102402,2072510464,0,0,0,0,0,3534,2441,163,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,62,10,62,,0.12658227848101267,4,0.02,1600556000,,,5.423115467375088e-07,4720507,0.02031486852875397,0.42424242424242425,884531527680,1395715719,51201,2020081664,0,26214400,0,102402,0,3534,2445,159,"{""assistant_delta"": 1, ""system_prefix"": 62, ""task_prefix"": 62}",0,0,0.0
