Wrote 10 real-trace policy results to agent_results/local_h100/wafer_replay/m0.5_c4
policy,effective_prefill_tokens,cache_hit_ratio,oracle_gap
nocache,436792,0.0,
lru-basic,330623,1.0,
lru-system,330623,1.0,
kvflow-like,397897,0.5315508021390374,
asg-retention-v2-graph-only,330623,1.0,
asg-retention-v2-online,330623,1.0,
asg-retention-v2-trace-stats,330623,1.0,
asg-retention-v2-oracle,330623,1.0,
asg-placement-v2-online,330623,1.0,
asg-prefetch-v2-online,330623,1.0,
