job_id,workload,node_id,input_tokens,output_tokens,shared_prefix_token_len,private_prefix_token_len,shared_prefix_ratio
moa_job_14,moa,moa_job_14_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_14,moa,moa_job_14_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_14,moa,moa_job_14_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_14,moa,moa_job_14_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_14,moa,moa_job_14_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_15,moa,moa_job_15_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_15,moa,moa_job_15_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_15,moa,moa_job_15_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_15,moa,moa_job_15_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_15,moa,moa_job_15_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_15,moa,moa_job_15_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_15,moa,moa_job_15_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_15,moa,moa_job_15_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_15,moa,moa_job_15_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_16,moa,moa_job_16_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_16,moa,moa_job_16_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_16,moa,moa_job_16_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_16,moa,moa_job_16_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_16,moa,moa_job_16_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_16,moa,moa_job_16_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_16,moa,moa_job_16_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_16,moa,moa_job_16_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_16,moa,moa_job_16_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_17,moa,moa_job_17_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_17,moa,moa_job_17_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_17,moa,moa_job_17_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_17,moa,moa_job_17_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_17,moa,moa_job_17_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_17,moa,moa_job_17_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_17,moa,moa_job_17_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_17,moa,moa_job_17_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_17,moa,moa_job_17_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_18,moa,moa_job_18_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_18,moa,moa_job_18_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_18,moa,moa_job_18_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_18,moa,moa_job_18_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_18,moa,moa_job_18_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_18,moa,moa_job_18_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_18,moa,moa_job_18_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_18,moa,moa_job_18_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_18,moa,moa_job_18_l2_agent_0,2561,64,1280,1281,0.4998047637641546
moa_job_19,moa,moa_job_19_l0_agent_0,2049,128,1024,1025,0.4997559785261103
moa_job_19,moa,moa_job_19_l0_agent_1,2049,128,1024,1025,0.4997559785261103
moa_job_19,moa,moa_job_19_l0_agent_2,2049,128,1024,1025,0.4997559785261103
moa_job_19,moa,moa_job_19_l0_agent_3,2049,128,1024,1025,0.4997559785261103
moa_job_19,moa,moa_job_19_l1_agent_0,2561,128,1280,1281,0.4998047637641546
moa_job_19,moa,moa_job_19_l1_agent_1,2561,128,1280,1281,0.4998047637641546
moa_job_19,moa,moa_job_19_l1_agent_2,2561,128,1280,1281,0.4998047637641546
moa_job_19,moa,moa_job_19_l1_agent_3,2561,128,1280,1281,0.4998047637641546
moa_job_19,moa,moa_job_19_l2_agent_0,2561,64,1280,1281,0.4998047637641546
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_0,planner_worker_tool,planner_worker_tool_job_0_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_1,planner_worker_tool,planner_worker_tool_job_1_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_2,planner_worker_tool,planner_worker_tool_job_2_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_3,planner_worker_tool,planner_worker_tool_job_3_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_4,planner_worker_tool,planner_worker_tool_job_4_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_5,planner_worker_tool,planner_worker_tool_job_5_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_6,planner_worker_tool,planner_worker_tool_job_6_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_7,planner_worker_tool,planner_worker_tool_job_7_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_8,planner_worker_tool,planner_worker_tool_job_8_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_9,planner_worker_tool,planner_worker_tool_job_9_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_10,planner_worker_tool,planner_worker_tool_job_10_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_1_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_2_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_worker_3_after_tool_0,2113,128,1056,1057,0.4997633696166588
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_planner_aggregate,2561,128,1280,1281,0.4998047637641546
planner_worker_tool_job_11,planner_worker_tool,planner_worker_tool_job_11_final,2049,64,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_planner,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_0_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_1_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_2_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_3_start,2049,128,1024,1025,0.4997559785261103
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_0_tool_0,32,16,16,16,0.5
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_1_tool_0,32,16,16,16,0.5
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_2_tool_0,32,16,16,16,0.5
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_3_tool_0,32,16,16,16,0.5
planner_worker_tool_job_12,planner_worker_tool,planner_worker_tool_job_12_worker_0_after_tool_0,2113,128,1056,1057,0.4997633696166588
