prefix_id,scope,selected_policy,confidence,opportunity_score,predicted_delta_ms_vs_apc,predicted_delta_ms_vs_pat,reason,baseline,arrival_rate_jobs_per_s,config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,fanin
sha256:29bb29e85ebb5d077f0f6b94b631dee4f7d4b18a92f452a555cddc7f089ea514,shared_kv_object,waferagent_latency_safe,0.621614212588819,901352.830698944,-901352.830698944,-548646.9567297921,positive_latency_safe_opportunity,waferagent_adaptive,4.0,76,train,53,3382,74,893,4,True
sha256:e8d9ad83d88e547d82519659961d4143e3cee83780e281ec87264b6b87433b3a,shared_kv_object,waferagent_latency_safe,0.6215274709117903,35995.528090208,-35995.528090208,-21909.005685343996,positive_latency_safe_opportunity,waferagent_adaptive,2.0,77,train,39,581,1737,527,2,False
sha256:363fc452fa923482657b2b578cd0855a289c8f5a4729ebeebe88370e7790dda4,shared_kv_object,apc_like,0.6043035011443881,29094.796050863995,-29094.796050863995,-19019.909677487994,high_queue_and_sram_risk,waferagent_adaptive,1.0,78,train,76,653,463,41,16,False
sha256:78d798095304b99218dc3bd3930fd4e6cc9e0a83ec6c03d5aaf4ab5e251b931d,shared_kv_object,waferagent_latency_safe,0.6215974648585149,190693.64517824,-190693.64517824,-116072.60445632,positive_latency_safe_opportunity,waferagent_adaptive,8.0,79,train,18,3423,104,528,2,False
sha256:f12559342f9677c0296c168bc9328b40fa4a096828f37146e5e349e8e1f3ba7c,shared_kv_object,waferagent_latency_safe,0.6215766035795173,16344.831300992002,-16344.831300992002,-9948.742096256003,positive_latency_safe_opportunity,waferagent_adaptive,8.0,79,train,18,3423,104,528,2,False
sha256:bd9f15286c8064ae3aa3fc7f022a9fc59ee2bc00c0fdb49ce46adf96b2619ba1,shared_kv_object,apc_like,0.5817433770519068,289239.464655072,-289239.464655072,-207884.25233020802,high_queue_and_sram_risk,waferagent_adaptive,2.0,80,train,50,5814,81,18,32,True
sha256:77a6d2e6040273e0451c2f08ec9be4b952595183077a4d5cf77d6aae127d5281,shared_kv_object,waferagent_latency_safe,0.621522116046242,47225.60636656,-47225.60636656,-28744.19681008,positive_latency_safe_opportunity,waferagent_adaptive,2.0,81,train,85,565,875,351,4,False
sha256:a7730b6a55cb3cc9734bedc593a911622feb7171b8e2603e289e3253b61ec556,shared_kv_object,waferagent_latency_safe,0.6216092335454,3523311.252172544,-3523311.252172544,-2144607.296974592,positive_latency_safe_opportunity,waferagent_adaptive,16.0,82,train,20,4184,382,824,16,True
sha256:22a59a77ffa35835def6c7eef70e8359153b5ec7d441599febcd9e5a40826e73,shared_kv_object,waferagent_latency_safe,0.6216200424140947,2301924.9502120796,-2301924.9502120796,-1401170.2976834397,positive_latency_safe_opportunity,waferagent_adaptive,1.0,83,train,63,19145,211,676,2,True
sha256:4ea73527c6355fb48589f5f858573990c05c3c1d9a6ef2d572889add64f24904,shared_kv_object,waferagent_latency_safe,0.6216056506783297,426422.02059121605,-426422.02059121605,-259558.58617508804,positive_latency_safe_opportunity,waferagent_adaptive,1.0,84,train,118,943,1043,838,8,True
sha256:c11c7727ffa57c1246e53f804c575b504cb7d1f66b678ce50e436687f7ba7f37,shared_kv_object,waferagent_latency_safe,0.6216203273680407,14666770.886553008,-14666770.886553008,-8927592.301325744,positive_latency_safe_opportunity,waferagent_adaptive,1.0,85,train,56,5716,794,1332,32,False
sha256:6310bbc41344835946a8505efa1111f419076964a79af751db2afdf6bd1b2e76,shared_kv_object,apc_like,0.6041080973118326,29497.456100032,-29497.456100032,-19281.078026944,high_queue_and_sram_risk,waferagent_adaptive,4.0,86,train,109,1597,3824,17,16,False
sha256:423ea0a78c444f24bcce284fe4f0e96f51d95732802460133dc43793b5ebdfe6,shared_kv_object,waferagent_latency_safe,0.6179904979878694,995.2819276639999,-995.2819276639999,-604.4126407519999,positive_latency_safe_opportunity,waferagent_adaptive,1.0,87,train,36,312,251,18,2,True
sha256:a647fc5b42e7a11cc7c9433b9383cf83994f31cbdfda7ace69ea289b662b48c4,shared_kv_object,waferagent_latency_safe,0.6216131282673927,2967088.3313761284,-2967088.3313761284,-1806043.9843159043,positive_latency_safe_opportunity,waferagent_adaptive,32.0,88,train,22,7928,1014,1254,4,True
sha256:381a71c016cc2ed6399fc229a74f06b2e7ffecb88c23674af37fffcf5ac5f583,shared_kv_object,waferagent_latency_safe,0.6215753418422448,211263.153487616,-211263.153487616,-128591.16734028798,positive_latency_safe_opportunity,waferagent_adaptive,16.0,89,train,120,6219,64,191,2,True
sha256:4d6740cdb4386cd03e2abf935bec62df1dd986c19ab6bfd54db1023993f87aa8,shared_kv_object,waferagent_latency_safe,0.6202786483232079,5467.538380544001,-5467.538380544001,-3325.2103185920005,positive_latency_safe_opportunity,waferagent_adaptive,16.0,90,train,89,398,347,117,2,False
sha256:438020f5c3368843f0002f85a68afd6ef8fc823ee0bee850dcf46e0ff5f6c1ba,shared_kv_object,apc_like,0.5810582794454906,38493.452831168004,-38493.452831168004,-27658.218441152003,high_queue_and_sram_risk,waferagent_adaptive,4.0,91,train,88,606,696,23,32,True
sha256:c474cc57c511639f48673a537a2fb8808063d2b262292da07130bf08746cdf25,shared_kv_object,waferagent_latency_safe,0.6216206403403174,12802258.715891551,-12802258.715891551,-7792674.341738336,positive_latency_safe_opportunity,waferagent_adaptive,2.0,92,train,74,15886,1032,838,16,False
sha256:030a8706fde4b47190bc72e38688651dbe2ebbc74cb5261253e7f682943f5135,shared_kv_object,waferagent_latency_safe,0.6214515436166941,46513.423024512,-46513.423024512,-28309.446623615997,positive_latency_safe_opportunity,waferagent_adaptive,8.0,93,train,99,1366,88,143,4,False
sha256:d5cab03846932e2d8b9ba75bcf519737ba9af65cf30f918e7ebc089934798cb2,shared_kv_object,waferagent_latency_safe,0.6215102323502524,130653.677884928,-130653.677884928,-79522.675234304,positive_latency_safe_opportunity,waferagent_adaptive,32.0,94,train,13,2724,86,312,4,False
sha256:0449c04fcafe6d9ca770dcd7e818067815b1baf97e6eb7c254439903269bc55d,shared_kv_object,waferagent_latency_safe,0.6214968968335204,69168.678880256,-69168.678880256,-42099.324535808,positive_latency_safe_opportunity,waferagent_adaptive,32.0,94,train,13,2724,86,312,4,False
sha256:cf30caf42027614964ad0b7aa939b1b2de5e114c8773de7f98386a371bc8b008,shared_kv_object,waferagent_latency_safe,0.6116799696296644,1446.7158218240002,-1446.7158218240002,-874.9357176320001,positive_latency_safe_opportunity,waferagent_adaptive,16.0,95,train,83,272,3274,18,4,True
sha256:526f207897a8b59e025b180a85e6045721306d861a38089517a09869890e09a3,shared_kv_object,waferagent_latency_safe,0.6216205977883362,6393537.890172175,-6393537.890172175,-3891716.1747243674,positive_latency_safe_opportunity,waferagent_adaptive,1.0,96,validation,10,21306,1404,589,16,True
sha256:2f9974d6a9f70a67ff35021001fe534d58c9922aab421c31848267f58e9a569c,shared_kv_object,waferagent_latency_safe,0.6216205977883362,6393537.890172175,-6393537.890172175,-3891716.1747243674,positive_latency_safe_opportunity,waferagent_adaptive,1.0,96,validation,10,21306,1404,589,16,True
sha256:b37c551acbb00a67301c5595e172f2aad9ccfb0be2bf0be1d220f739418c472b,shared_kv_object,waferagent_latency_safe,0.6216010529968053,324669.80035116797,-324669.80035116797,-197622.50347462395,positive_latency_safe_opportunity,waferagent_adaptive,4.0,97,validation,35,11332,370,96,4,True
sha256:0093306c3bd4a5988a2a51d086dafc9c824cff9c16c036dac5022f517842ba49,shared_kv_object,waferagent_latency_safe,0.6215290393161649,39258.959969776,-39258.959969776,-23895.347101168,positive_latency_safe_opportunity,waferagent_adaptive,1.0,98,validation,64,1346,1295,164,2,True
sha256:cefabe76c7cc8cad3706519f13ee7f3a84cb914609a1de0262c1b3333abbfdb7,shared_kv_object,waferagent_latency_safe,0.6208393298785233,62352.48732864,-62352.48732864,-37934.72924352001,positive_latency_safe_opportunity,waferagent_adaptive,8.0,99,validation,44,349,160,90,32,True
sha256:a06058d2df4c1dcd73435340d9eea7ad72305f56db83bf754b1811b8d12eb240,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:a09b53ff1a8bccc7a6ee09d0c88ba38d2624769368a07ee4834de896fe955156,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:7bebf80c983671f290db2f3d18ed04bf5907d2c36adf5b522e69ff53254ee26d,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:d56de217ca3a1fa2f5fdfec11d89f8ab9df248c6b93a3276807c5464ec75841a,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:087030d6554ba49db192bfafc2a0ab82960888cf1d9c8281d16734c95aed077c,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:02e3254699afa7b58be70ec4e9a29e962a00ed61551798af1b9db02eca52899a,shared_kv_object,waferagent_latency_safe,0.6214655877594942,12021.328483376,-12021.328483376,-7316.602065968001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:93d0b686170a780c1e966df2327f210ce456620e2097444877f969d5712e5715,shared_kv_object,waferagent_latency_safe,0.6214607818204051,7839.95944568,-7839.95944568,-4771.65960824,positive_latency_safe_opportunity,waferagent_adaptive,1.0,100,validation,3,277,2890,626,8,False
sha256:672181e00e30324e395c850cba8b7c034e70e29b381dff90c83a556696e88e1b,shared_kv_object,waferagent_latency_safe,0.6213166006518072,33775.057953216005,-33775.057953216005,-20554.729841088003,positive_latency_safe_opportunity,waferagent_adaptive,4.0,101,validation,36,457,2434,137,8,True
sha256:8c965b5274359ffb13a635b72cfd765cc6a4386ae243acd39cf488b8a4123b75,shared_kv_object,waferagent_latency_safe,0.6216021140714008,496960.0416872,-496960.0416872,-302493.6533096,positive_latency_safe_opportunity,waferagent_adaptive,1.0,102,validation,17,11925,208,48,16,True
sha256:354976d3078cfe5d46d0d0ab5183bd8d9c5f5842e2dbf5be5c0ea2d57f3abd43,shared_kv_object,waferagent_latency_safe,0.6215822496101593,86276.08472000001,-86276.08472000001,-52514.55896000001,positive_latency_safe_opportunity,waferagent_adaptive,1.0,102,validation,17,11925,208,48,16,True
sha256:66faf9fb6191d88dd1fd882e2aa4e51d0c85a13f095a05d9369721a9772769dd,shared_kv_object,waferagent_latency_safe,0.619279806132416,8833.869738496,-8833.869738496,-5369.077232128,positive_latency_safe_opportunity,waferagent_adaptive,32.0,103,validation,63,459,151,81,4,False
sha256:768734e3b7266b82cb6a17063527d811f0d06fc634157637dd7c7410639a2a5b,shared_kv_object,waferagent_latency_safe,0.6215765431503423,80636.337520112,-80636.337520112,-49081.576914416,positive_latency_safe_opportunity,waferagent_adaptive,1.0,104,validation,89,2337,141,194,2,True
sha256:d2a061fa290c352ba8d9647ae764d8dfd8146cf5ee1eeb226600beb761b7cc6a,shared_kv_object,waferagent_latency_safe,0.6215027958081835,204408.456818432,-204408.456818432,-124413.10849817599,positive_latency_safe_opportunity,waferagent_adaptive,16.0,105,validation,106,3413,370,111,8,True
sha256:58d961ba72105b14de33d5221665c7d86262bf78797e7683712bb98ec51ae0fd,shared_kv_object,apc_like,0.5817583698651899,289727.933705648,-289727.933705648,-208236.656061872,high_queue_and_sram_risk,waferagent_adaptive,1.0,106,validation,46,1092,1653,99,32,False
sha256:675cb1289b61a112a995d87018a2af11831ab6a46cf68bf3face8269d468bdeb,shared_kv_object,waferagent_latency_safe,0.6215874769709872,265983.01226176,-265983.01226176,-161899.17746368,positive_latency_safe_opportunity,waferagent_adaptive,4.0,107,validation,17,1814,2020,320,8,True
sha256:eaabbd47a35c07dcaa5c4cca98118bf2929a0831506e26e32568018d4b0625b0,shared_kv_object,waferagent_latency_safe,0.6215620261053914,45495.94538688,-45495.94538688,-27692.131539839997,positive_latency_safe_opportunity,waferagent_adaptive,4.0,107,validation,17,1814,2020,320,8,True
sha256:76f3800753eb21ee3488f4e114618e997508a34cf980c3ee7bc74100dd16d594,shared_kv_object,waferagent_latency_safe,0.6214665147997877,162433.78685695998,-162433.78685695998,-98862.95721728,positive_latency_safe_opportunity,waferagent_adaptive,32.0,108,validation,107,16010,320,34,4,True
sha256:315216b7c34d57e640d2daf6f9db8933e3994b3661139ac89e9e37e6b4c9f422,shared_kv_object,waferagent_latency_safe,0.6216131400178261,3095989.3564977925,-3095989.3564977925,-1884505.0669986564,positive_latency_safe_opportunity,waferagent_adaptive,8.0,109,validation,27,7407,151,409,16,True
sha256:9bf499c77d81d8fbdaa79d81817e1edac572375f70ace1710b223e623e14602e,shared_kv_object,apc_like,0.5917800242402137,181994.236994672,-181994.236994672,-125509.86667736001,high_queue_and_sram_risk,waferagent_adaptive,1.0,110,validation,53,2394,86,59,16,True
sha256:9a428ac1428efb541b7d62880af65cfe27d724ed90f83d3fd7c83fa5d94f3ae0,shared_kv_object,waferagent_latency_safe,0.6216067591172106,449323.507680704,-449323.507680704,-273498.673153472,positive_latency_safe_opportunity,waferagent_adaptive,4.0,111,validation,49,24681,507,61,4,True
sha256:06a02e1fb5c77b032265e1b7eb02cadc8a5804c525f80c1737259d7f701e7317,shared_kv_object,waferagent_latency_safe,0.6216203903201809,3213290.95437536,-3213290.95437536,-1955914.6972284801,positive_latency_safe_opportunity,waferagent_adaptive,4.0,112,validation,87,31596,1578,865,2,False
sha256:3e2f798e80b013f26ab04b917466a22ec4cd6b06e64fc3b0ddd6a54fff01934d,shared_kv_object,waferagent_latency_safe,0.6216212932717012,31390758.53902688,-31390758.53902688,-19107414.240059838,positive_latency_safe_opportunity,waferagent_adaptive,4.0,113,validation,38,54570,1478,1066,8,True
sha256:d00f98e3fb982aed28f40d0ed411a8f7c75d7e59479d7fb1141e5c2c56f7bbe3,shared_kv_object,waferagent_latency_safe,0.6215658144370346,148914.57061088,-148914.57061088,-90640.42537184001,positive_latency_safe_opportunity,waferagent_adaptive,4.0,114,validation,8,3623,134,101,16,True
sha256:6a1b27a348b9ff1019320ea3c4ec234134862eaca983aab03be56adb9054cd5f,shared_kv_object,waferagent_latency_safe,0.6215658144370346,148914.57061088,-148914.57061088,-90640.42537184001,positive_latency_safe_opportunity,waferagent_adaptive,4.0,114,validation,8,3623,134,101,16,True
sha256:f1bada92ab7299a086956272f5862836ed07565bbbdf0c0aaaaeb29c8d633d8e,shared_kv_object,waferagent_latency_safe,0.6215509079825391,73904.656821696,-73904.656821696,-44983.414369727994,positive_latency_safe_opportunity,waferagent_adaptive,4.0,114,validation,8,3623,134,101,16,True
sha256:1fd51224887839efe083736e58d68ba6b7e72d695b9f81b5dcd6f9068ef82ad2,shared_kv_object,waferagent_latency_safe,0.6200086318732929,2575.11798392,-2575.11798392,-1565.84654456,positive_latency_safe_opportunity,waferagent_adaptive,1.0,115,validation,26,285,189,38,4,False
sha256:01b44ecbbf44e6adb482dc9ab78a06948068a3fd52052f8ed97c6e4b7a113bf2,shared_kv_object,waferagent_latency_safe,0.6215277485682965,221175.147459072,-221175.147459072,-134620.289757696,positive_latency_safe_opportunity,waferagent_adaptive,32.0,116,validation,5,463,172,2006,16,False
sha256:6c0a3ed4376b589b6b2a6aeafbc23b63cd8cca06caa9f7c6ec96f7895529182d,shared_kv_object,waferagent_latency_safe,0.6215277485682965,221175.147459072,-221175.147459072,-134620.289757696,positive_latency_safe_opportunity,waferagent_adaptive,32.0,116,validation,5,463,172,2006,16,False
sha256:98f5c201fe7b65b0d13c78ac1b400496b1b6550d5bd5d2bb7f6fc02a983672bc,shared_kv_object,waferagent_latency_safe,0.6215277485682965,221175.147459072,-221175.147459072,-134620.289757696,positive_latency_safe_opportunity,waferagent_adaptive,32.0,116,validation,5,463,172,2006,16,False
sha256:88acc118cc4dea251cce5b03d4a1f3465290ea02c73f94870b4bf0afd3c6ecdc,shared_kv_object,waferagent_latency_safe,0.6215277485682965,221175.147459072,-221175.147459072,-134620.289757696,positive_latency_safe_opportunity,waferagent_adaptive,32.0,116,validation,5,463,172,2006,16,False
sha256:c74f9df0ee587fbb1bcb9f84208e33368e132eb83e13730a290eb34833c6fb01,shared_kv_object,waferagent_latency_safe,0.6212365800735552,16875.578380159997,-16875.578380159997,-10269.567274879999,positive_latency_safe_opportunity,waferagent_adaptive,8.0,117,validation,85,463,1720,205,2,True
sha256:368a4cbe18638d9987fa351d01741254a1568c4e222632e6496a482d6fb4af1e,shared_kv_object,waferagent_latency_safe,0.6216171888421262,5210942.423882048,-5210942.423882048,-3171869.030406464,positive_latency_safe_opportunity,waferagent_adaptive,4.0,118,validation,14,3041,217,1233,32,True
sha256:be4f3aa23fff2af6075244af4ed0689f7734fccdc81c92ed82ae68ae6b9604fe,shared_kv_object,waferagent_latency_safe,0.6216166263034804,2226800.617407296,-2226800.617407296,-1355439.536030528,positive_latency_safe_opportunity,waferagent_adaptive,4.0,118,validation,14,3041,217,1233,32,True
sha256:f561ac95a8230c6d1b5f5bda09e86cbc784d22d345ac49071f279d2e031f70da,shared_kv_object,apc_like,0.5918360373850217,14802554.935370864,-14802554.935370864,-10208655.17590232,high_queue_and_sram_risk,waferagent_adaptive,1.0,119,validation,53,38549,471,298,16,True
sha256:5d1d0f82c64baf9faa8517df9fa608d6a7702f3a6563454e9a2a93d1acb306cb,shared_kv_object,waferagent_latency_safe,0.6215428368880045,185501.11453568,-185501.11453568,-112908.04797824,positive_latency_safe_opportunity,waferagent_adaptive,16.0,120,validation,114,655,506,949,4,True
sha256:8702de2b300ba87cd75fc98ba70b8544cc396d945e19e5105919ade792a75369,shared_kv_object,waferagent_latency_safe,0.6215416264551699,169464.32424588798,-169464.32424588798,-103146.93432358399,positive_latency_safe_opportunity,waferagent_adaptive,8.0,121,validation,120,4778,360,74,8,False
sha256:fcbc591b4cb31179080a1a6830424b6a9c702d217f423687799bd88887bf0c2f,shared_kv_object,waferagent_latency_safe,0.6215911985515704,306473.605804928,-306473.605804928,-186545.53179430397,positive_latency_safe_opportunity,waferagent_adaptive,8.0,122,validation,83,42788,637,24,4,True
sha256:c37bde65dcdf6f9eddf3e184124bbc091bdec003da96e04f078c2d81abff63a8,shared_kv_object,waferagent_latency_safe,0.6214942936947627,51053.170577280005,-51053.170577280005,-31073.319047040004,positive_latency_safe_opportunity,waferagent_adaptive,8.0,123,validation,89,2734,3292,105,2,True
sha256:534be11ab6c3258b3ab6b910297a36d393b989e352108617a3fbec78c6bc7e44,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:a74174d11dfa64950fd81c9fea6d1894029920dba15fcb53d1e3ecd7f7b307d3,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:3d3b37b2dfbeeaebf92dcecc8ffc47d14d2b04605fb0d2f1b7ca5935647f9bc3,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:1a7a076c78574469be5fca29deaa5ec6e86a1dab3a55e1e0b1cbbb9ce862bb0e,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:c661c36768f0fa29be35ee2008b6029e6f957fcffbeaca8a8add17ae5b7ef2cd,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:7753e425de534c27ed0c5f0c3915a913ce9310e18fc433639f8421d444cd9f8b,shared_kv_object,waferagent_latency_safe,0.6216201524639182,1434010.995466624,-1434010.995466624,-872875.4402840319,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:186f8b37b6b6747a746af51e240b291d3db017b8c7be4bdca3addfb1b8c90fb0,shared_kv_object,waferagent_latency_safe,0.6216201124580428,937622.536747408,-937622.536747408,-570726.212204944,positive_latency_safe_opportunity,waferagent_adaptive,1.0,124,validation,3,16602,255,1102,8,True
sha256:cebdf90f5fa59585febcad59c75f228cd769612364585511fef6f7c899e6349f,shared_kv_object,waferagent_latency_safe,0.6215649279540485,82782.352655216,-82782.352655216,-50387.436127088,positive_latency_safe_opportunity,waferagent_adaptive,1.0,125,validation,21,5439,228,51,4,True
sha256:9bd68870e7d9f033ff93e1be55e52caa45085af33161599455e8bcf65d48aaf4,shared_kv_object,waferagent_latency_safe,0.6203678317130525,759.241465584,-759.241465584,-461.77670731200004,positive_latency_safe_opportunity,waferagent_adaptive,1.0,126,validation,6,521,486,44,2,False
sha256:629274557f41b399a417f3cdc91b6d914db2f2282bf70483842973be12df2d63,shared_kv_object,waferagent_latency_safe,0.6203678317130525,759.241465584,-759.241465584,-461.77670731200004,positive_latency_safe_opportunity,waferagent_adaptive,1.0,126,validation,6,521,486,44,2,False
sha256:b65ecac4b17f76342814534d3228af950e80897a40d8a7fc0ac8d11d266a4c05,shared_kv_object,waferagent_latency_safe,0.6203678317130525,759.241465584,-759.241465584,-461.77670731200004,positive_latency_safe_opportunity,waferagent_adaptive,1.0,126,validation,6,521,486,44,2,False
sha256:cae4ab1fab91038c6b6439113c3c5efb44950c0758979e28cf27a10ea82246fe,shared_kv_object,waferagent_latency_safe,0.6199883783147325,206.98767243199998,-206.98767243199998,-125.86092017599998,positive_latency_safe_opportunity,waferagent_adaptive,1.0,126,validation,6,521,486,44,2,False
sha256:63bbdd14f4f8c58ffffea91932c0c51433d03fc9e135fc623fb3bb92ed904a4b,shared_kv_object,waferagent_latency_safe,0.6213547298964978,285414.36110745603,-285414.36110745603,-173700.89806540805,positive_latency_safe_opportunity,waferagent_adaptive,32.0,127,validation,10,4233,218,68,32,True
sha256:c6a6a95a860b133d15b16df1ea53f7e28ccaa6c62abadd063954514b509d9b28,shared_kv_object,waferagent_latency_safe,0.6213547298964978,285414.36110745603,-285414.36110745603,-173700.89806540805,positive_latency_safe_opportunity,waferagent_adaptive,32.0,127,validation,10,4233,218,68,32,True
sha256:3650205f3bf669724585f356b40f1e8c0e841cf19d7458ce941b62437642aa5d,shared_kv_object,waferagent_latency_safe,0.6215490866708002,89626.68893376,-89626.68893376,-54552.85195968,positive_latency_safe_opportunity,waferagent_adaptive,8.0,128,test,114,444,323,1135,2,True
sha256:5d3313f01153f7d997c2df34f9fedf6419e20952f2006bbd1a86d4474c720ff9,shared_kv_object,waferagent_latency_safe,0.6212554649575953,59705.25252992,-59705.25252992,-36333.836322560004,positive_latency_safe_opportunity,waferagent_adaptive,16.0,129,test,123,4615,116,27,8,False
sha256:88d49e70d514175d36b98f3411bae4177581cad5018121a45a831578e58d551e,shared_kv_object,waferagent_latency_safe,0.6213280704772561,94937.74217344,-94937.74217344,-57777.36740991999,positive_latency_safe_opportunity,waferagent_adaptive,8.0,130,test,11,1145,126,76,32,True
sha256:5eebb6876effc1755b3795c5df96394bfd21d8fea0d18a7229902d177e3d5f84,shared_kv_object,waferagent_latency_safe,0.6213225814963944,77628.22807552,-77628.22807552,-47242.94926336,positive_latency_safe_opportunity,waferagent_adaptive,8.0,130,test,11,1145,126,76,32,True
sha256:9e62b0dbd8bbed4875eff8fd4968bd1d94f4ab07bde0e6899b2ade6810cb6b2f,shared_kv_object,waferagent_latency_safe,0.6209424710617114,7487.316761984,-7487.316761984,-4555.521072512,positive_latency_safe_opportunity,waferagent_adaptive,8.0,131,test,59,817,662,78,2,False
sha256:e05fed5aa133eeb9511e34df50c48aff762c89360a92d02f8d0c4c71010c8ce4,shared_kv_object,waferagent_latency_safe,0.6215933112260571,984831.87626112,-984831.87626112,-599452.05772416,positive_latency_safe_opportunity,waferagent_adaptive,8.0,132,test,11,534,587,1690,32,True
sha256:67c7184ca362d8c038ebc20653c0c7e8684f1eb5424b865c07421e5e70182ceb,shared_kv_object,waferagent_latency_safe,0.6215927817744789,805276.47031296,-805276.47031296,-490159.27062528,positive_latency_safe_opportunity,waferagent_adaptive,8.0,132,test,11,534,587,1690,32,True
sha256:6f4c147cd0c8be1f36b4649978570e017558c27fd5d03ffde31a2bac1cb4417c,shared_kv_object,waferagent_latency_safe,0.620971381879204,25087.802187264,-25087.802187264,-15264.496983551999,positive_latency_safe_opportunity,waferagent_adaptive,32.0,133,test,66,329,81,429,2,True
sha256:c071643e4e1766e15ae148948c37b430ae28099078a68f55f532930b43c5b951,shared_kv_object,waferagent_latency_safe,0.6215327085098018,115907.361956288,-115907.361956288,-70548.306190784,positive_latency_safe_opportunity,waferagent_adaptive,4.0,134,test,122,442,937,486,8,True
sha256:cb34b547c64e8e5eccc973cee307f682642afaf82624dac8a2e3e9f70eeea48d,shared_kv_object,waferagent_latency_safe,0.6216206842089783,4419630.87176512,-4419630.87176512,-2690208.48759616,positive_latency_safe_opportunity,waferagent_adaptive,2.0,135,test,7,19240,109,1229,8,True
sha256:643a43f1b86e492f6df2b60df27f006d7bfd6ebe793817c475784e259aac78e7,shared_kv_object,waferagent_latency_safe,0.6216206842089783,4419630.87176512,-4419630.87176512,-2690208.48759616,positive_latency_safe_opportunity,waferagent_adaptive,2.0,135,test,7,19240,109,1229,8,True
sha256:0a0766c1e260161ed24ae6e804e6532704d453d8860aeaa694a89ebf07688c04,shared_kv_object,waferagent_latency_safe,0.6216206030681609,3778071.2475572806,-3778071.2475572806,-2299694.0481870407,positive_latency_safe_opportunity,waferagent_adaptive,2.0,135,test,7,19240,109,1229,8,True
sha256:309b71da5f3f34a258eb3420d95cc82b01d96bc3ea11c722896636dfb6bcce25,shared_kv_object,waferagent_latency_safe,0.6215330499951063,53056.424371552,-53056.424371552,-32293.390378335997,positive_latency_safe_opportunity,waferagent_adaptive,2.0,136,test,99,1046,365,213,4,False
sha256:97b4563128a027c47bd0bc3c9f38c70988e9065401f4fe3183422dc5daaf6546,shared_kv_object,apc_like,0.6046481442850976,4005867.17379568,-4005867.17379568,-2619216.53046256,high_queue_and_sram_risk,waferagent_adaptive,2.0,137,test,44,18705,174,197,16,False
sha256:a5d1659b44869ae955530536c2bebebf1002f981de367bb3fefbbe3c6b46bb1a,shared_kv_object,waferagent_latency_safe,0.6208290023914572,13616.06775808,-13616.06775808,-8283.84646144,positive_latency_safe_opportunity,waferagent_adaptive,32.0,138,test,12,1556,4023,83,2,True
sha256:cb70d1ccef351c14aee51b14b516e6a41a8f1eb6842e821337ea6137dad5037c,shared_kv_object,waferagent_latency_safe,0.6207800356163776,8947.266241024001,-8947.266241024001,-5443.235103232,positive_latency_safe_opportunity,waferagent_adaptive,32.0,138,test,12,1556,4023,83,2,True
sha256:7ea641e231d888cd07fa0693c417de9b8701f7e241f0c4bd710a52b618231a35,shared_kv_object,apc_like,0.5816775218830085,534429.58045568,-534429.58045568,-384098.28282752004,high_queue_and_sram_risk,waferagent_adaptive,16.0,139,test,87,4395,291,44,32,True
