config_id,split,predicted_policy,oracle_best_policy,score,confidence,correct
131,test,apc_like,waferagent_latency_safe,10.150993370954248,0.34182513608399545,False
132,test,apc_like,waferagent_latency_safe,8.617716237583226,0.44124047719628384,False
133,test,apc_like,waferagent_latency_safe,10.819493039903277,0.2984806413572632,False
134,test,waferagent_latency_safe,waferagent_latency_safe,16.217457578238605,0.051515112320220505,True
135,test,apc_like,waferagent_latency_safe,9.674981567882652,0.3726890123825974,False
136,test,apc_like,waferagent_latency_safe,14.25924140293334,0.07545262547650937,False
137,test,apc_like,apc_like,12.316752904109006,0.20140060481716815,True
138,test,apc_like,waferagent_latency_safe,6.460756664304469,0.5810944325418987,False
139,test,apc_like,apc_like,12.968182782472311,0.15916288916961246,True
140,test,apc_like,waferagent_latency_safe,13.244694820301396,0.14123427211524173,False
141,test,apc_like,waferagent_latency_safe,7.2221777525091895,0.5317250552998755,False
142,test,apc_like,waferagent_latency_safe,10.636420764820269,0.31035076729827,False
143,test,apc_like,waferagent_latency_safe,12.35897586134471,0.19866293293450699,False
144,test,apc_like,apc_like,13.256271663259342,0.14048364734779523,True
145,test,apc_like,waferagent_latency_safe,11.419716485251069,0.25956307240372917,False
146,test,apc_like,waferagent_latency_safe,15.071068191131106,0.022815019843317755,False
147,test,apc_like,waferagent_latency_safe,11.701899336556092,0.24126676848843515,False
148,test,waferagent_latency_safe,waferagent_latency_safe,16.887713754405702,0.09497349628487978,True
149,test,apc_like,waferagent_latency_safe,10.393150296334316,0.32612405190592936,False
150,test,waferagent_latency_safe,waferagent_latency_safe,18.690572181280736,0.21186807560394308,True
151,test,apc_like,waferagent_latency_safe,7.862720188588735,0.4901932647358699,False
152,test,apc_like,waferagent_latency_safe,14.152077452893304,0.08240097187540685,False
153,test,apc_like,apc_like,10.3174816993579,0.3310302878473469,True
154,test,apc_like,waferagent_latency_safe,10.668791927696082,0.3082518706738711,False
155,test,apc_like,waferagent_latency_safe,9.498504409992819,0.3841315210252274,False
156,test,apc_like,waferagent_latency_safe,13.143749665928045,0.14777940132720324,False
157,test,apc_like,waferagent_latency_safe,7.733664506662158,0.49856103750308106,False
158,test,apc_like,waferagent_latency_safe,9.469591892630817,0.38600616437142987,False
159,test,apc_like,apc_like,11.981077871086502,0.22316525987169292,True
