config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,comparison,jct_delta_pct
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9987536130898399
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9982097936556216
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-4.6328357651213866e-06
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.964310359847181
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9640780976843665
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.6396919103128711
78,train,76,653,463,41,16,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.6395742794942034
78,train,76,653,463,41,16,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,1.7754025752470426
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9923923820420173
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9923506784685531
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.7078607545933273
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.6176656386342315
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.4144721709246617
81,train,85,565,875,351,4,2.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.984537855243916
81,train,85,565,875,351,4,2.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9844134226559947
81,train,85,565,875,351,4,2.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.41865498833792947
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.31797742380680094
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.022628465473267363
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9989999950810907
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9989788435648587
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,4.70749482366768e-06
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.17453735103323081
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.17452502871589703
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9981012020924567
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,3.0364179506866145
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,3.0364166472690384
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.05588507919293519
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.42580745724574853
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.42602667234039754
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.7415760838746903
87,train,36,312,251,18,2,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.8217832148322382
87,train,36,312,251,18,2,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.7888171660788997
87,train,36,312,251,18,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.999501589397479
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9995282139731246
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,1.218002135228836e-06
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9928744028864783
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9931878411300675
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,8.753170137830096e-06
90,train,89,398,347,117,2,16.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.8392307223423544
90,train,89,398,347,117,2,16.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.8380671175138524
90,train,89,398,347,117,2,16.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.5594983753982397
91,train,88,606,696,23,32,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.5598161310635614
91,train,88,606,696,23,32,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.358768168165205
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.774168387348029
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.7741673297089877
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.02386808259791328
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9871827011499041
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9593003671719315
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-6.19796858699107e-05
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9952288057939177
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9875372484138034
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.7103362032588614
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.6980357014338063
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.3532281380992412
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.35322526864374376
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.023603407156935565
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.996178661405606
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9963089154656383
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,1.3278931782896686e-05
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9712913076153777
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9681528414347167
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-1.886419064828468e-05
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.7048598008798018
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.7044950117296082
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9948565693764136
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.5608213943314536
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.5607865273383985
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9743917453641515
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.4970812145347844
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.49664869140947265
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9555343590047252
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.45781312942635405
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.3794411204773277
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.10368225848212106
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9470547784443941
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9464388708487212
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9885414213446777
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9871419081445121
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-2.2325964328764784e-05
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.32378108031709746
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.960103603369872
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9971794226932746
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.501081162594029
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.2277200815003226
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.60017291123698
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.3004683336618385
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.1964565572900549
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9979143196417714
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9938643077637798
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9941143699801493
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,3.8984721705195556e-05
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.3536821461376817
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.2578153274233894
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.023532363342527025
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.292313931988518
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.1321439574913488
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.22619421237587894
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9968841911201872
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9969994053602611
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.8394492711185602e-05
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9988536616449343
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9988514054618971
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,3.982660566714659e-06
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.33301026772237274
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.23660784327422238
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9987251721774222
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.33857190409592103
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.31660099312688733
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9985948046063633
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.910370642372489
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9084098517653104
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.7603809931761678
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.760371365691255
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9996818570911753
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9375379468498315
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9349486886547124
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,1.0186323067499374
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,1.0186342561581183
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9626048667964721
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.35289001176551027
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.3528868949555302
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.2608416121758425
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9942602914693457
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9940696263342538
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.571319764549051
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.571240522121962
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9972314962371313
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.99471599390839
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9949351197386314
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.341196329961578e-05
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9736882260504056
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9715466732869282
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-2.6154258600459074e-05
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.3313488462038276
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.3313447952178281
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9997682714359911
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.990932365427866
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9905245753203668
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.168792520189529e-05
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.8340270033710967
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.8316404164194531
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,1.0819006390065917
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.9376339415410273
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.039215279138213856
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9838252629995738
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9832880756986425
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.4718163808715428
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.4716054360419217
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9934591924986468
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.8826818861148654
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.01515907789734339
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9984627244857346
131,test,59,817,662,78,2,8.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.8970907785572267
131,test,59,817,662,78,2,8.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.8961130056001706
131,test,59,817,662,78,2,8.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,1.0132391245503838
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,1.013238834535061
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.99947065995311
133,test,66,329,81,429,2,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.959888783582992
133,test,66,329,81,429,2,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9580645167192133
133,test,66,329,81,429,2,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.1839136316694271
134,test,122,442,937,486,8,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.18386612954286083
134,test,122,442,937,486,8,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.993955967776741
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.33253373639774886
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.3325306082546687
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9997551556157147
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.987783359899396
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9612537172164218
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-3.288094329275011e-05
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.739997202395617
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.7399934551261729
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.6350361237136716
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9459087853478078
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9412772400471858
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,1.0806973155102853
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.9378492863676856
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.519391892061555
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9963790740339381
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9960778650201167
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-4.219195515350659e-06
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.8579551477317707
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.10782438945739965
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9984919819908519
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.3525468316369198
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.27378696660540575
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.26065406638101396
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.998627855299255
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9985946756952281
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.2057226554838346e-06
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.35382953386337535
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.2741739315225938
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.26135456866099277
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,1.791323884382917
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,1.4929442195754001
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9958059653898395
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.2635103924910387
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.19644945305081743
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.998046195145267
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.995083428865871
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9952733958353157
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,1.4245586187695062e-05
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.332593089358403
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.2371862528757877
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.9878888591335969
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9980485401006828
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9980421352368054
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.0948755947456705e-06
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9994880097796398
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9995228720898481
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,2.0954024647173627e-06
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9548704346172455
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9442336498358953
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-7.611162183053318e-05
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,0.33273103581104785
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.9804731003495348
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.999735409167964
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,1.0381945688237113
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,0.9140786485371937
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.5093697062606134
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9869693645712334
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,pat_global_orchestrator_vs_engine,-0.986565571370208
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,adaptive_vs_apc_global_orchestrator,0.0
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.8992796770010293
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.8757552080620464
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,-0.00016520314517836122
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9975724334247021
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,pat_global_orchestrator_vs_engine,-0.9975668387105703
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,adaptive_vs_apc_global_orchestrator,9.867729147147441e-06
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,apc_global_orchestrator_vs_engine,-0.9919559648070346
