config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,jct_p99_delta_vs_apc,benefit_scheduler_orchestrator_pct,benefit_decode_cohort_pct,benefit_affinity_placement_pct,benefit_shared_kv_placement_pct,benefit_prefill_cache_pct,benefit_adaptive_selection_pct,unexplained_pct,primary_benefit_source
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,0.9909321687696856,9.565729918834618,0.0,90.41440737324436,0.0,0.019862707920997893,0.0,2.842170943040401e-14,affinity_placement
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,0.8340270033710967,100.0,0.0,0.0,0.0,0.0,0.0,0.0,scheduler_orchestrator
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,-1.0002583243099226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,0.9838252629995738,99.93688461332326,0.0,2.8877509895284837e-05,0.0,0.06308650916685056,0.0,0.0,scheduler_orchestrator
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,0.9838323248740278,0.0,1.968457814779193e-05,89.58756243253652,0.0,10.412417882885354,0.0,0.0,affinity_placement
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,0.9971057992353246,0.0,0.0,4.363557370394633e-05,15.633485146101133,84.36647121832516,0.0,0.0,prefill_cache
131,test,59,817,662,78,2,8.0,False,1.0,1.0,0.8970907785572267,99.62760627030514,0.0,0.0,0.0,0.37239372969486695,0.0,0.0,scheduler_orchestrator
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,0.9989343119074096,0.0,0.0,2.7104078100395722e-05,49.96510155136111,50.03487134456079,0.0,0.0,prefill_cache
133,test,66,329,81,429,2,32.0,True,1.0,1.0,0.959888783582992,99.86239723837727,0.0,7.256779664250859e-05,0.0,0.13753019382610504,0.0,0.0,scheduler_orchestrator
134,test,122,442,937,486,8,4.0,True,1.0,1.0,0.9928443878606344,0.0,0.0,3.56894223534983e-05,49.986774940797865,50.013189369779774,0.0,0.0,prefill_cache
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,0.9996737365977724,0.0,0.0,89.57877701526479,0.0,10.421222984735214,0.0,0.0,affinity_placement
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,0.9877837615940465,99.95614522694937,0.0,0.0,0.0,0.04385477305060367,0.0,2.842170943040401e-14,scheduler_orchestrator
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,0.9459087853478078,98.94324498103906,0.0,6.26842322654073e-05,0.0,1.0566923347286852,0.0,0.0,scheduler_orchestrator
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,0.9963790893113328,99.94611306076912,0.0,6.2695900023655235e-06,0.0,0.053880669640870474,0.0,0.0,scheduler_orchestrator
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,0.9971981701770309,0.0,0.6701668766634165,7.326143764143644e-05,15.239964283592942,84.089795578306,0.0,0.0,prefill_cache
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,0.9986278522726844,6.79458091177652,0.0,93.20321032890861,0.0,0.002208759314857279,0.0,1.4210854715202004e-14,affinity_placement
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,0.9882930910207304,0.0,0.0,88.26861980241499,0.0,11.731380197585016,0.0,0.0,affinity_placement
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,0.9975313472611456,0.0,1.0627978499996657e-07,90.1222680843462,0.0,9.877731809374017,0.0,0.0,affinity_placement
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,0.9950833588264331,7.727159559741972,0.0,92.26221080686553,0.0,0.010629633392495643,0.0,0.0,affinity_placement
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,0.9838607773771852,0.0,0.0,89.76797768288408,0.0,10.232022317115932,0.0,0.0,affinity_placement
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,0.998048536012617,4.9294835919659405,0.0,95.06963221359949,0.0,0.0008841944345683553,0.0,1.4210854715202004e-14,affinity_placement
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,0.9994880087068142,6.847910210821198,0.0,93.15055829586056,0.0,0.001531493318250958,0.0,0.0,affinity_placement
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,0.9548738695016593,99.45772142112624,0.0,0.0,0.0,0.5422785788737545,0.0,1.4210854715202004e-14,scheduler_orchestrator
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,0.9996473715863545,0.0,0.0,4.6438489069110945e-06,4.754991148179187,95.2450042079719,0.0,0.0,prefill_cache
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_beneficial
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,0.9869693645712334,99.9170603515084,0.0,4.9698084513031106e-05,0.0,0.08288995040708615,0.0,0.0,scheduler_orchestrator
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,0.899296316315172,98.8857365570004,0.0,0.0,0.0,1.1142634429996052,0.0,0.0,scheduler_orchestrator
