config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,oracle_best_policy,oracle_best_jct_p99_ms,apc_like_jct_p99_ms,waferagent_adaptive_jct_p99_ms,adaptive_regret_ms,adaptive_slowdown_vs_apc,oracle_speedup_vs_apc,adaptive_speedup_vs_apc,oracle_beneficial,adaptive_beneficial,adaptive_non_worse_than_apc_within_5pct,adaptive_within_5pct_of_oracle
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,waferagent_latency_safe,222.3253715013637,720638.7149616786,222.3253715013637,0.0,-0.9996914884436743,0.9996914884436743,0.9996914884436743,True,True,True,True
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,waferagent_latency_safe,47.65899065782623,5255.831239833768,47.65899065782623,0.0,-0.9909321687696856,0.9909321687696856,0.9909321687696856,True,True,True,True
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,waferagent_latency_safe,11.567133720877383,69.69286544087754,11.567133720877383,0.0,-0.8340270033710967,0.8340270033710967,0.8340270033710967,True,True,True,True
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,apc_like,48300.61624283563,48300.61624283563,96613.70970903103,48313.093466195394,1.0002583243099226,0.0,-1.0002583243099226,False,False,False,False
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,waferagent_latency_safe,65.13507892594707,4026.9637103979476,65.13507892594707,0.0,-0.9838252629995738,0.9838252629995738,0.9838252629995738,True,True,True,True
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,waferagent_latency_safe,38.705963940963514,2394.033999284485,38.705963940963514,0.0,-0.9838323248740278,0.9838323248740278,0.9838323248740278,True,True,True,True
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,waferagent_latency_safe,42.25094251397163,14598.483639994003,42.25094251397163,0.0,-0.9971057992353246,0.9971057992353246,0.9971057992353246,True,True,True,True
131,test,59,817,662,78,2,8.0,False,1.0,1.0,waferagent_latency_safe,18.862925399104565,183.29674575950457,18.862925399104565,0.0,-0.8970907785572267,0.8970907785572267,0.8970907785572267,True,True,True,True
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,waferagent_latency_safe,159.0934380218084,149287.05606074163,159.0934380218084,0.0,-0.9989343119074096,0.9989343119074096,0.9989343119074096,True,True,True,True
133,test,66,329,81,429,2,32.0,True,1.0,1.0,waferagent_latency_safe,46.34414769907069,1155.3912306538707,46.34414769907069,0.0,-0.959888783582992,0.959888783582992,0.959888783582992,True,True,True,True
134,test,122,442,937,486,8,4.0,True,1.0,1.0,waferagent_latency_safe,60.93378482384593,8515.523708814242,60.93378482384593,0.0,-0.9928443878606344,0.9928443878606344,0.9928443878606344,True,True,True,True
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,waferagent_latency_safe,303.8302927650726,931242.3357647996,303.8302927650726,0.0,-0.9996737365977724,0.9996737365977724,0.9996737365977724,True,True,True,True
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,waferagent_latency_safe,21.629057987602494,1770.5170175020169,21.629057987602494,0.0,-0.9877837615940465,0.9877837615940465,0.9877837615940465,True,True,True,True
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,apc_like,146239.46827352207,146239.46827352207,146239.46827352207,0.0,0.0,0.0,0.0,False,False,True,True
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,waferagent_latency_safe,57.7532860791279,1067.7017783845822,57.7532860791279,0.0,-0.9459087853478078,0.9459087853478078,0.9459087853478078,True,True,True,True
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,apc_like,32747.38938162972,32747.38938162972,32747.38938162972,0.0,0.0,0.0,0.0,False,False,True,True
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,waferagent_latency_safe,61.62131701198688,17018.18197417867,61.62131701198688,0.0,-0.9963790893113328,0.9963790893113328,0.9963790893113328,True,True,True,True
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,waferagent_latency_safe,15.799461526219265,5638.97971129353,15.799461526219265,0.0,-0.9971981701770309,0.9971981701770309,0.9971981701770309,True,True,True,True
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,waferagent_latency_safe,100753.76468206123,103966.65042037977,103966.65042037977,3212.8857383185386,0.0,0.030903041747786672,0.0,False,False,True,True
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,waferagent_latency_safe,89.29013557075784,65073.26710764314,89.29013557075784,0.0,-0.9986278522726844,0.9986278522726844,0.9986278522726844,True,True,True,True
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,apc_like,506262.23964082304,506262.23964082304,506262.23964082304,0.0,0.0,0.0,0.0,False,False,True,True
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,waferagent_latency_safe,269.76747773426865,23043.441971913213,269.76747773426865,0.0,-0.9882930910207304,0.9882930910207304,0.9882930910207304,True,True,True,True
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,waferagent_latency_safe,142.71672465064617,57811.58378592706,142.71672465064617,0.0,-0.9975313472611456,0.9975313472611456,0.9975313472611456,True,True,True,True
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,waferagent_latency_safe,64.8743485862593,13194.851179101775,64.8743485862593,0.0,-0.9950833588264331,0.9950833588264331,0.9950833588264331,True,True,True,True
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,waferagent_latency_safe,3221.978794279027,199636.55434830833,3221.978794279027,0.0,-0.9838607773771852,0.9838607773771852,0.9838607773771852,True,True,True,True
149,test,31,6901,2611,1392,2,1.0,False,1.0,1.0,waferagent_latency_safe,49.27106255894645,25248.256118228863,49.27106255894645,0.0,-0.998048536012617,0.998048536012617,0.998048536012617,True,True,True,True
150,test,128,32671,96,1021,2,32.0,True,1.0,1.0,waferagent_latency_safe,134.6074625611806,262909.6712242747,134.6074625611806,0.0,-0.9994880087068142,0.9994880087068142,0.9994880087068142,True,True,True,True
151,test,23,3250,378,61,2,16.0,False,1.0,1.0,waferagent_latency_safe,24.002923085029465,531.9074075254932,24.002923085029465,0.0,-0.9548738695016593,0.9548738695016593,0.9548738695016593,True,True,True,True
152,test,88,4083,4023,1890,8,32.0,True,1.0,1.0,waferagent_latency_safe,107.06582908028082,303622.24068513187,107.06582908028082,0.0,-0.9996473715863545,0.9996473715863545,0.9996473715863545,True,True,True,True
153,test,32,22880,197,279,32,16.0,True,1.0,1.0,apc_like,1061203.0021123765,1061203.0021123765,1061203.0021123765,0.0,0.0,0.0,0.0,False,False,True,True
154,test,55,523,2582,553,4,4.0,True,1.0,1.0,waferagent_latency_safe,70.04146617572633,5375.138193268928,70.04146617572633,0.0,-0.9869693645712334,0.9869693645712334,0.9869693645712334,True,True,True,True
155,test,52,1462,410,27,2,4.0,False,1.0,1.0,waferagent_latency_safe,11.057529376229484,109.80263056549347,11.057529376229484,0.0,-0.899296316315172,0.899296316315172,0.899296316315172,True,True,True,True
156,test,62,26057,181,422,2,4.0,False,1.0,1.0,waferagent_latency_safe,70.38327854349323,28993.060270070095,70.38327854349323,0.0,-0.9975724094701327,0.9975724094701327,0.9975724094701327,True,True,True,True
157,test,8,4754,2033,371,2,4.0,False,1.0,1.0,waferagent_latency_safe,37.552354908946306,4668.347913468447,37.552354908946306,0.0,-0.9919559648070346,0.9919559648070346,0.9919559648070346,True,True,True,True
158,test,30,1019,77,1064,4,4.0,False,1.0,1.0,waferagent_latency_safe,28.820059917459137,8552.397831545859,28.820059917459137,0.0,-0.9966301778185346,0.9966301778185346,0.9966301778185346,True,True,True,True
159,test,24,63865,948,105,32,2.0,True,1.0,1.0,apc_like,1127982.9421741962,1127982.9421741962,1127982.9421741962,0.0,0.0,0.0,0.0,False,False,True,True
