config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,baseline,jct_p99_ms,mesh_total_traffic_bytes
47,train,7,18823,2449,102,32,8.0,True,1.0,1.0,waferagent_adaptive,630772.9215386488,226253666953216.0
48,train,18,45200,406,1626,8,8.0,False,1.0,1.0,apc_like,1350279.35278493,5400905939681280.0
48,train,18,45200,406,1626,8,8.0,False,1.0,1.0,apc_like_global_orchestrator,3819540.8163752467,385778995691520.0
48,train,18,45200,406,1626,8,8.0,False,1.0,1.0,pat_like_traffic_only,1350279.55278493,5400905939681280.0
48,train,18,45200,406,1626,8,8.0,False,1.0,1.0,pat_like_global_orchestrator,3819540.817683467,385778995691520.0
48,train,18,45200,406,1626,8,8.0,False,1.0,1.0,waferagent_adaptive,2881.9105750417916,452481515520.0
49,train,53,11340,305,23,16,8.0,True,1.0,1.0,apc_like,22745.753816071832,99611955763200.0
49,train,53,11340,305,23,16,8.0,True,1.0,1.0,apc_like_global_orchestrator,30351.86106921564,5127085958400.0
49,train,53,11340,305,23,16,8.0,True,1.0,1.0,pat_like_traffic_only,24076.96910182598,99147023456256.0
49,train,53,11340,305,23,16,8.0,True,1.0,1.0,pat_like_global_orchestrator,30351.886696904254,5127085958400.0
49,train,53,11340,305,23,16,8.0,True,1.0,1.0,waferagent_adaptive,22745.753816071832,99611955763200.0
50,train,7,60696,412,117,32,32.0,False,1.0,1.0,apc_like,586675.5487757822,9386037314846720.0
50,train,7,60696,412,117,32,32.0,False,1.0,1.0,apc_like_global_orchestrator,2367966.2579159904,832632342446080.0
50,train,7,60696,412,117,32,32.0,False,1.0,1.0,pat_like_traffic_only,586675.7487757823,9016184373876876.0
50,train,7,60696,412,117,32,32.0,False,1.0,1.0,pat_like_global_orchestrator,2367966.2604391887,832632342446080.0
50,train,7,60696,412,117,32,32.0,False,1.0,1.0,waferagent_adaptive,2088726.5863847898,730244463984640.0
51,train,21,1026,65,212,8,16.0,False,1.0,1.0,apc_like,4008.6029457797545,15965450403840.0
51,train,21,1026,65,212,8,16.0,False,1.0,1.0,apc_like_global_orchestrator,10477.095768894866,1140389314560.0
51,train,21,1026,65,212,8,16.0,False,1.0,1.0,pat_like_traffic_only,1079.5060224698057,65572385587.0
51,train,21,1026,65,212,8,16.0,False,1.0,1.0,pat_like_global_orchestrator,10477.03177188017,1140389314560.0
51,train,21,1026,65,212,8,16.0,False,1.0,1.0,waferagent_adaptive,20.299587201348604,0.0
52,train,111,45320,218,43,2,32.0,False,1.0,1.0,apc_like,5367.815330817226,5335427317760.0
52,train,111,45320,218,43,2,32.0,False,1.0,1.0,apc_like_global_orchestrator,86.112755710374,0.0
52,train,111,45320,218,43,2,32.0,False,1.0,1.0,pat_like_traffic_only,5368.015330817226,5335427317760.0
52,train,111,45320,218,43,2,32.0,False,1.0,1.0,pat_like_global_orchestrator,86.27727890835274,0.0
52,train,111,45320,218,43,2,32.0,False,1.0,1.0,waferagent_adaptive,86.11527890835275,0.0
53,train,33,51319,642,337,8,2.0,False,1.0,1.0,apc_like,319208.16802643007,1276655068774400.0
53,train,33,51319,642,337,8,2.0,False,1.0,1.0,apc_like_global_orchestrator,896641.3219322759,91189647769600.0
53,train,33,51319,642,337,8,2.0,False,1.0,1.0,pat_like_traffic_only,319208.3680264301,1276655068774400.0
53,train,33,51319,642,337,8,2.0,False,1.0,1.0,pat_like_global_orchestrator,896641.3253672024,91189647769600.0
53,train,33,51319,642,337,8,2.0,False,1.0,1.0,waferagent_adaptive,882.6752922604096,516643880960.0
54,train,41,12296,79,49,32,2.0,True,1.0,1.0,apc_like,102938.03244953777,862307025592320.0
54,train,41,12296,79,49,32,2.0,True,1.0,1.0,apc_like_global_orchestrator,209022.10202493952,75125238307840.0
54,train,41,12296,79,49,32,2.0,True,1.0,1.0,pat_like_traffic_only,108889.14186688118,807812808063263.0
54,train,41,12296,79,49,32,2.0,True,1.0,1.0,pat_like_global_orchestrator,209038.10202493952,75125238307840.0
54,train,41,12296,79,49,32,2.0,True,1.0,1.0,waferagent_adaptive,102938.03244953777,862307025592320.0
55,train,21,21280,2223,34,2,4.0,False,1.0,1.0,apc_like,2023.2252921679506,1997495336960.0
55,train,21,21280,2223,34,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,50.08382106023075,0.0
55,train,21,21280,2223,34,2,4.0,False,1.0,1.0,pat_like_traffic_only,2023.4252921679504,1997495336960.0
55,train,21,21280,2223,34,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,50.247900419076686,0.0
55,train,21,21280,2223,34,2,4.0,False,1.0,1.0,waferagent_adaptive,50.085900419076694,0.0
56,train,45,425,1609,70,8,2.0,True,1.0,1.0,apc_like,1218.440203759013,2816476748800.0
56,train,45,425,1609,70,8,2.0,True,1.0,1.0,apc_like_global_orchestrator,187.72636043098927,155975769600.0
56,train,45,425,1609,70,8,2.0,True,1.0,1.0,pat_like_traffic_only,1220.6402037590128,2816476748800.0
56,train,45,425,1609,70,8,2.0,True,1.0,1.0,pat_like_global_orchestrator,189.9263604309891,155975769600.0
56,train,45,425,1609,70,8,2.0,True,1.0,1.0,waferagent_adaptive,41.213181329009124,89600.0
57,train,73,22352,1254,121,8,4.0,False,1.0,1.0,apc_like,50415.97160579817,201498558464000.0
57,train,73,22352,1254,121,8,4.0,False,1.0,1.0,apc_like_global_orchestrator,139278.9798432602,14392754176000.0
57,train,73,22352,1254,121,8,4.0,False,1.0,1.0,pat_like_traffic_only,50416.17160579817,201498558464000.0
57,train,73,22352,1254,121,8,4.0,False,1.0,1.0,pat_like_global_orchestrator,139278.99078725412,14392754176000.0
57,train,73,22352,1254,121,8,4.0,False,1.0,1.0,waferagent_adaptive,351.24466504085683,212902871040.0
58,train,25,26888,91,20,2,4.0,False,1.0,1.0,apc_like,1564.2789438071554,1539938713600.0
58,train,25,26888,91,20,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,52.91781326660479,0.0
58,train,25,26888,91,20,2,4.0,False,1.0,1.0,pat_like_traffic_only,1564.4789438071552,1539938713600.0
58,train,25,26888,91,20,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,53.08179534754121,0.0
58,train,25,26888,91,20,2,4.0,False,1.0,1.0,waferagent_adaptive,52.91979534754122,0.0
59,train,57,8172,97,175,32,1.0,False,1.0,1.0,apc_like,117242.69156340521,1875390255595520.0
59,train,57,8172,97,175,32,1.0,False,1.0,1.0,apc_like_global_orchestrator,462152.3116841987,166365264609280.0
59,train,57,8172,97,175,32,1.0,False,1.0,1.0,pat_like_traffic_only,117242.89156340521,1805922743091064.0
59,train,57,8172,97,175,32,1.0,False,1.0,1.0,pat_like_global_orchestrator,462152.31168419874,166365264609280.0
59,train,57,8172,97,175,32,1.0,False,1.0,1.0,waferagent_adaptive,117242.69156340521,1875390255595520.0
60,train,108,547,466,163,8,1.0,False,1.0,1.0,apc_like,1655.2792687503497,6544445931520.0
60,train,108,547,466,163,8,1.0,False,1.0,1.0,apc_like_global_orchestrator,469.44220826645613,467460423680.0
60,train,108,547,466,163,8,1.0,False,1.0,1.0,pat_like_traffic_only,1655.4792687503505,6544445931520.0
60,train,108,547,466,163,8,1.0,False,1.0,1.0,pat_like_global_orchestrator,469.64220826645686,467460423680.0
60,train,108,547,466,163,8,1.0,False,1.0,1.0,waferagent_adaptive,20.838585218745067,0.0
61,train,126,418,97,768,8,8.0,False,1.0,1.0,apc_like,5913.808209971756,23563264327680.0
61,train,126,418,97,768,8,8.0,False,1.0,1.0,apc_like_global_orchestrator,15022.597604601979,1683090309120.0
61,train,126,418,97,768,8,8.0,False,1.0,1.0,pat_like_traffic_only,5914.008209971756,23563264327680.0
61,train,126,418,97,768,8,8.0,False,1.0,1.0,pat_like_global_orchestrator,15022.797604601976,1683090309120.0
61,train,126,418,97,768,8,8.0,False,1.0,1.0,waferagent_adaptive,24.186375920553886,0.0
62,train,108,42131,1207,344,4,2.0,True,1.0,1.0,apc_like,267506.7862212268,382028481612800.0
62,train,108,42131,1207,344,4,2.0,True,1.0,1.0,apc_like_global_orchestrator,137.20058407969745,0.0
62,train,108,42131,1207,344,4,2.0,True,1.0,1.0,pat_like_traffic_only,267508.9862212268,382028481612800.0
62,train,108,42131,1207,344,4,2.0,True,1.0,1.0,pat_like_global_orchestrator,139.3643339852972,0.0
62,train,108,42131,1207,344,4,2.0,True,1.0,1.0,waferagent_adaptive,137.20123671571997,0.0
63,train,39,2756,393,90,8,4.0,False,1.0,1.0,apc_like,4568.931208925493,18206215372800.0
63,train,39,2756,393,90,8,4.0,False,1.0,1.0,apc_like_global_orchestrator,9555.464109414757,1300443955200.0
63,train,39,2756,393,90,8,4.0,False,1.0,1.0,pat_like_traffic_only,1228.7313679869396,74775527424.0
63,train,39,2756,393,90,8,4.0,False,1.0,1.0,pat_like_global_orchestrator,9555.327869409264,1300443955200.0
63,train,39,2756,393,90,8,4.0,False,1.0,1.0,waferagent_adaptive,27.088833638629474,0.0
64,train,28,582,124,36,16,1.0,True,1.0,1.0,apc_like,1765.8536870339794,7634499379200.0
64,train,28,582,124,36,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,425.7606734263863,384471198720.0
64,train,28,582,124,36,16,1.0,True,1.0,1.0,pat_like_traffic_only,1768.0536870339793,7634499379200.0
64,train,28,582,124,36,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,427.9606734263861,384471198720.0
64,train,28,582,124,36,16,1.0,True,1.0,1.0,waferagent_adaptive,1765.8536870339794,7634499379200.0
65,train,32,3914,635,845,32,8.0,False,1.0,1.0,apc_like,269111.96278469585,4305105536942080.0
65,train,32,3914,635,845,32,8.0,False,1.0,1.0,apc_like_global_orchestrator,1080885.6161455223,381478554828800.0
65,train,32,3914,635,845,32,8.0,False,1.0,1.0,pat_like_traffic_only,916225.9497177858,4081138610405110.0
65,train,32,3914,635,845,32,8.0,False,1.0,1.0,pat_like_global_orchestrator,1073862.921096374,381478554828800.0
65,train,32,3914,635,845,32,8.0,False,1.0,1.0,waferagent_adaptive,34.15924239443107,0.0
66,train,102,20414,263,128,8,1.0,False,1.0,1.0,apc_like,48655.01026097711,194490589511680.0
66,train,102,20414,263,128,8,1.0,False,1.0,1.0,apc_like_global_orchestrator,124281.50258577894,13892184965120.0
66,train,102,20414,263,128,8,1.0,False,1.0,1.0,pat_like_traffic_only,48655.21026097712,188479888477387.0
66,train,102,20414,263,128,8,1.0,False,1.0,1.0,pat_like_global_orchestrator,124281.51064802651,13892184965120.0
66,train,102,20414,263,128,8,1.0,False,1.0,1.0,waferagent_adaptive,194.87931807658168,192581468160.0
67,train,103,652,3422,612,2,8.0,True,1.0,1.0,apc_like,3210.4167070634294,3138052717440.0
67,train,103,652,3422,612,2,8.0,True,1.0,1.0,apc_like_global_orchestrator,75.24603124902902,0.0
67,train,103,652,3422,612,2,8.0,True,1.0,1.0,pat_like_traffic_only,3212.616707063429,3138052717440.0
67,train,103,652,3422,612,2,8.0,True,1.0,1.0,pat_like_global_orchestrator,77.44603124902903,0.0
67,train,103,652,3422,612,2,8.0,True,1.0,1.0,waferagent_adaptive,75.24603124902902,0.0
68,train,27,5012,1450,533,4,16.0,False,1.0,1.0,apc_like,21085.923606030778,42110665359360.0
68,train,27,5012,1450,533,4,16.0,False,1.0,1.0,apc_like_global_orchestrator,36.02682868441167,0.0
68,train,27,5012,1450,533,4,16.0,False,1.0,1.0,pat_like_traffic_only,21086.123606030775,40412461059276.0
68,train,27,5012,1450,533,4,16.0,False,1.0,1.0,pat_like_global_orchestrator,36.188476330476014,0.0
68,train,27,5012,1450,533,4,16.0,False,1.0,1.0,waferagent_adaptive,36.02647292982998,0.0
69,train,49,297,3648,20,8,8.0,False,1.0,1.0,apc_like,128.64880031950474,435997900800.0
69,train,49,297,3648,20,8,8.0,False,1.0,1.0,apc_like_global_orchestrator,46.36050989639343,31142707200.0
69,train,49,297,3648,20,8,8.0,False,1.0,1.0,pat_like_traffic_only,128.8488003195048,435997900800.0
69,train,49,297,3648,20,8,8.0,False,1.0,1.0,pat_like_global_orchestrator,46.56050989639348,31142707200.0
69,train,49,297,3648,20,8,8.0,False,1.0,1.0,waferagent_adaptive,20.96770176230458,0.0
70,train,90,737,2796,112,32,2.0,True,1.0,1.0,apc_like,13820.198916602614,115216979722240.0
70,train,90,737,2796,112,32,2.0,True,1.0,1.0,apc_like_global_orchestrator,23765.100780810986,9953695252480.0
70,train,90,737,2796,112,32,2.0,True,1.0,1.0,pat_like_traffic_only,13822.398916602615,115216979722240.0
70,train,90,737,2796,112,32,2.0,True,1.0,1.0,pat_like_global_orchestrator,23765.30078081099,9953695252480.0
70,train,90,737,2796,112,32,2.0,True,1.0,1.0,waferagent_adaptive,13820.198916602614,115216979722240.0
71,train,53,2798,678,21,16,2.0,False,1.0,1.0,apc_like,2426.7335371269055,19158469181440.0
71,train,53,2798,678,21,16,2.0,False,1.0,1.0,apc_like_global_orchestrator,1569.0401541102656,1078214000640.0
71,train,53,2798,678,21,16,2.0,False,1.0,1.0,pat_like_traffic_only,6606.2930507327,14569513379396.0
71,train,53,2798,678,21,16,2.0,False,1.0,1.0,pat_like_global_orchestrator,1568.904218103362,1078214000640.0
71,train,53,2798,678,21,16,2.0,False,1.0,1.0,waferagent_adaptive,2426.7335371269055,19158469181440.0
72,train,109,796,75,17,32,32.0,True,1.0,1.0,apc_like,2375.0222482353465,19773272268800.0
72,train,109,796,75,17,32,32.0,True,1.0,1.0,apc_like_global_orchestrator,4154.3156228156495,1631776742400.0
72,train,109,796,75,17,32,32.0,True,1.0,1.0,pat_like_traffic_only,2377.222248235347,19773272268800.0
72,train,109,796,75,17,32,32.0,True,1.0,1.0,pat_like_global_orchestrator,4195.6028173756395,1631776742400.0
72,train,109,796,75,17,32,32.0,True,1.0,1.0,waferagent_adaptive,11.061284744144292,3742720.0
73,train,103,41122,522,1067,16,1.0,True,1.0,1.0,apc_like,3572120.3721295516,1.567076873104384e+16
73,train,103,41122,522,1067,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,4837774.85654397,806583684686080.0
73,train,103,41122,522,1067,16,1.0,True,1.0,1.0,pat_like_traffic_only,3572122.5721295513,1.567076873104384e+16
73,train,103,41122,522,1067,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,4837774.916945515,806583684686080.0
73,train,103,41122,522,1067,16,1.0,True,1.0,1.0,waferagent_adaptive,4723187.108284472,795081546785024.0
74,train,126,6629,412,1500,32,32.0,False,1.0,1.0,apc_like,808838.7399088345,1.294079191154688e+16
74,train,126,6629,412,1500,32,32.0,False,1.0,1.0,apc_like_global_orchestrator,3281891.7817811966,1147973476024320.0
74,train,126,6629,412,1500,32,32.0,False,1.0,1.0,pat_like_traffic_only,930047.1192798,1.027206011486208e+16
74,train,126,6629,412,1500,32,32.0,False,1.0,1.0,pat_like_global_orchestrator,3281891.781781196,1147973476024320.0
74,train,126,6629,412,1500,32,32.0,False,1.0,1.0,waferagent_adaptive,3084569.975262396,1073684553400320.0
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,apc_like,4164.657921605107,4117632141120.0
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,64.11327531243951,0.0
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,pat_like_traffic_only,4166.857921605108,4117632141120.0
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,66.31327531243947,0.0
75,train,16,13192,489,38,2,1.0,True,1.0,1.0,waferagent_adaptive,64.11327531243951,0.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,apc_like,55476.79050469475,79170793872000.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,apc_like_global_orchestrator,69.14554550274649,0.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,pat_like_traffic_only,40005.16755651016,30777647864444.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,pat_like_global_orchestrator,71.61750476758353,0.0
76,train,53,3382,74,893,4,4.0,True,1.0,1.0,waferagent_adaptive,69.14522516279028,0.0
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,apc_like,830.1637132809244,802650849280.0
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,apc_like_global_orchestrator,29.628244194924157,0.0
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,pat_like_traffic_only,830.3637132809242,802650849280.0
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,pat_like_global_orchestrator,29.828244194924114,0.0
77,train,39,581,1737,527,2,2.0,False,1.0,1.0,waferagent_adaptive,29.628244194924157,0.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,apc_like,1087.4263849208837,8579543203840.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,apc_like_global_orchestrator,391.80852342622416,491286691840.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,pat_like_traffic_only,1087.6263849208844,8579543203840.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,pat_like_global_orchestrator,392.0085234262247,491286691840.0
78,train,76,653,463,41,16,1.0,False,1.0,1.0,waferagent_adaptive,1087.4263849208837,8579543203840.0
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,apc_like,4759.067849757071,4737843855360.0
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,apc_like_global_orchestrator,36.20517003706993,0.0
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,pat_like_traffic_only,4759.2678497570705,710676578304.0
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,pat_like_global_orchestrator,36.405170037069965,0.0
79,train,18,3423,104,528,2,8.0,False,1.0,1.0,waferagent_adaptive,36.20517003706993,0.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,apc_like,18556.107453535715,155276178309120.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,apc_like_global_orchestrator,31691.24767791037,13527850711040.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,pat_like_traffic_only,19591.72953977568,151099367964378.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,pat_like_global_orchestrator,31692.867677910363,13527850711040.0
80,train,50,5814,81,18,32,2.0,True,1.0,1.0,waferagent_adaptive,18556.107453535715,155276178309120.0
81,train,85,565,875,351,4,2.0,False,1.0,1.0,apc_like,1582.2437499714688,3119225241600.0
81,train,85,565,875,351,4,2.0,False,1.0,1.0,apc_like_global_orchestrator,24.464881901468058,0.0
81,train,85,565,875,351,4,2.0,False,1.0,1.0,pat_like_traffic_only,1582.4437499714693,3119225241600.0
81,train,85,565,875,351,4,2.0,False,1.0,1.0,pat_like_global_orchestrator,24.664881901468057,0.0
81,train,85,565,875,351,4,2.0,False,1.0,1.0,waferagent_adaptive,24.464881901468058,0.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,apc_like,280596.9101451758,1230652893347840.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,apc_like_global_orchestrator,398070.20628966345,63342428334080.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,pat_like_traffic_only,302031.15282374783,1167434052530872.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,pat_like_global_orchestrator,398070.24070804135,63342428334080.0
82,train,20,4184,382,824,16,16.0,True,1.0,1.0,waferagent_adaptive,389062.4883707014,62438656485376.0
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,apc_like,102131.41306834645,102049099608960.0
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,102.13191544350465,0.0
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,pat_like_traffic_only,102133.61306834644,102049099608960.0
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,104.29439622896793,0.0
83,train,63,19145,211,676,2,1.0,True,1.0,1.0,waferagent_adaptive,102.13239622896793,0.0
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,apc_like,31159.322777241065,74595632061440.0
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,apc_like_global_orchestrator,36597.78843477013,4143103106560.0
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,pat_like_traffic_only,31161.52277724106,74595632061440.0
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,pat_like_global_orchestrator,36599.98843477014,4143103106560.0
84,train,118,943,1043,838,8,1.0,True,1.0,1.0,waferagent_adaptive,69.49180410065527,1072640.0
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,apc_like,619358.9414011268,9909147554283520.0
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,apc_like_global_orchestrator,2499991.548989767,879037283041280.0
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,pat_like_traffic_only,619359.1414011269,9909147554283520.0
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,pat_like_global_orchestrator,2499991.5489897667,879037283041280.0
85,train,56,5716,794,1332,32,1.0,False,1.0,1.0,waferagent_adaptive,2360279.3232928053,826146226700288.0
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,apc_like,1143.7655460581618,8925489397760.0
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,apc_like_global_orchestrator,656.7416472058409,498186321920.0
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,pat_like_traffic_only,1143.9655460581616,6940928599654.0
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,pat_like_global_orchestrator,656.6057111989372,498186321920.0
86,train,109,1597,3824,17,16,4.0,False,1.0,1.0,waferagent_adaptive,1143.7655460581618,8925489397760.0
87,train,36,312,251,18,2,1.0,True,1.0,1.0,apc_like,52.64197048175629,44166029760.0
87,train,36,312,251,18,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,9.381682744154823,0.0
87,train,36,312,251,18,2,1.0,True,1.0,1.0,pat_like_traffic_only,54.841970481757016,44166029760.0
87,train,36,312,251,18,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,11.581682744154778,0.0
87,train,36,312,251,18,2,1.0,True,1.0,1.0,waferagent_adaptive,9.381682744154823,0.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,apc_like,182729.73873704797,260924300409600.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,apc_like_global_orchestrator,91.07443918243146,0.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,pat_like_traffic_only,197624.92580101395,253757359995642.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,pat_like_global_orchestrator,93.23667855520183,0.0
88,train,22,7928,1014,1254,4,32.0,True,1.0,1.0,waferagent_adaptive,91.07455011129285,0.0
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,apc_like,9468.797889004218,9407071610400.0
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,apc_like_global_orchestrator,67.47083890640951,0.0
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,pat_like_traffic_only,10226.775384000854,8986705579142.0
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,pat_like_global_orchestrator,69.66641864292706,0.0
89,train,120,6219,64,191,2,16.0,True,1.0,1.0,waferagent_adaptive,67.4714294901418,0.0
90,train,89,398,347,117,2,16.0,False,1.0,1.0,apc_like,144.04668956087744,122069975040.0
90,train,89,398,347,117,2,16.0,False,1.0,1.0,apc_like_global_orchestrator,23.158282229677383,0.0
90,train,89,398,347,117,2,16.0,False,1.0,1.0,pat_like_traffic_only,144.2466895608774,122069975040.0
90,train,89,398,347,117,2,16.0,False,1.0,1.0,pat_like_global_orchestrator,23.35828222967738,0.0
90,train,89,398,347,117,2,16.0,False,1.0,1.0,waferagent_adaptive,23.158282229677383,0.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,apc_like,2418.224426879012,20086196428800.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,apc_like_global_orchestrator,3771.2170650661583,1680736076800.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,pat_like_traffic_only,2420.4244268790117,20086196428800.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,pat_like_global_orchestrator,3775.417065066158,1680736076800.0
91,train,88,606,696,23,32,4.0,True,1.0,1.0,waferagent_adaptive,2418.224426879012,20086196428800.0
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,apc_like,524596.2417210485,4196446450483200.0
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,apc_like_global_orchestrator,1455318.3099041178,244792709611520.0
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,pat_like_traffic_only,524596.4417210486,4196446450483200.0
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,pat_like_global_orchestrator,1455318.3099041178,244792709611520.0
92,train,74,15886,1032,838,16,2.0,False,1.0,1.0,waferagent_adaptive,1420582.6522770708,241302926000128.0
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,apc_like,1551.8968349079328,3072401080320.0
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,apc_like_global_orchestrator,19.891125517532938,0.0
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,pat_like_traffic_only,492.6796228807922,29443843686.0
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,pat_like_global_orchestrator,20.05187975311953,0.0
93,train,99,1366,88,143,4,8.0,False,1.0,1.0,waferagent_adaptive,19.889892671821762,0.0
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,apc_like,6704.418401271298,13367582392320.0
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,apc_like_global_orchestrator,31.988082231297224,0.0
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,pat_like_traffic_only,2582.742824381414,384317993778.0
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,pat_like_global_orchestrator,32.188082231297216,0.0
94,train,13,2724,86,312,4,32.0,False,1.0,1.0,waferagent_adaptive,31.988082231297224,0.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,apc_like,124.8468204790092,128345760000.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,apc_like_global_orchestrator,36.163604031009136,0.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,pat_like_traffic_only,127.0468204790092,128345760000.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,pat_like_global_orchestrator,38.363604031009146,0.0
95,train,83,272,3274,18,4,16.0,True,1.0,1.0,waferagent_adaptive,36.163604031009136,0.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,apc_like,1023024.907475308,4487732367493120.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,1384386.0907719596,230986224797440.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,pat_like_traffic_only,1023027.1074753081,4487732367493120.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,1384386.132343106,230986224797440.0
96,validation,10,21306,1404,589,16,1.0,True,1.0,1.0,waferagent_adaptive,1351709.8622090707,227696518399744.0
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,apc_like,20369.23731087167,29004661043200.0
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,apc_like_global_orchestrator,77.83775267440352,0.0
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,pat_like_traffic_only,21758.73561653131,28519856543332.0
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,pat_like_global_orchestrator,80.31333252144468,0.0
97,validation,35,11332,370,96,4,4.0,True,1.0,1.0,waferagent_adaptive,77.83878627661142,0.0
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,apc_like,1782.3053348117844,1736001532800.0
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,51.16765559258262,0.0
