config_id,split,reuse_group_size,shared_prefix_tokens,private_suffix_tokens,decode_tokens,num_agents_per_job,arrival_rate_jobs_per_s,fanin,cross_job_shared_prefix_reuse_rate,intra_job_shared_prefix_reuse_rate,baseline,jct_p99_ms,mesh_total_traffic_bytes
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,pat_like_traffic_only,1674.5195728169715,1186267739008.0
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,53.32869035617248,0.0
98,validation,64,1346,1295,164,2,1.0,True,1.0,1.0,waferagent_adaptive,51.166690356172495,0.0
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,apc_like,5290.423316473964,43932782182400.0
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,apc_like_global_orchestrator,9019.430041893664,3787633612800.0
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,pat_like_traffic_only,5292.623316473964,43932782182400.0
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,pat_like_global_orchestrator,9021.250041893687,3787633612800.0
99,validation,44,349,160,90,32,8.0,True,1.0,1.0,waferagent_adaptive,46.39081268477147,19814400.0
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,apc_like,3216.7186109356803,12727762288640.0
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,apc_like_global_orchestrator,1412.7139943787954,909125877760.0
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,pat_like_traffic_only,3216.91861093568,12727762288640.0
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,pat_like_global_orchestrator,1412.9139943787952,909125877760.0
100,validation,3,277,2890,626,8,1.0,False,1.0,1.0,waferagent_adaptive,36.17713969567875,0.0
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,apc_like,2526.1704106880684,5918113671680.0
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,apc_like_global_orchestrator,1270.4585548214084,328251649280.0
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,pat_like_traffic_only,2528.370410688068,5918113671680.0
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,pat_like_global_orchestrator,1272.6585548214082,328251649280.0
101,validation,36,457,2434,137,8,4.0,True,1.0,1.0,waferagent_adaptive,56.491753998064475,175360.0
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,apc_like,48170.135668213385,211112289075200.0
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,70223.0562233702,10866073702400.0
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,pat_like_traffic_only,50906.87197369022,210046925373440.0
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,70223.0325153831,10866073702400.0
102,validation,17,11925,208,48,16,1.0,True,1.0,1.0,waferagent_adaptive,62942.171156614204,10716022476800.0
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,apc_like,307.33144955446693,584775106560.0
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,apc_like_global_orchestrator,16.271731687666787,0.0
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,pat_like_traffic_only,307.5314495544669,584775106560.0
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,pat_like_global_orchestrator,16.471731687666786,0.0
103,validation,63,459,151,81,4,32.0,False,1.0,1.0,waferagent_adaptive,16.271731687666787,0.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,apc_like,3599.0016465269655,3565509766080.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,41.23944344736375,0.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,pat_like_traffic_only,3375.3470751958193,2436431702976.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,43.400522737020395,0.0
104,validation,89,2337,141,194,2,1.0,True,1.0,1.0,waferagent_adaptive,41.2385227370204,0.0
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,apc_like,15011.84295836469,35823689336320.0
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,apc_like_global_orchestrator,19872.393688974622,1986228529920.0
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,pat_like_traffic_only,10138.426881900494,7793041212924.0
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,pat_like_global_orchestrator,19872.367063715134,1986228529920.0
105,validation,106,3413,370,111,8,16.0,True,1.0,1.0,waferagent_adaptive,56.05162266943286,142080.0
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,apc_like,8898.030274519533,141905425858560.0
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,apc_like_global_orchestrator,22254.69590379218,12469539962880.0
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,pat_like_traffic_only,9965.665739338383,130314421665624.0
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,pat_like_global_orchestrator,22200.713693043876,12469539962880.0
106,validation,46,1092,1653,99,32,1.0,False,1.0,1.0,waferagent_adaptive,8898.030274519533,141905425858560.0
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,apc_like,22916.53842784537,54819015393280.0
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,apc_like_global_orchestrator,29802.23254255756,3043387392000.0
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,pat_like_traffic_only,37088.5100749922,13535470977016.0
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,pat_like_global_orchestrator,29802.229070641715,3043387392000.0
107,validation,17,1814,2020,320,8,4.0,True,1.0,1.0,waferagent_adaptive,62.15793104537393,409600.0
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,apc_like,10548.563517487199,15001557510400.0
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,apc_like_global_orchestrator,64.72273927752208,0.0
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,pat_like_traffic_only,11365.0106329134,14405803944192.0
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,pat_like_global_orchestrator,66.89024775699806,0.0
108,validation,107,16010,320,34,4,32.0,True,1.0,1.0,waferagent_adaptive,64.72526247550081,0.0
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,apc_like,247129.37946923682,1083872754165760.0
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,apc_like_global_orchestrator,334534.62877359,55787568229120.0
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,pat_like_traffic_only,265964.8423482773,974120457339192.0
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,pat_like_global_orchestrator,334534.65526140854,55787568229120.0
109,validation,27,7407,151,409,16,8.0,True,1.0,1.0,waferagent_adaptive,326662.2383386325,54993412680448.0
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,apc_like,11698.003164493533,51034225162240.0
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,15117.492465920765,2591875928320.0
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,pat_like_traffic_only,11700.203164493532,40709304373657.0
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,13246.31431410251,2591875928320.0
110,validation,53,2394,86,59,16,1.0,True,1.0,1.0,waferagent_adaptive,11698.003164493533,51034225162240.0
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,apc_like,28519.79525064816,40653475216000.0
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,apc_like_global_orchestrator,88.86223129241363,0.0
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,pat_like_traffic_only,30441.417073643057,39982538698160.0
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,pat_like_global_orchestrator,91.34235289723216,0.0
111,validation,49,24681,507,61,4,4.0,True,1.0,1.0,waferagent_adaptive,88.86475449039236,0.0
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,apc_like,71846.25130111317,71800287395840.0
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,apc_like_global_orchestrator,82.36011353416053,0.0
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,pat_like_traffic_only,71846.45130111316,71800287395840.0
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,pat_like_global_orchestrator,82.52244154653697,0.0
112,validation,87,31596,1578,865,2,4.0,False,1.0,1.0,waferagent_adaptive,82.36044154653698,0.0
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,apc_like,2291637.445090321,5499676035302400.0
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,apc_like_global_orchestrator,3054776.244202463,305537557516800.0
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,pat_like_traffic_only,2470286.990961,5406655054267340.0
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,pat_like_global_orchestrator,3054776.2681606505,305537557516800.0
113,validation,38,54570,1478,1066,8,4.0,True,1.0,1.0,waferagent_adaptive,3894.313747858869,550734451200.0
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,apc_like,30077.253126217212,131414708996096.0
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,apc_like_global_orchestrator,40260.56598713557,6714717228800.0
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,pat_like_traffic_only,31817.786847960117,104455122955868.0
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,pat_like_global_orchestrator,41891.329763123904,6714717228800.0
114,validation,8,3623,134,101,16,4.0,True,1.0,1.0,waferagent_adaptive,56.57396187033178,904960.0
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,apc_like,92.65750748087748,170341171200.0
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,apc_like_global_orchestrator,8.304832874877352,0.0
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,pat_like_traffic_only,92.85750748087776,170341171200.0
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,pat_like_global_orchestrator,8.504832874877396,0.0
115,validation,26,285,189,38,4,1.0,False,1.0,1.0,waferagent_adaptive,8.304832874877352,0.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,apc_like,36569.70396064437,292279958896640.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,apc_like_global_orchestrator,100946.31573904195,17043150602240.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,pat_like_traffic_only,36569.90396064438,292279958896640.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,pat_like_global_orchestrator,100946.51573904195,17043150602240.0
116,validation,5,463,172,2006,16,32.0,False,1.0,1.0,waferagent_adaptive,32.115354524363106,0.0
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,apc_like,794.392432132769,746442031200.0
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,apc_like_global_orchestrator,49.619382317968665,0.0
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,pat_like_traffic_only,796.5924321327689,746442031200.0
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,pat_like_global_orchestrator,51.81938231796867,0.0
117,validation,85,463,1720,205,2,8.0,True,1.0,1.0,waferagent_adaptive,49.619382317968665,0.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,apc_like,619863.7634400707,5193756289966080.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,apc_like_global_orchestrator,1251277.0186637274,452146363767808.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,pat_like_traffic_only,619863.4164759114,4569870602005478.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,pat_like_global_orchestrator,1251277.5266374813,452146363767808.0
118,validation,14,3041,217,1233,32,4.0,True,1.0,1.0,waferagent_adaptive,46791.670787443436,2949039922176.0
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,apc_like,939554.610478641,4121538497843200.0
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,apc_like_global_orchestrator,1271114.048024788,212138010918400.0
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,pat_like_traffic_only,939556.8104786411,4121538497843200.0
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,pat_like_global_orchestrator,1271114.0959627703,212138010918400.0
119,validation,53,38549,471,298,16,1.0,True,1.0,1.0,waferagent_adaptive,939554.610478641,4121538497843200.0
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,apc_like,11470.126286496286,16294743004800.0
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,apc_like_global_orchestrator,65.83518169428584,0.0
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,pat_like_traffic_only,11472.326286496287,16294743004800.0
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,pat_like_global_orchestrator,68.03518169428585,0.0
120,validation,114,655,506,949,4,16.0,True,1.0,1.0,waferagent_adaptive,65.83518169428584,0.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,apc_like,6610.904361556613,26353063690240.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,apc_like_global_orchestrator,16998.749046414046,1882361692160.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,pat_like_traffic_only,6611.104361556613,26353063690240.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,pat_like_global_orchestrator,16998.739430411606,1882361692160.0
121,validation,120,4778,360,74,8,8.0,False,1.0,1.0,waferagent_adaptive,47.0611006990596,28626124800.0
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,apc_like,20396.243297241235,29055831321600.0
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,apc_like_global_orchestrator,107.77387382857962,0.0
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,pat_like_traffic_only,21706.61035101062,28598193328740.0
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,pat_like_global_orchestrator,109.9413823080556,0.0
122,validation,83,42788,637,24,4,8.0,True,1.0,1.0,waferagent_adaptive,107.77639702655836,0.0
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,apc_like,2310.3764534754437,2257610392800.0
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,apc_like_global_orchestrator,60.790102982311716,0.0
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,pat_like_traffic_only,2212.4131106721434,1490022876384.0
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,pat_like_global_orchestrator,62.95051306223798,0.0
123,validation,89,2734,3292,105,2,8.0,True,1.0,1.0,waferagent_adaptive,60.78851306223797,0.0
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,apc_like,720638.7149616786,1729317939932160.0
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,apc_like_global_orchestrator,959421.5216940398,96073218885120.0
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,pat_like_traffic_only,720640.9149616786,1729317939932160.0
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,pat_like_global_orchestrator,959421.5313552442,96073218885120.0
124,validation,3,16602,255,1102,8,1.0,True,1.0,1.0,waferagent_adaptive,222.3253715013637,152611161600.0
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,apc_like,5255.831239833768,7449372425600.0
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,apc_like_global_orchestrator,47.65795705561833,0.0
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,pat_like_traffic_only,5258.031239833769,7449372425600.0
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,pat_like_global_orchestrator,49.822078976203954,0.0
125,validation,21,5439,228,51,4,1.0,True,1.0,1.0,waferagent_adaptive,47.65899065782623,0.0
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,apc_like,69.69286544087754,60093890560.0
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,apc_like_global_orchestrator,11.567133720877383,0.0
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,pat_like_traffic_only,69.89286544087754,60093890560.0
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,pat_like_global_orchestrator,11.76713372087734,0.0
126,validation,6,521,486,44,2,1.0,False,1.0,1.0,waferagent_adaptive,11.567133720877383,0.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,apc_like,48300.61624283563,404459427102720.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,apc_like_global_orchestrator,100557.08382037167,35237002506240.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,pat_like_traffic_only,51902.00360569102,351517205888723.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,pat_like_global_orchestrator,100567.0838203717,35237002506240.0
127,validation,10,4233,218,68,32,32.0,True,1.0,1.0,waferagent_adaptive,96613.70970903103,33841055821824.0
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,apc_like,4026.9637103979476,3963145965600.0
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,apc_like_global_orchestrator,65.13507892594707,0.0
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,pat_like_traffic_only,4029.163710397948,3963145965600.0
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,pat_like_global_orchestrator,67.33507892594707,0.0
128,test,114,444,323,1135,2,8.0,True,1.0,1.0,waferagent_adaptive,65.13507892594707,0.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,apc_like,2394.033999284485,9522884116480.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,apc_like_global_orchestrator,5917.6124557948015,680206008320.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,pat_like_traffic_only,2394.233999284485,9522884116480.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,pat_like_global_orchestrator,5917.601767787924,680206008320.0
129,test,123,4615,116,27,8,16.0,False,1.0,1.0,waferagent_adaptive,38.705963940963514,26916945920.0
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,apc_like,14598.483639994003,121947027374080.0
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,apc_like_global_orchestrator,27484.300713760917,10493431336960.0
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,pat_like_traffic_only,27075.627638706454,111240322710642.0
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,pat_like_global_orchestrator,27486.06918720107,10493431336960.0
130,test,11,1145,126,76,32,8.0,True,1.0,1.0,waferagent_adaptive,42.25094251397163,16732160.0
131,test,59,817,662,78,2,8.0,False,1.0,1.0,apc_like,183.29674575950457,167053885440.0
131,test,59,817,662,78,2,8.0,False,1.0,1.0,apc_like_global_orchestrator,18.862925399104565,0.0
131,test,59,817,662,78,2,8.0,False,1.0,1.0,pat_like_traffic_only,183.4967457595047,167053885440.0
131,test,59,817,662,78,2,8.0,False,1.0,1.0,pat_like_global_orchestrator,19.062925399104575,0.0
131,test,59,817,662,78,2,8.0,False,1.0,1.0,waferagent_adaptive,18.862925399104565,0.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,apc_like,149287.05606074163,1249815432806400.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,apc_like_global_orchestrator,300550.54205043154,108824630220800.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,pat_like_traffic_only,149287.45606074162,1249815432806400.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,pat_like_global_orchestrator,300551.3040504316,108824630220800.0
132,test,11,534,587,1690,32,8.0,True,1.0,1.0,waferagent_adaptive,159.0934380218084,372070400.0
133,test,66,329,81,429,2,32.0,True,1.0,1.0,apc_like,1155.3912306538707,1109978195040.0
133,test,66,329,81,429,2,32.0,True,1.0,1.0,apc_like_global_orchestrator,46.34414769907069,0.0
133,test,66,329,81,429,2,32.0,True,1.0,1.0,pat_like_traffic_only,1157.5912306538708,1109978195040.0
133,test,66,329,81,429,2,32.0,True,1.0,1.0,pat_like_global_orchestrator,48.54414769907069,0.0
133,test,66,329,81,429,2,32.0,True,1.0,1.0,waferagent_adaptive,46.34414769907069,0.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,apc_like,8515.523708814242,20281484303360.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,apc_like_global_orchestrator,10081.644599669378,1126234160640.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,pat_like_traffic_only,8517.723708814241,20281484303360.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,pat_like_global_orchestrator,10083.844599669377,1126234160640.0
134,test,122,442,937,486,8,4.0,True,1.0,1.0,waferagent_adaptive,60.93378482384593,622080.0
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,apc_like,931242.3357647996,2234757663429120.0
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,apc_like_global_orchestrator,1240911.8291684354,124153203523840.0
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,pat_like_traffic_only,931244.5357647997,2234757663429120.0
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,pat_like_global_orchestrator,1240911.847676505,124153203523840.0
135,test,7,19240,109,1229,8,2.0,True,1.0,1.0,waferagent_adaptive,303.8302927650726,180272759040.0
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,apc_like,1770.5170175020169,3504309534720.0
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,apc_like_global_orchestrator,21.629769194816824,0.0
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,pat_like_traffic_only,562.4020552896677,33582966374.0
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,pat_like_global_orchestrator,21.790989072319032,0.0
136,test,99,1046,365,213,4,2.0,False,1.0,1.0,waferagent_adaptive,21.629057987602494,0.0
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,apc_like,146239.46827352207,1169644270387200.0
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,apc_like_global_orchestrator,400695.73394927307,68229249105920.0
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,pat_like_traffic_only,146239.66827352205,1118761774645248.0
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,pat_like_global_orchestrator,400695.73394927307,68229249105920.0
137,test,44,18705,174,197,16,2.0,False,1.0,1.0,waferagent_adaptive,146239.46827352207,1169644270387200.0
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,apc_like,1067.7017783845822,1015661239200.0
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,apc_like_global_orchestrator,57.7532860791279,0.0
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,pat_like_traffic_only,1024.539230757246,614475065452.0
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,pat_like_global_orchestrator,60.16377130999868,0.0
138,test,12,1556,4023,83,2,32.0,True,1.0,1.0,waferagent_adaptive,57.7532860791279,0.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,apc_like,32747.38938162972,274158307737600.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,apc_like_global_orchestrator,68137.40517632698,23885008588800.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,pat_like_traffic_only,35167.546648618154,228714203282102.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,pat_like_global_orchestrator,68149.40517632698,23885008588800.0
139,test,87,4395,291,44,32,16.0,True,1.0,1.0,waferagent_adaptive,32747.38938162972,274158307737600.0
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,apc_like,17018.18197417867,16963952120640.0
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,apc_like_global_orchestrator,61.62157700546823,0.0
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,pat_like_traffic_only,16268.067559914685,10545923743756.0
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,pat_like_global_orchestrator,63.805556831844676,0.0
140,test,77,2233,182,966,2,16.0,True,1.0,1.0,waferagent_adaptive,61.62131701198688,0.0
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,apc_like,5638.97971129353,47054383554560.0
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,apc_like_global_orchestrator,10476.971382552829,3922554424320.0
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,pat_like_traffic_only,11649.505514447123,36451774078477.0
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,pat_like_global_orchestrator,10393.404694871251,3922554424320.0
141,test,58,1549,123,21,32,32.0,True,1.0,1.0,waferagent_adaptive,15.799461526219265,4623360.0
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,apc_like,103966.65042037977,455792687411200.0
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,apc_like_global_orchestrator,140619.7636219879,23459917734400.0
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,pat_like_traffic_only,110395.06407534955,425839256655444.0
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,pat_like_global_orchestrator,140619.7937967489,23459917734400.0
142,test,45,10688,2282,118,16,16.0,True,1.0,1.0,waferagent_adaptive,103966.65042037977,455792687411200.0
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,apc_like,65073.26710764314,64995380765280.0
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,apc_like_global_orchestrator,89.28993862191732,0.0
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,pat_like_traffic_only,65075.46710764314,64995380765280.0
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,pat_like_global_orchestrator,91.45213557075783,0.0
143,test,55,11762,566,701,2,1.0,True,1.0,1.0,waferagent_adaptive,89.29013557075784,0.0
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,apc_like,506262.23964082304,2220653479966720.0
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,apc_like_global_orchestrator,685392.7719055639,114298340880640.0
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,pat_like_traffic_only,537911.4948120492,2166364122455650.0
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,pat_like_global_orchestrator,685392.804155864,114298340880640.0
144,test,57,11521,4091,539,16,4.0,True,1.0,1.0,waferagent_adaptive,506262.23964082304,2220653479966720.0
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,apc_like,23043.441971913213,92034018836480.0
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,apc_like_global_orchestrator,64321.709954593134,6573858488320.0
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,pat_like_traffic_only,25801.505934032786,92188047350167.0
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,pat_like_global_orchestrator,64321.71507458742,6573858488320.0
145,test,53,10483,82,118,8,16.0,False,1.0,1.0,waferagent_adaptive,269.76747773426865,88447385600.0
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,apc_like,57811.58378592706,138600999175680.0
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,apc_like_global_orchestrator,73045.53691988527,7700055509760.0
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,pat_like_traffic_only,61051.919873498824,137411151316460.0
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,pat_like_global_orchestrator,73045.53614035,7700055509760.0
146,test,92,10157,946,143,8,2.0,True,1.0,1.0,waferagent_adaptive,142.71672465064617,85029210880.0
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,apc_like,13194.851179101775,18771607788800.0
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,apc_like_global_orchestrator,64.87342442630035,0.0
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,pat_like_traffic_only,14248.892914616847,18500470834021.0
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,pat_like_global_orchestrator,67.34887659236935,0.0
147,test,59,9476,1467,74,4,4.0,True,1.0,1.0,waferagent_adaptive,64.8743485862593,0.0
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,apc_like,199636.55434830833,478941338211840.0
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,apc_like_global_orchestrator,266034.2927078789,26607852122880.0
148,test,120,33197,75,151,8,32.0,True,1.0,1.0,pat_like_traffic_only,215031.76701025537,463435411926916.0
