workflow,scheduler,policy,wave_id,op_id,mode,start_time,finish_time,duration,resource_units,frontier_width,dependency_ready_time,resource_wait,critical_path_operator,criticality,prefill_cost,decode_cost,local_tool_cost
trading,frontier_aware_morphing,frontier_aware_morphing,9,O_risk_1,parallel,12.754,19.942,7.188000000000001,1,2,12.754,0.0,True,1.7,5.298,1.8900000000000001,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,10,O_researcher_6,fixed,13.646,20.456000000000003,6.8100000000000005,1,1,0.0,13.646,False,1.0,5.376,1.434,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,11,O_trader_7,fixed,14.116,19.733999999999998,5.617999999999999,1,1,14.116,0.0,False,1.5,4.148,1.47,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,12,O_trader_5,fixed,14.15,19.716,5.566,1,1,14.15,0.0,False,1.5,4.138,1.428,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,13,O_trader_4,fixed,14.184000000000001,19.892000000000003,5.708,1,1,14.184000000000001,0.0,False,1.5,4.208,1.5,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,14,O_trader_2,fixed,14.244,19.726,5.482,1,1,14.244,0.0,False,1.5,4.15,1.332,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,15,O_trader_3,fixed,14.25,20.072,5.822,1,1,14.25,0.0,False,1.5,4.25,1.572,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,16,O_trader_0,fixed,14.354,19.89,5.5360000000000005,1,1,14.354,0.0,False,1.5,4.054,1.482,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,17,O_risk_5,fixed,19.716,26.51,6.794,1,1,19.716,0.0,False,1.7,5.276,1.518,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,18,O_risk_2,fixed,19.726,26.241999999999997,6.516,1,1,19.726,0.0,False,1.7,5.244,1.272,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,19,O_risk_7,fixed,19.733999999999998,26.631999999999998,6.898,1,1,19.733999999999998,0.0,False,1.7,5.29,1.608,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,20,O_risk_0,fixed,19.89,26.444000000000003,6.554,1,1,19.89,0.0,False,1.7,5.2940000000000005,1.26,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,21,O_risk_4,fixed,19.892000000000003,26.524,6.632,1,1,19.892000000000003,0.0,False,1.7,5.3,1.332,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,22,O_risk_3,fixed,20.072,26.68,6.608,1,1,20.072,0.0,False,1.7,5.324,1.284,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,23,O_trader_6,fixed,20.456000000000003,25.904000000000003,5.448,1,1,20.456000000000003,0.0,False,1.5,4.17,1.278,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,24,O_risk_6,fixed,25.904000000000003,32.864000000000004,6.96,1,1,25.904000000000003,0.0,False,1.7,5.226,1.734,0.0
trading,frontier_aware_morphing,frontier_aware_morphing,25,O_manager,consolidated_fast_lane,32.864000000000004,37.32623675624474,4.462236756244737,8,1,32.864000000000004,0.0,True,2.4,12.618,1.3860000000000001,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,0,O_planner,fixed,0.0,6.306,6.306,1,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,1,O_coder_3,fixed,6.306,13.97,7.664000000000001,1,4,6.306,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,1,O_coder_2,fixed,6.306,14.256,7.95,1,4,6.306,0.0,False,1.2,6.312,1.6380000000000001,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,1,O_coder_1,fixed,6.306,13.776,7.470000000000001,1,4,6.306,0.0,False,1.2,6.12,1.35,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,1,O_coder_0,fixed,6.306,13.620000000000001,7.314,1,4,6.306,0.0,False,1.2,6.0,1.314,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,2,O_tester_0,fixed,13.620000000000001,20.340000000000003,6.720000000000001,1,1,13.620000000000001,0.0,False,1.0,5.238,1.482,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,3,O_tester_1,fixed,13.776,20.52,6.744,1,1,13.776,0.0,False,1.0,5.25,1.494,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,4,O_tester_3,fixed,13.97,20.928,6.958,1,1,13.97,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,5,O_tester_2,fixed,14.256,20.736,6.48,1,1,14.256,0.0,False,1.0,5.346,1.1340000000000001,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,6,O_debugger_0,fixed,20.340000000000003,25.732000000000003,5.3919999999999995,1,1,20.340000000000003,0.0,False,1.5,4.132,1.26,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,7,O_debugger_1,fixed,20.52,26.162,5.6419999999999995,1,1,20.52,0.0,False,1.5,4.148,1.494,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,8,O_debugger_2,fixed,20.736,26.576,5.84,1,1,20.736,0.0,False,1.5,4.124,1.716,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,9,O_debugger_3,fixed,20.928,26.912,5.984,1,1,20.928,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,fixed_worker_pool,fixed_worker_pool,10,O_reviewer,fixed,26.912,35.22,8.308,1,1,26.912,0.0,True,2.2,6.856,1.452,0.0
software_dev,static_full_resource,static_full_resource,0,O_planner,parallel,0.0,6.306,6.306,1,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,static_full_resource,static_full_resource,1,O_coder_3,parallel,6.306,13.97,7.664000000000001,1,4,6.306,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,static_full_resource,static_full_resource,1,O_coder_2,parallel,6.306,14.256,7.95,1,4,6.306,0.0,False,1.2,6.312,1.6380000000000001,0.0
software_dev,static_full_resource,static_full_resource,1,O_coder_1,parallel,6.306,13.776,7.470000000000001,1,4,6.306,0.0,False,1.2,6.12,1.35,0.0
software_dev,static_full_resource,static_full_resource,1,O_coder_0,parallel,6.306,13.620000000000001,7.314,1,4,6.306,0.0,False,1.2,6.0,1.314,0.0
software_dev,static_full_resource,static_full_resource,2,O_tester_0,parallel,13.620000000000001,20.340000000000003,6.720000000000001,1,1,13.620000000000001,0.0,False,1.0,5.238,1.482,0.0
software_dev,static_full_resource,static_full_resource,3,O_tester_1,parallel,13.776,20.52,6.744,1,1,13.776,0.0,False,1.0,5.25,1.494,0.0
software_dev,static_full_resource,static_full_resource,4,O_tester_3,parallel,13.97,20.928,6.958,1,1,13.97,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,static_full_resource,static_full_resource,5,O_tester_2,parallel,14.256,20.736,6.48,1,1,14.256,0.0,False,1.0,5.346,1.1340000000000001,0.0
software_dev,static_full_resource,static_full_resource,6,O_debugger_0,parallel,20.340000000000003,25.732000000000003,5.3919999999999995,1,1,20.340000000000003,0.0,False,1.5,4.132,1.26,0.0
software_dev,static_full_resource,static_full_resource,7,O_debugger_1,parallel,20.52,26.162,5.6419999999999995,1,1,20.52,0.0,False,1.5,4.148,1.494,0.0
software_dev,static_full_resource,static_full_resource,8,O_debugger_2,parallel,20.736,26.576,5.84,1,1,20.736,0.0,False,1.5,4.124,1.716,0.0
software_dev,static_full_resource,static_full_resource,9,O_debugger_3,parallel,20.928,26.912,5.984,1,1,20.928,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,static_full_resource,static_full_resource,10,O_reviewer,parallel,26.912,35.22,8.308,1,1,26.912,0.0,True,2.2,6.856,1.452,0.0
software_dev,always_parallel,always_parallel,0,O_planner,parallel,0.0,6.306,6.306,1,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,always_parallel,always_parallel,1,O_coder_3,parallel,6.306,13.97,7.664000000000001,1,4,6.306,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,always_parallel,always_parallel,1,O_coder_2,parallel,6.306,14.256,7.95,1,4,6.306,0.0,False,1.2,6.312,1.6380000000000001,0.0
software_dev,always_parallel,always_parallel,1,O_coder_1,parallel,6.306,13.776,7.470000000000001,1,4,6.306,0.0,False,1.2,6.12,1.35,0.0
software_dev,always_parallel,always_parallel,1,O_coder_0,parallel,6.306,13.620000000000001,7.314,1,4,6.306,0.0,False,1.2,6.0,1.314,0.0
software_dev,always_parallel,always_parallel,2,O_tester_0,parallel,13.620000000000001,20.340000000000003,6.720000000000001,1,1,13.620000000000001,0.0,False,1.0,5.238,1.482,0.0
software_dev,always_parallel,always_parallel,3,O_tester_1,parallel,13.776,20.52,6.744,1,1,13.776,0.0,False,1.0,5.25,1.494,0.0
software_dev,always_parallel,always_parallel,4,O_tester_3,parallel,13.97,20.928,6.958,1,1,13.97,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,always_parallel,always_parallel,5,O_tester_2,parallel,14.256,20.736,6.48,1,1,14.256,0.0,False,1.0,5.346,1.1340000000000001,0.0
software_dev,always_parallel,always_parallel,6,O_debugger_0,parallel,20.340000000000003,25.732000000000003,5.3919999999999995,1,1,20.340000000000003,0.0,False,1.5,4.132,1.26,0.0
software_dev,always_parallel,always_parallel,7,O_debugger_1,parallel,20.52,26.162,5.6419999999999995,1,1,20.52,0.0,False,1.5,4.148,1.494,0.0
software_dev,always_parallel,always_parallel,8,O_debugger_2,parallel,20.736,26.576,5.84,1,1,20.736,0.0,False,1.5,4.124,1.716,0.0
software_dev,always_parallel,always_parallel,9,O_debugger_3,parallel,20.928,26.912,5.984,1,1,20.928,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,always_parallel,always_parallel,10,O_reviewer,parallel,26.912,35.22,8.308,1,1,26.912,0.0,True,2.2,6.856,1.452,0.0
software_dev,always_consolidated,always_consolidated,0,O_planner,consolidated,0.0,2.0093448289688167,2.0093448289688167,8,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,always_consolidated,always_consolidated,1,O_coder_3,consolidated,2.0093448289688167,4.4514029909125234,2.4420581619437063,8,4,2.0093448289688167,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,always_consolidated,always_consolidated,2,O_tester_3,consolidated,4.4514029909125234,6.6685012021343795,2.2170982112218565,8,4,4.4514029909125234,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,always_consolidated,always_consolidated,3,O_debugger_3,consolidated,6.6685012021343795,8.575243900603995,1.906742698469616,8,4,6.6685012021343795,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,always_consolidated,always_consolidated,4,O_coder_2,consolidated,8.575243900603995,11.10843314740103,2.5331892467970336,8,3,2.0093448289688167,6.565899071635179,False,1.2,6.312,1.6380000000000001,0.0
software_dev,always_consolidated,always_consolidated,5,O_coder_1,consolidated,11.10843314740103,13.488675118919751,2.380241971518722,8,3,2.0093448289688167,9.099088318432212,False,1.2,6.12,1.35,0.0
software_dev,always_consolidated,always_consolidated,6,O_coder_0,consolidated,13.488675118919751,15.819209225973022,2.330534107053271,8,3,2.0093448289688167,11.479330289950934,False,1.2,6.0,1.314,0.0
software_dev,always_consolidated,always_consolidated,7,O_tester_1,consolidated,15.819209225973022,17.968118443633298,2.1489092176602758,8,3,13.488675118919751,2.3305341070532712,False,1.0,5.25,1.494,0.0
software_dev,always_consolidated,always_consolidated,8,O_debugger_1,consolidated,17.968118443633298,19.765886208467116,1.797767764833819,8,3,17.968118443633298,0.0,False,1.5,4.148,1.494,0.0
software_dev,always_consolidated,always_consolidated,9,O_tester_0,consolidated,19.765886208467116,21.907148062363476,2.1412618538963604,8,2,15.819209225973022,3.9466769824940933,False,1.0,5.238,1.482,0.0
software_dev,always_consolidated,always_consolidated,10,O_debugger_0,consolidated,21.907148062363476,23.62525578798984,1.718107725626365,8,2,21.907148062363476,0.0,False,1.5,4.132,1.26,0.0
software_dev,always_consolidated,always_consolidated,11,O_tester_2,consolidated,23.62525578798984,25.690044004247046,2.0647882162572047,8,1,11.10843314740103,12.51682264058881,False,1.0,5.346,1.1340000000000001,0.0
software_dev,always_consolidated,always_consolidated,12,O_debugger_2,consolidated,25.690044004247046,27.550902520133167,1.8608585158861226,8,1,25.690044004247046,0.0,False,1.5,4.124,1.716,0.0
software_dev,always_consolidated,always_consolidated,13,O_reviewer,consolidated,27.550902520133167,30.198164943075273,2.647262422942107,8,1,27.550902520133167,0.0,True,2.2,6.856,1.452,0.0
software_dev,static_split_resource,static_split_resource,0,O_planner,split_consolidated,0.0,2.941853022315554,2.941853022315554,4,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,static_split_resource,static_split_resource,1,O_coder_3,split_consolidated,2.941853022315554,6.5172354458846,3.5753824235690463,4,4,2.941853022315554,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,static_split_resource,static_split_resource,1,O_coder_2,split_parallel,2.941853022315554,10.891853022315555,7.95,1,4,2.941853022315554,0.0,False,1.2,6.312,1.6380000000000001,0.0
software_dev,static_split_resource,static_split_resource,1,O_coder_1,split_parallel,2.941853022315554,10.411853022315555,7.470000000000001,1,4,2.941853022315554,0.0,False,1.2,6.12,1.35,0.0
software_dev,static_split_resource,static_split_resource,1,O_coder_0,split_parallel,2.941853022315554,10.255853022315554,7.314,1,4,2.941853022315554,0.0,False,1.2,6.0,1.314,0.0
software_dev,static_split_resource,static_split_resource,2,O_tester_3,split_consolidated,6.5172354458846,9.763257223441153,3.246021777556553,4,1,6.5172354458846,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,static_split_resource,static_split_resource,3,O_debugger_3,split_consolidated,9.763257223441153,12.554891934119281,2.791634710678128,4,1,9.763257223441153,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,static_split_resource,static_split_resource,4,O_tester_0,split_parallel,10.255853022315554,16.975853022315555,6.720000000000001,1,1,10.255853022315554,0.0,False,1.0,5.238,1.482,0.0
software_dev,static_split_resource,static_split_resource,5,O_tester_1,split_parallel,10.411853022315555,17.155853022315554,6.744,1,1,10.411853022315555,0.0,False,1.0,5.25,1.494,0.0
software_dev,static_split_resource,static_split_resource,6,O_tester_2,split_parallel,10.891853022315555,17.371853022315555,6.48,1,1,10.891853022315555,0.0,False,1.0,5.346,1.1340000000000001,0.0
software_dev,static_split_resource,static_split_resource,7,O_debugger_0,split_consolidated,16.975853022315555,19.491309967498786,2.5154569451832325,4,1,16.975853022315555,0.0,False,1.5,4.132,1.26,0.0
software_dev,static_split_resource,static_split_resource,8,O_debugger_1,split_parallel,17.155853022315554,22.797853022315554,5.6419999999999995,1,1,17.155853022315554,0.0,False,1.5,4.148,1.494,0.0
software_dev,static_split_resource,static_split_resource,9,O_debugger_2,split_parallel,17.371853022315555,23.211853022315555,5.84,1,1,17.371853022315555,0.0,False,1.5,4.124,1.716,0.0
software_dev,static_split_resource,static_split_resource,10,O_reviewer,split_consolidated,23.211853022315555,27.087672069159453,3.875819046843898,4,1,23.211853022315555,0.0,True,2.2,6.856,1.452,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,0,O_planner,consolidated_fast_lane,0.0,2.0093448289688167,2.0093448289688167,8,1,0.0,0.0,True,1.8,4.8,1.506,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,1,O_coder_3,parallel,2.0093448289688167,9.673344828968817,7.664000000000001,1,4,2.0093448289688167,0.0,True,1.2,6.014,1.6500000000000001,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,1,O_coder_2,parallel,2.0093448289688167,9.959344828968817,7.95,1,4,2.0093448289688167,0.0,False,1.2,6.312,1.6380000000000001,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,1,O_coder_1,parallel,2.0093448289688167,9.479344828968816,7.470000000000001,1,4,2.0093448289688167,0.0,False,1.2,6.12,1.35,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,1,O_coder_0,parallel,2.0093448289688167,9.323344828968818,7.314,1,4,2.0093448289688167,0.0,False,1.2,6.0,1.314,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,2,O_tester_0,fixed,9.323344828968818,16.04334482896882,6.720000000000001,1,1,9.323344828968818,0.0,False,1.0,5.238,1.482,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,3,O_tester_1,fixed,9.479344828968816,16.223344828968816,6.744,1,1,9.479344828968816,0.0,False,1.0,5.25,1.494,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,4,O_tester_3,fixed,9.673344828968817,16.631344828968817,6.958,1,1,9.673344828968817,0.0,True,1.0,5.3500000000000005,1.608,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,5,O_tester_2,fixed,9.959344828968817,16.439344828968817,6.48,1,1,9.959344828968817,0.0,False,1.0,5.346,1.1340000000000001,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,6,O_debugger_0,fixed,16.04334482896882,21.43534482896882,5.3919999999999995,1,1,16.04334482896882,0.0,False,1.5,4.132,1.26,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,7,O_debugger_1,fixed,16.223344828968816,21.865344828968816,5.6419999999999995,1,1,16.223344828968816,0.0,False,1.5,4.148,1.494,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,8,O_debugger_2,fixed,16.439344828968817,22.279344828968817,5.84,1,1,16.439344828968817,0.0,False,1.5,4.124,1.716,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,9,O_debugger_3,fixed,16.631344828968817,22.615344828968816,5.984,1,1,16.631344828968817,0.0,True,1.5,4.2860000000000005,1.698,0.0
software_dev,frontier_aware_morphing,frontier_aware_morphing,10,O_reviewer,consolidated_fast_lane,22.615344828968816,25.26260725191092,2.647262422942107,8,1,22.615344828968816,0.0,True,2.2,6.856,1.452,0.0
