baseline,workflow_latency,state_materialization_bytes,state_movement_byte_hop,max_link_utilization,max_link_load,p95_link_load,hotspot_region,region_memory_pressure,critical_path_wait,average_wave_batch_size,wave_count,duplicate_state_materialization_bytes,notes
flat_sequential,179.6541056556263,356008,356008,0.0,0,0.0,,0.0,0.0,1.0,33,295972,approximate: sequential flat prompt materialization; no cache or parallelism
request_parallel_gpu_like,33.986016027930006,178752,178752,0.0,0,0.0,,0.06699371337890625,0.0,6.6,5,295972,approximate: ready requests assigned to worker-local caches
prefix_cache_like,33.98601601262625,80808,80808,0.0,0,0.0,,0.0,0.0,6.6,5,295972,approximate: only exact root prefix-compatible states are globally reused
helium_like_operator_schedule,33.98601600938063,60036,60036,0.0,0,0.0,,0.0,0.0,6.6,5,295972,approximate: groups ready operators by shared prefix/state template
kvflow_like_future_eviction,33.98601600938063,60036,60036,0.0,0,0.0,,0.0,0.0,6.6,5,295972,approximate: future-use cache admission/eviction under capacity
wafer_request_centric,33.98616721408,178752,967770112,5.349564687737961e-06,36362240,36362240.0,R_8_7,0.04969024658203125,0.0,6.6,5,295972,approximate: wafer backend without state-centric wave formation
replicate_all_hot_states,33.98604177408,80808,164954112,1.010862054144874e-06,6871040,6871040.0,R_8_7,0.03443145751953125,0.0,6.6,5,295972,ablation: blindly replicates hot states
single_pin_hot_state,33.98616721408,80808,967770112,5.349564687737961e-06,36362240,36362240.0,R_8_7,0.04969024658203125,0.0,6.6,5,295972,ablation: pins hot states centrally and exposes hotspots
WaferStateFlow,33.98604177408,80808,164954112,1.010862054144874e-06,6871040,6871040.0,R_8_7,0.03443145751953125,271.28043319168,6.6,5,295972,approximate: hot-state-seeded wave scheduling with policy-driven placement
