metric,success_mean,failure_mean,success_median,failure_median,delta_failure_minus_success,mannwhitney_p
total_steps,37.37931034482759,56.49295774647887,18.0,34.0,19.113647401651285,0.24650937042606258
tool_entropy,1.0442918726631576,0.8898107237004335,0.9219280948873623,0.9182958340544896,-0.15448114896272414,0.2772946641963373
phase_entropy,1.6495941178063005,1.7094498709987536,1.75,1.8122783593140148,0.059855753192453065,0.45430084920843017
observation_bytes,5713.896551724138,14975.94366197183,3382.0,6053.0,9262.047110247693,0.026288533367544657
repeated_action_ratio,0.7210473575422089,0.763774494714559,0.8,0.8571428571428571,0.042727137172350105,0.16672639833799419
error_rate,0.15143470262246872,0.17623621795084074,0.09090909090909091,0.14285714285714285,0.02480151532837202,0.05352319490062987
