K,n_train,n_test,future_tool_cosine,future_tool_top3_recall,remaining_steps_mae,remaining_steps_r2,future_obs_spearman,future_obs_mae,long_auc,long_accuracy
1,70,30,0.7218458459533011,0.9,39.008893596650516,0.09769626866108938,0.6567648378069524,9380.510039307506,0.7585227272727273,0.7
2,70,30,0.8626503634703762,0.9655172413793104,34.06583629508386,0.2277191311126987,0.24233330737863018,11229.664979471234,0.784,0.7333333333333333
3,70,30,0.8773831531013765,0.9310344827586207,45.526354828280674,-0.07439361345465834,0.24521584941757513,8119.602026191071,0.52,0.7333333333333333
5,70,30,0.8284605658788832,0.9259259259259259,32.79260118272598,0.4675468105894095,0.3732888354987219,11145.26467529304,0.8300000000000001,0.8333333333333334
