reuse_group_size,shared_prefix_tokens,decode_tokens,arrival_rate_jobs_per_s,cross_job_prefix_hit_rate_observed,shared_kv_read_reduction_ratio,waferagent_vs_apc_jct_p99_delta_pct,apc_like_jct_p99_ms,waferagent_jct_p99_ms,regime_label
16,2048,128,16.0,0.054705882352941174,0.249991596713241,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
16,2048,512,2.0,0.054705882352941174,0.249991596713241,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
16,2048,512,4.0,0.054705882352941174,0.249991596713241,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
16,2048,512,8.0,0.054705882352941174,0.249991596713241,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
16,2048,512,16.0,0.054705882352941174,0.249991596713241,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
16,8192,32,2.0,0.054705882352941174,0.24984764262894898,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
16,8192,32,4.0,0.054705882352941174,0.24984764262894898,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
16,8192,32,8.0,0.054705882352941174,0.25034165652734686,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
16,8192,32,16.0,0.054705882352941174,0.24984764262894898,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
16,8192,128,2.0,0.054705882352941174,0.24984764262894898,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
16,8192,128,4.0,0.054705882352941174,0.24984764262894898,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
16,8192,128,8.0,0.054705882352941174,0.25034165652734686,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
16,8192,128,16.0,0.054705882352941174,0.24984764262894898,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
16,8192,512,2.0,0.054705882352941174,0.24984764262894898,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
16,8192,512,4.0,0.054705882352941174,0.24984764262894898,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
16,8192,512,8.0,0.054705882352941174,0.25034165652734686,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
16,8192,512,16.0,0.054705882352941174,0.24984764262894898,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
16,32768,32,2.0,0.054705882352941174,0.14698230631562925,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
16,32768,32,4.0,0.054705882352941174,0.12911460243402217,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
16,32768,32,8.0,0.054705882352941174,0.13783060265717462,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
16,32768,32,16.0,0.054705882352941174,0.1492229246937593,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
16,32768,128,2.0,0.054705882352941174,0.14698230631562925,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
16,32768,128,4.0,0.054705882352941174,0.12911460243402217,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
16,32768,128,8.0,0.054705882352941174,0.13783060265717462,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
16,32768,128,16.0,0.054705882352941174,0.1492229246937593,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
16,32768,512,2.0,0.054705882352941174,0.14698230631562925,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
16,32768,512,4.0,0.054705882352941174,0.12911460243402217,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
16,32768,512,8.0,0.054705882352941174,0.13783060265717462,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
16,32768,512,16.0,0.054705882352941174,0.1492229246937593,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
32,512,32,2.0,0.05647058823529412,0.25486956521766635,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
32,512,32,4.0,0.05647058823529412,0.25486956521766635,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
32,512,32,8.0,0.05647058823529412,0.25486956521766635,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
32,512,32,16.0,0.05647058823529412,0.25486956521766635,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
32,512,128,2.0,0.05647058823529412,0.25486956521766635,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
32,512,128,4.0,0.05647058823529412,0.25486956521766635,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
32,512,128,8.0,0.05647058823529412,0.25486956521766635,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
32,512,128,16.0,0.05647058823529412,0.25486956521766635,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
32,512,512,2.0,0.05647058823529412,0.25486956521766635,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
32,512,512,4.0,0.05647058823529412,0.25486956521766635,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
32,512,512,8.0,0.05647058823529412,0.25486956521766635,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
32,512,512,16.0,0.05647058823529412,0.25486956521766635,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
32,2048,32,2.0,0.05647058823529412,0.2548607354205549,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
32,2048,32,4.0,0.05647058823529412,0.2548607354205549,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
32,2048,32,8.0,0.05647058823529412,0.2548607354205549,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
32,2048,32,16.0,0.05647058823529412,0.2548607354205549,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
32,2048,128,2.0,0.05647058823529412,0.2548607354205549,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
32,2048,128,4.0,0.05647058823529412,0.2548607354205549,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
32,2048,128,8.0,0.05647058823529412,0.2548607354205549,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
32,2048,128,16.0,0.05647058823529412,0.2548607354205549,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
32,2048,512,2.0,0.05647058823529412,0.2548607354205549,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
32,2048,512,4.0,0.05647058823529412,0.2548607354205549,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
32,2048,512,8.0,0.05647058823529412,0.2548607354205549,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
32,2048,512,16.0,0.05647058823529412,0.2548607354205549,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
32,8192,32,2.0,0.05647058823529412,0.2547041216305933,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
32,8192,32,4.0,0.05647058823529412,0.2547041216305933,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
32,8192,32,8.0,0.05647058823529412,0.2551981355289912,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
32,8192,32,16.0,0.05647058823529412,0.2547041216305933,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
32,8192,128,2.0,0.05647058823529412,0.2547041216305933,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
32,8192,128,4.0,0.05647058823529412,0.2547041216305933,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
32,8192,128,8.0,0.05647058823529412,0.2551981355289912,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
32,8192,128,16.0,0.05647058823529412,0.2547041216305933,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
32,8192,512,2.0,0.05647058823529412,0.2547041216305933,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
32,8192,512,4.0,0.05647058823529412,0.2547041216305933,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
32,8192,512,8.0,0.05647058823529412,0.2551981355289912,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
32,8192,512,16.0,0.05647058823529412,0.2547041216305933,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
32,32768,32,2.0,0.05647058823529412,0.1501127687731385,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
32,32768,32,4.0,0.05647058823529412,0.13224506489153143,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
32,32768,32,8.0,0.05647058823529412,0.14096106511468387,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
32,32768,32,16.0,0.05647058823529412,0.15235338715126867,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
32,32768,128,2.0,0.05647058823529412,0.1501127687731385,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
32,32768,128,4.0,0.05647058823529412,0.13224506489153143,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
32,32768,128,8.0,0.05647058823529412,0.14096106511468387,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
32,32768,128,16.0,0.05647058823529412,0.15235338715126867,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
32,32768,512,2.0,0.05647058823529412,0.1501127687731385,5.193486053090623,1379487.9528129944,8543839.396153815,traffic_reduction_only
32,32768,512,4.0,0.05647058823529412,0.13224506489153143,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
32,32768,512,8.0,0.05647058823529412,0.14096106511468387,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
32,32768,512,16.0,0.05647058823529412,0.15235338715126867,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
64,512,32,2.0,0.05764705882352941,0.2581159420292639,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
64,512,32,4.0,0.05764705882352941,0.2581159420292639,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
64,512,32,8.0,0.05764705882352941,0.2581159420292639,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
64,512,32,16.0,0.05764705882352941,0.2581159420292639,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
64,512,128,2.0,0.05764705882352941,0.2581159420292639,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
64,512,128,4.0,0.05764705882352941,0.2581159420292639,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
64,512,128,8.0,0.05764705882352941,0.2581159420292639,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
64,512,128,16.0,0.05764705882352941,0.2581159420292639,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
64,512,512,2.0,0.05764705882352941,0.2581159420292639,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
64,512,512,4.0,0.05764705882352941,0.2581159420292639,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
64,512,512,8.0,0.05764705882352941,0.2581159420292639,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
64,512,512,16.0,0.05764705882352941,0.2581159420292639,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
64,2048,32,2.0,0.05764705882352941,0.2581068278920974,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
64,2048,32,4.0,0.05764705882352941,0.2581068278920974,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
64,2048,32,8.0,0.05764705882352941,0.2581068278920974,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
64,2048,32,16.0,0.05764705882352941,0.2581068278920974,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
64,2048,128,2.0,0.05764705882352941,0.2581068278920974,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
64,2048,128,4.0,0.05764705882352941,0.2581068278920974,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
64,2048,128,8.0,0.05764705882352941,0.2581068278920974,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
64,2048,128,16.0,0.05764705882352941,0.2581068278920974,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
64,2048,512,2.0,0.05764705882352941,0.2581068278920974,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
64,2048,512,4.0,0.05764705882352941,0.2581068278920974,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
64,2048,512,8.0,0.05764705882352941,0.2581068278920974,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
64,2048,512,16.0,0.05764705882352941,0.2581068278920974,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
64,8192,32,2.0,0.05764705882352941,0.2579417742983562,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
64,8192,32,4.0,0.05764705882352941,0.2579417742983562,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
64,8192,32,8.0,0.05764705882352941,0.25843578819675406,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
64,8192,32,16.0,0.05764705882352941,0.2579417742983562,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
64,8192,128,2.0,0.05764705882352941,0.2579417742983562,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
64,8192,128,4.0,0.05764705882352941,0.2579417742983562,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
64,8192,128,8.0,0.05764705882352941,0.25843578819675406,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
64,8192,128,16.0,0.05764705882352941,0.2579417742983562,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
64,8192,512,2.0,0.05764705882352941,0.2579417742983562,5.0212433178748785,382633.93847408245,2303932.045229216,traffic_reduction_only
64,8192,512,4.0,0.05764705882352941,0.2579417742983562,4.964033683856415,382633.93847408245,2282041.6976460707,traffic_reduction_only
64,8192,512,8.0,0.05764705882352941,0.25843578819675406,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
64,8192,512,16.0,0.05764705882352941,0.2579417742983562,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
64,32768,32,2.0,0.05764705882352941,0.16798047265474558,4.938432196497779,1379487.9528129944,8191995.673665494,traffic_reduction_only
64,32768,32,4.0,0.05764705882352941,0.13381029612028605,5.51396902867797,1379487.9528129944,8985941.800058221,traffic_reduction_only
64,32768,32,8.0,0.05764705882352941,0.1425262963434386,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
64,32768,32,16.0,0.05764705882352941,0.1539186183800233,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
64,32768,128,2.0,0.05764705882352941,0.16798047265474558,4.938432196497779,1379487.9528129944,8191995.673665494,traffic_reduction_only
64,32768,128,4.0,0.05764705882352941,0.13381029612028605,5.51396902867797,1379487.9528129944,8985941.800058221,traffic_reduction_only
64,32768,128,8.0,0.05764705882352941,0.1425262963434386,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
64,32768,128,16.0,0.05764705882352941,0.1539186183800233,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
64,32768,512,2.0,0.05764705882352941,0.16798047265474558,4.938432196497779,1379487.9528129944,8191995.673665494,traffic_reduction_only
64,32768,512,4.0,0.05764705882352941,0.13381029612028605,5.51396902867797,1379487.9528129944,8985941.800058221,traffic_reduction_only
64,32768,512,8.0,0.05764705882352941,0.1425262963434386,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
64,32768,512,16.0,0.05764705882352941,0.1539186183800233,5.451136413237704,1379487.9528129944,8899264.964014642,traffic_reduction_only
