reuse_group_size,shared_prefix_tokens,decode_tokens,arrival_rate_jobs_per_s,cross_job_prefix_hit_rate_observed,shared_kv_read_reduction_ratio,waferagent_vs_apc_jct_p99_delta_pct,apc_like_jct_p99_ms,waferagent_jct_p99_ms,regime_label
4,32768,128,8.0,0.04411764705882353,0.12061305914087339,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
4,32768,128,16.0,0.04411764705882353,0.13044014994870357,5.451136413237702,1379487.9528129944,8899264.96401464,traffic_reduction_only
4,32768,512,2.0,0.04411764705882353,0.14051857210408714,5.034077392720092,1379487.9528129944,8323937.0695986105,traffic_reduction_only
4,32768,512,4.0,0.04411764705882353,0.11346229014647558,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
4,32768,512,8.0,0.04411764705882353,0.12061305914087339,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
4,32768,512,16.0,0.04411764705882353,0.13044014994870357,5.451136413237702,1379487.9528129944,8899264.96401464,traffic_reduction_only
8,512,32,2.0,0.051176470588235295,0.2402608695654772,5.0067297376507165,289304.18387216376,1737772.0444916969,traffic_reduction_only
8,512,32,4.0,0.051176470588235295,0.2402608695654772,4.924155581866226,289304.18387216376,1713882.995743532,traffic_reduction_only
8,512,32,8.0,0.051176470588235295,0.2402608695654772,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
8,512,32,16.0,0.051176470588235295,0.2402608695654772,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
8,512,128,2.0,0.051176470588235295,0.2402608695654772,5.0067297376507165,289304.18387216376,1737772.0444916969,traffic_reduction_only
8,512,128,4.0,0.051176470588235295,0.2402608695654772,4.924155581866226,289304.18387216376,1713882.995743532,traffic_reduction_only
8,512,128,8.0,0.051176470588235295,0.2402608695654772,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
8,512,128,16.0,0.051176470588235295,0.2402608695654772,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
8,512,512,2.0,0.051176470588235295,0.2402608695654772,5.0067297376507165,289304.18387216376,1737772.0444916969,traffic_reduction_only
8,512,512,4.0,0.051176470588235295,0.2402608695654772,4.924155581866226,289304.18387216376,1713882.995743532,traffic_reduction_only
8,512,512,8.0,0.051176470588235295,0.2402608695654772,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
8,512,512,16.0,0.051176470588235295,0.2402608695654772,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
8,2048,32,2.0,0.051176470588235295,0.24025331929861338,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
8,2048,32,4.0,0.051176470588235295,0.24025331929861338,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
8,2048,32,8.0,0.051176470588235295,0.24025331929861338,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
8,2048,32,16.0,0.051176470588235295,0.24025331929861338,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
8,2048,128,2.0,0.051176470588235295,0.24025331929861338,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
8,2048,128,4.0,0.051176470588235295,0.24025331929861338,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
8,2048,128,8.0,0.051176470588235295,0.24025331929861338,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
8,2048,128,16.0,0.051176470588235295,0.24025331929861338,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
8,2048,512,2.0,0.051176470588235295,0.24025331929861338,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
8,2048,512,4.0,0.051176470588235295,0.24025331929861338,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
8,2048,512,8.0,0.051176470588235295,0.24025331929861338,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
8,2048,512,16.0,0.051176470588235295,0.24025331929861338,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
8,8192,32,2.0,0.051176470588235295,0.24013468462566034,5.021243317874879,382633.93847408245,2303932.0452292166,traffic_reduction_only
8,8192,32,4.0,0.051176470588235295,0.24013468462566034,4.9640336838564165,382633.93847408245,2282041.697646071,traffic_reduction_only
8,8192,32,8.0,0.051176470588235295,0.24062869852405822,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
8,8192,32,16.0,0.051176470588235295,0.24013468462566034,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
8,8192,128,2.0,0.051176470588235295,0.24013468462566034,5.021243317874879,382633.93847408245,2303932.0452292166,traffic_reduction_only
8,8192,128,4.0,0.051176470588235295,0.24013468462566034,4.9640336838564165,382633.93847408245,2282041.697646071,traffic_reduction_only
8,8192,128,8.0,0.051176470588235295,0.24062869852405822,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
8,8192,128,16.0,0.051176470588235295,0.24013468462566034,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
8,8192,512,2.0,0.051176470588235295,0.24013468462566034,5.021243317874879,382633.93847408245,2303932.0452292166,traffic_reduction_only
8,8192,512,4.0,0.051176470588235295,0.24013468462566034,4.9640336838564165,382633.93847408245,2282041.697646071,traffic_reduction_only
8,8192,512,8.0,0.051176470588235295,0.24062869852405822,4.936095389300829,382633.93847408245,2271351.5579660176,traffic_reduction_only
8,8192,512,16.0,0.051176470588235295,0.24013468462566034,4.965183212145673,382633.93847408245,2282481.546182777,traffic_reduction_only
8,32768,32,2.0,0.051176470588235295,0.15511510543328055,5.034077392720093,1379487.9528129944,8323937.069598612,traffic_reduction_only
8,32768,32,4.0,0.051176470588235295,0.12441890874775818,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
8,32768,32,8.0,0.051176470588235295,0.131569677742156,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
8,32768,32,16.0,0.051176470588235295,0.1429619997787407,5.451136413237702,1379487.9528129944,8899264.96401464,traffic_reduction_only
8,32768,128,2.0,0.051176470588235295,0.15511510543328055,5.034077392720093,1379487.9528129944,8323937.069598612,traffic_reduction_only
8,32768,128,4.0,0.051176470588235295,0.12441890874775818,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
8,32768,128,8.0,0.051176470588235295,0.131569677742156,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
8,32768,128,16.0,0.051176470588235295,0.1429619997787407,5.451136413237702,1379487.9528129944,8899264.96401464,traffic_reduction_only
8,32768,512,2.0,0.051176470588235295,0.15511510543328055,5.034077392720093,1379487.9528129944,8323937.069598612,traffic_reduction_only
8,32768,512,4.0,0.051176470588235295,0.12441890874775818,5.513969028677972,1379487.9528129944,8985941.800058225,traffic_reduction_only
8,32768,512,8.0,0.051176470588235295,0.131569677742156,5.4207245361468415,1379487.9528129944,8857312.145945368,traffic_reduction_only
8,32768,512,16.0,0.051176470588235295,0.1429619997787407,5.451136413237702,1379487.9528129944,8899264.96401464,traffic_reduction_only
16,512,32,2.0,0.054705882352941174,0.2500000000002699,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
16,512,32,4.0,0.054705882352941174,0.2500000000002699,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
16,512,32,8.0,0.054705882352941174,0.2500000000002699,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
16,512,32,16.0,0.054705882352941174,0.2500000000002699,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
16,512,128,2.0,0.054705882352941174,0.2500000000002699,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
16,512,128,4.0,0.054705882352941174,0.2500000000002699,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
16,512,128,8.0,0.054705882352941174,0.2500000000002699,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
16,512,128,16.0,0.054705882352941174,0.2500000000002699,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
16,512,512,2.0,0.054705882352941174,0.2500000000002699,5.006729737650716,289304.18387216376,1737772.0444916966,traffic_reduction_only
16,512,512,4.0,0.054705882352941174,0.2500000000002699,4.924155581866228,289304.18387216376,1713882.9957435324,traffic_reduction_only
16,512,512,8.0,0.054705882352941174,0.2500000000002699,4.925413710062284,289304.1838721637,1714246.977494499,traffic_reduction_only
16,512,512,16.0,0.054705882352941174,0.2500000000002699,4.9258592220338615,289304.1838721637,1714375.8659718414,traffic_reduction_only
16,2048,32,2.0,0.054705882352941174,0.249991596713241,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
16,2048,32,4.0,0.054705882352941174,0.249991596713241,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
16,2048,32,8.0,0.054705882352941174,0.249991596713241,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
16,2048,32,16.0,0.054705882352941174,0.249991596713241,4.926110571081688,308607.7882593075,1828843.8763216212,traffic_reduction_only
16,2048,128,2.0,0.054705882352941174,0.249991596713241,5.00730712192908,308607.7882593075,1853901.7642929198,traffic_reduction_only
16,2048,128,4.0,0.054705882352941174,0.249991596713241,4.924557819904638,308607.7882593075,1828364.6852151547,traffic_reduction_only
16,2048,128,8.0,0.054705882352941174,0.249991596713241,4.92569947496563,308607.7882593075,1828717.008858483,traffic_reduction_only
