policy,prediction_mode,estimator_mode,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,cache_byte_miss,state_misses,LRU_regret_states_preserved,LRU_regret_tokens_preserved,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,effective_prefill_reduction,cache_hit_ratio,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,local_state_hits,remote_state_hits,retained_state_type_distribution,oracle_gap,llm_step_latency_quantiles_available
asg-retention-v2-oracle,oracle,oracle,8,0.5,718733000,,,5.787962984863642e-07,330623,0,0,2,290,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1801,1004,"{""agent_role"": 1, ""assistant_delta"": 5, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 2, ""tool_observation"": 2}",,False
asg-placement-v2-online,heuristic,heuristic,8,0.5,721147101,,,5.768587288545448e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,158290379,6449873,17342922752,12582912,0,0,0,0,1829,976,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,8,0.5,721582587,,,5.765105858908427e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,133614879,18634497,19328401408,0,15821963264,38443711,23364309,257,1832,973,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 2, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 1}",,False
lru-system,none,none,1,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1515,1290,"{""agent_role"": 3, ""assistant_delta"": 18, ""edit_diff"": 3, ""file_context"": 8, ""system_prefix"": 3, ""task_prefix"": 3, ""test_failure_summary"": 3, ""tool_observation"": 3}",,False
kvflow-like,none,none,1,1.0,723754000,,,5.747809338532153e-07,372690,22055223296,914,1,159,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.1467563508489167,0.6741532976827095,206701000,0,0,0,0,0,0,0,1263,628,"{""agent_role"": 38, ""file_context"": 1, ""system_prefix"": 38, ""task_prefix"": 38, ""test_failure_summary"": 1}",,False
asg-retention-v2-online,heuristic,heuristic,1,1.0,718733000,,,5.787962984863642e-07,330623,0,0,1,159,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1505,1300,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 15, ""file_context"": 12, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,1,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1536,1269,"{""agent_role"": 1, ""assistant_delta"": 17, ""edit_diff"": 2, ""file_context"": 4, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 3, ""tool_observation"": 2}",,False
asg-placement-v2-online,heuristic,heuristic,1,1.0,721100943,,,5.768956538446795e-07,330623,0,0,1,159,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,118576602,16927930,35974021120,88080384,0,0,0,0,1618,1187,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 15, ""file_context"": 12, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,1,1.0,718774116,,,5.787631896304958e-07,330623,0,0,1,159,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,136522537,17891275,16905666560,25165824,17515937792,26999542,41439220,197,1954,851,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 15, ""file_context"": 12, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
lru-system,none,none,2,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1646,1159,"{""agent_role"": 3, ""assistant_delta"": 18, ""edit_diff"": 3, ""file_context"": 8, ""system_prefix"": 3, ""task_prefix"": 3, ""test_failure_summary"": 3, ""tool_observation"": 3}",,False
kvflow-like,none,none,2,1.0,724489000,,,5.741978139074576e-07,376168,23878696960,937,1,159,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.13879375080129674,0.6659536541889483,206118000,0,0,0,0,0,0,0,1185,683,"{""agent_role"": 37, ""system_prefix"": 35, ""task_prefix"": 36, ""test_failure_summary"": 2}",,False
asg-retention-v2-online,heuristic,heuristic,2,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,473,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1454,1351,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 12, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,2,1.0,718733000,,,5.787962984863642e-07,330623,0,0,2,290,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1578,1227,"{""agent_role"": 2, ""assistant_delta"": 19, ""edit_diff"": 2, ""file_context"": 4, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 2, ""tool_observation"": 2}",,False
asg-placement-v2-online,heuristic,heuristic,2,1.0,721248088,,,5.76777958820738e-07,330623,0,0,3,473,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,124007406,15224919,36431724544,132120576,0,0,0,0,1491,1314,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 12, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,2,1.0,720612997,,,5.772862850543341e-07,330623,0,0,3,473,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,119799642,18749678,25377636352,106954752,18592825344,31808296,40834082,213,1610,1195,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 12, ""tool_observation"": 1}",,False
lru-system,none,none,4,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1640,1165,"{""agent_role"": 4, ""assistant_delta"": 14, ""edit_diff"": 4, ""file_context"": 4, ""system_prefix"": 4, ""task_prefix"": 4, ""test_failure_summary"": 4, ""tool_observation"": 4}",,False
kvflow-like,none,none,4,1.0,726363000,,,5.727163966226253e-07,386888,29499064320,1107,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.11425117676147911,0.6053475935828877,208724000,0,0,0,0,0,0,0,1245,453,"{""agent_role"": 42, ""file_context"": 1, ""system_prefix"": 41, ""task_prefix"": 41}",,False
asg-retention-v2-online,heuristic,heuristic,4,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1610,1195,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,4,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1540,1265,"{""agent_role"": 2, ""assistant_delta"": 10, ""edit_diff"": 3, ""file_context"": 4, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,4,1.0,721388398,,,5.766657755424562e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,136673132,15409378,32011976704,81788928,0,0,0,0,1679,1126,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,4,1.0,723352667,,,5.750998357762328e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,129165940,28278046,26133135360,56623104,18719703040,33453118,39681099,271,1700,1105,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
lru-system,none,none,8,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1577,1228,"{""agent_role"": 4, ""assistant_delta"": 14, ""edit_diff"": 4, ""file_context"": 4, ""system_prefix"": 4, ""task_prefix"": 4, ""test_failure_summary"": 4, ""tool_observation"": 4}",,False
kvflow-like,none,none,8,1.0,729210000,,,5.704803828801031e-07,402796,37839437824,1347,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.07783109580761549,0.5197860962566845,213081000,0,0,0,0,0,0,0,1125,333,"{""agent_role"": 42, ""file_context"": 1, ""system_prefix"": 41, ""task_prefix"": 41}",,False
asg-retention-v2-online,heuristic,heuristic,8,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1552,1253,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,8,1.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1530,1275,"{""agent_role"": 2, ""assistant_delta"": 10, ""edit_diff"": 3, ""file_context"": 4, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,8,1.0,721530345,,,5.765523278165106e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,133810179,14092762,32652132352,44040192,0,0,0,0,1600,1205,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,8,1.0,721091314,,,5.769033573465011e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,121737432,29463224,25460473856,0,18697158656,32871844,40175301,252,1722,1083,"{""agent_role"": 4, ""assistant_delta"": 3, ""edit_diff"": 14, ""file_context"": 6, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
lru-system,none,none,1,2.0,718733000,,,5.787962984863642e-07,330623,0,0,4,587,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1514,1291,"{""agent_role"": 6, ""assistant_delta"": 41, ""edit_diff"": 6, ""file_context"": 15, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 5}",,False
kvflow-like,none,none,1,2.0,721205000,,,5.76812418105809e-07,358897,14823718912,614,7,1048,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.17833431015220058,0.7811051693404635,205841000,0,0,0,0,0,0,0,1434,757,"{""agent_role"": 52, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 11}",,False
asg-retention-v2-online,heuristic,heuristic,1,2.0,718733000,,,5.787962984863642e-07,330623,0,0,1,159,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1627,1178,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,1,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1304,1501,"{""agent_role"": 2, ""assistant_delta"": 33, ""edit_diff"": 6, ""file_context"": 10, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 5, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,1,2.0,722436756,,,5.758289518702175e-07,330623,0,0,1,159,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,122730687,16886812,34023145472,88080384,0,0,0,0,1679,1126,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,1,2.0,720890743,,,5.770638672218323e-07,330623,0,0,1,159,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,134707966,14475035,16223567872,6291456,14830534656,20576120,37381130,175,1994,811,"{""agent_role"": 52, ""assistant_delta"": 3, ""edit_diff"": 24, ""file_context"": 13, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 1, ""tool_observation"": 1}",,False
lru-system,none,none,2,2.0,718733000,,,5.787962984863642e-07,330623,0,0,4,587,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1505,1300,"{""agent_role"": 7, ""assistant_delta"": 38, ""edit_diff"": 6, ""file_context"": 16, ""system_prefix"": 6, ""task_prefix"": 6, ""test_failure_summary"": 6, ""tool_observation"": 6}",,False
kvflow-like,none,none,2,2.0,722002000,,,5.761756892640187e-07,361324,16096165888,619,7,1048,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.17277788970493968,0.7793226381461675,206637000,0,0,0,0,0,0,0,1339,847,"{""agent_role"": 52, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 11}",,False
asg-retention-v2-online,heuristic,heuristic,2,2.0,718733000,,,5.787962984863642e-07,330623,0,0,13,2020,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1527,1278,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,2,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1497,1308,"{""agent_role"": 2, ""assistant_delta"": 33, ""edit_diff"": 6, ""file_context"": 9, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 5, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,2,2.0,722660835,,,5.756504017545105e-07,330623,0,0,13,2020,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,131822583,18552338,35569795072,138412032,0,0,0,0,1516,1289,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,2,2.0,720057192,,,5.777318866082515e-07,330623,0,0,13,2020,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,115541177,27539896,26185564160,94371840,19126550528,34445192,40286242,219,1624,1181,"{""agent_role"": 2, ""assistant_delta"": 3, ""edit_diff"": 2, ""file_context"": 1, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 25, ""tool_observation"": 1}",,False
lru-system,none,none,4,2.0,718733000,,,5.787962984863642e-07,330623,0,0,4,587,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1520,1285,"{""agent_role"": 6, ""assistant_delta"": 38, ""edit_diff"": 6, ""file_context"": 14, ""system_prefix"": 6, ""task_prefix"": 7, ""test_failure_summary"": 6, ""tool_observation"": 6}",,False
kvflow-like,none,none,4,2.0,724032000,,,5.745602404313622e-07,372836,22131769344,854,3,393,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.1464220956427773,0.6955436720142603,209353000,0,0,0,0,0,0,0,1315,636,"{""agent_role"": 52, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52}",,False
asg-retention-v2-online,heuristic,heuristic,4,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1548,1257,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,4,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1399,1406,"{""agent_role"": 4, ""assistant_delta"": 32, ""edit_diff"": 5, ""file_context"": 9, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 5, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,4,2.0,721600159,,,5.764965470302785e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,135942285,16833525,34174664704,132120576,0,0,0,0,1525,1280,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,4,2.0,720455404,,,5.774125611250187e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,114915668,23920571,26504331264,6291456,19640352768,34315070,42421621,267,1715,1090,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
lru-system,none,none,8,2.0,718733000,,,5.787962984863642e-07,330623,0,0,4,587,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1497,1308,"{""agent_role"": 6, ""assistant_delta"": 38, ""edit_diff"": 6, ""file_context"": 14, ""system_prefix"": 6, ""task_prefix"": 7, ""test_failure_summary"": 6, ""tool_observation"": 6}",,False
kvflow-like,none,none,8,2.0,726557000,,,5.725634740288786e-07,387130,29625942016,1113,3,393,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.11369713731020714,0.6032085561497326,209088000,0,0,0,0,0,0,0,1261,431,"{""agent_role"": 52, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52}",,False
asg-retention-v2-online,heuristic,heuristic,8,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1481,1324,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-retention-v2-oracle,oracle,oracle,8,2.0,718733000,,,5.787962984863642e-07,330623,0,0,3,450,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,196583000,0,0,0,0,0,0,0,1478,1327,"{""agent_role"": 4, ""assistant_delta"": 34, ""edit_diff"": 7, ""file_context"": 9, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 4}",,False
asg-placement-v2-online,heuristic,heuristic,8,2.0,720203976,,,5.776141396920031e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,134027508,18098293,35099508736,100663296,0,0,0,0,1518,1287,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
asg-prefetch-v2-online,heuristic,heuristic,8,2.0,723607638,,,5.74897193111165e-07,330623,0,0,3,450,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,52,0,52,,0.02566633761105627,0.24306534918221945,1.0,118241366,31695038,31811698688,44040192,19531825152,33934021,42379524,253,1562,1243,"{""agent_role"": 31, ""assistant_delta"": 3, ""edit_diff"": 23, ""file_context"": 15, ""system_prefix"": 52, ""task_prefix"": 52, ""test_failure_summary"": 4, ""tool_observation"": 1}",,False
