mode,shared_prefix_tokens,private_tokens,num_agents,heads,head_dim,device,dtype,exact_merge,latency_p50_ms,latency_p90_ms,latency_p99_ms,latency_mad_ms,valid_reps,memory_bytes_estimated,shared_read_bytes_estimated,max_abs_error,oom,outlier_count,latency_ms,independent_latency_ms,independent_memory_bytes,latency_speedup,read_byte_reduction_ratio,reps,warmup_reps
independent_attention,8192,256,8,28,128,cuda:1,float16,True,0.8112480044364929,0.8175648152828217,0.8273826998472213,0.0033439993858337,30,939524096.0,939524096.0,0.0,0,0,0.8112480044364929,0.8112480044364929,939524096.0,1.0,0.0,30,10
independent_attention,8192,256,16,28,128,cuda:1,float16,True,1.5689599514007568,1.5776575684547425,1.5799558472633362,0.0039199590682983,30,1879048192.0,1879048192.0,0.0,0,0,1.5689599514007568,1.5689599514007568,1879048192.0,1.0,0.0,30,10
independent_attention,8192,1024,1,28,128,cuda:1,float16,True,0.1504959985613823,0.1517440006136894,0.1542000025510788,0.0007360056042671,26,117440512.0,117440512.0,0.0,0,4,0.1504959985613823,0.1504959985613823,117440512.0,1.0,0.0,30,10
independent_attention,8192,1024,2,28,128,cuda:1,float16,True,0.245616003870964,0.2502943903207779,0.2565964841842651,0.0021440014243125,30,234881024.0,234881024.0,0.0,0,0,0.245616003870964,0.245616003870964,234881024.0,1.0,0.0,30,10
independent_attention,8192,1024,4,28,128,cuda:1,float16,True,0.4337599873542785,0.4358528077602386,0.4385651171207428,0.001471996307373,29,469762048.0,469762048.0,0.0,0,1,0.4337599873542785,0.4337599873542785,469762048.0,1.0,0.0,30,10
independent_attention,8192,1024,8,28,128,cuda:1,float16,True,0.8119040131568909,0.8173760056495667,0.8234406161308289,0.0027520060539245,29,939524096.0,939524096.0,0.0,0,1,0.8119040131568909,0.8119040131568909,939524096.0,1.0,0.0,30,10
independent_attention,8192,1024,16,28,128,cuda:1,float16,True,1.5696319937705994,1.5790207862854004,1.5829727518558503,0.005616009235382,30,1879048192.0,1879048192.0,0.0,0,0,1.5696319937705994,1.5696319937705994,1879048192.0,1.0,0.0,30,10
independent_attention,16384,64,1,28,128,cuda:1,float16,True,0.2193599939346313,0.2218240052461624,0.2223487985134124,0.0012159943580627,29,234881024.0,234881024.0,0.0,0,1,0.2193599939346313,0.2193599939346313,234881024.0,1.0,0.0,30,10
independent_attention,16384,64,2,28,128,cuda:1,float16,True,0.383648008108139,0.3857280075550079,0.3881510472297668,0.0015040040016174,29,469762048.0,469762048.0,0.0,0,1,0.383648008108139,0.383648008108139,469762048.0,1.0,0.0,30,10
independent_attention,16384,64,4,28,128,cuda:1,float16,True,0.7119359970092773,0.7153983950614929,0.7167632025480271,0.0016160011291503,28,939524096.0,939524096.0,0.0,0,2,0.7119359970092773,0.7119359970092773,939524096.0,1.0,0.0,30,10
independent_attention,16384,64,8,28,128,cuda:1,float16,True,1.3682560324668884,1.3748479962348938,1.3758853995800018,0.0028799772262573,30,1879048192.0,1879048192.0,0.0,0,0,1.3682560324668884,1.3682560324668884,1879048192.0,1.0,0.0,30,10
independent_attention,16384,64,16,28,128,cuda:1,float16,True,2.678768038749695,2.684688115119934,2.69276549577713,0.002943992614746,30,3758096384.0,3758096384.0,0.0,0,0,2.678768038749695,2.678768038749695,3758096384.0,1.0,0.0,30,10
independent_attention,16384,256,1,28,128,cuda:1,float16,True,0.2181120067834854,0.2215360015630722,0.2228940784931183,0.0008320063352584,29,234881024.0,234881024.0,0.0,0,1,0.2181120067834854,0.2181120067834854,234881024.0,1.0,0.0,30,10
independent_attention,16384,256,2,28,128,cuda:1,float16,True,0.3831999897956848,0.3871295928955078,0.3879667270183563,0.0017279982566833,29,469762048.0,469762048.0,0.0,0,1,0.3831999897956848,0.3831999897956848,469762048.0,1.0,0.0,30,10
independent_attention,16384,256,4,28,128,cuda:1,float16,True,0.7109439969062805,0.7144575953483582,0.7152140808105468,0.002943992614746,29,939524096.0,939524096.0,0.0,0,1,0.7109439969062805,0.7109439969062805,939524096.0,1.0,0.0,30,10
