job_id,workload,node_id,input_tokens,output_tokens,shared_prefix_token_len,private_prefix_token_len,shared_prefix_ratio
debate_job_0,debate,debate_job_0_r0_proposer_0,2048,128,1024,1024,0.5
debate_job_0,debate,debate_job_0_r0_proposer_1,2048,128,1024,1024,0.5
debate_job_0,debate,debate_job_0_r0_proposer_2,2048,128,1024,1024,0.5
debate_job_0,debate,debate_job_0_r0_proposer_3,2048,128,1024,1024,0.5
debate_job_0,debate,debate_job_0_r0_critic_0,2176,128,1088,1088,0.5
debate_job_0,debate,debate_job_0_r0_critic_1,2176,128,1088,1088,0.5
debate_job_0,debate,debate_job_0_r0_critic_2,2176,128,1088,1088,0.5
debate_job_0,debate,debate_job_0_r0_critic_3,2176,128,1088,1088,0.5
debate_job_0,debate,debate_job_0_r0_judge,2560,64,1280,1280,0.5
