policy,prediction_mode,estimator_mode,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,effective_prefill_reduction,cache_hit_ratio,cache_byte_miss,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,state_misses,local_state_hits,remote_state_hits,retained_state_type_distribution,LRU_regret_states_preserved,LRU_regret_tokens_preserved,oracle_gap
nocache,none,none,False,False,basic,none,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1092301000,,,3.8450939805053735e-07,2334123,0.0,0.0,454233686016,768022000,0,0,0,0,0,0,0,2970,0,0,{},0,0,6.663630873293876
lru-basic,none,none,False,False,basic,lru,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1042022000,,,4.0306250731750384e-07,2099677,0.10044286440774541,0.7878787878787878,331316461568,675470000,0,0,0,0,0,0,0,630,1352,988,"{""agent_role"": 2, ""assistant_delta"": 5, ""edit_diff"": 1, ""file_context"": 2, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1}",3,759,1.0
lru-system,none,none,False,False,system,lru,static_replica,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1042022000,,,4.0306250731750384e-07,2099677,0.10044286440774541,0.7878787878787878,331316461568,675470000,0,0,0,0,0,0,0,630,2120,220,"{""agent_role"": 2, ""assistant_delta"": 5, ""edit_diff"": 1, ""file_context"": 2, ""summary_state"": 2, ""system_prefix"": 1, ""task_prefix"": 1}",3,759,1.0
kvflow-like,none,none,False,False,system,kvflow,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1099672000,,,3.819320670163467e-07,2269627,0.027631791469429845,0.46835016835016835,420419207168,761576000,0,0,0,0,0,0,0,1579,1279,112,"{""agent_role"": 10, ""system_prefix"": 10, ""task_prefix"": 9}",0,0,5.105568305350888
asg-retention-v2-graph-only,none,none,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031110000,,,4.0732802513795813e-07,2058354,0.11814673005664222,0.7131313131313132,309651308544,660283000,0,0,0,0,0,0,0,852,2072,46,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0017393405000603937
asg-retention-v2-online,heuristic,heuristic,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,2063,103,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-retention-v2-trace-stats,trace_stats,trace_stats,True,False,asg,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,1752,414,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-retention-v2-oracle,oracle,oracle,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031091000,,,4.0733553100550776e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,660264000,0,0,0,0,0,0,0,804,2044,122,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-placement-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031308189,,,4.0724974792186003e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,652694442,51300,2013790208,0,0,0,0,0,804,2063,103,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
asg-prefetch-v2-online,heuristic,heuristic,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,paper_usable,True,30,0,30,,0.12658227848101267,1,0.5,1031308189,,,4.0724974792186003e-07,2058282,0.11817757676009366,0.7292929292929293,309613559808,635994010,0,1172307968,0,5646581760,16234521,5823586,30,804,2116,50,"{""assistant_delta"": 1, ""file_context"": 2, ""system_prefix"": 30, ""task_prefix"": 30}",1,960,0.0
