baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,accounting_mode
apc_like,2.0,100,1.1402445491528908,49951.83320928984,17260.82424587237,29351.981698302065,29358.29083459694,6.911555683145707,10.869016979246226,17.178153274064243,0.1089285264802517,0.1119033535642467,0.111903353564257,24623.104002112013,0.0,0.9107142857142856,765.0,0.7870588235294118,85.0,67779952640.0,123115467283456.0,7.11930145694717,2163200.0,2112000.0,0.8921284608,24.6230934566912,0.01400897536,0.0554856087552,0.2558471650160639,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,stage_amortized,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,209044111360.0,71135395840.0,69357010944.0,80.1010625436902,236.1715165898204,0.043780542910099,1.1639166623353958,123.77292290329932,584.2760661616921,5.842760661616921,0.0003371832175464,stage_amortized
pat_like_traffic_only,2.0,100,1.1944401944232457,52326.03603729355,13120.305183110742,25441.10777163295,26874.84265844749,5.476547910204317,11.069016979243315,17.378153274061333,0.1086135960742941,0.1114396382560719,0.1116687371939722,14549.134654346028,0.0,0.9107142857142856,765.0,0.8047058823529412,87.0,58015612928.0,72745636017410.0,3.677705947872655,2163200.0,2112000.0,0.8921284608,14.549127203482,0.01400897536,0.0471641096192,0.155024287492612,21082705965795.0,35540854374400.0,0.4068036253799001,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.3712320625782,0.0,stage_amortized,latency_p50_ms,21082705965795.0,151.0,3.867549668874173,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.867549668874173,0.0021855996036304,0.0,0.0,0.0,0.0,13193.271705599902,218808451072.0,61371056128.0,58955137024.0,78.0381141230464,234.81205198913813,0.0334205105900764,11.127788573503494,133.11456330120564,597.7883962914348,5.977883962914348,0.0004148751037865,stage_amortized
waferagent_latency_safe,2.0,100,1.7085469771004305,74848.02597281565,78.72581398393595,106.23018080435,1509.9132080020531,5.376599627321411,7.307301812755792,17.178153274064243,0.1087272616862649,0.1115863772904871,0.1118241094958069,56.748025858489456,28.15629419250261,0.9107142857142856,765.0,0.9556521739130436,43.0,16475226112.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.3126782366441,0.0133680857088,0.022601581268713,26969817638354.0,35540854374400.0,0.2411601208500969,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,36.03711986541748,0.0,stage_amortized,latency_p50_ms,26969817638354.0,280.0,2.0,293.0,280.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,26240847603154.0,12717129728.0,16710107136.0,78.72316800057888,239.97932765632868,0.0217575579881668,14.334299601614475,124.96813014149666,603.2117176800966,6.032117176800966,0.0447754235898931,stage_amortized
apc_like,4.0,100,1.709791218362721,74902.5336940341,17293.24924281144,29351.98169830204,29358.290834596857,6.911555683145707,10.869016979249864,17.178153274060605,0.1089285264802463,0.1119033535642469,0.1119033535642469,24621.167818575992,0.0,0.9107142857142856,765.0,0.7917647058823529,85.0,68081942528.0,123105786829824.0,4.068823602892105,2163200.0,2112000.0,0.8921284608,24.6211573659648,0.01400897536,0.0558077313024,0.255831025334272,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,stage_amortized,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599916,208742121472.0,71437385728.0,69759664128.0,172.0355860888958,240.911278873682,0.0247098505496978,1.1375872418284416,125.71120634675026,677.5305708870292,6.775305708870292,0.0003910594274434,stage_amortized
pat_like_traffic_only,4.0,100,1.8269721093992983,80035.99416856446,7500.640131994209,25447.416907927727,27030.27579074164,5.476547910206136,11.069016979250591,17.378153274061333,0.1085809637228258,0.1114396382560719,0.1116687371939722,14524.897584131802,0.0,0.9107142857142856,765.0,0.7941176470588235,92.0,64692944896.0,72624450830787.0,3.713728873687833,2163200.0,2112000.0,0.8921284608,14.5248901661574,0.01400897536,0.0526938800128,0.154837214823302,21211984481403.0,35540854374400.0,0.4031661631442955,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.501984052360054,0.0,stage_amortized,latency_p50_ms,21211984481403.0,152.0,3.842105263157895,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.842105263157895,0.0236317272976736,0.0,0.0,0.0,0.0,13193.271705599904,212131119104.0,68048388096.0,65867350016.0,78.25123704969883,232.44373686611647,0.0224830582737922,15.486812219023705,140.20767714828253,605.3852969780564,6.053852969780564,0.000422473174309,stage_amortized
waferagent_latency_safe,4.0,100,3.411170122981449,149436.5407475713,78.72581398394288,694.7094922839707,1494.3848575524507,5.376599627321411,10.869016979249864,17.178153274060605,0.1087272616862737,0.1115863772904871,0.1118241094958069,124.28993441834872,68.34734989355027,0.9107142857142856,765.0,0.9420415224913494,57.0,25132269568.0,279709937152.0,2.986563530698026,2163200.0,2112000.0,0.8921284608,0.0559419874304,1.2969586563408,0.0203474075648,0.0226537651213599,27145052304032.0,35540854374400.0,0.2362296072548969,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,35.657247856259346,0.0,stage_amortized,latency_p50_ms,27145052304032.0,277.0,2.0,324.0,277.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,25921590604448.0,17582522368.0,25434259456.0,78.26604042202234,236.94082256406543,0.0340677797794342,14.28916770964861,127.00624484568834,601.3426147401333,6.013426147401333,0.0296777998292232,stage_amortized
apc_like,8.0,100,2.2789546670576346,99836.44605446084,17304.658029211438,29283.598732685947,29358.290834596875,6.911555683145707,10.869016979249864,17.178153274062424,0.1089285264802445,0.1119033535642469,0.1119033535642469,24611.8898869824,0.0,0.9107142857142856,765.0,0.8176470588235294,71.0,58409877504.0,123059397827584.0,4.069509950250079,2163200.0,2112000.0,0.8921284608,24.6118795655168,0.01400897536,0.048016392192,0.255660333938688,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,stage_amortized,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599936,218414186496.0,61765320704.0,60020490240.0,78.06077878922224,235.09901948273185,0.0216430053114891,1.1703092604875565,125.2268785610795,669.0362878143787,6.690362878143787,0.0003863752661593,stage_amortized
pat_like_traffic_only,8.0,100,2.329365561765095,102044.84652980528,7039.3635413967695,26595.787259557084,27059.48605918351,5.476547910206136,11.069016979250591,17.378153274063152,0.1085809637228207,0.111439638256066,0.1116687371939722,14454.757938140005,0.0,0.9107142857142856,765.0,0.7929411764705883,87.0,68451041280.0,72273753329292.0,3.7546506235996295,2163200.0,2112000.0,0.8921284608,14.4547506658584,0.01400897536,0.0559956361216,0.1541688373814,21401177790791.0,35540854374400.0,0.3978429003044389,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.505120046436783,0.0,stage_amortized,latency_p50_ms,21401177790791.0,152.0,3.8552631578947367,152.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8552631578947367,0.0360242923788046,0.0,0.0,0.0,0.0,13193.271705599907,208373022720.0,71806484480.0,69994545152.0,83.53504166007042,234.16779842227697,0.0379765406250953,11.14771980792284,135.31053066253662,606.8719737231731,6.068719737231731,0.0004254534317994,stage_amortized
waferagent_latency_safe,8.0,100,4.872114057764188,213437.5726425336,78.72581398394323,5256.917543021701,7103.580649568296,5.376599627321411,10.869016979249864,17.178153274062424,0.1087272616862755,0.1115863772904871,0.1118241094958069,1312.6888707861883,1238.6816477546488,0.9107142857142856,765.0,0.882960413080895,114.0,62579015680.0,1151051427328.0,2.063432758518437,2163200.0,2112000.0,0.8921284608,0.2302102854656,1.2090836254647,0.0506269270016,0.023820492987319,27320286969710.0,35540854374400.0,0.231299093659697,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,35.27737584710121,0.0,stage_amortized,latency_p50_ms,27320286969710.0,274.0,2.0,451.0,274.0,0.0,0.0,0.0,0.0,177.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599904,24145601494894.0,36071014400.0,63283658752.0,78.74882221221924,239.28572051227093,0.0204471871256828,14.599659480154514,128.41627560555935,603.9611734449863,6.039611734449863,0.0043375422338441,stage_amortized
apc_like,16.0,100,2.739427791860588,120008.85270582864,17260.82424587237,29220.80525625047,29358.290834596883,6.9115556831447975,10.869016979248045,17.178153274060605,0.1089285264802469,0.1119033535642469,0.1119033535642469,24594.6258424064,0.0,0.9107142857142856,765.0,0.8588235294117647,56.0,48687480832.0,122973079051264.0,8.142622096653339,2163200.0,2112000.0,0.8921284608,24.5946158102528,0.01400897536,0.0402384748544,0.255409917212672,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,stage_amortized,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599946,228136583168.0,52042924032.0,50298093568.0,78.50545924156904,234.20176561921835,0.0192690640687942,1.1533098295331,124.68945700675248,574.526178650558,5.74526178650558,0.0003321830685461,stage_amortized
