baseline,job_completion_time_ms,p50_latency_ms,p90_latency_ms,p99_latency_ms,goodput_jobs_per_s,kv_bytes_total,kv_saving_ratio,sram_evictions,sram_reload_bytes,sram_hit_rate,mesh_total_traffic_bytes,mesh_wait_ms,mesh_hotspot_ratio,prefill_tile_utilization,decode_tile_utilization,energy_per_job_j
continuum_like,3596.5651863566436,548.8450117787348,860.1613884571641,921.604635075965,30.20860983427091,2469003264.0,0.0,0.0,0.0,0.0,6515635251.2,0.0,4.089847741535737,3.0967910933385354e-05,0.002485967873992404,0.00914298901504
kvflow_like,3526.71312786487,539.0189362217039,860.1613884571641,921.604635075965,30.93186888393985,1308858777.6,0.47164641395567025,0.0,149317222.4,0.8790404040404041,28574566.4,0.0,3.0442391943554967,3.054406524288517e-05,0.002546539318861568,0.00784557687808
oracle,2296.789289110481,327.2307320480425,600.78229036991,707.2351784057314,48.8308869508492,1308858777.6,0.47164641395567025,0.0,149317222.4,0.8790404040404041,4505.6,0.5643347396269792,1.2732394366197182,0.000175016359577181,0.002450742983382468,0.00783986286592
wafer_naive,3679.0026303886434,554.8296191427163,860.1613884571641,921.604635075965,29.62134020902392,2469003264.0,0.0,0.0,0.0,0.0,11738940262.4,0.0,1.721297596029824,3.4797254544596324e-05,0.002435747561128618,0.010187650017279998
waferagent_full,3524.3569208537847,539.0085694217039,860.1613884571641,921.604635075965,30.952675703515514,1308858777.6,0.47164641395567025,0.0,149317222.4,0.8790404040404041,4505.6,0.929525413038964,1.2732394366197182,9.086111331965723e-05,0.0012744681357182335,0.00783986286592
