baseline,workflow_latency,state_materialization_bytes,state_movement_byte_hop,max_link_utilization,max_link_load,p95_link_load,hotspot_region,region_memory_pressure,critical_path_wait,average_wave_batch_size,wave_count,duplicate_state_materialization_bytes,notes
flat_sequential,28.12201600871,55744,55744,0.0,0,0.0,,0.0,0.0,1.0,5,31012,approximate: sequential flat prompt materialization; no cache or parallelism
request_parallel_gpu_like,17.528009606678125,42740,42740,0.0,0,0.0,,0.04071044921875,0.0,1.6666666666666667,3,31012,approximate: ready requests assigned to worker-local caches
prefix_cache_like,17.528009604334997,27744,27744,0.0,0,0.0,,0.0,0.0,1.6666666666666667,3,31012,approximate: only exact root prefix-compatible states are globally reused
helium_like_operator_schedule,17.528009603864376,24732,24732,0.0,0,0.0,,0.0,0.0,1.6666666666666667,3,31012,approximate: groups ready operators by shared prefix/state template
kvflow_like_future_eviction,17.528009603864376,24732,24732,0.0,0,0.0,,0.0,0.0,1.6666666666666667,3,31012,approximate: future-use cache admission/eviction under capacity
wafer_request_centric,17.5280221992,42740,101114880,1.021778715046209e-06,3581952,3581952.0,R_0_5,0.014251708984375,0.0,1.6666666666666667,3,31012,approximate: wafer backend without state-centric wave formation
replicate_all_hot_states,17.5280157992,27744,60154880,4.810949565885761e-07,1686528,1686528.0,R_0_5,0.01806640625,0.0,1.6666666666666667,3,31012,ablation: blindly replicates hot states
single_pin_hot_state,17.5280221992,27744,101114880,1.021778715046209e-06,3581952,3581952.0,R_0_5,0.014251708984375,0.0,1.6666666666666667,3,31012,ablation: pins hot states centrally and exposes hotspots
WaferStateFlow,17.528,27744,0,0.0,0,0.0,,0.023586273193359375,22.15,1.6666666666666667,3,31012,approximate: hot-state-seeded wave scheduling with policy-driven placement
