baseline,arrival_rate_jobs_per_s,completed_jobs,jobs_per_s,tokens_per_s,jct_p50_ms,jct_p90_ms,jct_p99_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,tpot_p50_ms,tpot_p90_ms,tpot_p99_ms,queue_wait_ms,mesh_wait_ms,cross_job_prefix_hit_rate,cross_job_prefix_compute_hits,sram_hit_rate,sram_evictions,sram_reload_bytes,mesh_total_traffic_bytes,mesh_hotspot_ratio,computed_prefill_tokens,avoided_prefill_tokens,compute_energy_j,mesh_energy_j,sram_energy_j,offwafer_energy_j,energy_per_job_j,decode_shared_kv_read_bytes,decode_shared_kv_read_bytes_without_cohort,decode_kv_read_reduction_ratio,shared_attention_cost_model_source,shared_attention_fit_hash,cohort_latency_predicted_ms,cohort_latency_observed_or_fitted_ms,shared_attention_accounting_mode,shared_attention_prediction_stat,cross_region_kv_transfer_bytes,num_decode_cohorts,avg_cohort_size,candidate_cohorts,accepted_cohorts,rejected_wait_cost,rejected_slo_risk,rejected_low_saving,rejected_critical_path,rejected_queue_pressure,rejected_remote_shared_kv,accepted_avg_size,accepted_avg_wait_ms,replica_bytes_total,saved_mesh_traffic_bytes,replication_transfer_bytes,replication_actual_transfer_bytes,shared_prefill_compute_ms_saved,sram_read_bytes,sram_write_bytes,offwafer_reload_bytes,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct,adaptive_policy_mix_apc,adaptive_policy_mix_pat,adaptive_policy_mix_waferagent,adaptive_wrong_choice_count,adaptive_non_worse_fraction,adaptive_effective_run_policy
apc_like,2.0,100,1.1402445491528908,49951.83320928984,17260.82424587237,29351.981698302065,29358.29083459694,6.911555683145707,10.869016979246226,17.178153274064243,0.1089285264802517,0.1119033535642467,0.111903353564257,24623.104002112013,0.0,0.9107142857142856,765.0,0.7870588235294118,85.0,67779952640.0,123115467283456.0,7.11930145694717,2163200.0,2112000.0,0.8921284608,24.6230934566912,0.01400897536,0.0554856087552,0.2558471650160639,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599907,209044111360.0,71135395840.0,69357010944.0,78.97804398089647,238.6988550424576,0.0380929559469223,1.1564400047063828,124.7804695740342,584.5060618594289,5.845060618594289,0.0003373159470793,0.0,0.0,0.0,0.0,0.0,
ideal_next_use_cache,2.0,100,1.7083648784823988,74840.04859655692,83.8039123355029,112.4689524709626,1516.1519796686655,5.376424631477676,7.507301812752882,17.378153274061333,0.1086135960742834,0.1114396382560685,0.1115926089605775,56.82880129182176,28.23784505916723,0.9107142857142856,765.0,0.9582677165354332,45.0,17548967936.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.0032473178072,0.014227079168,0.019515862014936,20949561979618.0,35540854374400.0,0.4105498489448829,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.626144066452976,0.0,cohort_stage,latency_p50_ms,20949561979618.0,153.0,3.875816993464052,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875816993464052,0.0424230433905284,0.0,0.0,0.0,0.0,13193.271705599906,20052229226416.0,12717129728.0,17783848960.0,147.3033232614398,240.8913224935532,0.0249715521931648,10.027360171079636,121.4616922661662,659.1400438919663,6.591400438919663,0.0474053118912449,0.0,0.0,0.0,0.0,0.0,
pat_like_traffic_only,2.0,100,1.194439365217725,52325.99971145809,13120.30572630338,25441.16589271183,26874.89428925446,5.476444475973949,11.069016979243315,17.378153274061333,0.1086135960742905,0.1114396382560685,0.111668737193972,14726.677947758226,0.0,0.9107142857142856,765.0,0.8058823529411765,87.0,58015612928.0,73633352070375.0,3.633367906533845,2163200.0,2112000.0,0.8921284608,14.726670414075,0.01400897536,0.0471641096192,0.156799719598542,21082705965795.0,35540854374400.0,0.4068036253799001,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.3712320625782,0.0,cohort_stage,latency_p50_ms,21082705965795.0,151.0,3.867549668874173,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.867549668874173,0.0257002500130655,0.0,0.0,0.0,0.0,13193.271705599902,218808451072.0,61371056128.0,58955137024.0,78.48842907696962,291.5110383182764,0.0243466347455978,10.952955111861227,133.8994950056076,655.2745141088963,6.5527451410889626,0.0004492334796709,0.0,0.0,0.0,0.0,0.0,
waferagent_adaptive,2.0,100,1.708545846722323,74847.97645321151,78.74517553655096,106.26890390958002,1509.9519311072831,5.376444475975404,7.307301812755792,17.178153274064243,0.1088065057547115,0.111744865427367,0.1118241094958065,56.74880032059406,28.15784311671181,0.9107142857142856,765.0,0.9615384615384616,43.0,16475226112.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.3863798754461,0.0133680857088,0.0233385976567329,28443850414394.0,35540854374400.0,0.1996858006069194,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,24.612608075141907,0.0,cohort_stage,latency_p50_ms,28443850414394.0,192.0,2.0,205.0,192.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,27714880379194.0,12717129728.0,16710107136.0,80.11300023645163,240.55348709225652,0.031578354537487,13.93988635390997,124.52812865376472,596.5360477566719,5.965360477566719,0.0442615647333309,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe
waferagent_latency_safe,2.0,100,1.708545846722323,74847.97645321151,78.74517553655096,106.26890390958002,1509.9519311072831,5.376444475975404,7.307301812755792,17.178153274064243,0.1088065057547115,0.111744865427367,0.1118241094958065,56.74880032059406,28.15784311671181,0.9107142857142856,765.0,0.9615384615384616,43.0,16475226112.0,209916718592.0,2.6598458218338346,2163200.0,2112000.0,0.8921284608,0.0419833437184,1.3863798754461,0.0133680857088,0.0233385976567329,28443850414394.0,35540854374400.0,0.1996858006069194,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,24.612608075141907,0.0,cohort_stage,latency_p50_ms,28443850414394.0,192.0,2.0,205.0,192.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,27714880379194.0,12717129728.0,16710107136.0,78.41558195650578,239.778945222497,0.0225529074668884,13.693573884665966,124.37323946505784,594.1728139296174,5.941728139296174,0.044086218369252,0.0,0.0,0.0,0.0,0.0,
apc_like,4.0,100,1.709791218362721,74902.5336940341,17293.24924281144,29351.98169830204,29358.290834596857,6.911555683145707,10.869016979249864,17.178153274060605,0.1089285264802463,0.1119033535642469,0.1119033535642469,24621.167818575992,0.0,0.9107142857142856,765.0,0.7917647058823529,85.0,68081942528.0,123105786829824.0,4.068823602892105,2163200.0,2112000.0,0.8921284608,24.6211573659648,0.01400897536,0.0558077313024,0.255831025334272,35540854374400.0,35540854374400.0,0.0,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,695784.701952,0.0,cohort_stage,latency_p50_ms,35540854374400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13193.271705599916,208742121472.0,71437385728.0,69759664128.0,78.81993427872658,234.83431804925203,0.0200746580958366,1.1660251766443253,126.76252238452436,575.3581151366234,5.753581151366234,0.0003320871776836,0.0,0.0,0.0,0.0,0.0,
ideal_next_use_cache,4.0,100,3.410444328878946,149404.74515952886,80.87150572792893,767.0707301810787,1515.7218687625495,5.476444475975768,11.069016979250591,17.378153274061333,0.1085772684345517,0.1114396382560685,0.1115926089605776,138.32857228712135,75.49095331685604,0.9107142857142856,765.0,0.9419252187748608,61.0,28420603904.0,348429413888.0,2.3975343761893875,2163200.0,2112000.0,0.8921284608,0.0696858827776,0.95018299686505,0.0230317621248,0.0193502910256745,20661369674055.0,35540854374400.0,0.4186586102742274,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,20.385888084769245,0.0,cohort_stage,latency_p50_ms,20661369674055.0,159.0,3.849056603773585,159.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,3.849056603773585,0.0434499821393471,0.0,0.0,0.0,0.0,13193.271705599906,18986043860501.0,17616076800.0,28789702656.0,79.62357252836227,241.2698455154896,0.0221431255340576,10.3719187900424,127.32267752289772,598.0769144371152,5.980769144371152,0.0271184972663584,0.0,0.0,0.0,0.0,0.0,
pat_like_traffic_only,4.0,100,1.8269703860538629,80035.91867224762,7500.664057975364,25447.475029006608,27030.32812429136,5.476444475975768,11.069016979250591,17.378153274061333,0.1086135960742868,0.1114396382560685,0.111668737193972,14720.995152264,0.0,0.9107142857142856,765.0,0.7952941176470588,92.0,64692944896.0,73604938177352.0,3.6667792848749534,2163200.0,2112000.0,0.8921284608,14.7209876354704,0.01400897536,0.0526938800128,0.156798189516432,21223580893103.0,35540854374400.0,0.4028398791563576,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,19.37216005474329,0.0,cohort_stage,latency_p50_ms,21223580893103.0,151.0,3.8543046357615895,151.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8543046357615895,0.0470632812330343,0.0,0.0,0.0,0.0,13193.271705599904,212131119104.0,68048388096.0,65867350016.0,79.04384937137365,234.06046256423,0.0242218375205993,11.294043622910976,137.19088397920132,610.4254927486181,6.104254927486181,0.0004202366273531,0.0,0.0,0.0,0.0,0.0,
waferagent_adaptive,4.0,100,3.411165617135275,149436.34335546213,78.7451755365579,694.7482153892007,1494.3852447835031,5.376444475975404,10.869016979249864,17.178153274060605,0.1088065057547169,0.111744865427367,0.1118241094958065,124.2883854941395,68.34580096934107,0.9107142857142856,765.0,0.9496996996996996,57.0,25132269568.0,279709937152.0,2.986563530698026,2163200.0,2112000.0,0.8921284608,0.0559419874304,1.3706602951428,0.0203474075648,0.0233907815093799,28619085080072.0,35540854374400.0,0.1947552870117195,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,24.23273606598377,0.0,cohort_stage,latency_p50_ms,28619085080072.0,189.0,2.0,244.0,189.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,27395623380488.0,17582522368.0,25434259456.0,79.26030829548836,243.120139464736,0.0217128545045852,13.694774359464644,127.6661241427064,602.1766271442175,6.021766271442175,0.0297112885650058,0.0,0.0,1.0,0.0,1.0,waferagent_latency_safe
waferagent_latency_safe,4.0,100,3.411165617135275,149436.34335546213,78.7451755365579,694.7482153892007,1494.3852447835031,5.376444475975404,10.869016979249864,17.178153274060605,0.1088065057547169,0.111744865427367,0.1118241094958065,124.2883854941395,68.34580096934107,0.9107142857142856,765.0,0.9496996996996996,57.0,25132269568.0,279709937152.0,2.986563530698026,2163200.0,2112000.0,0.8921284608,0.0559419874304,1.3706602951428,0.0203474075648,0.0233907815093799,28619085080072.0,35540854374400.0,0.1947552870117195,h100_microbench_fit,sha256:e0bd01b332d2a7055773ea81c2ecab7f74693714cb31161831701e32d9888d7d,24.23273606598377,0.0,cohort_stage,latency_p50_ms,28619085080072.0,189.0,2.0,244.0,189.0,0.0,0.0,0.0,0.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13193.271705599906,27395623380488.0,17582522368.0,25434259456.0,79.71430197358131,324.6573787182569,0.0227671116590499,13.734250329434872,127.17427406460048,685.2950919419527,6.852950919419527,0.0338123389568111,0.0,0.0,0.0,0.0,0.0,
