mode,shared_prefix_tokens,private_tokens,num_agents,heads,head_dim,rep,latency_ms,memory_bytes_estimated,shared_read_bytes_estimated,read_byte_reduction_ratio,latency_speedup,oom,exact_merge,device,dtype
split_shared_private_merge,512,64,1,28,128,9,2.6516253128647804,8257536,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,0,2.6764487847685814,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,1,2.7123168110847478,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,2,2.7200188487768173,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,3,2.7358252555131912,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,4,2.660682424902916,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,5,0.5984306335449219,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,6,2.6837559416890144,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,7,2.67964880913496,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,8,2.6866365224123,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,2,28,128,9,2.644152380526066,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,0,2.6326896622776985,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,1,2.598278224468231,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,2,2.5996295735239983,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,3,2.6031555607914925,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,4,2.5938013568520546,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,5,2.5974074378609657,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,6,2.5967033579945564,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,7,2.659916877746582,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,8,2.671304158866405,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,2,28,128,9,2.6690978556871414,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,0,2.731804735958576,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,1,0.5692578852176666,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,2,2.6671169325709343,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,3,2.66936793923378,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,4,2.6727477088570595,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,5,2.634219825267792,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,6,2.6212474331259727,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,7,2.6456965133547783,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,8,2.6199277490377426,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,2,28,128,9,2.583563327789306,9175040,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,0,2.666088752448559,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,1,2.6743263006210327,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,2,2.6867976412177086,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,3,2.67762690782547,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,4,2.6889871805906296,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,5,2.764511853456497,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,6,2.780635841190815,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,7,1.9466234371066091,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,8,2.7193892747163773,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,4,28,128,9,2.7233585715293884,29360128,29360128,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,0,2.613889053463936,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,1,2.598448656499386,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,2,2.603108063340187,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,3,2.574591897428036,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,4,2.5705285370349884,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,5,2.5818515568971634,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,6,2.584515139460564,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,7,2.585175447165966,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,8,2.585829235613346,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,4,28,128,9,2.6464369148015976,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,0,2.655034884810448,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,1,2.6600370183587074,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,2,1.7876140773296356,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,3,2.6415372267365456,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,4,2.633984200656414,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,5,2.62598879635334,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,6,2.6353448629379272,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,7,2.6232916861772537,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,8,2.590831369161606,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,4,28,128,9,2.5948286056518555,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,0,2.776852808892727,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,1,2.7998704463243484,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,2,2.8188442811369896,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,3,2.80944537371397,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,4,2.8327135369181637,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,5,2.899937331676483,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,6,2.9158294200897217,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,7,2.564004622399807,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,8,2.894497476518154,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,8,28,128,9,2.8154952451586723,58720256,58720256,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,0,2.597787417471409,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,1,2.592550590634346,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,2,2.6070689782500267,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,3,2.60295532643795,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,4,2.579108811914921,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,5,2.569904550909996,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,6,2.5722384452819824,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,7,2.6043616235256195,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,8,2.5938330218195915,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,8,28,128,9,2.5953175500035286,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,0,2.683892846107483,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,1,2.662244252860546,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,2,2.6670480147004128,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,3,0.964948907494545,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,4,2.664304338395596,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,5,2.620479092001915,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,6,2.6167957112193108,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,7,2.616683952510357,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,8,2.62020155787468,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,8,28,128,9,2.6092901825904846,14680064,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,0,3.0068382620811462,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,1,3.009016625583172,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,2,3.0039921402931213,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,3,2.996845170855522,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,4,3.02133709192276,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,5,3.055371344089508,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,6,3.12943197786808,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,7,3.115866333246231,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,8,3.1177103519439697,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,64,16,28,128,9,1.7884494736790657,117440512,117440512,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,0,2.6096655055880547,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,1,2.5941291823983192,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,2,2.597230486571789,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,3,2.602935768663883,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,4,2.562662586569786,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,5,2.5759246200323105,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,6,2.5622062385082245,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,7,2.5650905445218086,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,8,2.5658467784523964,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,64,16,28,128,9,2.5662072002887726,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,0,2.6237964630126958,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,1,2.602055668830872,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,2,2.617242746055126,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,3,2.6010721921920776,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,4,2.674877643585205,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,5,2.242228016257286,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,6,2.649111673235893,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,7,2.6365509256720543,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,8,2.6616472750902176,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,64,16,28,128,9,2.653478644788265,22020096,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,0,2.690066583454609,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,1,2.5770599022507668,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,2,2.5757206603884697,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,3,2.5881100445985794,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,4,2.642468549311161,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,5,2.6628347113728523,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,6,2.668329514563084,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,7,2.656782977283001,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,8,2.594437450170517,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,1,28,128,9,0.5097314715385437,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,0,2.619321458041668,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,1,2.618978731334209,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,2,2.6121893897652626,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,3,2.630988135933876,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,4,2.599388360977173,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,5,2.582184970378876,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,6,2.573478035628796,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,7,2.5508608669042587,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,8,2.557476982474327,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,1,28,128,9,2.5578197091817856,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,0,2.699623815715313,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,1,2.6869522407650948,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,2,2.684483304619789,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,3,2.6937322691082954,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,4,2.0807767286896706,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,5,2.6695113629102707,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,6,2.66285240650177,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,7,2.664349041879177,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,8,2.599582076072693,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
split_shared_private_merge,512,256,1,28,128,9,2.6214690878987312,11010048,7340032,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,0,2.6249997317790985,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,1,2.620925195515156,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,2,2.629757858812809,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,3,2.6109302416443825,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,4,2.6081521064043045,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,5,2.6033399626612663,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,6,2.701972611248493,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,7,2.6881294324994087,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,8,2.706706523895264,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
independent_attention,512,256,2,28,128,9,2.681502141058445,14680064,14680064,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,0,0.511818565428257,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,1,2.617686055600643,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,2,2.618738450109958,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,3,2.626524306833744,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,4,2.568377181887626,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,5,2.599087543785572,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,6,2.574794925749302,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,7,2.5718146935105324,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,8,2.560032531619072,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
cohort_attention,512,256,2,28,128,9,2.567400224506855,7340032,7340032,0.0,1.0,False,True,cuda:1,float16
