baseline,arrival_rate_jobs_per_s,shared_kv_extraction_overhead_ms,placement_planning_overhead_ms,replication_planning_overhead_ms,decode_cohort_planning_overhead_ms,scheduling_loop_overhead_ms,total_runtime_overhead_ms,overhead_per_job_ms,overhead_fraction_of_jct
apc_like,2.0,78.07656843215227,298.2713570818305,0.024946406483650208,1.043681986629963,54.753560572862625,565.7650995999575,5.657650995999575,0.000286957401298435
ideal_next_use_cache,2.0,79.19671852141619,241.82370584458113,0.022540800273418427,14.301707036793232,55.77507242560387,509.1907577589154,5.091907577589154,0.0021519865959024487
kvflow_like,2.0,78.60046066343784,236.2169213593006,0.02106744796037674,1.0965242981910706,54.39034663140774,502.9524452984333,5.029524452984333,0.0002550986739577645
no_cache,2.0,78.04296165704727,244.111274369061,0.039507634937763214,1.1015338823199272,57.2822280228138,516.5966060012579,5.165966060012579,0.0002610034636917555
pat_like,2.0,77.93775852769613,235.5101341381669,0.021904706954956055,11.262865737080574,64.86610602587461,601.5775240957737,6.015775240957737,0.00035875259650345145
wafer_naive,2.0,78.85334640741348,234.70353614538908,0.02627260982990265,1.065365970134735,58.58801770955324,507.65103101730347,5.076510310173035,0.0002564838326519791
waferagent_full,2.0,77.80348230153322,238.14465664327145,0.02050679177045822,14.19850718230009,55.318147875368595,507.86078814417124,5.078607881441712,0.0021463657617842415
apc_like,4.0,77.29860488325357,231.1139740049839,0.02174265682697296,1.039404422044754,53.448899649083614,493.0809922516346,4.930809922516346,0.00025025090423425153
ideal_next_use_cache,4.0,79.83567286282778,241.81079491972923,0.021570362150669098,14.232178218662739,57.37899336963892,511.47896982729435,5.1147896982729435,0.0016314812991737432
kvflow_like,4.0,77.39363983273506,298.8161314278841,0.03157276660203934,1.1086659505963326,54.46766596287489,566.7414888739586,5.667414888739586,0.0002876354438448828
no_cache,4.0,77.45395228266716,298.09681326150894,0.02233590930700302,1.0770754888653755,56.88248481601477,561.9247732684016,5.619247732684016,0.0002839049084981797
pat_like,4.0,77.51225400716066,233.59097354114056,0.02133101224899292,11.518006213009357,64.63431846350431,508.2458546385169,5.082458546385169,0.0003084921964055331
wafer_naive,4.0,78.2319325953722,236.12408991903067,0.020770356059074402,1.1147018522024155,57.830323465168476,589.7138137370348,5.897138137370348,0.00029794494618082365
waferagent_full,4.0,78.44508998095989,237.0571903884411,0.021297484636306763,14.48451355099678,56.880359537899494,506.1763385310769,5.061763385310769,0.0016145673216565184
apc_like,8.0,77.40486040711403,231.81984014809132,0.019566155970096588,1.052682287991047,53.71587723493576,494.8062561452389,4.948062561452389,0.0002513002067972703
ideal_next_use_cache,8.0,136.66078634560108,240.159023553133,0.02224370837211609,14.78948537260294,58.13822615891695,570.2021941542625,5.702021941542625,0.0011874293921228616
kvflow_like,8.0,78.10925412923098,232.24033880978823,0.019243918359279633,1.0894620791077614,52.990895695984364,499.6287152171135,4.996287152171135,0.00025376931161922407
no_cache,8.0,77.50486023724079,233.47333073616028,0.02088211476802826,1.0704556480050087,58.053385466337204,560.0270358845592,5.6002703588455915,0.0002829461022950297
pat_like,8.0,78.56681849807501,233.8812742382288,0.028148293495178223,11.958642862737179,133.28505400568247,580.426431261003,5.80426431261003,0.00035054813162716474
wafer_naive,8.0,78.678117133677,234.63501688092947,0.022184103727340698,1.0630004107952118,57.629126124083996,505.63103053718805,5.0563103053718805,0.0002554632546693824
waferagent_full,8.0,79.57058772444725,238.69363777339458,0.020820647478103638,14.88414965569973,57.54949897527695,509.6003785729408,5.096003785729408,0.0010612278836491808
apc_like,16.0,78.23283411562443,234.01466477662325,0.019657425582408905,1.0074181482195854,54.14666887372732,499.13422390818596,4.99134223908186,0.0002536494265543058
ideal_next_use_cache,16.0,80.35571873188019,242.7697516977787,0.021005980670452118,15.1694780215621,58.621794916689396,514.3257509917021,5.143257509917021,0.0008994028280347641
kvflow_like,16.0,78.65775004029274,292.9051574319601,0.021778978407382965,1.0579098016023636,54.64537814259529,560.2054912596941,5.602054912596941,0.00028467251082785156
no_cache,16.0,77.72840466350317,233.70214365422726,0.02042483538389206,1.0060984641313553,57.31749441474676,498.5909294337034,4.985909294337034,0.0002519063385932726
pat_like,16.0,79.21154890209436,238.86493779718876,0.026984140276908875,12.301383540034294,66.5591387078166,522.2169831395149,5.222169831395149,0.00031538871706720075
wafer_naive,16.0,79.33365926146507,236.4431107416749,0.02042856067419052,1.027299091219902,58.63043386489153,585.346981883049,5.85346981883049,0.0002957386633171553
waferagent_full,16.0,78.75952124595642,240.47165922820568,0.022065825760364532,15.455476939678192,58.03496949374676,510.7298595830798,5.107298595830798,0.0008931146830294152
